character_animation_set	mount_unit	rider_animation_set	vfx_filter_override
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_dlc20_chs_cha_chaos_lord_mkho_chaos_steed	cam_lord_hu1c_wh3_dlc20_hr1_glhh_dual_axe	12
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_dlc20_chs_cha_chaos_lord_mkho_gorebeast_chariot	cam_lord_hu1c_dlc20_chaos_lord_wm_chariot_dual_axe	12
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_dlc20_chs_cha_chaos_lord_mkho_juggernaut	cam_hu1c_wh3_dlc20_chaos_lord_hq4_juggernaut_dual_axe	12
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	cam_lord_hu1c_wh3_dlc20_hr1_glhh_dual_axe	12
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	cam_lord_hu1c_dlc20_chaos_lord_wm_chariot_dual_axe	12
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut	cam_hu1c_wh3_dlc20_chaos_lord_hq4_juggernaut_dual_axe	12
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_main_ie_nor_cha_exalted_hero_mkho_killgore_slaymaim	cam_hu1c_wh3_dlc20_chaos_lord_hq4_juggernaut_dual_axe	12
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_main_ksl_cha_boyar_1	cam_hu1c_kislev_hr1_warhorse_dual_axe	0
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_main_ksl_cha_boyar_2	cam_hu1c_kislev_be1_warbear_dual_axe	0
cam_lord_hu1c_wh3_kislev_dual_axe	wh3_main_pro_ksl_cha_slavin_0	cam_hu1c_chaos_hq3_mammoth_sword_and_shield	0
cam_lord_hu1c_wh3_kislev_sword_and_axe_yuri	wh3_main_pro_ksl_cha_yuri_4	cam_hu1c_kislev_hr1_warhorse_sword_and_axe_yuri	0
cam_lord_hu1c_wh3_kislev_sword_and_axe_yuri	wh3_main_pro_ksl_cha_yuri_5	cam_hu1c_kislev_be1_warbear_sword_and_axe_yuri	0
cam_lord_hu1d_def_sword_and_shield	wh2_main_def_cha_malekith_1	cam_lord_hu1d_elf_rp3_cold_one_sword_shield	0
cam_lord_hu1d_def_sword_and_shield	wh2_main_def_cha_malekith_2	cam_lord_hu1d_elf_wm_cold_one_chariot01_sword_shield	0
cam_lord_hu1d_def_sword_and_shield	wh2_main_def_cha_malekith_3	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_lord_hu1d_def_sword_and_shield	wh2_twa03_def_cha_rakarth_3	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_lord_hu1d_dlc14_beastmaster_spear_whip	wh2_dlc14_def_cha_high_beastmaster_1	cam_lord_hu1d_dlc14_wm_scourge_chariot01_beastmaster_spear_whip	0
cam_lord_hu1d_dlc14_beastmaster_spear_whip	wh2_dlc14_def_cha_high_beastmaster_2	cam_lord_hu1d_dlc14_bc3_manticore_wb_beastmaster_spear_whip	0
cam_lord_hu1d_dlc14_beastmaster_spear_whip	wh2_twa03_def_cha_rakarth_1	cam_lord_hu1d_dlc14_wm_scourge_chariot01_beastmaster_spear_whip	0
cam_lord_hu1d_dlc14_beastmaster_spear_whip	wh2_twa03_def_cha_rakarth_2	cam_lord_hu1d_dlc14_bc3_manticore_wb_beastmaster_spear_whip	0
cam_lord_hu1d_dlc14_beastmaster_spear_whip	wh2_twa03_def_cha_rakarth_3	cam_lord_hu1d_twa03_wb_dr1_rakarth_spear_whip	0
cam_lord_hu1d_dlc14_malus_sword	wh2_dlc14_def_cha_malus_darkblade_1	cam_lord_hu1d_dlc14_rp3_cold_one_malus_sword	0
cam_lord_hu1d_dlc15_eltharion_spear_sword	wh2_dlc15_hef_cha_eltharion_the_grim_1	cam_lord_hu1d_dlc15_eltharion_hr1_warhorse_spear_sword	0
cam_lord_hu1d_dlc15_eltharion_spear_sword	wh2_dlc15_hef_cha_eltharion_the_grim_2	cam_lord_hu1d_dlc15_eltharion_bc2_griffon_wb_spear_sword	0
cam_lord_hu1d_elf_sword_crossbow	wh2_main_def_cha_dreadlord_1	cam_lord_hu1d_elf_hr1_warhorse_sword_crossbow	0
cam_lord_hu1d_elf_sword_crossbow	wh2_main_def_cha_dreadlord_2	cam_lord_hu1d_elf_wm_rp3_cold_one_sword_crossbow	0
cam_lord_hu1d_elf_sword_crossbow	wh2_main_def_cha_dreadlord_4	cam_lord_hu1d_elf_dr1_dragon_wb_crossbow	0
cam_lord_hu1d_elf_sword_crossbow	wh2_main_def_cha_dreadlord_5	cam_lord_hu1d_elf_hr1_pegasus_sword_and_crossbow	0
cam_lord_hu1e_dlc24_celestial_general	wh3_dlc24_cth_cha_celestial_general_yang_cathayan_horse	cam_lord_hu1e_dlc24_hr1_warhorse_celestial_general	0
cam_lord_hu1e_dlc24_celestial_general	wh3_dlc24_cth_cha_celestial_general_yang_longma	cam_lord_hu1e_dlc24_hr1_warhorse_celestial_general	0
cam_lord_hu1i_dlc24_mother_ostankya_sled01	wh3_dlc24_ksl_cha_mother_ostankya	cam_lord_hu1i_dlc24_mother_ostankya_sled01	0
cam_lord_hu3_dlc23_drazhoath_axe_sceptre	wh3_dlc23_chd_cha_drazhoath_the_ashen_bale_taurus_cinderbreath	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_sceptre	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_bale_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_bale_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_bale_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_bale_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_death_bale_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_death_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_death_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_fire_bale_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_fire_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_fire_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_hashut_bale_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_hashut_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_hashut_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_metal_bale_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_metal_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_pistol	0
cam_lord_hu3_dlc23_sorcerer_prophet_axe_pistol	wh3_dlc23_chd_cha_sorcerer_prophet_metal_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_pistol	0
cam_lord_hu3_dlc23_zhatan_axe_shield	wh3_dlc23_chd_cha_zhatan_the_black_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_shield	0
cam_lord_hu3_dlc23_zhatan_axe_shield	wh3_dlc23_chd_cha_zhatan_the_black_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_shield	0
cam_lord_hu4d_wh3_herald_of_nurgle_sword	wh3_main_nur_cha_herald_of_nurgle_death_1	cam_lord_hu4d_wh3_nurgle_sword_on_palanquin	0
cam_lord_hu4d_wh3_herald_of_nurgle_sword	wh3_main_nur_cha_herald_of_nurgle_death_2	cam_lord_hu4d_wh3_herald_of_nurgle_in1_rot_fly_sword	0
cam_lord_hu4d_wh3_herald_of_nurgle_sword	wh3_main_nur_cha_herald_of_nurgle_nurgle_1	cam_lord_hu4d_wh3_nurgle_sword_on_palanquin	0
cam_lord_hu4d_wh3_herald_of_nurgle_sword	wh3_main_nur_cha_herald_of_nurgle_nurgle_2	cam_lord_hu4d_wh3_herald_of_nurgle_in1_rot_fly_sword	0
cam_lord_hu4d_wh3_nurgle_plagueridden_sword	wh3_main_nur_cha_plagueridden_death_1	cam_lord_hu4d_wh3_nurgle_sword_on_palanquin	0
cam_lord_hu4d_wh3_nurgle_plagueridden_sword	wh3_main_nur_cha_plagueridden_death_2	cam_lord_hu4d_wh3_nurgle_in1_rot_fly_sword	0
cam_lord_hu4d_wh3_nurgle_plagueridden_sword	wh3_main_nur_cha_plagueridden_nurgle_1	cam_lord_hu4d_wh3_nurgle_sword_on_palanquin	0
cam_lord_hu4d_wh3_nurgle_plagueridden_sword	wh3_main_nur_cha_plagueridden_nurgle_2	cam_lord_hu4d_wh3_nurgle_in1_rot_fly_sword	0
cam_lord_hu4f_dlc15_wm_grom_chariot01_grom	wh2_dlc15_grn_cha_grom_the_paunch_0	cam_lord_hu4f_dlc15_wm_grom_chariot01_grom	0
cam_lord_hu6f_wh3_herald_2handed_sword	wh3_main_kho_cha_herald_of_khorne_1	cam_lord_hu6f_wh3_herald_hq4_juggernaught_2handed_sword	0
cam_lord_hu6f_wh3_herald_2handed_sword	wh3_main_kho_cha_herald_of_khorne_2	cam_wh3_main_kho_cha_herald_of_khorne_2	0
cam_lord_hu6f_wh3_herald_2handed_sword	wh3_main_pro_kho_cha_herald_of_khorne_2	cam_wh3_main_kho_cha_herald_of_khorne_2	0
cam_lord_hu7_dlc12_skink_chief_2h_greatweapon	wh2_dlc12_lzd_cha_skink_chief_red_crested_1	cam_lord_hu7_dlc12_skink_rp3_cold_one_chief_2h_greatweapon	0
cam_lord_hu7_dlc12_skink_chief_2h_greatweapon	wh2_dlc12_lzd_cha_skink_chief_red_crested_2	cam_lord_hu7_dlc12_skink_bi3_terradon_chief_2h_greatweapon	0
cam_lord_hu7_dlc12_skink_chief_2h_greatweapon	wh2_dlc12_lzd_cha_skink_chief_red_crested_3	cam_lord_hu7_dlc12_skink_hq1_stegadon_wb_2h_greatweapon	0
cam_lord_hu7_dlc12_skink_sword_and_plaque	wh2_dlc12_lzd_cha_tehenhauin_1	cam_lord_hu7_dlc12_rp3_cold_one_sword_and_plaque	0
cam_lord_hu7_dlc12_skink_sword_and_plaque	wh2_dlc12_lzd_cha_tehenhauin_2	cam_lord_hu7_dlc12_skink_bi3_terradon_sword_and_plague	0
cam_lord_hu7_dlc12_skink_sword_and_plaque	wh2_dlc12_lzd_cha_tehenhauin_3	cam_lord_hu7_dlc12_skink_hq1_stegadon_wb_sword_and_plaque	0
cam_lord_hu7_dlc12_skink_tiktaqto_sword	wh2_dlc12_lzd_cha_tiktaqto_1	cam_lord_hu7_dlc12_skink_bi3_terradon_tiktaqto_sword	0
cam_lord_hu7b_saurus_club_and_shield	wh2_main_lzd_cha_saurus_old_blood_1	cam_lord_hu7b_saurus_rp3_cold_one_club_and_shield	0
cam_lord_hu7b_saurus_club_and_shield	wh2_main_lzd_cha_saurus_old_blood_2	cam_lord_hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	0
cam_lord_hu7b_saurus_spear	wh2_main_lzd_cha_kroq_gar_1	cam_lord_hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	7
cam_lord_hu7b_saurus_spear	wh2_main_lzd_cha_kroq_gar_2	cam_lord_hu7b_saurus_rp3_cold_one_club_and_shield	7
cam_lord_hu7b_saurus_spear	wh2_main_lzd_cha_kroq_gar_3	cam_lord_hu7b_saurus_rp3_cold_one_club_and_shield	7
cam_lord_hu7b_saurus_spear	wh2_main_lzd_cha_saurus_scar_veteran_1	cam_hero_hu7b_saurus_rp3_cold_one_spear_and_shield	0
cam_lord_hu7b_saurus_spear	wh2_main_lzd_cha_saurus_scar_veteran_2	cam_lord_hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	0
cam_lord_hu9_slann_mace	wh2_dlc13_lzd_cha_slann_mage_priest_beasts_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_dlc13_lzd_cha_slann_mage_priest_death_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_dlc13_lzd_cha_slann_mage_priest_metal_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_dlc13_lzd_cha_slann_mage_priest_shadows_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_main_lzd_cha_slann_mage_priest_campaign_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_main_lzd_cha_slann_mage_priest_high_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_main_lzd_cha_slann_mage_priest_life_0_qb	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_mace	wh2_main_lzd_cha_slann_mage_priest_light_0	cam_lord_hu9_slann_mace	0
cam_lord_hu9_slann_wm_platform01_mace	wh2_main_lzd_cha_lord_mazdamundi_0	cam_lord_hu9_slann_wm_platform01_mace	0
cam_lord_hu9_slann_wm_platform01_mace	wh2_main_lzd_cha_lord_mazdamundi_1	cam_lord_hu9_slann_mace	0
cam_lord_hu9b_wh3_plaguefather_nurglings	wh3_main_nur_cha_ku_gath_plaguefather_0	cam_lord_hu9b_wh3_plaguefather_nurglings	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_alluress_shadow_1	cam_lord_hu16_wh3_daemonette_rp1_steed_of_slaanesh	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_alluress_shadow_2	cam_lord_hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_alluress_shadow_3	cam_lord_hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_alluress_slaanesh_1	cam_lord_hu16_wh3_daemonette_rp1_steed_of_slaanesh	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_alluress_slaanesh_2	cam_lord_hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_alluress_slaanesh_3	cam_lord_hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_herald_of_slaanesh_shadow_1	cam_lord_hu16_wh3_daemonette_rp1_steed_of_slaanesh	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_herald_of_slaanesh_shadow_2	cam_lord_hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_herald_of_slaanesh_shadow_3	cam_lord_hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_1	cam_lord_hu16_wh3_daemonette_rp1_steed_of_slaanesh	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_2	cam_lord_hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	0
cam_sla_cha_herald_of_slaanesh_slaanesh_0	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_3	cam_lord_hu16_wh3_daemonette_wm_seeker_chariot01_driver_whip	0
