item	set	initially_locked
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_6	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_7	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_8	false
wh3_dlc29_book_of_nagash_1	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_10	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_11	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_12	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_2	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_3	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_4	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_5	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_6	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_7	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_8	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_book_of_nagash_9	wh3_dlc29_book_of_nagash_slot_9	false
wh3_dlc29_marks_of_nurgle_6_level_0	wh3_dlc29_glottkin_marks_set_heroes	false
wh3_dlc29_marks_of_nurgle_6_level_1	wh3_dlc29_glottkin_marks_set_heroes	true
wh3_dlc29_marks_of_nurgle_6_level_2	wh3_dlc29_glottkin_marks_set_heroes	true
wh3_dlc29_marks_of_nurgle_6_level_3	wh3_dlc29_glottkin_marks_set_heroes	true
wh3_dlc29_marks_of_nurgle_2_level_0	wh3_dlc29_glottkin_marks_set_hybrid	false
wh3_dlc29_marks_of_nurgle_2_level_1	wh3_dlc29_glottkin_marks_set_hybrid	true
wh3_dlc29_marks_of_nurgle_2_level_2	wh3_dlc29_glottkin_marks_set_hybrid	true
wh3_dlc29_marks_of_nurgle_2_level_3	wh3_dlc29_glottkin_marks_set_hybrid	true
wh3_dlc29_marks_of_nurgle_5_level_0	wh3_dlc29_glottkin_marks_set_hybrid	false
wh3_dlc29_marks_of_nurgle_5_level_1	wh3_dlc29_glottkin_marks_set_hybrid	true
wh3_dlc29_marks_of_nurgle_5_level_2	wh3_dlc29_glottkin_marks_set_hybrid	true
wh3_dlc29_marks_of_nurgle_5_level_3	wh3_dlc29_glottkin_marks_set_hybrid	true
wh3_dlc29_marks_of_nurgle_1_level_0	wh3_dlc29_glottkin_marks_set_lords	false
wh3_dlc29_marks_of_nurgle_1_level_1	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_1_level_2	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_1_level_3	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_3_level_0	wh3_dlc29_glottkin_marks_set_lords	false
wh3_dlc29_marks_of_nurgle_3_level_1	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_3_level_2	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_3_level_3	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_4_level_0	wh3_dlc29_glottkin_marks_set_lords	false
wh3_dlc29_marks_of_nurgle_4_level_1	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_4_level_2	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_4_level_3	wh3_dlc29_glottkin_marks_set_lords	true
wh3_dlc29_marks_of_nurgle_7_level_0	wh3_dlc29_glottkin_marks_set_settlements	false
wh3_dlc29_marks_of_nurgle_7_level_1	wh3_dlc29_glottkin_marks_set_settlements	true
wh3_dlc29_marks_of_nurgle_7_level_2	wh3_dlc29_glottkin_marks_set_settlements	true
wh3_dlc29_marks_of_nurgle_7_level_3	wh3_dlc29_glottkin_marks_set_settlements	true
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_hall_of_flame_level_1	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_flame	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_hall_of_flame_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_flame	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_hall_of_flame_level_3	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_flame	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_hall_of_flame_level_4	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_flame	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_1	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_3	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_4	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_1	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_3	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_4	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_1	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_3	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_4	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_1	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_3	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_4	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_teutogen_bastion_level_1	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_teutogen_bastion_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_teutogen_bastion_level_3	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion	false
wh3_dlc29_emp_middenland_the_great_temple_of_ulric_teutogen_bastion_level_4	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion	false
wh3_dlc29_black_pyramid_archers_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_archers_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_archers_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_archers_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_archers_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_archers_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_archers_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_archers_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_arkhan_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_arkhan_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_arkhan_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_beasts_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_beasts_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_beasts_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_beasts_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_beasts_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_beasts_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_beasts_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_death_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_death_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_death_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_death_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_light_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_light_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_light_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_light_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_nehekhara_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_nehekhara_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_nehekhara_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_nehekhara_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_vampires_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_vampires_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_vampires_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_books_lore_of_vampires_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_chariots_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_chariots_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_chariots_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_chariots_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_chariots_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monsters_9	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_construct_monstrous_9	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_II_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_II_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_II_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_II_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_II_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_I_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_I_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_I_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_I_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_cst_I_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dead_rise_chance_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dead_rise_chance_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dead_rise_chance_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dead_rise_hp_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dead_rise_hp_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dead_rise_hp_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_deck_droppers_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_deck_droppers_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_deck_droppers_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_deck_droppers_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_deck_droppers_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_deck_droppers_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_deck_droppers_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dieter_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dieter_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dieter_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dual_wield_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dual_wield_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dual_wield_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dual_wield_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dual_wield_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_dual_wield_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gravecall_recruitment_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gravecall_recruitment_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gravecall_recruitment_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gravecall_recruitment_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_great_weapons_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_great_weapons_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_great_weapons_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_great_weapons_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_great_weapons_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_great_weapons_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guards_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guards_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guards_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guards_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guards_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guards_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guards_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guards_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_10	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_gunpowder_artillery_9	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guns_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guns_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guns_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guns_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guns_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guns_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guns_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_guns_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_hero_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_hero_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_hero_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_hero_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_hero_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_hero_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_hero_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_hero_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_horsemen_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_horsemen_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_horsemen_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_horsemen_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_horsemen_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_horsemen_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_horsemen_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_knights_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_knights_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_knights_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_knights_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_knights_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_knights_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_knights_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_knights_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_krell_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_krell_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_krell_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_local_recruitment_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_local_recruitment_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_local_recruitment_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_local_recruitment_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lock_1_a	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lock_1_b	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lock_2_a	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lock_2_b	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lock_2_c	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lock_2_d	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lock_3_a	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lock_3_b	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lord_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lord_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lord_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lord_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lord_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lord_6	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lord_7	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lord_8	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_death_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_death_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_death_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_death_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_deep_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_deep_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_deep_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_deep_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_light_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_light_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_light_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_light_4	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_light_5	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_nehekhara_1	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_nehekhara_2	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_nehekhara_3	wh3_dlc29_pyramid_initiative_set	false
wh3_dlc29_black_pyramid_lore_of_nehekhara_4	wh3_dlc29_pyramid_initiative_set	false
