effect	effect_list	scope	value
wh3_dlc29_effect_building_woc_garden_plague_reach_province_dummy	wh3_dlc29_marks_of_nurgle_7_level_3	wh3_dlc29_faction_to_faction_marked_nurgle_garden_dummy	1.0000
wh3_dlc29_effect_glottkin_automatic_plague_creation_time_when_marked_mod_scripted	wh3_dlc29_marks_of_nurgle_7_level_3	wh3_dlc29_region_to_region_own_marked_garden	-2.0000
wh3_dlc29_effect_glottkin_nurgle_marks_set_settlements_capacity_mod	wh3_dlc29_marks_of_nurgle_7_level_3	faction_to_region_own	1.0000
wh3_dlc29_effect_mark_of_nurgle_garden_effect_bundle_dummy_1	wh3_dlc29_marks_of_nurgle_7_level_3	wh3_dlc29_faction_to_faction_marked_nurgle_garden_dummy	1.0000
wh3_dlc29_effect_mark_of_nurgle_garden_pop_surplus_dummy	wh3_dlc29_marks_of_nurgle_7_level_3	faction_to_faction_own_unseen	1.0000
wh3_dlc29_emp_middenland_priest_replenishment_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_1	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_effect_priest_of_ulric_xp	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_1	faction_to_character_own_unseen	25.0000
wh3_dlc29_middenland_melee_attack_all_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_1	wh3_dlc29_province_to_force_own_provincewide_cult_of_ulric_dummy	4.0000
wh3_dlc29_emp_fervour_cult_of_ulric_context_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_2	faction_to_faction_own_unseen	5.0000
wh3_dlc29_emp_middenland_priest_replenishment_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_2	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_effect_priest_of_ulric_xp	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_2	faction_to_character_own_unseen	50.0000
wh3_dlc29_middenland_melee_attack_all_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_2	wh3_dlc29_province_to_force_own_provincewide_cult_of_ulric_dummy	6.0000
wh3_dlc29_emp_fervour_cult_of_ulric_context_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_3	faction_to_faction_own_unseen	10.0000
wh3_dlc29_emp_middenland_physical_resistance_all_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_3	wh3_dlc29_province_to_force_own_provincewide_cult_of_ulric_dummy	5.0000
wh3_dlc29_emp_middenland_priest_replenishment_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_3	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_effect_priest_of_ulric_xp	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_3	faction_to_character_own_unseen	75.0000
wh3_dlc29_middenland_melee_attack_all_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_3	wh3_dlc29_province_to_force_own_provincewide_cult_of_ulric_dummy	8.0000
wh3_dlc29_emp_fervour_cult_of_ulric_context_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_4	faction_to_faction_own_unseen	15.0000
wh3_dlc29_emp_middenland_physical_resistance_all_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_4	wh3_dlc29_province_to_force_own_provincewide_cult_of_ulric_dummy	10.0000
wh3_dlc29_emp_middenland_priest_replenishment_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_4	faction_to_faction_own_unseen	1.0000
wh3_dlc29_emp_middenland_reduce_the_cooldown_of_prayers	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_4	faction_to_character_own_priest_of_ulric_unseen	-25.0000
wh3_dlc29_middenland_effect_priest_of_ulric_xp	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_4	faction_to_character_own_unseen	100.0000
wh3_dlc29_middenland_melee_attack_all_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_hall_of_the_flame_level_4	wh3_dlc29_province_to_force_own_provincewide_cult_of_ulric_dummy	10.0000
wh3_dlc29_emp_fervour_settlement_construction_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_1	faction_to_region_own_unseen	20.0000
wh3_dlc29_middenland_festival_dilemma_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_1	faction_to_faction_own_unseen	1.0000
wh_main_effect_public_order_faction	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_1	faction_to_province_own	2.0000
wh3_dlc29_effect_commandment_emp_construction_cost	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_2	faction_to_province_own_unseen	-10.0000
wh3_dlc29_effect_commandment_emp_income_gdp_mod	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_2	faction_to_province_own_unseen	5.0000
wh3_dlc29_emp_fervour_settlement_construction_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_2	faction_to_region_own_unseen	30.0000
wh3_dlc29_middenland_festival_dilemma_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_2	faction_to_faction_own_unseen	1.0000
wh_main_effect_public_order_faction	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_2	faction_to_province_own	3.0000
wh3_dlc29_effect_commandment_emp_construction_cost	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_3	faction_to_province_own_unseen	-10.0000
wh3_dlc29_effect_commandment_emp_income_gdp_mod	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_3	faction_to_province_own_unseen	5.0000
wh3_dlc29_emp_fervour_settlement_construction_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_3	faction_to_region_own_unseen	40.0000
wh3_dlc29_middenland_fervour_increase_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_3	faction_to_faction_own_unseen	10.0000
wh3_dlc29_middenland_festival_dilemma_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_3	faction_to_faction_own_unseen	1.0000
wh_main_effect_public_order_faction	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_3	faction_to_province_own	4.0000
wh3_dlc29_effect_commandment_emp_construction_cost	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_4	faction_to_province_own_unseen	-10.0000
wh3_dlc29_effect_commandment_emp_income_gdp_mod	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_4	faction_to_province_own_unseen	5.0000
wh3_dlc29_effect_emp_unbreakable_fervour_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_4	faction_to_force_own_unseen	1.0000
wh3_dlc29_emp_fervour_settlement_construction_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_4	faction_to_region_own_unseen	50.0000
wh3_dlc29_middenland_fervour_increase_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_4	faction_to_faction_own_unseen	20.0000
wh3_dlc29_middenland_festival_dilemma_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_4	faction_to_faction_own_unseen	1.0000
wh_main_effect_public_order_faction	wh3_dlc29_middenland_the_great_temple_of_ulric_high_altar_of_ulric_level_4	faction_to_province_own	5.0000
wh3_dlc29_effect_emp_enable_stride_of_the_white_wolf	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_1	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_trespass_immunity_against_empire_factions_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_1	faction_to_force_own_unseen	1.0000
wh3_main_effect_force_all_campaign_movement_range_post_battle_win	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_1	faction_to_character_own_ulric_lords	10.0000
wh3_dlc29_effect_commandment_emp_trade_tariff_mod	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_2	faction_to_province_own_unseen	5.0000
wh3_dlc29_effect_emp_enable_stride_of_the_white_wolf	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_2	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_trespass_immunity_against_empire_factions_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_2	faction_to_force_own_unseen	1.0000
wh3_main_effect_force_all_campaign_movement_range_post_battle_win	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_2	faction_to_character_own_ulric_lords	20.0000
wh_main_faction_political_diplomacy_mod_empire	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_2	faction_to_faction_own_unseen	10.0000
wh3_dlc29_effect_commandment_emp_trade_tariff_mod	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_3	faction_to_province_own_unseen	5.0000
wh3_dlc29_effect_emp_enable_stride_of_the_white_wolf_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_3	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_trespass_immunity_against_empire_factions_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_3	faction_to_force_own_unseen	1.0000
wh3_main_effect_allied_recruitment_global_pool_cost_percentage_mod	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_3	faction_to_faction_own_unseen	-15.0000
wh3_main_effect_force_all_campaign_movement_range_post_battle_win	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_3	faction_to_character_own_ulric_lords	30.0000
wh_main_faction_political_diplomacy_mod_empire	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_3	faction_to_faction_own_unseen	20.0000
wh3_dlc29_effect_commandment_emp_trade_tariff_mod	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_4	faction_to_province_own_unseen	5.0000
wh3_dlc29_effect_emp_enable_stride_of_the_white_wolf_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_4	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_allied_recruitment_unit_cap	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_4	faction_to_faction_own_unseen	2.0000
wh3_dlc29_middenland_trespass_immunity_against_empire_factions_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_4	faction_to_force_own_unseen	1.0000
wh3_main_effect_allied_recruitment_global_pool_cost_percentage_mod	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_4	faction_to_faction_own_unseen	-30.0000
wh3_main_effect_force_all_campaign_movement_range_post_battle_win	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_4	faction_to_character_own_ulric_lords	40.0000
wh_main_faction_political_diplomacy_mod_empire	wh3_dlc29_middenland_the_great_temple_of_ulric_pilgrims_retreat_level_4	faction_to_faction_own_unseen	30.0000
wh3_dlc29_effect_emp_enable_army_buff_1	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_1	faction_to_faction_own_unseen	1.0000
wh3_dlc29_effect_emp_fervour_on_ulric_unit_death_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_1	faction_to_faction_own_unseen	5.0000
wh3_dlc29_effect_force_campaign_replenishment_rate_ulric	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_1	faction_to_force_own_unseen	3.0000
wh3_dlc29_effect_emp_enable_army_buff_1	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_2	faction_to_faction_own_unseen	1.0000
wh3_dlc29_effect_emp_fervour_on_ulric_unit_death_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_2	faction_to_faction_own_unseen	10.0000
wh3_dlc29_effect_force_campaign_replenishment_rate_ulric	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_2	faction_to_force_own_unseen	5.0000
wh3_dlc29_middenland_the_great_temple_of_ulric_generate_item_common_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_2	faction_to_faction_own_unseen	10.0000
wh3_dlc29_effect_commandment_emp_recruitment_points	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_3	faction_to_province_own_unseen	1.0000
wh3_dlc29_effect_emp_enable_army_buff_2	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_3	faction_to_faction_own_unseen	1.0000
wh3_dlc29_effect_emp_fervour_on_ulric_unit_death_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_3	faction_to_faction_own_unseen	15.0000
wh3_dlc29_effect_force_campaign_replenishment_rate_ulric	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_3	faction_to_force_own_unseen	7.0000
wh3_dlc29_middenland_the_great_temple_of_ulric_generate_item_uncommon_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_3	faction_to_faction_own_unseen	8.0000
wh3_dlc29_effect_commandment_emp_recruitment_points	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_4	faction_to_province_own_unseen	1.0000
wh3_dlc29_effect_emp_enable_army_buff_2	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_4	faction_to_faction_own_unseen	1.0000
wh3_dlc29_effect_emp_fervour_on_ulric_unit_death_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_4	faction_to_faction_own_unseen	20.0000
wh3_dlc29_effect_force_campaign_replenishment_rate_ulric	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_4	faction_to_force_own_unseen	10.0000
wh3_dlc29_effect_force_stat_ward_save_ulric	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_4	faction_to_force_own_unseen	5.0000
wh3_dlc29_middenland_the_great_temple_of_ulric_generate_item_rare__dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_reliquary_of_fangs_level_4	faction_to_faction_own_unseen	6.0000
wh3_dlc29_effect_emp_enable_lessons_of_the_hunt	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_1	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_chosen_of_ulric_low_tier_units_unlock_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_1	faction_to_faction_own_unseen	2.0000
wh_main_effect_force_stat_leadership_attacking	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_1	faction_to_force_own_unseen	4.0000
wh3_dlc27_effect_character_stat_charge_bonus_when_attacking	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_2	faction_to_force_own_unseen	10.0000
wh3_dlc29_effect_emp_enable_lessons_of_the_hunt	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_2	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_chosen_of_ulric_low_tier_units_unlock_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_2	faction_to_faction_own_unseen	2.0000
wh_main_effect_force_stat_leadership_attacking	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_2	faction_to_force_own_unseen	6.0000
wh3_dlc27_effect_character_stat_charge_bonus_when_attacking	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_3	faction_to_force_own_unseen	15.0000
wh3_dlc29_effect_emp_enable_lessons_of_the_hunt_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_3	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_chosen_of_ulric_low_tier_units_cap	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_3	faction_to_faction_own_unseen	2.0000
wh3_dlc29_middenland_chosen_of_ulric_low_tier_units_unlock_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_3	faction_to_faction_own_unseen	2.0000
wh_main_effect_force_stat_leadership_attacking	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_3	faction_to_force_own_unseen	8.0000
wh3_dlc27_effect_character_stat_charge_bonus_when_attacking	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_4	faction_to_force_own_unseen	20.0000
wh3_dlc29_effect_emp_enable_lessons_of_the_hunt_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_4	faction_to_faction_own_unseen	1.0000
wh3_dlc29_effect_emp_frenzy_fervour_scripted	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_4	faction_to_force_own_unseen	1.0000
wh3_dlc29_middenland_chosen_of_ulric_low_tier_units_cap	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_4	faction_to_faction_own_unseen	4.0000
wh3_dlc29_middenland_chosen_of_ulric_low_tier_units_unlock_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_4	faction_to_faction_own_unseen	2.0000
wh_main_effect_force_stat_leadership_attacking	wh3_dlc29_middenland_the_great_temple_of_ulric_statue_of_the_white_wolf_level_4	faction_to_force_own_unseen	10.0000
wh3_dlc29_effect_emp_enable_call_of_the_teutogen	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_1	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_chosen_of_ulric_unlock_high_tier_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_1	faction_to_faction_own_unseen	1.0000
wh_pro01_effect_force_stat_melee_defence_defending	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_1	faction_to_force_own_unseen	4.0000
wh3_dlc29_effect_emp_enable_call_of_the_teutogen	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_2	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_chosen_of_ulric_unlock_high_tier_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_2	faction_to_faction_own_unseen	1.0000
wh3_main_effect_building_settlement_initial_supply_points	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_2	faction_to_region_own_unseen	500.0000
wh_main_effect_force_stat_armour_defending	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_2	faction_to_force_own_unseen	10.0000
wh_pro01_effect_force_stat_melee_defence_defending	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_2	faction_to_force_own_unseen	6.0000
wh3_dlc29_effect_emp_enable_call_of_the_teutogen_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_3	faction_to_faction_own_unseen	1.0000
wh3_dlc29_middenland_chosen_of_ulric_high_tier_units_cap	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_3	faction_to_faction_own_unseen	2.0000
wh3_dlc29_middenland_chosen_of_ulric_unlock_high_tier_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_3	faction_to_faction_own_unseen	1.0000
wh3_main_effect_building_settlement_initial_supply_points	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_3	faction_to_region_own_unseen	750.0000
wh_main_effect_force_stat_armour_defending	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_3	faction_to_force_own_unseen	15.0000
wh_pro01_effect_force_stat_melee_defence_defending	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_3	faction_to_force_own_unseen	8.0000
wh3_dlc29_effect_emp_enable_call_of_the_teutogen_level_2	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_4	faction_to_faction_own_unseen	1.0000
wh3_dlc29_effect_upkeep_reduction_emp_teutogen_knights_of_the_white_wolf	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_4	faction_to_force_own_unseen	-15.0000
wh3_dlc29_middenland_chosen_of_ulric_high_tier_units_cap	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_4	faction_to_faction_own_unseen	4.0000
wh3_dlc29_middenland_chosen_of_ulric_unlock_high_tier_units_dummy	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_4	faction_to_faction_own_unseen	1.0000
wh3_main_effect_building_settlement_initial_supply_points	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_4	faction_to_region_own_unseen	1000.0000
wh_main_effect_force_stat_armour_defending	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_4	faction_to_force_own_unseen	20.0000
wh_pro01_effect_force_stat_melee_defence_defending	wh3_dlc29_middenland_the_great_temple_of_ulric_teutogen_bastion_level_4	faction_to_force_own_unseen	10.0000
wh3_dlc24_effect_building_settlement_initial_supply_points_compass	wh3_main_chaos_compass_power_bastion_effect_1	faction_to_region_own_unseen	0.0000
wh_main_effect_force_all_campaign_replenishment_rate_compass	wh3_main_chaos_compass_power_bastion_effect_1	faction_to_force_own_friendly_territory_unseen	0.0000
wh3_dlc24_effect_building_settlement_initial_supply_points_compass	wh3_main_chaos_compass_power_bastion_effect_2	faction_to_region_own_unseen	500.0000
wh_main_effect_force_all_campaign_replenishment_rate_compass	wh3_main_chaos_compass_power_bastion_effect_2	faction_to_force_own_friendly_territory_unseen	2.0000
wh3_dlc24_effect_building_settlement_initial_supply_points_compass	wh3_main_chaos_compass_power_bastion_effect_3	faction_to_region_own_unseen	1000.0000
wh_main_effect_force_all_campaign_replenishment_rate_compass	wh3_main_chaos_compass_power_bastion_effect_3	faction_to_force_own_friendly_territory_unseen	4.0000
wh3_dlc24_effect_building_settlement_initial_supply_points_compass	wh3_main_chaos_compass_power_bastion_effect_4	faction_to_region_own_unseen	2500.0000
wh_main_effect_force_all_campaign_replenishment_rate_compass	wh3_main_chaos_compass_power_bastion_effect_4	faction_to_force_own_friendly_territory_unseen	10.0000
wh3_dlc24_effect_public_order_compass	wh3_main_chaos_compass_power_lake_effect_1	faction_to_province_own_unseen	0.0000
wh3_dlc24_effect_public_order_compass	wh3_main_chaos_compass_power_lake_effect_2	faction_to_province_own_unseen	2.0000
wh3_dlc24_effect_public_order_compass	wh3_main_chaos_compass_power_lake_effect_3	faction_to_province_own_unseen	3.0000
wh3_dlc24_effect_public_order_compass	wh3_main_chaos_compass_power_lake_effect_4	faction_to_province_own_unseen	4.0000
wh3_main_effect_corruption_reduction_compass	wh3_main_chaos_compass_power_wrath_effect_1	faction_to_province_own_unseen	0.0000
wh3_main_effect_corruption_reduction_compass	wh3_main_chaos_compass_power_wrath_effect_2	faction_to_province_own_unseen	-2.0000
wh3_main_effect_corruption_reduction_compass	wh3_main_chaos_compass_power_wrath_effect_3	faction_to_province_own_unseen	-4.0000
wh3_main_effect_corruption_reduction_compass	wh3_main_chaos_compass_power_wrath_effect_4	faction_to_province_own_unseen	-6.0000
wh3_main_cth_compass_bastion_threat_mod_compass	wh3_main_chaos_compass_selection_bastion_effect	faction_to_region_own_unseen	-2.0000
wh3_main_effect_army_ability_ancestral_warriors	wh3_main_chaos_compass_selection_bastion_effect	faction_to_force_own_friendly_territory_unseen	1.0000
wh_main_effect_force_all_campaign_recruitment_cost_all_compass	wh3_main_chaos_compass_selection_bastion_effect	faction_to_force_own_friendly_territory_unseen	-10.0000
wh3_main_effect_caravan_cargo_capacity	wh3_main_chaos_compass_selection_desert_effect	faction_to_character_own_unseen	20.0000
wh3_main_effect_caravan_cargo_value	wh3_main_chaos_compass_selection_desert_effect	faction_to_character_own_unseen	20.0000
wh3_main_faction_xp_increase_generals_cth_caravan_master	wh3_main_chaos_compass_selection_desert_effect	faction_to_faction_own_unseen	1.0000
wh3_main_effect_winds_of_magic_compass_increase	wh3_main_chaos_compass_selection_lake_effect	faction_to_region_own_unseen	40.0000
wh_main_effect_economy_gdp_mod_all_compass	wh3_main_chaos_compass_selection_lake_effect	faction_to_region_own_unseen	15.0000
wh3_main_cth_compass_emperors_wrath_DUMMY	wh3_main_chaos_compass_selection_wrath_effect	faction_to_faction_own_unseen	1.0000
wh3_main_effect_army_ability_enable_celestial_intervention	wh3_main_chaos_compass_selection_wrath_effect	faction_to_force_own_friendly_territory_unseen	1.0000
wh2_main_effect_ability_overcast_wyssans_wildform	wh3_main_character_initiative_kairos_spells_common_1_beast	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_aspect_of_the_dreadknight	wh3_main_character_initiative_kairos_spells_common_1_death	character_to_character_own	1.0000
wh_main_effect_ability_enable_cascading_fire_cloak	wh3_main_character_initiative_kairos_spells_common_1_fire	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_wind_blast	wh3_main_character_initiative_kairos_spells_common_1_heavens	character_to_character_own	1.0000
wh_dlc05_effect_ability_enable_awakening_of_the_wood	wh3_main_character_initiative_kairos_spells_common_1_life	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_phas_protection	wh3_main_character_initiative_kairos_spells_common_1_light	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_plague_of_rust	wh3_main_character_initiative_kairos_spells_common_1_metal	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_melkoths_mystifying_miasma	wh3_main_character_initiative_kairos_spells_common_1_shadows	character_to_character_own	1.0000
wh3_main_effect_ability_overcast_pink_fire_of_tzeentch	wh3_main_character_initiative_kairos_spells_common_1_tzeentch	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_flock_of_doom	wh3_main_character_initiative_kairos_spells_common_2_beast	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_spirit_leech	wh3_main_character_initiative_kairos_spells_common_2_death	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_fireball	wh3_main_character_initiative_kairos_spells_common_2_fire	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_harmonic_convergence	wh3_main_character_initiative_kairos_spells_common_2_heavens	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_earth_blood	wh3_main_character_initiative_kairos_spells_common_2_life	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_shems_burning_gaze	wh3_main_character_initiative_kairos_spells_common_2_light	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_searing_doom	wh3_main_character_initiative_kairos_spells_common_2_metal	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_melkoths_enfeebling_foe	wh3_main_character_initiative_kairos_spells_common_2_shadows	character_to_character_own	1.0000
wh3_main_effect_ability_overcast_blue_fire_of_tzeentch	wh3_main_character_initiative_kairos_spells_common_2_tzeentch	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_the_curse_of_anraheir	wh3_main_character_initiative_kairos_spells_rare_1_beast	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_the_purple_sun_of_xereus	wh3_main_character_initiative_kairos_spells_rare_1_death	character_to_character_own	1.0000
wh2_main_effect_ability_overcast_piercing_bolts_of_burning	wh3_main_character_initiative_kairos_spells_rare_1_fire	character_to_character_own	1.0000
