agent	faction	subtype	mod_disabled
wizard	wh3_main_tze_tzeentch_qb1	wh3_dlc20_chs_sorcerer_tzeentch_mtze	false
wizard	wh3_main_tze_tzeentch_qb1	wh3_dlc24_tze_blue_scribes	false
champion	wh3_main_tze_tzeentch_qb2	wh3_dlc24_chs_exalted_hero_mtze	false
champion	wh3_main_tze_tzeentch_qb2	wh3_dlc24_tze_aekold_helbrass	false
colonel	wh3_main_tze_tzeentch_qb2	wh3_main_tze_herald_of_tzeentch_tzeentch	false
dignitary	wh3_main_tze_tzeentch_qb2	wh3_main_tze_cult_magus	false
dignitary	wh3_main_tze_tzeentch_qb2	wh3_main_tze_cultist	false
general	wh3_main_tze_tzeentch_qb2	wh3_dlc24_chs_lord_mtze	false
general	wh3_main_tze_tzeentch_qb2	wh3_dlc24_tze_the_changeling	false
general	wh3_main_tze_tzeentch_qb2	wh3_main_tze_exalted_lord_of_change_metal	false
general	wh3_main_tze_tzeentch_qb2	wh3_main_tze_exalted_lord_of_change_tzeentch	false
general	wh3_main_tze_tzeentch_qb2	wh3_main_tze_herald_of_tzeentch_metal	false
general	wh3_main_tze_tzeentch_qb2	wh3_main_tze_herald_of_tzeentch_tzeentch	false
general	wh3_main_tze_tzeentch_qb2	wh3_main_tze_kairos	false
general	wh3_main_tze_tzeentch_qb2	wh_main_chs_lord_of_change	false
runesmith	wh3_main_tze_tzeentch_qb2	wh3_main_tze_iridescent_horror_metal	false
runesmith	wh3_main_tze_tzeentch_qb2	wh3_main_tze_iridescent_horror_tzeentch	false
wizard	wh3_main_tze_tzeentch_qb2	wh3_dlc20_chs_sorcerer_metal_mtze	false
wizard	wh3_main_tze_tzeentch_qb2	wh3_dlc20_chs_sorcerer_tzeentch_mtze	false
wizard	wh3_main_tze_tzeentch_qb2	wh3_dlc24_tze_blue_scribes	false
champion	wh3_main_tze_tzeentch_rebels	wh3_dlc24_chs_exalted_hero_mtze	false
champion	wh3_main_tze_tzeentch_rebels	wh3_dlc24_tze_aekold_helbrass	false
colonel	wh3_main_tze_tzeentch_rebels	wh3_main_tze_herald_of_tzeentch_tzeentch	false
dignitary	wh3_main_tze_tzeentch_rebels	wh3_main_tze_cult_magus	false
dignitary	wh3_main_tze_tzeentch_rebels	wh3_main_tze_cultist	false
general	wh3_main_tze_tzeentch_rebels	wh3_dlc24_chs_lord_mtze	false
general	wh3_main_tze_tzeentch_rebels	wh3_dlc24_tze_the_changeling	false
general	wh3_main_tze_tzeentch_rebels	wh3_main_tze_exalted_lord_of_change_metal	false
general	wh3_main_tze_tzeentch_rebels	wh3_main_tze_exalted_lord_of_change_tzeentch	false
general	wh3_main_tze_tzeentch_rebels	wh3_main_tze_herald_of_tzeentch_metal	false
general	wh3_main_tze_tzeentch_rebels	wh3_main_tze_herald_of_tzeentch_tzeentch	false
general	wh3_main_tze_tzeentch_rebels	wh3_main_tze_kairos	false
general	wh3_main_tze_tzeentch_rebels	wh_main_chs_lord_of_change	false
runesmith	wh3_main_tze_tzeentch_rebels	wh3_main_tze_iridescent_horror_metal	false
runesmith	wh3_main_tze_tzeentch_rebels	wh3_main_tze_iridescent_horror_tzeentch	false
wizard	wh3_main_tze_tzeentch_rebels	wh3_dlc20_chs_sorcerer_metal_mtze	false
wizard	wh3_main_tze_tzeentch_rebels	wh3_dlc20_chs_sorcerer_tzeentch_mtze	false
wizard	wh3_main_tze_tzeentch_rebels	wh3_dlc24_tze_blue_scribes	false
champion	wh3_main_tze_tzeentch	wh3_dlc24_tze_aekold_helbrass	false
general	wh3_main_tze_tzeentch	wh3_dlc24_chs_lord_mtze	false
general	wh3_main_tze_tzeentch	wh_main_chs_lord_of_change	false
wizard	wh3_main_tze_tzeentch	wh3_dlc24_tze_blue_scribes	false
champion	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc17_vmp_kevon_lloydstein	false
champion	wh3_main_vmp_caravan_of_blue_roses	wh_main_vmp_wight_king	false
colonel	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_blood_dragon	false
colonel	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_lahmian	false
colonel	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_necrarch	false
colonel	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_strigoi	false
colonel	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_von_carstein	false
colonel	wh3_main_vmp_caravan_of_blue_roses	wh_main_vmp_lord	false
dignitary	wh3_main_vmp_caravan_of_blue_roses	wh_dlc05_vmp_vampire_shadow	false
dignitary	wh3_main_vmp_caravan_of_blue_roses	wh_main_vmp_vampire_death	false
general	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_blood_dragon	false
general	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_lahmian	false
general	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_necrarch	false
general	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_strigoi	false
general	wh3_main_vmp_caravan_of_blue_roses	wh2_dlc11_vmp_bloodline_von_carstein	false
general	wh3_main_vmp_caravan_of_blue_roses	wh_dlc04_vmp_helman_ghorst	false
general	wh3_main_vmp_caravan_of_blue_roses	wh_dlc04_vmp_strigoi_ghoul_king	false
general	wh3_main_vmp_caravan_of_blue_roses	wh_main_vmp_lord	false
general	wh3_main_vmp_caravan_of_blue_roses	wh_main_vmp_master_necromancer	false
minister	wh3_main_vmp_caravan_of_blue_roses	wh_main_vmp_lord	false
spy	wh3_main_vmp_caravan_of_blue_roses	wh_main_vmp_banshee	false
wizard	wh3_main_vmp_caravan_of_blue_roses	wh_main_vmp_necromancer	false
champion	wh3_main_vmp_lahmian_sisterhood	wh_main_vmp_wight_king	false
colonel	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_blood_dragon	false
colonel	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_lahmian	false
colonel	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_necrarch	false
colonel	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_strigoi	false
colonel	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_von_carstein	false
colonel	wh3_main_vmp_lahmian_sisterhood	wh_main_vmp_lord	false
dignitary	wh3_main_vmp_lahmian_sisterhood	wh_dlc05_vmp_vampire_shadow	false
dignitary	wh3_main_vmp_lahmian_sisterhood	wh_main_vmp_vampire_death	false
general	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_blood_dragon	false
general	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_lahmian	false
general	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_necrarch	false
general	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_strigoi	false
general	wh3_main_vmp_lahmian_sisterhood	wh2_dlc11_vmp_bloodline_von_carstein	false
general	wh3_main_vmp_lahmian_sisterhood	wh_dlc04_vmp_strigoi_ghoul_king	false
general	wh3_main_vmp_lahmian_sisterhood	wh_main_vmp_lord	false
general	wh3_main_vmp_lahmian_sisterhood	wh_main_vmp_master_necromancer	false
minister	wh3_main_vmp_lahmian_sisterhood	wh_main_vmp_lord	false
spy	wh3_main_vmp_lahmian_sisterhood	wh_main_vmp_banshee	false
wizard	wh3_main_vmp_lahmian_sisterhood	wh_main_vmp_necromancer	false
champion	wh3_main_vmp_nagashizzar	wh_main_vmp_wight_king	false
colonel	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_blood_dragon	false
colonel	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_lahmian	false
colonel	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_necrarch	false
colonel	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_strigoi	false
colonel	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_von_carstein	false
colonel	wh3_main_vmp_nagashizzar	wh_main_vmp_lord	false
dignitary	wh3_main_vmp_nagashizzar	wh_dlc05_vmp_vampire_shadow	false
dignitary	wh3_main_vmp_nagashizzar	wh_main_vmp_vampire_death	false
general	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_blood_dragon	false
general	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_lahmian	false
general	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_necrarch	false
general	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_strigoi	false
general	wh3_main_vmp_nagashizzar	wh2_dlc11_vmp_bloodline_von_carstein	false
general	wh3_main_vmp_nagashizzar	wh_dlc04_vmp_strigoi_ghoul_king	false
general	wh3_main_vmp_nagashizzar	wh_main_vmp_lord	false
general	wh3_main_vmp_nagashizzar	wh_main_vmp_master_necromancer	false
minister	wh3_main_vmp_nagashizzar	wh_main_vmp_lord	false
spy	wh3_main_vmp_nagashizzar	wh_main_vmp_banshee	false
wizard	wh3_main_vmp_nagashizzar	wh_main_vmp_necromancer	false
champion	wh3_main_wef_laurelorn	wh_dlc05_wef_branchwraith	false
colonel	wh3_main_wef_laurelorn	wh_dlc05_wef_glade_lord	false
dignitary	wh3_main_wef_laurelorn	wh2_twa02_wef_glade_captain	false
general	wh3_main_wef_laurelorn	wh2_dlc16_wef_spellweaver_beasts	false
general	wh3_main_wef_laurelorn	wh2_dlc16_wef_spellweaver_dark	false
general	wh3_main_wef_laurelorn	wh2_dlc16_wef_spellweaver_high	false
general	wh3_main_wef_laurelorn	wh2_dlc16_wef_spellweaver_life	false
general	wh3_main_wef_laurelorn	wh2_dlc16_wef_spellweaver_shadows	false
general	wh3_main_wef_laurelorn	wh_dlc05_wef_ancient_treeman	false
general	wh3_main_wef_laurelorn	wh_dlc05_wef_glade_lord	false
general	wh3_main_wef_laurelorn	wh_dlc05_wef_glade_lord_fem	false
minister	wh3_main_wef_laurelorn	wh_dlc05_wef_glade_lord	false
spy	wh3_main_wef_laurelorn	wh_dlc05_wef_waystalker	false
wizard	wh3_main_wef_laurelorn	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh3_main_wef_laurelorn	wh_dlc05_wef_spellsinger_life	false
wizard	wh3_main_wef_laurelorn	wh_dlc05_wef_spellsinger_shadow	false
colonel	wh3_prologue_apostles_of_change	wh3_main_pro_tze_herald_of_tzeentch_tzeentch	false
colonel	wh3_prologue_apostles_of_change	wh3_prologue_apostles_of_change_chaos_knights	false
dignitary	wh3_prologue_apostles_of_change	wh3_main_pro_tze_cultist	false
general	wh3_prologue_apostles_of_change	wh3_dlc24_chs_lord_mtze	false
colonel	wh3_prologue_blood_keepers	wh3_main_pro_kho_herald_of_khorne	false
dignitary	wh3_prologue_blood_keepers	wh3_main_pro_kho_cultist	false
colonel	wh3_prologue_blood_sayters	wh3_main_pro_kho_herald_of_khorne	false
dignitary	wh3_prologue_blood_sayters	wh3_main_pro_kho_cultist	false
general	wh3_prologue_dervingard_garrison	wh3_main_pro_ksl_boyar	false
colonel	wh3_prologue_gharhars	wh_main_nor_marauder_chieftain	false
general	wh3_prologue_gharhars	wh3_main_pro_ksl_sergi_0	false
colonel	wh3_prologue_great_eagle_tribe	wh_main_nor_marauder_chieftain	false
general	wh3_prologue_horde_of_kurnz	wh3_main_pro_slavin_0	false
dignitary	wh3_prologue_karneths_sons	wh3_main_pro_kho_cultist	false
colonel	wh3_prologue_kislev_expedition	wh3_main_pro_ksl_boyar	false
dignitary	wh3_prologue_kislev_expedition	wh3_main_pro_ksl_patriarch	false
general	wh3_prologue_kislev_expedition	wh3_main_pro_kho_bloodthirster	false
general	wh3_prologue_kislev_expedition	wh3_main_pro_ksl_boyar	false
general	wh3_prologue_kislev_expedition	wh3_main_pro_ksl_yuri_0	false
general	wh3_prologue_kislev_expedition	wh3_main_pro_ksl_yuri_1	false
general	wh3_prologue_kislev_expedition	wh3_main_pro_ksl_yuri_2	false
general	wh3_prologue_kislev_expedition	wh3_main_pro_ksl_yuri_3	false
wizard	wh3_prologue_kislev_expedition	wh3_main_pro_ksl_frost_maiden_ice	false
colonel	wh3_prologue_oath_keepers	wh3_main_pro_tze_herald_of_tzeentch_tzeentch	false
dignitary	wh3_prologue_oath_keepers	wh3_main_pro_tze_cultist	false
general	wh3_prologue_oath_keepers	wh3_dlc24_chs_lord_mtze	false
colonel	wh3_prologue_sarthoraels_watchers	wh3_main_pro_tze_herald_of_tzeentch_tzeentch	false
dignitary	wh3_prologue_sarthoraels_watchers	wh3_main_pro_tze_cultist	false
general	wh3_prologue_sarthoraels_watchers	wh3_dlc24_chs_lord_mtze	false
colonel	wh3_prologue_the_kvelligs	wh_main_nor_marauder_chieftain	false
colonel	wh3_prologue_the_nestlings	wh3_main_pro_tze_herald_of_tzeentch_tzeentch	false
dignitary	wh3_prologue_the_nestlings	wh3_main_pro_tze_cultist	false
general	wh3_prologue_the_nestlings	wh3_dlc24_chs_lord_mtze	false
colonel	wh3_prologue_the_sightless	wh3_main_pro_tze_herald_of_tzeentch_tzeentch	false
dignitary	wh3_prologue_the_sightless	wh3_main_pro_tze_cultist	false
general	wh3_prologue_the_sightless	wh3_dlc24_chs_lord_mtze	false
colonel	wh3_prologue_the_tahmaks	wh_main_nor_marauder_chieftain	false
colonel	wh3_prologue_tong	wh_main_nor_marauder_chieftain	false
dignitary	wh3_prologue_tribe_of_the_hound	wh3_main_pro_kho_cultist	false
colonel	wh_dlc03_bst_beastmen_ally	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen_ally	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_beastmen_ally	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_beastmen_ally	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_beastmen_ally	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_beastmen_ally	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_beastmen_ally	wh_dlc03_bst_beastlord	false
champion	wh_dlc03_bst_beastmen_chaos	wh_dlc03_bst_gorebull	false
colonel	wh_dlc03_bst_beastmen_chaos	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen_chaos	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_beastmen_chaos	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_beastmen_chaos	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_beastmen_chaos	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_beastmen_chaos	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_beastmen_chaos	wh_dlc03_bst_beastlord	false
minister	wh_dlc03_bst_beastmen_chaos	wh_dlc03_bst_beastlord	false
spy	wh_dlc03_bst_beastmen_chaos	wh2_dlc17_bst_wargor	false
wizard	wh_dlc03_bst_beastmen_chaos	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh_dlc03_bst_beastmen_chaos	wh_dlc03_bst_bray_shaman_death	false
wizard	wh_dlc03_bst_beastmen_chaos	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh_dlc03_bst_beastmen_chaos	wh_dlc03_bst_bray_shaman_wild	false
colonel	wh_dlc03_bst_beastmen_qb1	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen_qb1	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_beastmen_qb1	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_beastmen_qb1	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_beastmen_qb1	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_beastmen_qb1	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_beastmen_qb1	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen_qb1	wh_dlc08_bst_cygor_boss	false
colonel	wh_dlc03_bst_beastmen_qb2	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen_qb2	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_beastmen_qb2	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_beastmen_qb2	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_beastmen_qb2	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_beastmen_qb2	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_beastmen_qb2	wh_dlc03_bst_beastlord	false
colonel	wh_dlc03_bst_beastmen_qb3	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen_qb3	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_beastmen_qb3	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_beastmen_qb3	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_beastmen_qb3	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_beastmen_qb3	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_beastmen_qb3	wh_dlc03_bst_beastlord	false
colonel	wh_dlc03_bst_beastmen_rebels	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen_rebels	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_beastmen_rebels	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_beastmen_rebels	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_beastmen_rebels	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_beastmen_rebels	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_beastmen_rebels	wh_dlc03_bst_beastlord	false
minister	wh_dlc03_bst_beastmen_rebels	wh_dlc03_bst_beastlord	false
spy	wh_dlc03_bst_beastmen_rebels	wh2_dlc17_bst_wargor	false
wizard	wh_dlc03_bst_beastmen_rebels	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh_dlc03_bst_beastmen_rebels	wh_dlc03_bst_bray_shaman_death	false
wizard	wh_dlc03_bst_beastmen_rebels	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh_dlc03_bst_beastmen_rebels	wh_dlc03_bst_bray_shaman_wild	false
champion	wh_dlc03_bst_beastmen	wh_dlc03_bst_gorebull	false
colonel	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_beastmen	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_beastmen	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_beastmen	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_beastmen	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_beastmen	wh_dlc03_bst_khazrak	false
general	wh_dlc03_bst_beastmen	wh_dlc03_bst_malagor	false
general	wh_dlc03_bst_beastmen	wh_dlc05_bst_morghur	false
minister	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastlord	false
spy	wh_dlc03_bst_beastmen	wh2_dlc17_bst_wargor	false
wizard	wh_dlc03_bst_beastmen	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh_dlc03_bst_beastmen	wh_dlc03_bst_bray_shaman_death	false
wizard	wh_dlc03_bst_beastmen	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh_dlc03_bst_beastmen	wh_dlc03_bst_bray_shaman_wild	false
champion	wh_dlc03_bst_jagged_horn	wh_dlc03_bst_gorebull	false
colonel	wh_dlc03_bst_jagged_horn	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_jagged_horn	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_jagged_horn	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_jagged_horn	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_jagged_horn	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_jagged_horn	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_jagged_horn	wh_dlc03_bst_beastlord	false
minister	wh_dlc03_bst_jagged_horn	wh_dlc03_bst_beastlord	false
spy	wh_dlc03_bst_jagged_horn	wh2_dlc17_bst_wargor	false
wizard	wh_dlc03_bst_jagged_horn	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh_dlc03_bst_jagged_horn	wh_dlc03_bst_bray_shaman_death	false
wizard	wh_dlc03_bst_jagged_horn	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh_dlc03_bst_jagged_horn	wh_dlc03_bst_bray_shaman_wild	false
champion	wh_dlc03_bst_redhorn	wh_dlc03_bst_gorebull	false
colonel	wh_dlc03_bst_redhorn	wh_dlc03_bst_beastlord	false
general	wh_dlc03_bst_redhorn	wh2_dlc17_bst_doombull	false
general	wh_dlc03_bst_redhorn	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc03_bst_redhorn	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc03_bst_redhorn	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc03_bst_redhorn	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc03_bst_redhorn	wh_dlc03_bst_beastlord	false
minister	wh_dlc03_bst_redhorn	wh_dlc03_bst_beastlord	false
spy	wh_dlc03_bst_redhorn	wh2_dlc17_bst_wargor	false
wizard	wh_dlc03_bst_redhorn	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh_dlc03_bst_redhorn	wh_dlc03_bst_bray_shaman_death	false
wizard	wh_dlc03_bst_redhorn	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh_dlc03_bst_redhorn	wh_dlc03_bst_bray_shaman_wild	false
colonel	wh_dlc03_grn_black_pit	wh_main_grn_orc_warboss	false
general	wh_dlc03_grn_black_pit	wh_dlc06_grn_night_goblin_warboss	false
general	wh_dlc03_grn_black_pit	wh_main_grn_goblin_great_shaman	false
general	wh_dlc03_grn_black_pit	wh_main_grn_orc_warboss	false
minister	wh_dlc03_grn_black_pit	wh_main_grn_orc_warboss	false
spy	wh_dlc03_grn_black_pit	wh_main_grn_goblin_big_boss	false
wizard	wh_dlc03_grn_black_pit	wh_main_grn_night_goblin_shaman	false
wizard	wh_dlc03_grn_black_pit	wh_main_grn_orc_shaman	false
champion	wh_dlc05_bst_morghur_herd	wh_dlc03_bst_gorebull	false
colonel	wh_dlc05_bst_morghur_herd	wh_dlc03_bst_beastlord	false
general	wh_dlc05_bst_morghur_herd	wh2_dlc17_bst_doombull	false
general	wh_dlc05_bst_morghur_herd	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh_dlc05_bst_morghur_herd	wh2_twa04_bst_great_bray_shaman_death	false
general	wh_dlc05_bst_morghur_herd	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh_dlc05_bst_morghur_herd	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh_dlc05_bst_morghur_herd	wh_dlc03_bst_beastlord	false
general	wh_dlc05_bst_morghur_herd	wh_dlc05_bst_morghur	false
minister	wh_dlc05_bst_morghur_herd	wh_dlc03_bst_beastlord	false
spy	wh_dlc05_bst_morghur_herd	wh2_dlc17_bst_wargor	false
wizard	wh_dlc05_bst_morghur_herd	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh_dlc05_bst_morghur_herd	wh_dlc03_bst_bray_shaman_death	false
wizard	wh_dlc05_bst_morghur_herd	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh_dlc05_bst_morghur_herd	wh_dlc03_bst_bray_shaman_wild	false
champion	wh_dlc05_wef_argwylon	wh_dlc05_wef_branchwraith	false
colonel	wh_dlc05_wef_argwylon	wh_dlc05_wef_glade_lord	false
dignitary	wh_dlc05_wef_argwylon	wh2_twa02_wef_glade_captain	false
general	wh_dlc05_wef_argwylon	wh2_dlc16_wef_drycha	false
general	wh_dlc05_wef_argwylon	wh2_dlc16_wef_spellweaver_beasts	false
general	wh_dlc05_wef_argwylon	wh2_dlc16_wef_spellweaver_dark	false
general	wh_dlc05_wef_argwylon	wh2_dlc16_wef_spellweaver_high	false
general	wh_dlc05_wef_argwylon	wh2_dlc16_wef_spellweaver_life	false
general	wh_dlc05_wef_argwylon	wh2_dlc16_wef_spellweaver_shadows	false
general	wh_dlc05_wef_argwylon	wh_dlc05_wef_ancient_treeman	false
general	wh_dlc05_wef_argwylon	wh_dlc05_wef_durthu	false
general	wh_dlc05_wef_argwylon	wh_dlc05_wef_glade_lord	false
general	wh_dlc05_wef_argwylon	wh_dlc05_wef_glade_lord_fem	false
general	wh_dlc05_wef_argwylon	wh_dlc05_wef_orion	false
minister	wh_dlc05_wef_argwylon	wh_dlc05_wef_glade_lord	false
spy	wh_dlc05_wef_argwylon	wh_dlc05_wef_waystalker	false
wizard	wh_dlc05_wef_argwylon	wh2_dlc16_wef_ariel	false
wizard	wh_dlc05_wef_argwylon	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh_dlc05_wef_argwylon	wh_dlc05_wef_spellsinger_life	false
wizard	wh_dlc05_wef_argwylon	wh_dlc05_wef_spellsinger_shadow	false
champion	wh_dlc05_wef_torgovann	wh_dlc05_wef_branchwraith	false
colonel	wh_dlc05_wef_torgovann	wh_dlc05_wef_glade_lord	false
dignitary	wh_dlc05_wef_torgovann	wh2_twa02_wef_glade_captain	false
general	wh_dlc05_wef_torgovann	wh2_dlc16_wef_spellweaver_beasts	false
general	wh_dlc05_wef_torgovann	wh2_dlc16_wef_spellweaver_dark	false
general	wh_dlc05_wef_torgovann	wh2_dlc16_wef_spellweaver_high	false
general	wh_dlc05_wef_torgovann	wh2_dlc16_wef_spellweaver_life	false
general	wh_dlc05_wef_torgovann	wh2_dlc16_wef_spellweaver_shadows	false
general	wh_dlc05_wef_torgovann	wh_dlc05_wef_ancient_treeman	false
general	wh_dlc05_wef_torgovann	wh_dlc05_wef_glade_lord	false
general	wh_dlc05_wef_torgovann	wh_dlc05_wef_glade_lord_fem	false
minister	wh_dlc05_wef_torgovann	wh_dlc05_wef_glade_lord	false
spy	wh_dlc05_wef_torgovann	wh_dlc05_wef_waystalker	false
wizard	wh_dlc05_wef_torgovann	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh_dlc05_wef_torgovann	wh_dlc05_wef_spellsinger_life	false
wizard	wh_dlc05_wef_torgovann	wh_dlc05_wef_spellsinger_shadow	false
champion	wh_dlc05_wef_wood_elves_qb1	wh_dlc05_wef_branchwraith	false
colonel	wh_dlc05_wef_wood_elves_qb1	wh_dlc05_wef_glade_lord	false
dignitary	wh_dlc05_wef_wood_elves_qb1	wh2_twa02_wef_glade_captain	false
general	wh_dlc05_wef_wood_elves_qb1	wh2_dlc15_hef_forest_dragon_boss_imrik	false
general	wh_dlc05_wef_wood_elves_qb1	wh2_dlc16_wef_spellweaver_beasts	false
general	wh_dlc05_wef_wood_elves_qb1	wh2_dlc16_wef_spellweaver_dark	false
general	wh_dlc05_wef_wood_elves_qb1	wh2_dlc16_wef_spellweaver_high	false
general	wh_dlc05_wef_wood_elves_qb1	wh2_dlc16_wef_spellweaver_life	false
general	wh_dlc05_wef_wood_elves_qb1	wh2_dlc16_wef_spellweaver_shadows	false
