ancillary	required_skill	required_skill_level
wh_main_anc_mount_emp_warrior_priest_barded_warhorse	wh_main_skill_emp_dignitary_unique_warrior_priest_barded_warhorse	1
wh_main_anc_mount_emp_warrior_priest_warhorse	wh_main_skill_emp_dignitary_unique_warrior_priest_warhorse	1
wh_main_anc_mount_grn_azhag_skullmuncha	wh_main_skill_grn_lord_unique_azhag_skullmuncha	1
wh_main_anc_mount_grn_goblin_big_boss_giant_spider	wh_main_skill_grn_spy_unique_goblin_big_boss_giant_spider	1
wh_main_anc_mount_grn_goblin_big_boss_giant_wolf	wh_main_skill_grn_spy_unique_goblin_big_boss_giant_wolf	1
wh_main_anc_mount_grn_goblin_great_shaman_giant_wolf	wh_main_skill_grn_lord_unique_goblin_great_shaman_giant_wolf	1
wh_main_anc_mount_grn_orc_warboss_war_boar	wh_main_skill_grn_lord_unique_orc_warboss_war_boar	1
wh_main_anc_mount_grn_orc_warboss_wyvern	wh_main_skill_grn_lord_unique_orc_warboss_wyvern	1
wh_main_anc_mount_grn_wizard_orc_shaman_war_boar	wh_main_skill_grn_wizard_unique_orc_shaman_war_boar	1
wh_main_anc_mount_nor_chaos_sorcerer_warhorse	wh_main_skill_nor_wizard_unique_chaos_sorcerer_metal_warhorse	1
wh_main_anc_mount_nor_marauder_chieftain_warhorse	wh_main_skill_nor_lord_unique_marauder_chieftain_warhorse	1
wh_main_anc_mount_teb_bright_wizard_warhorse	wh_main_skill_teb_wizard_unique_bright_wizard_warhorse	1
wh_main_anc_mount_teb_captain_barded_warhorse	wh_main_skill_teb_champion_unique_captain_warhorse	2
wh_main_anc_mount_teb_captain_warhorse	wh_main_skill_teb_champion_unique_captain_warhorse	1
wh_main_anc_mount_teb_general_barded_warhorse	wh_main_skill_teb_lord_unique_general_warhorse	2
wh_main_anc_mount_teb_general_warhorse	wh_main_skill_teb_lord_unique_general_warhorse	1
wh_main_anc_mount_vmp_mannfred_barded_nightmare	wh_main_skill_vmp_lord_unique_mannfred_barded_nightmare	1
wh_main_anc_mount_vmp_mannfred_hellsteed	wh_main_skill_vmp_lord_unique_mannfred_hellsteed	1
wh_main_anc_mount_vmp_mannfred_zombie_dragon	wh_main_skill_vmp_lord_unique_mannfred_zombie_dragon	1
wh_main_anc_mount_vmp_master_necromancer_barded_nightmare	wh_main_skill_vmp_lord_unique_necromancer_barded_nightmare	1
wh_main_anc_mount_vmp_master_necromancer_hellsteed	wh_main_skill_vmp_lord_unique_necromancer_hellsteed	1
wh_main_anc_mount_vmp_necromancer_nightmare	wh_main_skill_vmp_wizard_unique_necromancer_nightmare	1
wh_main_anc_mount_vmp_vampire_barded_nightmare	wh_main_skill_vmp_dignitary_unique_vampire_barded_nightmare	1
wh_main_anc_mount_vmp_vampire_hellsteed	wh_main_skill_vmp_dignitary_unique_vampire_hellsteed	1
wh_main_anc_mount_vmp_vampire_lord_barded_nightmare	wh_main_skill_vmp_lord_unique_vampire_lord_barded_nightmare	1
wh_main_anc_mount_vmp_vampire_lord_hellsteed	wh_main_skill_vmp_lord_unique_vampire_lord_hellsteed	1
wh_main_anc_mount_vmp_vampire_lord_zombie_dragon	wh_main_skill_vmp_lord_unique_vampire_lord_zombie_dragon	1
wh_main_anc_mount_vmp_wight_king_barded_skeletal_steed	wh_main_skill_vmp_champion_unique_wight_king_barded_skeletal_steed	1
wh_main_anc_mount_vmp_wight_king_skeletal_steed	wh_main_skill_vmp_champion_unique_wight_king_skeletal_steed	1
wh_pro02_anc_mount_vmp_isabella_barded_nightmare	wh_pro02_skill_vmp_lord_unique_isabella_barded_nightmare	1
wh_pro02_anc_mount_vmp_isabella_hellsteed	wh_pro02_skill_vmp_lord_unique_isabella_hellsteed	1
