phase	stat	value	how
wh3_dlc24_lord_abilities_dragons_fang	stat_melee_damage_ap	1.5000	mult
wh3_dlc24_lord_abilities_dragons_fang	stat_melee_damage_base	1.5000	mult
wh3_dlc24_lord_abilities_gulyas	stat_morale	4.0000	add
wh3_dlc24_lord_abilities_lord_of_grand_cathay	stat_melee_defence	40.0000	add
wh3_dlc24_lord_abilities_lord_of_grand_cathay	stat_resistance_physical	20.0000	add
wh3_dlc24_lord_passive_cursed_frontier	scalar_missile_damage_ap	1.1000	mult
wh3_dlc24_lord_passive_cursed_frontier	scalar_missile_damage_base	1.1000	mult
wh3_dlc24_lord_passive_cursed_frontier	stat_reloading	10.0000	add
wh3_dlc24_lord_passive_kislev_unite	stat_melee_attack	8.0000	add
wh3_dlc24_lord_passive_kislev_unite	stat_morale	8.0000	add
wh3_dlc24_lord_passive_the_burning_vambraces_2	stat_resistance_all	40.0000	add
wh3_dlc24_lord_passive_tzarinas_guardian	stat_resistance_physical	20.0000	add
wh3_dlc24_lord_passive_vambraces_of_yin	stat_melee_attack	-8.0000	add
wh3_dlc24_lord_passive_vambraces_of_yin	stat_melee_damage_ap	0.9500	mult
wh3_dlc24_lord_passive_vambraces_of_yin	stat_melee_damage_base	0.9500	mult
wh3_dlc24_lore_passive_fate_of_interlopers_ally	stat_resistance_magic	20.0000	add
wh3_dlc24_lore_passive_fate_of_interlopers_enemy	stat_morale	-4.0000	add
wh3_dlc24_mount_passive_wounded_pride	stat_melee_attack	5.0000	add
wh3_dlc24_mount_passive_wounded_pride	stat_melee_damage_ap	1.1000	mult
wh3_dlc24_mount_passive_wounded_pride	stat_melee_damage_base	1.1000	mult
wh3_dlc24_passive_abilities_harrowing_coil_slow	scalar_speed	0.4000	mult
wh3_dlc24_passive_abilities_harrowing_coil_slow	stat_morale	-16.0000	add
wh3_dlc24_passive_shield_of_thorns	stat_damage_reflection	14.0000	add
wh3_dlc24_spell_hags_curse_of_the_ancient_witch_upgraded	scalar_missile_damage_ap	1.2500	mult
wh3_dlc24_spell_hags_curse_of_the_ancient_witch_upgraded	scalar_missile_damage_base	1.2500	mult
wh3_dlc24_spell_hags_curse_of_the_ancient_witch_upgraded	stat_reloading	20.0000	add
wh3_dlc24_spell_hags_curse_of_the_ancient_witch	stat_armour	-60.0000	add
wh3_dlc24_spell_hags_curse_of_the_ancient_witch	stat_missile_block_chance	-48.0000	add
wh3_dlc24_spell_hags_malediction_of_madness_upgraded	stat_melee_attack	24.0000	add
wh3_dlc24_spell_hags_malediction_of_madness_upgraded	stat_melee_damage_ap	1.5000	mult
wh3_dlc24_spell_hags_malediction_of_madness_upgraded	stat_melee_damage_base	1.5000	mult
wh3_dlc24_spell_hags_malediction_of_madness	stat_melee_attack	-24.0000	add
wh3_dlc24_spell_hags_malediction_of_madness	stat_melee_damage_ap	0.5000	mult
wh3_dlc24_spell_hags_malediction_of_madness	stat_melee_damage_base	0.5000	mult
wh3_dlc24_spell_hags_the_forbidden_fens_upgraded	scalar_charge_speed	1.2500	mult
wh3_dlc24_spell_hags_the_forbidden_fens_upgraded	scalar_speed	1.2500	mult
wh3_dlc24_spell_hags_the_forbidden_fens	scalar_charge_speed	0.7500	mult
wh3_dlc24_spell_hags_the_forbidden_fens	scalar_speed	0.7500	mult
wh3_dlc24_spell_hags_vengeance_of_spirits_upgraded	scalar_spell_mastery	1.6000	mult
wh3_dlc24_unit_abilities_arcane_charge	stat_melee_damage_ap	1.2000	mult
wh3_dlc24_unit_abilities_arcane_charge	stat_melee_damage_base	1.2000	mult
wh3_dlc24_unit_abilities_bastion_of_the_great_cities	stat_armour	24.0000	add
wh3_dlc24_unit_abilities_disdain_of_the_dragon_emperor	stat_melee_attack	8.0000	add
wh3_dlc24_unit_abilities_disdain_of_the_dragon_emperor	stat_reloading	10.0000	add
wh3_dlc24_unit_abilities_fearsome_roar	stat_morale	-8.0000	add
wh3_dlc24_unit_abilities_guardian_shield	stat_resistance_magic	20.0000	add
wh3_dlc24_unit_abilities_hags_denial	stat_resistance_all	40.0000	add
wh3_dlc24_unit_abilities_howl_of_the_great_beast	scalar_speed	0.7500	mult
wh3_dlc24_unit_abilities_howl_of_the_great_beast	stat_morale	-8.0000	add
wh3_dlc24_unit_abilities_icon_of_the_great_cities	stat_morale	8.0000	add
wh3_dlc24_unit_abilities_mark_of_yin	stat_armour	-30.0000	add
wh3_dlc24_unit_abilities_mark_of_yin	stat_missile_block_chance	-24.0000	add
wh3_dlc24_unit_abilities_mark_of_yin	stat_resistance_missile	-20.0000	add
wh3_dlc24_unit_abilities_petrifying_gaze_1	scalar_speed	0.7500	mult
wh3_dlc24_unit_abilities_petrifying_gaze_2	scalar_speed	0.5000	mult
wh3_dlc24_unit_abilities_petrifying_gaze_3	scalar_speed	0.2500	mult
wh3_dlc24_unit_contact_dark_blood	scalar_speed	0.9000	mult
wh3_dlc24_unit_contact_dark_blood	stat_healing_power	0.0000	mult
wh3_dlc24_unit_passive_bears_bulwark	stat_charge_bonus	20.0000	add
wh3_dlc24_unit_passive_bears_bulwark	stat_mass	2.0000	mult
wh3_dlc24_unit_passive_craven_scent	stat_morale	-24.0000	add
wh3_dlc24_unit_passive_deadeyes_sting	scalar_missile_damage_ap	1.2000	mult
wh3_dlc24_unit_passive_deadeyes_sting	scalar_missile_damage_base	1.2000	mult
wh3_dlc24_unit_passive_ember_dread	stat_melee_damage_ap	1.2000	mult
wh3_dlc24_unit_passive_ember_dread	stat_melee_damage_base	1.2000	mult
wh3_dlc24_unit_passive_ember_dread	stat_resistance_flame	20.0000	add
wh3_dlc24_unit_passive_entropous	scalar_miscast_chance	2.0000	mult
wh3_dlc24_unit_passive_entropous	scalar_spell_mastery	0.7000	mult
wh3_dlc24_unit_passive_eyes_of_the_empress	scalar_visibility_sight_modifier	1.8000	mult
wh3_dlc24_unit_passive_eyes_of_the_empress	stat_visibility_sight	1.8000	mult
wh3_dlc24_unit_passive_frostwyverns_toil	stat_missile_block_chance	48.0000	add
wh3_dlc24_unit_passive_gait_of_thorns	scalar_entity_acceleration_modifier	0.6600	mult
wh3_dlc24_unit_passive_gait_of_thorns	scalar_speed	0.6600	mult
wh3_dlc24_unit_passive_gift_of_mutation	stat_melee_attack	8.0000	add
wh3_dlc24_unit_passive_hushed_cast	stat_resistance_missile	-10.0000	add
wh3_dlc24_unit_passive_incarnates_wrath	stat_melee_attack	12.0000	add
wh3_dlc24_unit_passive_incarnates_wrath	stat_morale	8.0000	add
wh3_dlc24_unit_passive_incarnates_wrath	stat_resistance_physical	16.0000	add
wh3_dlc24_unit_passive_inversus	stat_melee_attack	-10.0000	add
wh3_dlc24_unit_passive_inversus	stat_melee_damage_ap	0.9000	mult
wh3_dlc24_unit_passive_inversus	stat_melee_damage_base	0.9000	mult
wh3_dlc24_unit_passive_inversus	stat_melee_defence	-10.0000	add
wh3_dlc24_unit_passive_predatory_fighter	scalar_speed	1.2500	mult
wh3_dlc24_unit_passive_predatory_fighter	stat_melee_attack	5.0000	add
wh3_dlc24_unit_passive_rats_grit	stat_bonus_vs_large	15.0000	add
wh3_dlc24_unit_passive_rats_grit	stat_melee_defence	15.0000	add
wh3_dlc24_unit_passive_spawn_kin_kroxigors	stat_melee_damage_ap	1.1000	mult
wh3_dlc24_unit_passive_spawn_kin_kroxigors	stat_melee_damage_base	1.1000	mult
wh3_dlc24_unit_passive_typhlosis	stat_accuracy	-30.0000	add
wh3_dlc24_unit_passive_typhlosis	stat_melee_attack	-24.0000	add
wh3_dlc24_unit_passive_typhlosis	stat_melee_defence	-24.0000	add
wh3_dlc24_unit_passive_unburdened_step	scalar_speed	1.2000	mult
wh3_dlc24_unit_passive_whiff_of_madness	stat_melee_defence	-12.0000	add
wh3_dlc24_unit_passive_wraith_sight	scalar_visibility_sight_modifier	1.8000	mult
wh3_dlc24_unit_passive_wraith_sight	stat_resistance_all	10.0000	add
wh3_dlc24_unit_passive_wraith_sight	stat_visibility_sight	1.8000	mult
wh3_dlc24_weapon_abilities_ursuns_claw	stat_melee_damage_ap	1.5000	mult
wh3_dlc24_weapon_abilities_ursuns_claw	stat_melee_damage_base	1.5000	mult
wh3_dlc25_character_abilities_passive_witness_me	stat_resistance_all	40.0000	add
wh3_dlc25_character_ability_sands_of_sickness_ally	stat_damage_reflection	20.0000	add
wh3_dlc25_character_ability_sands_of_sickness_enemy	scalar_speed	0.7500	mult
wh3_dlc25_character_ability_sands_of_sickness_enemy	stat_melee_defence	-24.0000	add
wh3_dlc25_character_passive_artillery_master	stat_accuracy	30.0000	add
wh3_dlc25_character_passive_artillery_master	stat_reloading	10.0000	add
wh3_dlc25_character_passive_befouled_charge_ally	scalar_entity_acceleration_modifier	1.2000	mult
wh3_dlc25_character_passive_befouled_charge_ally	scalar_speed	1.1000	mult
wh3_dlc25_character_passive_befouled_charge_ally	stat_charge_bonus	1.1000	mult
wh3_dlc25_character_passive_corrupted_flesh	stat_resistance_all	20.0000	add
wh3_dlc25_character_passive_master_of_ballistics	stat_accuracy	15.0000	add
wh3_dlc25_character_passive_master_of_ballistics	stat_reloading	10.0000	add
wh3_dlc25_character_passive_monster_master	stat_melee_attack	8.0000	add
wh3_dlc25_character_passive_monster_master	stat_melee_damage_ap	1.1000	mult
wh3_dlc25_character_passive_monster_master	stat_melee_damage_base	1.1000	mult
wh3_dlc25_character_passive_slayer_of_legend	stat_melee_attack	10.0000	add
wh3_dlc25_character_passive_slayer_of_legend	stat_melee_damage_ap	1.2000	mult
wh3_dlc25_character_passive_slayer_of_legend	stat_melee_damage_base	1.2000	mult
wh3_dlc25_character_passive_tally_of_pestilence	stat_melee_attack	15.0000	add
wh3_dlc25_character_passive_tally_of_pestilence	stat_resistance_physical	20.0000	add
wh3_dlc25_character_passive_tempered_aura	stat_armour	15.0000	add
wh3_dlc25_character_passive_the_war_mourner	stat_melee_damage_ap	1.1000	mult
wh3_dlc25_character_passive_the_war_mourner	stat_melee_damage_base	1.1000	mult
wh3_dlc25_character_passive_worthy_foe	stat_melee_attack	12.0000	add
wh3_dlc25_character_passive_worthy_foe	stat_melee_damage_ap	1.2000	mult
wh3_dlc25_character_passive_worthy_foe	stat_melee_damage_base	1.2000	mult
wh3_dlc25_effect_abilities_nemesis_crown_stage_3	stat_morale	-6.0000	add
wh3_dlc25_effect_enemy_healing_power_reduction	stat_healing_power	0.8500	mult
wh3_dlc25_faction_abilities_murderous_mastery_upgraded_2	scalar_missile_damage_ap	1.5000	mult
wh3_dlc25_faction_abilities_murderous_mastery_upgraded_2	stat_charge_bonus	1.7500	mult
wh3_dlc25_faction_abilities_murderous_mastery_upgraded_2	stat_melee_attack	1.7500	mult
wh3_dlc25_faction_abilities_murderous_mastery_upgraded	scalar_missile_damage_ap	1.3500	mult
wh3_dlc25_faction_abilities_murderous_mastery_upgraded	stat_charge_bonus	1.5000	mult
wh3_dlc25_faction_abilities_murderous_mastery_upgraded	stat_melee_attack	1.5000	mult
wh3_dlc25_faction_abilities_murderous_mastery_upgraded	stat_morale	15.0000	add
wh3_dlc25_hero_abilities_titan_headsman	scalar_speed	0.5500	mult
wh3_dlc25_hero_abilities_titan_headsman	stat_melee_defence	-24.0000	add
wh3_dlc25_hero_passive_fearsome_combatant	stat_morale	-4.0000	add
wh3_dlc25_item_abilities_necrotic_phylactry	stat_resistance_magic	15.0000	add
wh3_dlc25_item_abilities_ominous_powder_iii	scalar_missile_damage_ap	1.8000	mult
wh3_dlc25_item_abilities_ominous_powder_iii	scalar_missile_damage_base	1.8000	mult
wh3_dlc25_item_abilities_ominous_powder_iii	stat_reloading	80.0000	add
wh3_dlc25_item_abilities_ominous_powder_ii	scalar_missile_damage_ap	1.4000	mult
wh3_dlc25_item_abilities_ominous_powder_ii	scalar_missile_damage_base	1.4000	mult
wh3_dlc25_item_abilities_ominous_powder_ii	stat_reloading	40.0000	add
wh3_dlc25_item_abilities_stormlance	stat_charge_bonus	1.4000	mult
wh3_dlc25_item_abilities_stormlance	stat_melee_damage_ap	1.7500	mult
wh3_dlc25_item_abilities_stormlance	stat_melee_damage_base	1.7500	mult
wh3_dlc25_item_passive_the_eyes_of_grungni	scalar_missile_damage_ap	1.1000	mult
wh3_dlc25_item_passive_the_eyes_of_grungni	scalar_missile_damage_base	1.1000	mult
wh3_dlc25_item_passive_the_eyes_of_grungni	scalar_missile_range	1.1000	mult
wh3_dlc25_item_passives_armour_of_tarnus	stat_resistance_all	20.0000	add
wh3_dlc25_lord_abilities_darkwalker	stat_resistance_physical	40.0000	add
wh3_dlc25_lord_abilities_deranged_munitions	scalar_missile_damage_ap	1.5000	mult
wh3_dlc25_lord_abilities_deranged_munitions	scalar_missile_damage_base	1.5000	mult
wh3_dlc25_lord_abilities_nurgles_favoured_son	stat_melee_defence	24.0000	add
wh3_dlc25_lord_abilities_nurgles_favoured_son	stat_resistance_all	20.0000	add
wh3_dlc25_lord_abilities_rot_or_die	stat_damage_reflection	20.0000	add
wh3_dlc25_lord_abilities_rot_or_die	stat_morale	16.0000	add
wh3_dlc25_lord_passive_living_darkness_self	stat_resistance_physical	10.0000	add
wh3_dlc25_lord_passive_rotting_host	stat_melee_damage_ap	0.9500	mult
wh3_dlc25_lord_passive_rotting_host	stat_melee_damage_base	0.9500	mult
wh3_dlc25_lord_passive_rotting_host	stat_morale	-4.0000	add
wh3_dlc25_lord_passive_vessel_of_malice_gnashrak	stat_resistance_all	25.0000	add
wh3_dlc25_lord_passive_vessel_of_malice_icky	stat_resistance_all	25.0000	add
wh3_dlc25_lord_passive_vessel_of_malice_luggn	stat_resistance_all	25.0000	add
wh3_dlc25_mount_passive_aura_of_protection_upgraded	stat_resistance_all	20.0000	add
wh3_dlc25_quest_passive_rogue_idol_qb	stat_melee_attack	40.0000	add
wh3_dlc25_quest_passive_rogue_idol_qb	stat_melee_damage_ap	2.0000	mult
wh3_dlc25_quest_passive_rogue_idol_qb	stat_melee_damage_base	2.0000	mult
wh3_dlc25_quest_passive_rogue_idol_qb	stat_resistance_all	60.0000	add
wh3_dlc25_unit_abilities_full_power	scalar_entity_acceleration_modifier	3.0000	mult
wh3_dlc25_unit_abilities_full_power	scalar_entity_turn_speed_modifier	0.3000	mult
wh3_dlc25_unit_abilities_full_power	scalar_speed	2.0000	mult
wh3_dlc25_unit_abilities_full_power	stat_mass	1.5000	mult
wh3_dlc25_unit_abilities_thunderburner_upgraded	scalar_entity_acceleration_modifier	2.0000	mult
wh3_dlc25_unit_abilities_thunderburner_upgraded	scalar_entity_turn_speed_modifier	2.0000	mult
wh3_dlc25_unit_abilities_thunderburner_upgraded	scalar_speed	2.0000	mult
wh3_dlc25_unit_abilities_thunderburner	scalar_entity_acceleration_modifier	2.0000	mult
wh3_dlc25_unit_abilities_thunderburner	scalar_entity_turn_speed_modifier	2.0000	mult
wh3_dlc25_unit_abilities_thunderburner	scalar_speed	3.0000	mult
wh3_dlc25_unit_contact_contagious_lethargy	scalar_charge_speed	0.2000	mult
wh3_dlc25_unit_contact_contagious_lethargy	scalar_speed	0.2000	mult
wh3_dlc25_unit_contact_erosion	stat_armour	-15.0000	add
wh3_dlc25_unit_contact_frostfire	scalar_speed	0.7000	mult
wh3_dlc25_unit_contact_frostfire	stat_weakness_flame	-20.0000	add
wh3_dlc25_unit_contact_soulblight	stat_armour	-30.0000	add
wh3_dlc25_unit_contact_soulblight	stat_melee_damage_ap	0.7500	mult
wh3_dlc25_unit_contact_soulblight	stat_melee_damage_base	0.7500	mult
wh3_dlc25_unit_contact_suffocating	stat_melee_attack	0.8000	mult
wh3_dlc25_unit_contact_suffocating	stat_reloading	-20.0000	add
wh3_dlc25_unit_formation_shieldwall_upgraded	stat_mass	2.0000	mult
wh3_dlc25_unit_formation_shieldwall_upgraded	stat_missile_block_chance	20.0000	add
wh3_dlc25_unit_formation_shieldwall_upgraded	stat_resistance_missile	10.0000	add
wh3_dlc25_unit_formation_shieldwall	stat_mass	2.0000	mult
wh3_dlc25_unit_formation_shieldwall	stat_missile_block_chance	20.0000	add
wh3_dlc25_unit_formation_shieldwall	stat_resistance_missile	10.0000	add
wh3_dlc25_unit_passive_awe_inspiring_sight	stat_morale	4.0000	add
wh3_dlc25_unit_passive_blackpowder_discipline_ii	stat_accuracy	40.0000	add
wh3_dlc25_unit_passive_blackpowder_discipline_ii	stat_reloading	10.0000	add
wh3_dlc25_unit_passive_corrosive_bile	stat_melee_defence	-6.0000	add
wh3_dlc25_unit_passive_doom_and_despair	stat_morale	-4.0000	add
wh3_dlc25_unit_passive_dwarf_rum	stat_melee_attack	-10.0000	add
wh3_dlc25_unit_passive_flaming_sword_of_rhuin_aoe	scalar_missile_damage_base	1.2500	mult
wh3_dlc25_unit_passive_flaming_sword_of_rhuin_aoe	stat_melee_damage_base	1.3000	mult
wh3_dlc25_unit_passive_kindleflame_aoe	stat_weakness_flame	-20.0000	add
wh3_dlc25_unit_passive_mealworms	stat_healing_power	1.2000	mult
wh3_dlc25_unit_passive_rampaging_behemoth	stat_melee_damage_ap	1.1000	mult
wh3_dlc25_unit_passive_rampaging_behemoth	stat_melee_damage_base	1.1000	mult
wh3_dlc25_unit_passive_rampaging_behemoth	stat_resistance_all	10.0000	add
wh3_dlc25_unit_passive_rear_guardian	stat_resistance_physical	15.0000	add
wh3_dlc25_unit_passive_spearports	stat_damage_reflection	10.0000	add
wh3_dlc25_unit_passive_tears_of_nurgle	scalar_speed	0.2500	mult
wh3_dlc25_unit_passive_the_blessing_of_the_father	stat_resistance_all	15.0000	add
wh3_dlc25_unit_passive_wards_of_grimnir	stat_resistance_all	20.0000	add
wh3_dlc25_unit_passive_weapons_of_malice	stat_resistance_all	15.0000	add
wh3_dlc25_weapon_abilities_axes_of_kadrin	stat_bonus_vs_infantry	16.0000	add
wh3_dlc25_weapon_abilities_axes_of_kadrin	stat_melee_damage_ap	1.7500	mult
wh3_dlc25_weapon_abilities_axes_of_kadrin	stat_melee_damage_base	1.7500	mult
wh3_dlc25_weapon_abilities_liarsbane	stat_melee_attack	40.0000	add
wh3_dlc25_weapon_abilities_liarsbane	stat_melee_defence	24.0000	add
wh3_dlc25_weapon_abilities_sword_of_filth	stat_armour	-30.0000	add
wh3_dlc25_weapon_abilities_sword_of_filth	stat_melee_defence	-24.0000	add
wh3_dlc25_weapon_abilities_the_black_cleaver	stat_melee_attack	24.0000	add
wh3_dlc25_weapon_abilities_the_black_cleaver	stat_melee_damage_ap	1.2500	mult
wh3_dlc25_weapon_abilities_the_black_cleaver	stat_melee_damage_base	1.2500	mult
wh3_dlc25_weapon_abilities_the_father_of_blades_enemy	stat_melee_attack	-12.0000	add
wh3_dlc25_weapon_abilities_the_father_of_blades_self	stat_melee_damage_ap	1.2500	mult
wh3_dlc25_weapon_passive_the_pale_scythe	scalar_spell_mastery	1.6000	mult
wh3_dlc25_weapon_passive_the_pale_scythe	stat_resistance_magic	20.0000	add
wh3_ef_line_siege_wall	scalar_missile_range	1.2000	mult
wh3_ef_line_siege_wall	stat_resistance_missile	10.0000	add
wh3_ef_line_terrain_placement	scalar_missile_range	1.1000	mult
wh3_ef_line_terrain_placement	stat_resistance_missile	5.0000	add
wh3_main_ambush_unready	stat_charge_bonus	0.7000	mult
wh3_main_ambush_unready	stat_melee_attack	0.7000	mult
wh3_main_ambush_unready	stat_melee_defence	0.7000	mult
wh3_main_ambush_unready	stat_morale	-10.0000	add
wh3_main_army_abilities_curse_of_the_slug	scalar_charge_speed	0.5500	mult
wh3_main_army_abilities_curse_of_the_slug	scalar_speed	0.5500	mult
wh3_main_army_abilities_horn_of_khorne	stat_melee_attack	24.0000	add
wh3_main_army_abilities_sweet_sorrow	scalar_charge_speed	1.4000	mult
wh3_main_army_abilities_sweet_sorrow	scalar_speed	1.4000	mult
wh3_main_army_abilities_the_bitterness_of_winter	scalar_speed	0.7500	mult
wh3_main_army_abilities_the_bitterness_of_winter	stat_morale	-8.0000	add
wh3_main_army_abilities_wrath_of_the_bear	stat_melee_damage_ap	1.5000	mult
wh3_main_army_abilities_wrath_of_the_bear	stat_melee_damage_base	1.5000	mult
wh3_main_ascendant_beasts_ascendancy	stat_charge_bonus	10.0000	add
wh3_main_ascendant_death_ascendancy	stat_melee_damage_ap	1.3300	mult
wh3_main_ascendant_fire_ascendancy	stat_melee_attack	1.2500	mult
wh3_main_ascendant_heavens_ascendancy	scalar_missile_damage_ap	1.2500	mult
wh3_main_ascendant_heavens_ascendancy	scalar_missile_damage_base	1.2500	mult
wh3_main_ascendant_light_ascendancy	stat_morale	10.0000	add
wh3_main_ascendant_metal_ascendancy	stat_armour	20.0000	add
wh3_main_ascendant_metal_ascendancy	stat_resistance_missile	22.0000	add
wh3_main_ascendant_shadow_ascendancy	scalar_charge_speed	1.1500	mult
wh3_main_ascendant_shadow_ascendancy	scalar_speed	1.1500	mult
wh3_main_banner_passive_standard_of_wei_jin_enemy	stat_morale	-4.0000	add
wh3_main_banner_passive_standard_of_wei_jin_friend	stat_morale	6.0000	add
wh3_main_barricade_blocker	stat_resistance_missile	15.0000	add
wh3_main_barricade_monument_brt	stat_charge_bonus	1.1500	mult
wh3_main_barricade_monument_brt	stat_morale	10.0000	add
wh3_main_barricade_monument_bst	stat_melee_attack	1.1500	mult
wh3_main_barricade_monument_bst	stat_morale	10.0000	add
wh3_main_barricade_monument_chs	stat_melee_attack	1.1500	mult
wh3_main_barricade_monument_chs	stat_morale	10.0000	add
wh3_main_barricade_monument_cst	stat_morale	10.0000	add
wh3_main_barricade_monument_cth	stat_melee_defence	1.1500	mult
wh3_main_barricade_monument_cth	stat_morale	10.0000	add
wh3_main_barricade_monument_def	stat_morale	10.0000	add
wh3_main_barricade_monument_dwf	stat_armour	1.1500	mult
wh3_main_barricade_monument_dwf	stat_morale	10.0000	add
wh3_main_barricade_monument_emp	stat_melee_defence	1.1500	mult
wh3_main_barricade_monument_emp	stat_morale	10.0000	add
wh3_main_barricade_monument_grn	stat_melee_damage_base	1.1500	mult
wh3_main_barricade_monument_grn	stat_morale	10.0000	add
wh3_main_barricade_monument_hef	scalar_missile_damage_base	1.1500	mult
wh3_main_barricade_monument_hef	stat_morale	10.0000	add
wh3_main_barricade_monument_kho	stat_melee_attack	1.1500	mult
wh3_main_barricade_monument_kho	stat_morale	10.0000	add
wh3_main_barricade_monument_ksl	stat_melee_defence	1.1500	mult
wh3_main_barricade_monument_ksl	stat_morale	10.0000	add
wh3_main_barricade_monument_lzd	stat_melee_damage_base	1.1500	mult
wh3_main_barricade_monument_lzd	stat_morale	10.0000	add
wh3_main_barricade_monument_nor	stat_melee_damage_base	1.1500	mult
wh3_main_barricade_monument_nor	stat_morale	10.0000	add
wh3_main_barricade_monument_nur	stat_morale	10.0000	add
wh3_main_barricade_monument_ogr	stat_charge_bonus	1.1500	mult
wh3_main_barricade_monument_ogr	stat_morale	10.0000	add
wh3_main_barricade_monument_skv	scalar_missile_damage_base	1.1500	mult
wh3_main_barricade_monument_skv	stat_morale	10.0000	add
wh3_main_barricade_monument_sla	stat_charge_bonus	1.1500	mult
wh3_main_barricade_monument_sla	stat_morale	10.0000	add
wh3_main_barricade_monument_tmb	stat_morale	10.0000	add
wh3_main_barricade_monument_tze	scalar_missile_damage_base	1.1500	mult
wh3_main_barricade_monument_tze	stat_morale	10.0000	add
wh3_main_barricade_monument_vmp	stat_morale	10.0000	add
wh3_main_barricade_monument_wef	scalar_missile_damage_base	1.1500	mult
wh3_main_barricade_monument_wef	stat_morale	10.0000	add
wh3_main_barricade_monument	stat_melee_attack	1.1500	mult
wh3_main_barricade_monument	stat_morale	10.0000	add
wh3_main_barricade_platform	scalar_missile_range	1.2000	mult
wh3_main_barricade_trap	scalar_speed	0.8500	mult
wh3_main_barricade_trap	stat_melee_attack	0.8500	mult
wh3_main_cataclysm_beasts_merciws_monstrous_regiment	stat_melee_attack	40.0000	add
wh3_main_cataclysm_beasts_merciws_monstrous_regiment	stat_melee_damage_ap	1.5000	mult
wh3_main_cataclysm_beasts_merciws_monstrous_regiment	stat_melee_damage_base	1.5000	mult
wh3_main_cataclysm_beasts_merciws_monstrous_regiment	stat_resistance_physical	20.0000	add
wh3_main_cataclysm_light_time_amok	scalar_speed	1.4000	mult
wh3_main_cataclysm_light_time_amok	stat_charge_bonus	1.2000	mult
wh3_main_cataclysm_shadow_dance_of_despair	stat_morale	-24.0000	add
wh3_main_character_abilities_crippling_throw	scalar_speed	0.7500	mult
wh3_main_character_abilities_crippling_throw	stat_melee_defence	-24.0000	add
wh3_main_character_abilities_deathcheater	stat_resistance_all	90.0000	add
wh3_main_character_abilities_enchanted_metallurgy_flaming	scalar_missile_damage_base	1.5000	mult
wh3_main_character_abilities_enchanted_metallurgy_flaming	stat_melee_damage_base	1.6000	mult
wh3_main_character_abilities_enchanted_metallurgy_piercing	scalar_missile_damage_ap	1.2500	mult
wh3_main_character_abilities_enchanted_metallurgy_piercing	scalar_missile_damage_base	1.2500	mult
wh3_main_character_abilities_enchanted_metallurgy_piercing	stat_melee_damage_ap	1.2500	mult
wh3_main_character_abilities_enchanted_metallurgy_piercing	stat_melee_damage_base	1.2500	mult
wh3_main_character_abilities_enchanted_metallurgy_poison	scalar_missile_damage_base	1.2500	mult
wh3_main_character_abilities_enchanted_metallurgy_poison	stat_melee_damage_base	1.3000	mult
wh3_main_character_abilities_enchanted_metallurgy	scalar_missile_damage_base	1.2500	mult
wh3_main_character_abilities_enchanted_metallurgy	stat_melee_damage_base	1.3000	mult
wh3_main_character_abilities_flame_incarnate	stat_damage_reflection	14.0000	add
wh3_main_character_abilities_from_the_shadows	scalar_speed	1.4500	mult
wh3_main_character_abilities_locus_of_abjuration	stat_resistance_magic	66.0000	add
wh3_main_character_abilities_locus_of_beguilement	stat_melee_defence	-24.0000	add
wh3_main_character_abilities_locus_of_beguilement	stat_morale	-8.0000	add
wh3_main_character_abilities_locus_of_change	scalar_missile_damage_ap	1.2500	mult
wh3_main_character_abilities_locus_of_change	scalar_missile_damage_base	1.2500	mult
wh3_main_character_abilities_locus_of_fury	stat_charge_bonus	1.4000	mult
wh3_main_character_abilities_locus_of_fury	stat_melee_damage_ap	1.2500	mult
wh3_main_character_abilities_locus_of_fury	stat_melee_damage_base	1.2500	mult
wh3_main_character_abilities_locus_of_grace	stat_melee_defence	24.0000	add
wh3_main_character_abilities_locus_of_grace	stat_resistance_physical	22.0000	add
wh3_main_character_abilities_locus_of_swiftness	scalar_charge_speed	1.2500	mult
wh3_main_character_abilities_locus_of_swiftness	scalar_speed	1.2500	mult
wh3_main_character_abilities_locus_of_swiftness	stat_charge_bonus	1.4000	mult
wh3_main_character_abilities_locus_of_virulence	stat_melee_attack	24.0000	add
wh3_main_character_abilities_locus_of_virulence	stat_melee_damage_ap	1.2500	mult
wh3_main_character_abilities_locus_of_wrath	stat_melee_attack	40.0000	add
wh3_main_character_abilities_no_escape	stat_melee_defence	-40.0000	add
wh3_main_character_abilities_tors_battle_hymn	stat_melee_attack	40.0000	add
wh3_main_character_abilities_unyielding_defender	stat_melee_defence	24.0000	add
wh3_main_character_abilities_ursuns_roar	stat_charge_bonus	1.3600	mult
wh3_main_character_abilities_ursuns_roar	stat_morale	8.0000	add
wh3_main_character_passive_arsebelcher	stat_morale	-8.0000	add
wh3_main_character_passive_bellyslapper	stat_melee_attack	-8.0000	add
wh3_main_character_passive_bigbellower	stat_morale	8.0000	add
wh3_main_character_passive_grandfeaster	stat_melee_attack	8.0000	add
wh3_main_character_passive_grandfeaster	stat_morale	4.0000	add
wh3_main_character_passive_heroic_resilience	stat_melee_defence	14.0000	add
wh3_main_character_passive_heroic_resilience	stat_morale	8.0000	add
wh3_main_character_passive_loner	scalar_speed	1.1500	mult
wh3_main_character_passive_loner	stat_morale	12.0000	add
