member	attitude
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionRedFangs_Orc_Warboss_2_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionScabbyEye_Goblin_Great_Shaman_2_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullCrag_Goblin_Great_Shaman_1_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionSkullsmasherz_Orc_Warboss_2_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTeefSnatchaz_Goblin_Great_Shaman_1_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTheBlackPitTribe_Goblin_Great_Shaman_2_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_FactionTopKnotz_Orc_Warboss_2_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Greenskins_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Greenskins_&_Positive	friendly
diplomacy_Subcult_HighElves_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_HighElves_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_Subcult_HighElves_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_Subcult_HighElves_&_Positive	friendly
diplomacy_Subcult_Khorne_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionCathay_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionCathay_&_Positive	friendly
diplomacy_Subcult_Khorne_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_Subcult_Khorne_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_Subcult_Khorne_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_Subcult_Khorne_&_OtherFactionKislev_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionKislev_&_Positive	friendly
diplomacy_Subcult_Khorne_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_Subcult_Khorne_&_OtherFactionOgre_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionOgre_&_Positive	friendly
diplomacy_Subcult_Khorne_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_Subcult_Khorne_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_Subcult_Khorne_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_Subcult_Khorne_&_Positive	friendly
diplomacy_Subcult_Kislev_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionCathay_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionCathay_&_Positive	friendly
diplomacy_Subcult_Kislev_&_OtherFactionChaosDwarfs_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionChaosDwarfs_&_Positive	friendly
diplomacy_Subcult_Kislev_&_OtherFactionDaemon_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionDaemon_&_Positive	friendly
diplomacy_Subcult_Kislev_&_OtherFactionKhorne_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionKhorne_&_Positive	friendly
diplomacy_Subcult_Kislev_&_OtherFactionKislev_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionKislev_&_Positive	friendly
diplomacy_Subcult_Kislev_&_OtherFactionNurgle_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionNurgle_&_Positive	friendly
diplomacy_Subcult_Kislev_&_OtherFactionOgre_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionOgre_&_Positive	friendly
diplomacy_Subcult_Kislev_&_OtherFactionSlaanesh_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionSlaanesh_&_Positive	friendly
diplomacy_Subcult_Kislev_&_OtherFactionTzeentch_&_Negative	hostile
diplomacy_Subcult_Kislev_&_OtherFactionTzeentch_&_Positive	friendly
diplomacy_Subcult_Kislev_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_Subcult_Lizardmen_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_Subcult_Lizardmen_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionNorsca_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionNorsca_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionDeadwoodRavagers_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionNorsca_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionNorsca_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionGoromadny_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionNorsca_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionNorsca_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionMung_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionNorsca_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionNorsca_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionVamp_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionVamp_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVarg_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionEmpire_&_Negative	hostile
