key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
wh3_dlc25_chs_sword_caster_hero_mnur_rot_beast	0	0	110	250	5.0000	sword	staff	medium	4	1.3000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_chs_sword_caster_lord_hero_mnur_rot_beast	0	0	140	260	5.0000	sword	sword	medium	4	1.4000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_dwf_axe_great_quarreller_anti_infantry	0	8	8	24	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh3_dlc25_dwf_daemon_slayer_dual_axe	25	0	370	130	3.0000	axe	axe	medium	5	1.8000	1.0000	0.0000	true		0	10	3.8000		false
wh3_dlc25_dwf_doomseeker_axe_dual	0	15	17	38	2.0000	axe	axe	medium	3	1.0000	1.2500	0.0000	true		0	10	4.0000		false
wh3_dlc25_dwf_dragon_slayer_axe_great	35	0	110	300	3.0000	axe	axe_2h	medium	5	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc25_dwf_garagrim_axe_dual	0	15	120	300	3.0000	axe	axe	medium	4	1.0000	1.2500	0.0000	true		0	10	4.0000		false
wh3_dlc25_dwf_hammerers_grudge_unit	0	0	14	41	1.0000	axe	hammer_dwarf		1	1.0000	0.7500	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.2000		false
wh3_dlc25_dwf_malakai	0	0	280	120	3.0000	axe	hammer_dwarf	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc25_dwf_slayer_axe_dual_armour_sunder	24	0	32	16	1.0000	axe	axe		1	0.3000	1.0000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	4.3000		false
wh3_dlc25_dwf_slayer_pirate_sword	0	0	21	7	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.2000		false
wh3_dlc25_dwf_veh_thunderbarge	0	0	150	350	10.0000	spear	spear	large	5	1.5000	1.0000	0.0000	false		0	0	3.8000		false
wh3_dlc25_emp_carmine_dragon	0	0	150	350	8.0000	axe	creatures_claws	large	6	1.0000	1.0000	0.0000	true		0	10	3.8000		false
wh3_dlc25_emp_cav_knights_of_the_black_rose	0	8	28	12	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh3_dlc25_emp_cha_elspeth_scythe	0	0	100	220	3.0000	axe	halberd	medium	5	1.4000	1.0000	0.0000	true		0	10	4.0000		false
wh3_dlc25_emp_engineer_mechanical_steed	0	0	220	100	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc25_emp_scythe_morr	0	15	0	53	1.0000	axe	halberd		1	1.0000	1.2500	0.0000	false		0	10	4.0000		false
wh3_dlc25_emp_theodore_lance_demigryph	0	0	160	300	4.0000	lance	spear	medium	5	1.6000	0.5000	0.0000	false		0	10	4.7000		false
wh3_dlc25_emp_theodore_sword	0	0	300	160	3.0000	sword	sword	medium	5	1.3000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc25_emp_veh_marienburg_land_ship	0	10	50	160	6.0000	spear	spear	very_large	6	1.0000	0.7500	0.0000	false		2	2	4.0000		false
wh3_dlc25_emp_veh_marienburg_land_ship_morr	0	10	50	160	6.0000	spear	spear	very_large	6	1.0000	0.7500	0.0000	true		2	2	4.0000		false
wh3_dlc25_nur_bile_trolls_club	0	0	45	70	2.0000	axe	club_medium	medium	4	1.0000	1.2500	0.0000	false	wh3_dlc26_unit_abilities_acid_vomit_debuff	0	10	3.8000		false
wh3_dlc25_nur_cha_epidmius_sword	0	0	140	280	3.0000	sword	sword_medium	medium	4	1.0000	1.0000	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_nur_esar_doombolt_glaive	5	0	90	250	3.0000	axe	halberd	medium	3	1.4000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
wh3_dlc25_nur_krom_axe	0	20	275	145	3.0000	axe	axe	medium	4	1.4000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc25_nur_krom_dragon	0	20	140	410	8.0000	axe	creatures_claws	large	6	1.0000	1.0000	0.0000	false		0	3	3.8000		false
wh3_dlc25_nur_maggmawr_razorgor_chariot	0	25	100	210	5.0000	axe	creatures_claws	very_large	3	1.1000	1.0000	0.0000	true		3	3	4.0000		false
wh3_dlc25_nur_maggmawr_tuskgor_chariot	0	20	100	180	5.0000	axe	creatures_claws	very_large	3	1.0000	1.0000	0.0000	true		3	3	4.0000		false
wh3_dlc25_nur_mon_toad_dragon	0	25	275	325	9.0000	axe	creatures_claws	large	6	1.8000	1.2500	0.0000	false	wh_main_unit_contact_poison	4	4	4.0000		false
wh3_dlc25_nur_mon_toad_dragon_bubebolos	0	25	300	350	9.0000	axe	creatures_claws	large	7	1.8000	1.2500	0.0000	false	wh_main_unit_contact_poison	4	4	4.0000		false
wh3_dlc25_nur_mournhowl_claws	0	34	140	280	2.0000	axe	creatures_claws	medium	4	1.5000	1.2500	0.0000	false		0	10	4.0000		false
wh3_dlc25_nur_pestigor_great_axe	0	0	12	20	2.0000	axe	axe_2h		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_nur_plague_drone_stinger_ror	0	0	30	75	4.0000	sword	creatures_claws	medium	2	1.0000	0.7500	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_nur_plague_ogres	0	26	40	70	3.0000	axe	sword_ogre	medium	3	1.0000	1.5000	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
wh3_dlc25_nur_plague_ogres_great_weapon	26	0	40	70	3.0000	axe	sword_ogre	medium	3	1.0000	1.5000	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
wh3_dlc25_nur_rot_knight	10	0	22	38	4.0000	lance	spear	small	4	0.4000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_nur_rot_knight_ror	10	0	23	41	4.0000	lance	spear	small	4	0.4000	0.7500	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc25_nur_staff_maggmawr	0	0	215	95	3.0000	sword	staff	medium	3	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc25_nurgle_soul_grinder_ror	0	0	135	315	13.0000	sword	sword_huge	large	5	1.0000	1.0000	0.0000	true	wh3_dlc25_unit_contact_erosion	0	10	4.0000		false
wh3_dlc26_chs_inf_chosen_mkho_ror	26	0	15	31	2.0000	spear	halberd		1	1.0000	0.5000	1.0000	true	wh2_dlc12_unit_contact_flammable	0	10	4.3000		false
wh3_dlc26_grn_cav_mangler_squig	0	20	38	90	6.0000	sword	creatures_claws	medium	4	1.8000	1.2500	0.0000	false		0	10	3.2000		false
wh3_dlc26_grn_cha_gorbad_axe	0	0	100	380	4.0000	axe	axe	medium	5	1.5000	0.7500	0.0000	false		0	10	4.2000		false
wh3_dlc26_grn_cha_night_goblin_big_boss	0	0	200	140	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc26_grn_cha_night_goblin_big_boss_squig	0	0	140	200	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc26_grn_choppa_caster_lord	0	0	235	115	3.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc26_grn_mon_colossal_squig	0	20	120	340	7.0000	axe	creatures_claws	large	5	1.5000	1.2500	0.0000	false		4	10	3.2000		false
wh3_dlc26_grn_orc_black_axe	0	0	34	14	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc26_grn_orc_boar_caster_lord	0	0	100	240	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc26_grn_snagla	0	0	280	140	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc26_kho_bloodbeast_claws	0	0	65	75	8.0000	sword	creatures_claws	medium	4	1.3000	0.7500	0.0000	false		0	10	3.8000		false
wh3_dlc26_kho_cha_arbaal	0	0	135	385	3.0000	axe	axe	medium	5	1.3000	1.0000	0.0000	true		0	10	4.0000		false
wh3_dlc26_kho_cha_arbaal_flesh_hound	0	0	155	405	3.0000	axe	axe	medium	5	1.5000	1.0000	0.0000	true		0	10	4.0000		false
wh3_dlc26_kho_cha_bloodspeaker	0	0	330	110	3.0000	axe	sword	medium	4	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh3_dlc26_kho_cha_skarr_bloodwrath	0	20	115	345	6.0000	axe	axe_huge	large	5	1.0000	1.0000	0.0000	true	wh2_dlc12_unit_contact_sundered_armour	0	10	3.8000		false
wh3_dlc26_kho_inf_skullreapers	0	10	44	20	1.0000	axe	axe		1	1.0000	1.0000	0.0000	true		0	10	3.8000		false
wh3_dlc26_kho_inf_wrathmongers	0	0	26	54	2.0000	axe	flail	small	3	0.5000	1.2500	0.0000	false		0	10	4.0000		false
wh3_dlc26_kho_inf_wrathmongers_ror	0	0	26	54	2.0000	axe	flail	small	3	0.7500	1.2500	1.0000	true	wh_dlc06_unit_contact_sundered_armour	0	10	4.0000		false
wh3_dlc26_kho_khorngor_halberd	18	0	8	20	3.0000	axe	halberd		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc26_kho_scyla_claws	0	0	265	285	8.0000	sword	creatures_claws	medium	6	1.3000	0.7500	0.0000	false		0	10	3.8000		false
wh3_dlc26_kho_skulltaker	0	20	220	310	3.0000	sword	sword	medium	5	1.2000	0.7500	1.0000	true		0	10	4.0000		false
wh3_dlc26_kho_skulltaker_bloodthrone	0	25	220	290	10.0000	axe	unarmed	very_large	5	1.3000	0.7500	1.0000	true		3	3	4.6000		false
wh3_dlc26_kho_skulltaker_juggernaut	0	20	245	335	5.0000	sword	sword	medium	6	1.3000	0.7500	1.0000	true		0	10	4.0000		false
wh3_dlc26_kho_slaughterbrute_claws	0	0	240	360	8.0000	sword	creatures_claws	large	6	1.7500	1.2500	0.0000	false		7	7	4.0000		false
wh3_dlc26_kho_veh_skullcannon_ror	0	25	100	225	7.0000	axe	unarmed	very_large	4	1.5000	0.7500	1.0000	true		4	4	4.7000		false
wh3_dlc26_ogr_blood_vultures	0	0	35	12	1.0000	knife	creatures_claws		1	1.0000	0.2500	0.0000	false		0	10	4.0000		false
wh3_dlc26_ogr_blood_vultures_beak	0	0	30	12	1.0000	knife	creatures_claws		1	1.0000	0.2500	0.0000	false		0	10	4.0000		false
wh3_dlc26_ogr_bragg_poleaxe	30	0	125	375	4.0000	axe	axe	medium	5	1.5000	0.6000	0.0000	false		0	10	4.0000		false
wh3_dlc26_ogr_bruiser_wristblade	0	20	130	295	4.0000	sword	sword_claws	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc26_ogr_eshin_maneater_ror_swords	0	20	70	330	4.0000	sword	sword	medium	4	1.0000	1.0000	0.0000	false	wh2_main_unit_contact_weeping_blade	0	10	4.0000		false
wh3_dlc26_ogr_golgfag_sword_mace	0	25	235	315	7.0000	sword	sword	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc26_ogr_golgfags_maneaters_sword_and_club	0	16	42	84	3.0000	sword	sword_medium	medium	3	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh3_dlc26_ogr_ogre_paymaster	0	0	130	310	7.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc26_ogr_pigback_rider_spear	9	0	19	4	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh3_dlc26_ogr_pigback_rider_spear_ror	9	0	19	4	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh3_dlc26_ogr_thundertusk	0	20	140	340	10.0000	axe	creatures_claws	large	5	1.0000	1.2500	0.0000	true	wh_dlc08_unit_contact_frostbite	5	5	3.8000		false
wh3_dlc26_ogr_yhetee_dual_hammers	0	0	40	80	5.0000	sword	sword	medium	4	1.0000	1.0000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	3.8000		false
wh3_dlc26_ogr_yhetee_ice_sword_club	0	0	40	80	5.0000	sword	sword	medium	4	1.0000	1.0000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	3.8000		false
wh3_dlc27_chs_axe_great_marauder_bearmen	0	0	8	25	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.6000		false
wh3_dlc27_chs_axe_marauder_bearmen	0	0	22	8	1.0000	axe	axe		1	1.0000	1.2500	0.0000	false		0	10	4.2000		false
wh3_dlc27_chs_cha_exalted_hero_msla_whip	0	0	300	150	3.0000	sword	whip	medium	5	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc27_chs_cha_exalted_hero_msla_whip_chariot	0	20	160	290	5.0000	sword	creatures_claws	very_large	4	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	4	4	4.0000		false
wh3_dlc27_chs_cha_exalted_hero_msla_whip_daemonic_steed	0	0	150	300	4.0000	sword	creatures_claws	large	5	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_dlc27_chs_daemon_prince_mkho_qb	0	15	300	420	9.0000	sword	sword_huge	large	5	1.0000	1.0000	1.0000	true	wh3_dlc26_contact_phase_inevitable_end	0	10	4.0000		false
wh3_dlc27_chs_marauder_horsemen_msla_spear_ror	0	0	19	5	2.0000	spear	spear		1	1.0000	0.5000	0.0000	true		0	10	5.0000		false
wh3_dlc27_chs_sword_lord_daemonic_steed	0	0	170	320	3.0000	sword	sword	medium	5	1.6000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc27_devotees_swords	0	10	25	15	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.8000		false
wh3_dlc27_druchii_greatsword	0	30	125	225	3.0000	sword	sword	medium	3	1.3000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc27_great_shaman_sorcerer_axe	0	0	240	105	3.0000	sword	sword	medium	3	1.3000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc27_hef_aislinn_dragon	0	0	140	440	8.0000	axe	creatures_claws	large	6	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh3_dlc27_hef_caradryan_ashtari	25	0	120	300	7.0000	axe	creatures_claws	medium	5	1.0000	1.2500	10.0000	true	wh3_dlc25_unit_contact_frostfire	0	10	4.0000		false
wh3_dlc27_hef_caradryan_halberd	25	0	120	300	3.0000	spear	halberd	large	5	1.0000	0.5000	10.0000	false		0	10	4.0000		false
wh3_dlc27_hef_greatsword_ror	0	14	12	28	1.0000	sword	sword		1	1.0000	0.7500	0.0000	true		0	10	4.3000		false
wh3_dlc27_hef_mon_merwyrm	30	0	275	425	15.0000	axe	creatures_big	large	7	1.7000	1.2500	0.0000	false		7	8	4.0000		false
wh3_dlc27_hef_sea_elemental	0	20	175	300	9.0000	knife	creatures_claws	large	6	1.7000	1.0000	0.0000	false		6	6	4.0000		false
wh3_dlc27_hef_sea_helm_trident	35	0	235	140	3.0000	spear	spear	medium	3	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh3_dlc27_hef_ships_company_greataxe_ror	0	0	10	20	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.4000		false
wh3_dlc27_hef_ships_company_sword	0	0	23	7	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh3_dlc27_hef_skycutter	0	0	36	18	5.0000	axe	creatures_claws	large	3	1.0000	1.0000	0.0000	false		4	2	4.0000		false
wh3_dlc27_hef_skycutter_aislinn	0	28	230	220	5.0000	axe	creatures_claws	large	4	1.5000	1.0000	0.0000	false		5	2	4.0000		false
wh3_dlc27_hef_skycutter_lord	0	0	230	220	5.0000	axe	creatures_claws	large	4	1.5000	1.0000	0.0000	false		5	2	4.0000		false
wh3_dlc27_hef_skycutter_mage	0	0	230	220	5.0000	axe	creatures_claws	large	4	1.5000	1.0000	0.0000	false		5	2	4.0000		false
wh3_dlc27_hef_sword_aislinn	0	28	310	150	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc27_inf_oceanids	0	14	64	31	2.0000	knife	creatures_claws	medium	4	1.0000	1.0000	0.0000	false		0	10	3.5000		false
wh3_dlc27_militia_sword	0	0	12	5	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh3_dlc27_nor_cav_chaos_chariot_ror	0	18	11	29	5.0000	axe	creatures_claws	very_large	3	1.0000	0.7500	1.0000	true	wh3_main_unit_contact_warpflame	2	2	4.0000		false
wh3_dlc27_nor_cha_beorg_claws	0	20	220	230	2.0000	axe	creatures_claws	medium	5	1.5000	1.2500	0.0000	false		0	10	4.0000		false
wh3_dlc27_nor_cha_fimir_noble_mace	20	0	100	350	5.0000	axe	club_huge	large	5	1.0000	1.0000	0.0000	true	wh_dlc06_unit_contact_sundered_armour	0	10	4.0000		false
wh3_dlc27_nor_cha_sayl_chariot	0	26	120	220	5.0000	axe	creatures_claws	very_large	3	1.0000	0.7500	0.0000	true		3	3	4.0000		false
wh3_dlc27_nor_cha_sayl_staff	0	0	270	110	4.0000	axe	staff	medium	4	1.5000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc27_nor_chimera	0	0	240	280	6.0000	axe	creatures_claws	large	5	1.0000	1.2500	1.0000	true	wh_main_unit_contact_poison	0	3	3.6000		false
wh3_dlc27_nor_inf_chaos_marauders_great_weapons_ror	0	0	7	23	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
wh3_dlc27_nor_kurgan_dual_axe	0	15	23	9	4.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc27_nor_kurgan_great_axe	0	0	13	29	4.0000	axe	axe_2h		1	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh3_dlc27_nor_mon_cursd_ettin_fist	0	0	300	350	5.0000	axe	unarmed	medium	7	1.7000	1.0000	0.0000	false		0	10	3.0000		false
wh3_dlc27_nor_mon_cursd_ettin_fist_runecaller	0	0	300	250	5.0000	axe	unarmed	medium	7	1.7000	1.0000	0.0000	true		0	10	3.0000		false
wh3_dlc27_nor_mon_dread_maw	0	0	120	280	5.0000	knife	creatures_claws	medium	7	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	4.5000		false
wh3_dlc27_preyton_claws	20	0	120	365	6.0000	axe	creatures_claws	large	5	1.5000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	3	4.0000		false
wh3_dlc27_preyton_ror	25	0	145	385	6.0000	axe	creatures_claws	large	5	1.5000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	3	4.0000		false
wh3_dlc27_sla_cha_alluress_daemonic_steed_claw	0	0	110	315	3.0000	sword	creatures_claws	medium	4	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc27_sla_cha_herald_of_slaanesh_daemonic_steed_claw	0	0	115	335	3.0000	sword	creatures_claws	medium	4	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc27_sla_champions_of_slaanesh_dual_swords	0	20	42	58	3.0000	sword	sword		1	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc27_sla_champions_of_slaanesh_dual_swords_ror	0	25	52	68	3.0000	sword	sword		1	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_dlc27_sla_claws_giant_spawn_of_sla_i	0	20	395	145	6.0000	sword	creatures_claws	medium	5	1.4000	2.0000	0.0000	false	wh3_main_unit_contact_soporific_musk	0	10	3.8000		false
wh3_dlc27_sla_dechala_swords	0	30	220	330	5.0000	sword	sword_huge	medium	6	1.3000	0.7500	0.0000	true		0	10	2.0000		false
wh3_dlc27_sla_heartseekers_claws_ror	0	22	14	34	7.0000	axe	creatures_claws	very_large	3	1.0000	1.0000	0.0000	true	wh2_dlc11_unit_contact_charmed	2	2	4.0000		false
wh3_dlc27_sla_masque_of_slaanesh_scythe_claw	0	25	220	260	3.0000	sword	creatures_claws	medium	5	1.0000	0.7500	0.0000	true		0	10	3.8000		false
wh3_dlc27_sla_pleasureseekers	0	0	16	44	3.0000	axe	creatures_claws	small	3	1.0000	1.0000	0.0000	true	wh_main_unit_contact_poison	0	0	4.0000		false
wh3_dlc27_sla_sword_druchii_daemonic_steed	0	30	125	225	3.0000	sword	sword	medium	5	1.3000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc27_sla_sword_sorcerer	0	0	240	120	3.0000	sword	sword	medium	3	1.3000	0.7500	0.0000	true	wh3_main_unit_contact_soporific_musk	0	10	4.0000		false
wh3_dlc27_sla_sword_sorcerer_lord_daemonic_steed	0	0	120	240	3.0000	sword	sword	medium	3	1.3000	0.7500	0.0000	true	wh3_main_unit_contact_soporific_musk	0	10	4.0000		false
wh3_dlc27_slaangors_dual_swords	0	8	28	10	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.8000		false
wh3_dlc27_sorcerer_hero_daemonic_steed	0	0	95	220	3.0000	sword	sword	medium	3	1.3000	0.7500	0.0000	false		0	10	4.0000		false
wh3_dlc27_styrkaar_sword_and_shield	0	0	360	140	3.0000	sword	sword	medium	4	1.3000	0.7500	0.0000	false	wh3_main_unit_contact_soporific_musk	0	10	4.0000		false
wh3_dlc27_styrkaar_sword_and_shield_daemonic_steed	0	0	140	360	3.0000	sword	sword	medium	4	1.3000	0.7500	0.0000	false	wh3_main_unit_contact_soporific_musk	0	10	4.0000		false
wh3_dlc27_tmb_mon_carrion_boss	0	20	160	240	7.0000	knife	creatures_claws	medium	3	1.0000	0.2500	0.0000	false		0	10	4.0000		false
wh3_main_cth_alchemist	0	0	210	90	4.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_cth_astromancer	0	0	210	90	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_cth_dragon_guard_halberd	20	0	11	25	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	4.4000		false
wh3_main_cth_dragon_guard_halberd_ancestor	20	0	0	36	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.4000		false
wh3_main_cth_dragon_guard_sword	0	0	24	9	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh3_main_cth_iron_dragon_dragon	0	0	145	435	20.0000	axe	creatures_claws	large	6	1.0000	1.2500	0.0000	true		0	10	4.0000		false
wh3_main_cth_iron_dragon_human	0	0	290	140	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_cth_jade_crossbowmen_sword	0	0	21	3	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh3_main_cth_jade_lancer_lance	0	0	21	9	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	3.9000		false
wh3_main_cth_jade_warrior_halberd	16	0	8	20	1.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh3_main_cth_jade_warrior_sword	0	0	21	7	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	10	4.2000		false
wh3_main_cth_long_spear	17	0	19	6	2.0000	long_spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh3_main_cth_longma_rider_lance	0	0	45	20	2.0000	lance	spear	medium	2	1.0000	0.5000	0.0000	false		0	10	4.7000		false
wh3_main_cth_lord_magistrate_sword	0	0	250	125	3.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh3_main_cth_peasant_horsemen_spear	0	0	21	7	1.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	3.9000		false
wh3_main_cth_peasant_sword	0	0	21	3	1.0000	sword	sword		1	1.0000	0.7500	0.0000	false		0	0	4.3000		false
wh3_main_cth_shugengan_lord	0	0	280	120	3.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_cth_shugengan_lord_longma	0	0	310	130	3.0000	sword	sword	medium	4	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_cth_storm_dragon_dragon	0	0	145	435	20.0000	axe	creatures_claws	large	6	1.0000	1.2500	0.0000	true		0	10	4.0000		false
wh3_main_cth_storm_dragon_human	0	0	290	140	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_cth_terracotta_sentinel	0	0	160	470	7.0000	spear	sword_huge	large	6	1.0000	0.5000	0.0000	true		0	10	4.0000		false
wh3_main_cth_war_compass	0	0	110	50	4.0000	axe	unarmed	very_large	4	1.0000	0.7500	0.0000	false		2	2	4.0000		false
wh3_main_cth_war_compass_astromancer	0	0	210	90	4.0000	axe	unarmed	very_large	4	1.0000	0.7500	0.0000	true		3	3	4.0000		false
wh3_main_dae_belakor_sword	0	0	150	350	9.0000	sword	sword_huge	large	5	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_dae_belakor_sword_survival	0	0	275	475	9.0000	sword	sword_huge	large	8	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_dae_daemon_prince	0	0	180	270	9.0000	sword	sword_huge	large	5	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_dae_daemon_prince_khorne_axe_MP	25	0	150	365	9.0000	axe	axe_huge	large	5	1.0000	1.0000	1.0000	true		0	10	4.0000		false
wh3_main_dae_daemon_prince_nurgle_sword_MP	0	25	90	280	6.0000	sword	sword_huge	large	4	1.0000	0.7500	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_main_dae_daemon_prince_slaanesh_claw_MP	25	0	115	355	12.0000	spear	spear_huge	large	5	1.0000	0.5000	0.0000	true	wh_dlc06_unit_contact_sundered_armour	0	10	4.0000		false
wh3_main_dae_daemon_prince_survival	0	0	300	300	9.0000	sword	sword_huge	large	6	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_dae_daemon_prince_sword_MP	0	0	125	375	9.0000	sword	sword_medium	large	5	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh3_main_dae_daemon_prince_tzeentch_staff_MP	0	0	135	295	12.0000	axe	staff	medium	4	1.0000	1.2500	1.0000	true	wh3_main_unit_contact_warpflame	0	10	4.0000		false
wh3_main_dae_furies_claws	0	0	32	12	1.0000	axe	creatures_claws		1	1.0000	0.7500	0.0000	true		0	0	4.0000		false
wh3_main_exalted_great_unclean_one	0	0	165	385	6.0000	axe	club_huge	large	6	1.0000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_main_great_unclean_one	0	0	160	370	6.0000	axe	club_huge	large	5	1.0000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	10	4.0000		false
wh3_main_grn_inf_spear	14	0	23	6	1.5000	spear	spear		1	1.0000	0.7500	0.0000	false		0	10	3.9000		false
