agent_subtype	ancillary
wh_dlc07_chs_sorcerer_lord_shadow	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_dragon
wh_dlc07_chs_sorcerer_lord_shadow	wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_manticore
wh_dlc07_chs_chaos_sorcerer_shadow	wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_barded_chaos_steed
wh_dlc07_chs_chaos_sorcerer_shadow	wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_chaos_steed
wh_dlc07_chs_chaos_sorcerer_shadow	wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_manticore
wh_main_chs_exalted_hero	wh_dlc01_anc_mount_chs_exalted_hero_manticore
wh_dlc01_nor_sorcerer_lord_metal	wh_dlc01_anc_mount_nor_chaos_sorcerer_lord_warhorse
wh_dlc03_bst_khazrak	wh_dlc03_anc_armour_the_dark_mail
wh_dlc03_bst_malagor	wh_dlc03_anc_enchanted_item_icons_of_vilification
wh2_twa04_bst_great_bray_shaman_beasts	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
wh2_twa04_bst_great_bray_shaman_death	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
wh2_twa04_bst_great_bray_shaman_shadows	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
wh2_twa04_bst_great_bray_shaman_wild	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
wh_dlc03_bst_bray_shaman_beasts	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
wh_dlc03_bst_bray_shaman_death	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
wh_dlc03_bst_bray_shaman_shadows	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
wh_dlc03_bst_bray_shaman_wild	wh_dlc03_anc_follower_beastmen_bray_shamans_familiar
wh_dlc03_emp_amber_wizard	wh_dlc03_anc_mount_emp_amber_wizard_barded_warhorse
wh_dlc03_emp_amber_wizard	wh_dlc03_anc_mount_emp_amber_wizard_imperial_griffon
wh_dlc03_emp_amber_wizard	wh_dlc03_anc_mount_emp_amber_wizard_imperial_pegasus
wh_dlc03_emp_amber_wizard	wh_dlc03_anc_mount_emp_amber_wizard_warhorse
wh_dlc03_emp_boris_todbringer	wh_dlc03_anc_mount_emp_boris_todbringer_barded_warhorse
wh_dlc03_bst_khazrak	wh_dlc03_anc_weapon_scourge
wh_dlc04_vmp_helman_ghorst	wh_dlc04_anc_arcane_item_the_liber_noctus
wh_dlc04_emp_arch_lector	wh_dlc04_anc_mount_emp_arch_lector_barded_warhorse
wh_dlc04_emp_arch_lector	wh_dlc04_anc_mount_emp_arch_lector_warhorse
wh_dlc04_emp_volkmar	wh_dlc04_anc_mount_emp_volkmar_the_grim_altar_of_sigmar
wh_dlc04_emp_volkmar	wh_dlc04_anc_mount_emp_volkmar_the_grim_barded_warhorse
wh_dlc04_emp_volkmar	wh_dlc04_anc_mount_emp_volkmar_the_grim_warhorse
wh_dlc04_vmp_helman_ghorst	wh_dlc04_anc_mount_vmp_helman_ghorst_corpse_cart
wh_main_vmp_master_necromancer	wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart_balefire
wh_main_vmp_master_necromancer	wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart_unholy_lodestone
wh_main_vmp_master_necromancer	wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart
wh_main_vmp_necromancer	wh_dlc04_anc_mount_vmp_necromancer_corpse_cart_balefire
wh_main_vmp_necromancer	wh_dlc04_anc_mount_vmp_necromancer_corpse_cart_unholy_lodestone
wh_main_vmp_necromancer	wh_dlc04_anc_mount_vmp_necromancer_corpse_cart
wh_dlc04_emp_volkmar	wh_dlc04_anc_talisman_jade_griffon
wh_dlc04_vmp_vlad_con_carstein	wh_dlc04_anc_talisman_the_carstein_ring
wh_dlc04_vmp_vlad_von_carstein_hero	wh_dlc04_anc_talisman_the_carstein_ring
wh_dlc04_vmp_vlad_con_carstein	wh_dlc04_anc_weapon_blood_drinker
wh_dlc04_vmp_vlad_von_carstein_hero	wh_dlc04_anc_weapon_blood_drinker
wh_dlc04_emp_volkmar	wh_dlc04_anc_weapon_staff_of_command
wh_dlc05_wef_glade_lord	wh_dlc05_anc_enchanted_item_hail_of_doom_arrow
wh_dlc05_wef_glade_lord_fem	wh_dlc05_anc_enchanted_item_hail_of_doom_arrow
wh_dlc05_wef_waystalker	wh_dlc05_anc_enchanted_item_hail_of_doom_arrow
wh_dlc05_wef_orion	wh_dlc05_anc_enchanted_item_horn_of_the_wild_hunt
wh_dlc05_emp_grey_wizard	wh_dlc05_anc_mount_emp_grey_wizard_barded_warhorse
wh_dlc05_emp_grey_wizard	wh_dlc05_anc_mount_emp_grey_wizard_imperial_pegasus
wh_dlc05_emp_grey_wizard	wh_dlc05_anc_mount_emp_grey_wizard_warhorse
wh_dlc05_emp_jade_wizard	wh_dlc05_anc_mount_emp_jade_wizard_barded_warhorse
wh_dlc05_emp_jade_wizard	wh_dlc05_anc_mount_emp_jade_wizard_imperial_pegasus
wh_dlc05_emp_jade_wizard	wh_dlc05_anc_mount_emp_jade_wizard_warhorse
wh_dlc05_vmp_red_duke	wh_dlc05_anc_mount_vmp_red_duke_barded_nightmare
wh_dlc05_vmp_red_duke	wh_dlc05_anc_mount_vmp_red_duke_hellsteed
wh_dlc05_vmp_red_duke	wh_dlc05_anc_mount_vmp_red_duke_zombie_dragon
wh_dlc05_wef_glade_lord_fem	wh_dlc05_anc_mount_wef_glade_lord_elven_steed_fem
wh_dlc05_wef_glade_lord	wh_dlc05_anc_mount_wef_glade_lord_elven_steed
wh_dlc05_wef_glade_lord_fem	wh_dlc05_anc_mount_wef_glade_lord_forest_dragon_fem
wh_dlc05_wef_glade_lord	wh_dlc05_anc_mount_wef_glade_lord_forest_dragon
wh_dlc05_wef_glade_lord_fem	wh_dlc05_anc_mount_wef_glade_lord_great_eagle_fem
wh_dlc05_wef_glade_lord	wh_dlc05_anc_mount_wef_glade_lord_great_eagle
wh_dlc05_wef_spellsinger_beasts	wh_dlc05_anc_mount_wef_spellsinger_beast_elven_steed
wh_dlc05_wef_spellsinger_beasts	wh_dlc05_anc_mount_wef_spellsinger_beast_great_eagle
wh_dlc05_wef_spellsinger_beasts	wh_dlc05_anc_mount_wef_spellsinger_beast_unicorn
wh_dlc05_wef_spellsinger_life	wh_dlc05_anc_mount_wef_spellsinger_life_elven_steed
wh_dlc05_wef_spellsinger_life	wh_dlc05_anc_mount_wef_spellsinger_life_great_eagle
wh_dlc05_wef_spellsinger_life	wh_dlc05_anc_mount_wef_spellsinger_life_unicorn
wh_dlc05_wef_spellsinger_shadow	wh_dlc05_anc_mount_wef_spellsinger_shadow_elven_steed
wh_dlc05_wef_spellsinger_shadow	wh_dlc05_anc_mount_wef_spellsinger_shadow_great_eagle
wh_dlc05_wef_spellsinger_shadow	wh_dlc05_anc_mount_wef_spellsinger_shadow_unicorn
wh_dlc05_wef_orion	wh_dlc05_anc_talisman_cloak_of_isha
wh_dlc05_wef_durthu	wh_dlc05_anc_weapon_daiths_sword
wh_dlc05_wef_orion	wh_dlc05_anc_weapon_spear_of_kurnous
wh2_dlc16_wef_sisters_of_twilight	wh_dlc05_anc_weapon_the_bow_of_loren
wh2_twa02_wef_glade_captain	wh_dlc05_anc_weapon_the_bow_of_loren
wh_dlc05_wef_glade_lord	wh_dlc05_anc_weapon_the_bow_of_loren
wh_dlc05_wef_glade_lord_fem	wh_dlc05_anc_weapon_the_bow_of_loren
wh_dlc05_wef_waystalker	wh_dlc05_anc_weapon_the_bow_of_loren
wh_dlc06_grn_wurrzag_da_great_prophet	wh_dlc06_anc_arcane_item_squiggly_beast
wh_dlc06_dwf_belegar	wh_dlc06_anc_armour_shield_of_defiance
wh_dlc06_grn_wurrzag_da_great_prophet	wh_dlc06_anc_enchanted_item_baleful_mask
wh_dlc06_grn_skarsnik	wh_dlc06_anc_magic_standard_skarsniks_boyz
wh_dlc06_dwf_runelord	wh_dlc06_anc_mount_dwf_runelord_anvil_of_doom
wh_dlc06_grn_night_goblin_warboss	wh_dlc06_anc_mount_grn_night_goblin_warboss_great_cave_squig
wh_dlc06_grn_wurrzag_da_great_prophet	wh_dlc06_anc_mount_grn_wurrzag_spleenrippa
wh_dlc06_grn_wurrzag_da_great_prophet	wh_dlc06_anc_weapon_bonewood_staff
wh_dlc06_grn_skarsnik	wh_dlc06_anc_weapon_skarsniks_prodder
wh_dlc06_dwf_belegar	wh_dlc06_anc_weapon_the_hammer_of_angrund
wh_dlc07_brt_fay_enchantress	wh_dlc07_anc_arcane_item_the_chalice_of_potions
wh_dlc07_brt_alberic	wh_dlc07_anc_mount_brt_alberic_barbed_warhorse
wh_dlc07_brt_alberic	wh_dlc07_anc_mount_brt_alberic_royal_hipppogryph
wh_dlc07_brt_alberic	wh_dlc07_anc_mount_brt_alberic_royal_pegasus
wh_dlc07_brt_damsel_beasts	wh_dlc07_anc_mount_brt_damsel_beasts_unicorn
wh_main_brt_damsel_heavens	wh_dlc07_anc_mount_brt_damsel_heavens_unicorn
wh_dlc07_brt_damsel_life	wh_dlc07_anc_mount_brt_damsel_life_unicorn
wh_dlc07_brt_fay_enchantress	wh_dlc07_anc_mount_brt_fay_enchantress_silvaron
wh_dlc07_brt_green_knight	wh_dlc07_anc_mount_brt_green_knight_shadowsteed
wh_dlc07_brt_prophetess_heavens	wh_dlc07_anc_mount_brt_prophetess_barded_warhorse
wh_dlc07_brt_prophetess_beasts	wh_dlc07_anc_mount_brt_prophetess_beasts_barded_warhorse
wh_dlc07_brt_prophetess_beasts	wh_dlc07_anc_mount_brt_prophetess_beasts_royal_pegasus
wh_dlc07_brt_prophetess_beasts	wh_dlc07_anc_mount_brt_prophetess_beasts_warhorse
wh_dlc07_brt_prophetess_life	wh_dlc07_anc_mount_brt_prophetess_life_barded_warhorse
wh_dlc07_brt_prophetess_life	wh_dlc07_anc_mount_brt_prophetess_life_royal_pegasus
wh_dlc07_brt_prophetess_life	wh_dlc07_anc_mount_brt_prophetess_life_warhorse
wh_dlc07_brt_prophetess_heavens	wh_dlc07_anc_mount_brt_prophetess_royal_pegasus
wh_dlc07_brt_prophetess_heavens	wh_dlc07_anc_mount_brt_prophetess_warhorse
wh_dlc07_brt_alberic	wh_dlc07_anc_weapon_trident_of_manann
wh_dlc08_nor_throgg	wh_dlc08_anc_enchanted_item_wintertooth_crown
wh3_dlc27_nor_beorg_bearstruck	wh_dlc08_anc_mount_nor_chieftain_marauder_chariot
wh_main_nor_marauder_chieftain	wh_dlc08_anc_mount_nor_chieftain_marauder_chariot
wh3_dlc27_nor_beorg_bearstruck	wh_dlc08_anc_mount_nor_chieftain_norscan_warhorse
wh_main_nor_marauder_chieftain	wh_dlc08_anc_mount_nor_chieftain_norscan_warhorse
wh3_dlc27_nor_beorg_bearstruck	wh_dlc08_anc_mount_nor_chieftain_war_mammoth
wh3_dlc27_nor_sayl_the_faithless	wh_dlc08_anc_mount_nor_chieftain_war_mammoth
wh_main_nor_marauder_chieftain	wh_dlc08_anc_mount_nor_chieftain_war_mammoth
wh_dlc08_nor_kihar	wh_dlc08_anc_mount_nor_kihar_chaos_dragon
wh_dlc08_nor_shaman_sorcerer_death	wh_dlc08_anc_mount_nor_shaman_sorcerer_death_marauder_chariot
wh_dlc08_nor_shaman_sorcerer_death	wh_dlc08_anc_mount_nor_shaman_sorcerer_death_norscan_warhorse
wh_dlc08_nor_shaman_sorcerer_fire	wh_dlc08_anc_mount_nor_shaman_sorcerer_fire_marauder_chariot
wh_dlc08_nor_shaman_sorcerer_fire	wh_dlc08_anc_mount_nor_shaman_sorcerer_fire_norscan_warhorse
wh_dlc08_nor_shaman_sorcerer_metal	wh_dlc08_anc_mount_nor_shaman_sorcerer_metal_marauder_chariot
wh_dlc08_nor_shaman_sorcerer_metal	wh_dlc08_anc_mount_nor_shaman_sorcerer_metal_norscan_warhorse
wh3_dlc27_nor_sayl_the_faithless	wh_dlc08_anc_mount_nor_wulfrik_marauder_chariot
wh_dlc08_nor_wulfrik	wh_dlc08_anc_mount_nor_wulfrik_marauder_chariot
wh3_dlc27_nor_sayl_the_faithless	wh_dlc08_anc_mount_nor_wulfrik_norscan_warhorse
wh_dlc08_nor_wulfrik	wh_dlc08_anc_mount_nor_wulfrik_norscan_warhorse
wh_dlc08_nor_wulfrik	wh_dlc08_anc_mount_nor_wulfrik_war_mammoth
wh_dlc08_nor_wulfrik	wh_dlc08_anc_weapon_sword_of_torgald
wh_main_nor_marauder_chieftain	wh_dlc10_anc_mount_nor_surtha_ek_marauder_chariot
wh2_dlc13_emp_cha_markus_wulfhart	wh_dlc13_anc_enchanted_item_band_of_loyalty
wh2_dlc13_emp_hunter_doctor_hertwig_van_hal	wh_dlc13_anc_enchanted_item_life_amulet
wh2_dlc13_emp_hunter_doctor_hertwig_van_hal	wh_dlc13_anc_weapon_Stalker
wh2_dlc13_emp_hunter_kalara_of_wydrioth	wh_dlc13_anc_weapon_dawn
wh_main_vmp_heinrich_kemmler	wh_main_anc_arcane_item_skull_staff
wh_main_emp_balthasar_gelt	wh_main_anc_arcane_item_staff_of_volans
wh_main_vmp_mannfred_von_carstein	wh_main_anc_armour_armour_of_templehof
wh_dlc01_chs_prince_sigvald	wh_main_anc_armour_auric_armour
wh_main_grn_azhag_the_slaughterer	wh_main_anc_armour_azhags_ard_armour
wh_main_grn_grimgor_ironhide	wh_main_anc_armour_blood-forged_armour
wh_main_chs_archaon	wh_main_anc_armour_the_armour_of_morkar
wh_main_dwf_thorgrim_grudgebearer	wh_main_anc_armour_the_armour_of_skaldour
wh_main_brt_louen_leoncouer	wh_main_anc_armour_the_lions_shield
wh_main_dwf_ungrim_ironfist	wh_main_anc_armour_the_slayer_crown
wh_main_vmp_heinrich_kemmler	wh_main_anc_enchanted_item_cloak_of_mists_and_shadows
wh_main_emp_balthasar_gelt	wh_main_anc_enchanted_item_cloak_of_molten_metal
wh2_dlc15_grn_goblin_great_shaman_raknik	wh_main_anc_enchanted_item_skull_wand_of_kaloth
wh3_dlc26_grn_savage_orc_great_shaman	wh_main_anc_enchanted_item_skull_wand_of_kaloth
wh_dlc06_grn_wurrzag_da_great_prophet	wh_main_anc_enchanted_item_skull_wand_of_kaloth
wh_main_grn_goblin_great_shaman	wh_main_anc_enchanted_item_skull_wand_of_kaloth
wh_main_grn_night_goblin_shaman	wh_main_anc_enchanted_item_skull_wand_of_kaloth
wh_main_grn_orc_shaman	wh_main_anc_enchanted_item_skull_wand_of_kaloth
wh_main_brt_louen_leoncouer	wh_main_anc_enchanted_item_the_crown_of_bretonnia
wh_main_chs_archaon	wh_main_anc_enchanted_item_the_crown_of_domination
wh_main_grn_azhag_the_slaughterer	wh_main_anc_enchanted_item_the_crown_of_sorcery
wh_main_dwf_thorgrim_grudgebearer	wh_main_anc_enchanted_item_the_great_book_of_grudges
wh_main_grn_grimgor_ironhide	wh_main_anc_magic_standard_da_immortulz
wh2_dlc15_grn_goblin_great_shaman_raknik	wh_main_anc_magic_standard_spider_banner
wh_dlc06_grn_night_goblin_warboss	wh_main_anc_magic_standard_spider_banner
wh_dlc06_grn_skarsnik	wh_main_anc_magic_standard_spider_banner
wh_main_grn_goblin_great_shaman	wh_main_anc_magic_standard_spider_banner
wh_dlc06_grn_night_goblin_warboss	wh_main_anc_magic_standard_the_bad_moon_banner
wh_dlc06_grn_skarsnik	wh_main_anc_magic_standard_the_bad_moon_banner
wh_main_grn_night_goblin_shaman	wh_main_anc_magic_standard_the_bad_moon_banner
wh_main_brt_damsel_heavens	wh_main_anc_mount_brt_damsel_barded_warhorse
wh_dlc07_brt_damsel_beasts	wh_main_anc_mount_brt_damsel_beasts_barded_warhorse
wh_dlc07_brt_damsel_beasts	wh_main_anc_mount_brt_damsel_beasts_warhorse
wh_dlc07_brt_damsel_life	wh_main_anc_mount_brt_damsel_life_barded_warhorse
wh_dlc07_brt_damsel_life	wh_main_anc_mount_brt_damsel_life_warhorse
wh_main_brt_damsel_heavens	wh_main_anc_mount_brt_damsel_warhorse
wh_main_brt_lord	wh_main_anc_mount_brt_general_barded_warhorse
wh_main_brt_lord	wh_main_anc_mount_brt_general_hippogryph
wh_main_brt_lord	wh_main_anc_mount_brt_general_royal_pegasus
wh_main_brt_louen_leoncouer	wh_main_anc_mount_brt_louen_barded_warhorse
wh_main_brt_louen_leoncouer	wh_main_anc_mount_brt_louen_beaquis
wh_main_brt_louen_leoncouer	wh_main_anc_mount_brt_louen_royal_pegasus
wh_main_brt_paladin	wh_main_anc_mount_brt_paladin_barded_warhorse
wh_main_brt_paladin	wh_main_anc_mount_brt_paladin_pegasus
wh_main_chs_archaon	wh_main_anc_mount_chs_archaon_dorghar
wh_main_chs_lord	wh_main_anc_mount_chs_chaos_lord_barded_chaos_steed
wh_main_chs_lord	wh_main_anc_mount_chs_chaos_lord_chaos_steed
wh_main_chs_chaos_sorcerer_death	wh_main_anc_mount_chs_chaos_sorcerer_death_barded_chaos_steed
wh_main_chs_chaos_sorcerer_death	wh_main_anc_mount_chs_chaos_sorcerer_death_chaos_steed
wh_main_chs_chaos_sorcerer_death	wh_main_anc_mount_chs_chaos_sorcerer_death_manticore
wh_main_chs_chaos_sorcerer_fire	wh_main_anc_mount_chs_chaos_sorcerer_fire_barded_chaos_steed
wh_main_chs_chaos_sorcerer_fire	wh_main_anc_mount_chs_chaos_sorcerer_fire_chaos_steed
wh_main_chs_chaos_sorcerer_fire	wh_main_anc_mount_chs_chaos_sorcerer_fire_manticore
wh_main_chs_chaos_sorcerer_metal	wh_main_anc_mount_chs_chaos_sorcerer_metal_barded_chaos_steed
wh_main_chs_chaos_sorcerer_metal	wh_main_anc_mount_chs_chaos_sorcerer_metal_chaos_steed
wh_main_chs_chaos_sorcerer_metal	wh_main_anc_mount_chs_chaos_sorcerer_metal_manticore
wh_main_chs_exalted_hero	wh_main_anc_mount_chs_exalted_hero_barded_chaos_steed
wh_main_chs_exalted_hero	wh_main_anc_mount_chs_exalted_hero_chaos_steed
wh_main_emp_balthasar_gelt	wh_main_anc_mount_emp_balthasar_barded_warhorse
wh_main_emp_balthasar_gelt	wh_main_anc_mount_emp_balthasar_imperial_pegasus
wh_main_emp_balthasar_gelt	wh_main_anc_mount_emp_balthasar_warhorse
wh_main_emp_bright_wizard	wh_main_anc_mount_emp_bright_wizard_barded_warhorse
wh_main_emp_bright_wizard	wh_main_anc_mount_emp_bright_wizard_warhorse
wh_main_emp_captain	wh_main_anc_mount_emp_captain_barded_warhorse
wh_main_emp_captain	wh_main_anc_mount_emp_captain_imperial_pegasus
wh_main_emp_captain	wh_main_anc_mount_emp_captain_warhorse
wh_main_emp_celestial_wizard	wh_main_anc_mount_emp_celestial_wizard_barded_warhorse
wh_main_emp_celestial_wizard	wh_main_anc_mount_emp_celestial_wizard_warhorse
wh_main_emp_lord	wh_main_anc_mount_emp_general_barded_warhorse
wh_main_emp_lord	wh_main_anc_mount_emp_general_imperial_griffon
wh_main_emp_lord	wh_main_anc_mount_emp_general_imperial_pegasus
wh_main_emp_lord	wh_main_anc_mount_emp_general_warhorse
wh_main_emp_karl_franz	wh_main_anc_mount_emp_karl_franz_barded_warhorse
wh_main_emp_karl_franz	wh_main_anc_mount_emp_karl_franz_deathclaw
wh_main_emp_karl_franz	wh_main_anc_mount_emp_karl_franz_imperial_pegasus
wh_main_emp_karl_franz	wh_main_anc_mount_emp_karl_franz_warhorse
wh_main_emp_light_wizard	wh_main_anc_mount_emp_light_wizard_barded_warhorse
wh_main_emp_light_wizard	wh_main_anc_mount_emp_light_wizard_warhorse
wh_main_emp_warrior_priest	wh_main_anc_mount_emp_warrior_priest_barded_warhorse
wh_main_emp_warrior_priest	wh_main_anc_mount_emp_warrior_priest_warhorse
wh_main_grn_azhag_the_slaughterer	wh_main_anc_mount_grn_azhag_skullmuncha
wh_main_grn_goblin_big_boss	wh_main_anc_mount_grn_goblin_big_boss_giant_spider
wh_main_grn_goblin_big_boss	wh_main_anc_mount_grn_goblin_big_boss_giant_wolf
wh2_dlc15_grn_goblin_great_shaman_raknik	wh_main_anc_mount_grn_goblin_great_shaman_giant_wolf
wh_main_grn_goblin_great_shaman	wh_main_anc_mount_grn_goblin_great_shaman_giant_wolf
wh2_dlc15_grn_orc_warboss_oglok	wh_main_anc_mount_grn_orc_warboss_war_boar
wh_main_grn_orc_warboss	wh_main_anc_mount_grn_orc_warboss_war_boar
wh2_dlc15_grn_orc_warboss_oglok	wh_main_anc_mount_grn_orc_warboss_wyvern
wh_main_grn_orc_warboss	wh_main_anc_mount_grn_orc_warboss_wyvern
wh_main_grn_orc_shaman	wh_main_anc_mount_grn_wizard_orc_shaman_war_boar
wh_main_nor_chaos_sorcerer_metal	wh_main_anc_mount_nor_chaos_sorcerer_warhorse
wh_main_teb_bright_wizard	wh_main_anc_mount_teb_bright_wizard_warhorse
wh_main_teb_captain	wh_main_anc_mount_teb_captain_barded_warhorse
wh_main_teb_captain	wh_main_anc_mount_teb_captain_warhorse
wh_main_teb_lord	wh_main_anc_mount_teb_general_barded_warhorse
wh_main_teb_lord	wh_main_anc_mount_teb_general_warhorse
wh_main_vmp_mannfred_von_carstein	wh_main_anc_mount_vmp_mannfred_barded_nightmare
wh_main_vmp_mannfred_von_carstein	wh_main_anc_mount_vmp_mannfred_hellsteed
wh_main_vmp_mannfred_von_carstein	wh_main_anc_mount_vmp_mannfred_zombie_dragon
wh_main_vmp_master_necromancer	wh_main_anc_mount_vmp_master_necromancer_barded_nightmare
wh_main_vmp_master_necromancer	wh_main_anc_mount_vmp_master_necromancer_hellsteed
wh_main_vmp_necromancer	wh_main_anc_mount_vmp_necromancer_nightmare
wh_main_vmp_vampire_death	wh_main_anc_mount_vmp_vampire_barded_nightmare
wh_main_vmp_vampire_death	wh_main_anc_mount_vmp_vampire_hellsteed
wh_main_vmp_lord	wh_main_anc_mount_vmp_vampire_lord_barded_nightmare
wh_main_vmp_lord	wh_main_anc_mount_vmp_vampire_lord_hellsteed
wh_main_vmp_lord	wh_main_anc_mount_vmp_vampire_lord_zombie_dragon
wh_main_vmp_wight_king	wh_main_anc_mount_vmp_wight_king_barded_skeletal_steed
wh_main_vmp_wight_king	wh_main_anc_mount_vmp_wight_king_skeletal_steed
wh_main_emp_balthasar_gelt	wh_main_anc_talisman_amulet_of_sea_gold
wh_main_dwf_ungrim_ironfist	wh_main_anc_talisman_dragon_cloak_of_fyrskar
wh_main_dwf_thorgrim_grudgebearer	wh_main_anc_talisman_the_dragon_crown_of_karaz
wh_main_chs_archaon	wh_main_anc_talisman_the_eye_of_sheerian
wh_main_emp_karl_franz	wh_main_anc_talisman_the_silver_seal
wh_main_dwf_ungrim_ironfist	wh_main_anc_weapon_axe_of_dargo
wh_main_vmp_heinrich_kemmler	wh_main_anc_weapon_chaos_tomb_blade
wh_main_emp_karl_franz	wh_main_anc_weapon_ghal_maraz
wh_main_grn_grimgor_ironhide	wh_main_anc_weapon_gitsnik
wh_main_grn_azhag_the_slaughterer	wh_main_anc_weapon_slaggas_slashas
wh_dlc01_chs_prince_sigvald	wh_main_anc_weapon_sliverslash
wh_dlc01_chs_kholek_suneater	wh_main_anc_weapon_starcrusher
wh_dlc05_bst_morghur	wh_main_anc_weapon_stave_of_ruinous_corruption
wh_main_vmp_mannfred_von_carstein	wh_main_anc_weapon_sword_of_unholy_power
wh_main_dwf_thorgrim_grudgebearer	wh_main_anc_weapon_the_axe_of_grimnir
wh_main_chs_archaon	wh_main_anc_weapon_the_slayer_of_kings
wh_main_brt_louen_leoncouer	wh_main_anc_weapon_the_sword_of_couronne
wh_pro01_dwf_grombrindal	wh_pro01_anc_armour_armour_of_glimril_scales
wh_pro01_dwf_grombrindal	wh_pro01_anc_enchanted_item_rune_helm_of_zhufbar
wh_pro01_dwf_grombrindal	wh_pro01_anc_talisman_cloak_of_valaya
wh_pro01_dwf_grombrindal	wh_pro01_anc_weapon_the_rune_axe_of_grombrindal
wh_pro02_vmp_isabella_von_carstein	wh_pro02_anc_enchanted_item_blood_chalice_of_bathori
wh_pro02_vmp_isabella_von_carstein_hero	wh_pro02_anc_enchanted_item_blood_chalice_of_bathori
wh_pro02_vmp_isabella_von_carstein	wh_pro02_anc_mount_vmp_isabella_barded_nightmare
wh_pro02_vmp_isabella_von_carstein_hero	wh_pro02_anc_mount_vmp_isabella_barded_nightmare
wh_pro02_vmp_isabella_von_carstein	wh_pro02_anc_mount_vmp_isabella_hellsteed
wh_pro02_vmp_isabella_von_carstein_hero	wh_pro02_anc_mount_vmp_isabella_hellsteed
