entity_type	situation	ability	group_sound
wh3_dlc25_nur_rot_beast	teleporting		wh3_main_teleport_out
wh3_dlc25_nur_tamurkhan_LORD	teleporting		wh3_main_teleport_out
wh3_dlc25_nur_toad_dragon	teleporting		wh3_main_teleport_out_individual
wh3_dlc26_grn_cha_gorbad_ironclaw_LORD	teleporting		wh3_main_teleport_out
wh3_dlc26_grn_cha_night_goblin_big_boss_LH	teleporting		wh3_main_teleport_out
wh3_dlc26_grn_cha_savage_orc_great_shaman_LH	teleporting		wh3_main_teleport_out
wh3_dlc26_grn_cha_savage_orc_warboss_LH	teleporting		wh3_main_teleport_out
wh3_dlc26_grn_cha_snagla_grobspit_LH	teleporting		wh3_main_teleport_out
wh3_dlc26_grn_mangler_squig	injured		wh_grp_vocalisation_squig_pain
wh3_dlc26_grn_mangler_squig	response		wh_grp_vocalisation_mangler_squig_unit_response
wh3_dlc26_grn_mangler_squig	selection		wh_grp_vocalisation_mangler_squig_unit_selection
wh3_dlc26_grn_mon_colossal_squig	teleporting		wh3_main_teleport_out_individual
wh3_dlc26_kho_Bloodbeast	charge		wh_grp_dlc26_vocalisation_bloodbeast_melee
wh3_dlc26_kho_Bloodbeast	fighting		wh_grp_dlc26_vocalisation_bloodbeast_melee
wh3_dlc26_kho_Bloodbeast	idle		wh_grp_dlc26_vocalisation_bloodbeast_idle
wh3_dlc26_kho_Bloodbeast	idle_combat_ready		wh_grp_dlc26_vocalisation_bloodbeast_idle
wh3_dlc26_kho_Bloodbeast	injured		wh_grp_dlc26_vocalisation_bloodbeast_pain
wh3_dlc26_kho_Bloodbeast	teleporting		wh3_main_teleport_out_individual
wh3_dlc26_kho_cha_scyla_LH	teleporting		wh3_main_teleport_out
wh3_dlc26_kho_cha_skarr_bloodwrath_LH	teleporting		wh3_main_teleport_out
wh3_dlc26_kho_cha_skulltaker_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc26_kho_inf_khorngors	charge		wh2_grp_vocalisation_dlc17_beastmen_charge
wh3_dlc26_kho_inf_khorngors	cheering		wh2_grp_vocalisation_dlc17_beastmen_taunting
wh3_dlc26_kho_inf_khorngors	collision		wh2_grp_vocalisation_dlc17_beastmen_collision
wh3_dlc26_kho_inf_khorngors	encouragement		wh2_grp_vocalisation_dlc17_beastmen_encouragement
wh3_dlc26_kho_inf_khorngors	fighting		wh2_grp_vocalisation_dlc17_beastmen_melee
wh3_dlc26_kho_inf_khorngors	idle		wh2_grp_vocalisation_dlc17_beastmen_idle
wh3_dlc26_kho_inf_khorngors	idle_shoot		wh2_grp_vocalisation_dlc17_beastmen_idle
wh3_dlc26_kho_inf_khorngors	injured		wh2_grp_vocalisation_dlc17_beastmen_pain
wh3_dlc26_kho_inf_khorngors	moving		wh2_grp_vocalisation_dlc17_beastmen_moving
wh3_dlc26_kho_inf_khorngors	moving_taunt		wh2_grp_vocalisation_dlc17_beastmen_moving_taunt
wh3_dlc26_kho_inf_khorngors	response		wh2_grp_vocalisation_dlc17_beastmen_unit_response
wh3_dlc26_kho_inf_khorngors	selection		wh2_grp_vocalisation_dlc17_beastmen_unit_selection
wh3_dlc26_kho_inf_khorngors	taunt		wh2_grp_vocalisation_dlc17_beastmen_taunt
wh3_dlc26_kho_inf_khorngors	taunting		wh2_grp_vocalisation_dlc17_beastmen_taunting
wh3_dlc26_kho_inf_khorngors	teleporting		wh3_main_teleport_out
wh3_dlc26_kho_inf_skullreapers	charge		wh3_grp_dlc26_vocalisation_khorne_skullreaper_charge
wh3_dlc26_kho_inf_skullreapers	cheering		wh3_grp_vocalisation_khorne_chaos_warrior_taunting
wh3_dlc26_kho_inf_skullreapers	collision		wh3_grp_vocalisation_khorne_chaos_warrior_collision
wh3_dlc26_kho_inf_skullreapers	encouragement		wh3_grp_vocalisation_khorne_chaos_warrior_encouragement
wh3_dlc26_kho_inf_skullreapers	fighting		wh3_grp_vocalisation_khorne_chaos_warrior_melee
wh3_dlc26_kho_inf_skullreapers	injured		wh3_grp_vocalisation_khorne_chaos_warrior_pain
wh3_dlc26_kho_inf_skullreapers	moving_taunt		wh3_grp_vocalisation_khorne_chaos_warrior_moving_taunt
wh3_dlc26_kho_inf_skullreapers	response		wh3_grp_dlc26_vocalisation_khorne_skullreaper_unit_response
wh3_dlc26_kho_inf_skullreapers	selection		wh3_grp_dlc26_vocalisation_khorne_skullreaper_unit_selection
wh3_dlc26_kho_inf_skullreapers	taunting		wh3_grp_vocalisation_khorne_chaos_warrior_taunting
wh3_dlc26_kho_inf_skullreapers	teleporting		wh3_main_teleport_out
wh3_dlc26_kho_inf_wrathmongers	charge		wh3_grp_dlc26_vocalisation_khorne_skullreaper_charge
wh3_dlc26_kho_inf_wrathmongers	cheering		wh3_grp_vocalisation_khorne_chaos_warrior_taunting
wh3_dlc26_kho_inf_wrathmongers	collision		wh3_grp_vocalisation_khorne_chaos_warrior_collision
wh3_dlc26_kho_inf_wrathmongers	encouragement		wh3_grp_vocalisation_khorne_chaos_warrior_encouragement
wh3_dlc26_kho_inf_wrathmongers	fighting		wh3_grp_vocalisation_khorne_chaos_warrior_melee
wh3_dlc26_kho_inf_wrathmongers	injured		wh3_grp_vocalisation_khorne_chaos_warrior_pain
wh3_dlc26_kho_inf_wrathmongers	moving_taunt		wh3_grp_vocalisation_khorne_chaos_warrior_moving_taunt
wh3_dlc26_kho_inf_wrathmongers	response		wh3_grp_dlc26_vocalisation_khorne_skullreaper_unit_response
wh3_dlc26_kho_inf_wrathmongers	selection		wh3_grp_dlc26_vocalisation_khorne_skullreaper_unit_selection
wh3_dlc26_kho_inf_wrathmongers	taunting		wh3_grp_vocalisation_khorne_chaos_warrior_taunting
wh3_dlc26_kho_inf_wrathmongers	teleporting		wh3_main_teleport_out
wh3_dlc26_kho_mnt_fleshhound	teleporting		wh3_main_teleport_out_individual
wh3_dlc26_kho_mnt_fleshound	teleporting		wh3_main_teleport_out_individual
wh3_dlc26_ogr_Yhetee	charge		wh_grp_dlc26_vocalisation_Yhetee_Charge
wh3_dlc26_ogr_blood_vulture	fighting		wh3_dlc26_grp_vocalisation_blood_vulture_attack
wh3_dlc26_ogr_blood_vulture	idle		wh3_dlc26_grp_vocalisation_blood_vulture_idle
wh3_dlc26_ogr_blood_vulture	moving		wh3_dlc26_grp_vocalisation_blood_vulture_idle
wh3_dlc26_ogr_golgfag_maneater_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dlc26_ogr_inf_eshin_maneater_ror	teleporting		wh3_main_teleport_out
wh3_dlc26_ogr_inf_golgfags_maneaters	charge		wh3_grp_dlc26_vocalisation_ogr_maneater_charge
wh3_dlc26_ogr_inf_golgfags_maneaters	collision		wh3_grp_vocalisation_ogres_collision
wh3_dlc26_ogr_inf_golgfags_maneaters	encouragement		wh3_grp_vocalisation_ogres_encouragement
wh3_dlc26_ogr_inf_golgfags_maneaters	fighting		wh3_grp_vocalisation_ogres_melee
wh3_dlc26_ogr_inf_golgfags_maneaters	injured		wh3_grp_vocalisation_ogres_pain
wh3_dlc26_ogr_inf_golgfags_maneaters	response		wh3_grp_dlc26_vocalisation_ogr_maneater_unit_response
wh3_dlc26_ogr_inf_golgfags_maneaters	selection		wh3_grp_dlc26_vocalisation_ogr_maneater_unit_selection
wh3_dlc26_ogr_inf_pigback_riders	charge		wh3_grp_vocalisation_goblin_gnoblar_generic_charge
wh3_dlc26_ogr_inf_pigback_riders	cheering		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_dlc26_ogr_inf_pigback_riders	collision		wh3_grp_vocalisation_goblin_gnoblar_generic_collision
wh3_dlc26_ogr_inf_pigback_riders	encouragement		wh3_grp_vocalisation_goblin_gnoblar_generic_encouragement
wh3_dlc26_ogr_inf_pigback_riders	fighting		wh3_grp_vocalisation_goblin_gnoblar_generic_melee
wh3_dlc26_ogr_inf_pigback_riders	idle		wh3_grp_vocalisation_goblin_gnoblar_generic_idle
wh3_dlc26_ogr_inf_pigback_riders	idle_shoot		wh3_grp_vocalisation_goblin_gnoblar_generic_idle
wh3_dlc26_ogr_inf_pigback_riders	injured		wh3_grp_vocalisation_goblin_gnoblar_generic_pain
wh3_dlc26_ogr_inf_pigback_riders	moving_taunt		wh3_grp_vocalisation_goblin_gnoblar_generic_taunt
wh3_dlc26_ogr_inf_pigback_riders	response		wh3_grp_vocalisation_goblin_gnoblar_generic_unit_response
wh3_dlc26_ogr_inf_pigback_riders	selection		wh3_grp_vocalisation_goblin_gnoblar_generic_unit_selection
wh3_dlc26_ogr_inf_pigback_riders	taunt		wh3_grp_vocalisation_goblin_gnoblar_generic_taunt
wh3_dlc26_ogr_inf_pigback_riders	taunting		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_dlc26_ogr_inf_pigback_riders	teleporting		wh3_main_teleport_out
wh3_dlc26_ogr_ogre_paymaster_LH	teleporting		wh3_main_teleport_out
wh3_dlc26_ogr_thundertusk	teleporting		wh3_main_teleport_out_individual
wh3_horse_gryphon_legion	charge		wh2_grp_vocalisation_horse_charge
wh3_horse_gryphon_legion	collision		wh2_grp_vocalisation_horse_collision
wh3_horse_gryphon_legion	encouragement		wh2_grp_vocalisation_horse_melee
wh3_horse_gryphon_legion	injured		wh2_grp_vocalisation_horse_pain
wh3_horse_gryphon_legion	teleporting		wh3_main_teleport_out
wh3_horse_winged_lancers	charge		wh2_grp_vocalisation_horse_charge
wh3_horse_winged_lancers	collision		wh2_grp_vocalisation_horse_collision
wh3_horse_winged_lancers	encouragement		wh2_grp_vocalisation_horse_melee
wh3_horse_winged_lancers	injured		wh2_grp_vocalisation_horse_pain
wh3_horse_winged_lancers	teleporting		wh3_main_teleport_out
wh3_jade_longma	charge		wh3_grp_vocalisation_jade_longma_charge
wh3_jade_longma	cheering		wh3_grp_vocalisation_jade_longma_melee
wh3_jade_longma	collision		wh2_grp_vocalisation_horse_collision
wh3_jade_longma	encouragement		wh3_grp_vocalisation_jade_longma_melee
wh3_jade_longma	fighting		wh3_grp_vocalisation_jade_longma_melee
wh3_jade_longma	injured		wh3_grp_vocalisation_jade_longma_pain
wh3_jade_longma	teleporting		wh3_main_teleport_out
wh3_kho_bloodletter	charge		wh3_grp_vocalisation_bloodletter_charge
wh3_kho_bloodletter	collision		wh3_grp_vocalisation_bloodletter_collision
wh3_kho_bloodletter	encouragement		wh3_grp_vocalisation_bloodletter_encouragement
wh3_kho_bloodletter	fighting		wh3_grp_vocalisation_bloodletter_melee
wh3_kho_bloodletter	idle		wh3_grp_vocalisation_bloodletter_idle
wh3_kho_bloodletter	idle_shoot		wh3_grp_vocalisation_bloodletter_idle
wh3_kho_bloodletter	injured		wh3_grp_vocalisation_bloodletter_pain
wh3_kho_bloodletter	response		wh3_grp_vocalisation_bloodletter_unit_response
wh3_kho_bloodletter	selection		wh3_grp_vocalisation_bloodletter_unit_selection
wh3_kho_bloodletter	taunting		wh3_grp_vocalisation_bloodletter_taunting
wh3_kho_bloodletter	teleporting		wh3_main_teleport_out
wh3_kho_bloodreaper_LORD	teleporting		wh3_main_teleport_out_individual
wh3_kho_bloodthirster_LH	teleporting		wh3_main_teleport_out_individual
wh3_kho_bloodthirster_twa08_ror	teleporting		wh3_main_teleport_out_individual
wh3_kho_chaos_warrior	charge		wh3_grp_vocalisation_khorne_chaos_warrior_charge
wh3_kho_chaos_warrior	cheering		wh3_grp_vocalisation_khorne_chaos_warrior_taunting
wh3_kho_chaos_warrior	collision		wh3_grp_vocalisation_khorne_chaos_warrior_collision
wh3_kho_chaos_warrior	encouragement		wh3_grp_vocalisation_khorne_chaos_warrior_encouragement
wh3_kho_chaos_warrior	fighting		wh3_grp_vocalisation_khorne_chaos_warrior_melee
wh3_kho_chaos_warrior	injured		wh3_grp_vocalisation_khorne_chaos_warrior_pain
wh3_kho_chaos_warrior	moving_taunt		wh3_grp_vocalisation_khorne_chaos_warrior_moving_taunt
wh3_kho_chaos_warrior	response		wh3_grp_vocalisation_khorne_chaos_warrior_unit_response
wh3_kho_chaos_warrior	selection		wh3_grp_vocalisation_khorne_chaos_warrior_unit_selection
wh3_kho_chaos_warrior	taunting		wh3_grp_vocalisation_khorne_chaos_warrior_taunting
wh3_kho_chaos_warrior	teleporting		wh3_main_teleport_out
wh3_kho_cultist_LH	teleporting		wh3_main_teleport_out_individual
wh3_kho_exalted_bloodletter	charge		wh3_grp_vocalisation_bloodletter_charge
wh3_kho_exalted_bloodletter	collision		wh3_grp_vocalisation_bloodletter_collision
wh3_kho_exalted_bloodletter	encouragement		wh3_grp_vocalisation_bloodletter_encouragement
wh3_kho_exalted_bloodletter	fighting		wh3_grp_vocalisation_bloodletter_melee
wh3_kho_exalted_bloodletter	idle		wh3_grp_vocalisation_bloodletter_idle
wh3_kho_exalted_bloodletter	idle_shoot		wh3_grp_vocalisation_bloodletter_idle
wh3_kho_exalted_bloodletter	injured		wh3_grp_vocalisation_bloodletter_pain
wh3_kho_exalted_bloodletter	response		wh3_grp_vocalisation_bloodletter_unit_response
wh3_kho_exalted_bloodletter	selection		wh3_grp_vocalisation_bloodletter_unit_selection
wh3_kho_exalted_bloodletter	taunting		wh3_grp_vocalisation_bloodletter_taunting
wh3_kho_exalted_bloodletter	teleporting		wh3_main_teleport_out
wh3_kho_exalted_bloodthirster_LORD	teleporting		wh3_main_teleport_out_individual
wh3_kho_fleshhound	charge		wh3_grp_vocalisation_fleshhound_charge
wh3_kho_fleshhound	collision		wh3_grp_vocalisation_fleshhound_colision
wh3_kho_fleshhound	injured		wh3_grp_vocalisation_fleshhound_pain
wh3_kho_fleshhound	response		wh3_grp_vocalisation_fleshhound_unit_response
wh3_kho_fleshhound	selection		wh3_grp_vocalisation_fleshhound_unit_selection
wh3_kho_fleshhound	teleporting		wh3_main_teleport_out
wh3_kho_herald_LORD	teleporting		wh3_main_teleport_out_individual
wh3_kho_juggernaut_bloodcrusher	charge		wh3_grp_vocalisation_juggernaut_charge
wh3_kho_juggernaut_bloodcrusher	fighting		wh3_grp_vocalisation_juggernaut_melee
wh3_kho_juggernaut_bloodcrusher	response		wh3_grp_vocalisation_juggernaut_unit_response
wh3_kho_juggernaut_bloodcrusher	selection		wh3_grp_vocalisation_juggernaut_unit_response
wh3_kho_juggernaut_bloodcrusher	taunt		wh3_grp_vocalisation_juggernaut_melee
wh3_kho_juggernaut_bloodcrusher	teleporting		wh3_main_teleport_out
wh3_kho_juggernaut	charge		wh3_grp_vocalisation_juggernaut_charge
wh3_kho_juggernaut	fighting		wh3_grp_vocalisation_juggernaut_melee
wh3_kho_juggernaut	response		wh3_grp_vocalisation_juggernaut_unit_response
wh3_kho_juggernaut	selection		wh3_grp_vocalisation_juggernaut_unit_response
wh3_kho_juggernaut	taunt		wh3_grp_vocalisation_juggernaut_melee
wh3_kho_juggernaut	teleporting		wh3_main_teleport_out
wh3_kho_simaergul	teleporting		wh3_main_teleport_out_individual
wh3_kho_skarbrand_LORD	cheer		wh2_dlc09_ability_curse_of_djaf_group
wh3_kho_skarbrand_LORD	teleporting		wh3_main_teleport_out_individual
wh3_kho_soul_grinder	teleporting		wh3_main_teleport_out_individual
wh3_kho_war_machine_bloodshrine	teleporting		wh3_main_teleport_out_individual
wh3_kho_war_machine_bloodthrone	teleporting		wh3_main_teleport_out_individual
wh3_kho_war_machine_skull_cannon	teleporting		wh3_main_teleport_out_individual
wh3_ksl_boris_LORD	teleporting		wh3_main_teleport_out_individual
wh3_ksl_boyar_LH	teleporting		wh3_main_teleport_out_individual
wh3_ksl_elemental_bear	teleporting		wh3_main_teleport_out_individual
wh3_ksl_frost_maiden_LH	teleporting		wh3_main_teleport_out_individual
wh3_ksl_human_female_LH	teleporting		wh3_main_teleport_out_individual
wh3_ksl_human_female_LORD	teleporting		wh3_main_teleport_out_individual
wh3_ksl_human_female	charge		wh3_grp_vocalisation_kislev_female_charge
wh3_ksl_human_female	cheering		wh_grp_vocalisation_human_female_taunting
wh3_ksl_human_female	collision		wh3_grp_vocalisation_kislev_female_collision
wh3_ksl_human_female	encouragement		wh3_grp_vocalisation_kislev_female_encouragement
wh3_ksl_human_female	fighting		wh3_grp_vocalisation_kislev_female_melee
wh3_ksl_human_female	injured		wh3_grp_vocalisation_kislev_female_pain
wh3_ksl_human_female	moving_taunt		wh_grp_vocalisation_human_female_moving_taunt
wh3_ksl_human_female	response		wh3_grp_vocalisation_kislev_female_unit_response
wh3_ksl_human_female	selection		wh3_grp_vocalisation_kislev_female_unit_selection
wh3_ksl_human_female	teleporting		wh3_main_teleport_out
wh3_ksl_human_male_LORD	teleporting		wh3_main_teleport_out_individual
wh3_ksl_human_male	charge		wh3_grp_vocalisation_kislev_male_charge
wh3_ksl_human_male	collision		wh3_grp_vocalisation_kislev_male_collision
wh3_ksl_human_male	encouragement		wh3_grp_vocalisation_kislev_male_encouragement
wh3_ksl_human_male	fighting		wh3_grp_vocalisation_kislev_male_melee
wh3_ksl_human_male	injured		wh3_grp_vocalisation_kislev_male_pain
wh3_ksl_human_male	response		wh3_grp_vocalisation_kislev_male_unit_response
wh3_ksl_human_male	selection		wh3_grp_vocalisation_kislev_male_unit_selection
wh3_ksl_human_male	taunting		wh3_grp_vocalisation_kislev_male_encouragement
wh3_ksl_human_male	teleporting		wh3_main_teleport_out
wh3_ksl_ice_witch_LH	teleporting		wh3_main_teleport_out_individual
wh3_ksl_katarin_LORD	teleporting		wh3_main_teleport_out_individual
wh3_ksl_kostaltyn_LORD	teleporting		wh3_main_teleport_out_individual
wh3_ksl_patriarch_LH	teleporting		wh3_main_teleport_out_individual
wh3_ksl_snow_leopard	teleporting		wh3_main_teleport_out_individual
wh3_ksl_war_machine_little_grom	teleporting		wh3_main_teleport_out_individual
wh3_ksl_war_machine_war_sled_heavy	teleporting		wh3_main_teleport_out_individual
wh3_ksl_war_machine_war_sled_light	teleporting		wh3_main_teleport_out_individual
wh3_ksl_warbear_heavy	teleporting		wh3_main_teleport_out
wh3_ksl_warbear	charge		wh3_grp_vocalisation_warbear_charge
wh3_ksl_warbear	cheering		wh3_grp_vocalisation_warbear_melee
wh3_ksl_warbear	encouragement		wh3_grp_vocalisation_warbear_melee
wh3_ksl_warbear	fighting		wh3_grp_vocalisation_warbear_melee
wh3_ksl_warbear	taunt		wh3_grp_vocalisation_warbear_melee
wh3_ksl_yuri_LH	teleporting		wh3_main_teleport_out_individual
wh3_main_infantry_furies	charge		wh3_grp_vocalisation_fury_charge
wh3_main_infantry_furies	fighting		wh3_grp_vocalisation_fury_melee
wh3_main_infantry_furies	response		wh3_grp_vocalisation_fury_unit_response
wh3_main_infantry_furies	selection		wh3_grp_vocalisation_fury_unit_response
wh3_main_infantry_furies	taunt		wh3_grp_vocalisation_fury_melee
wh3_main_infantry_furies	teleporting		wh3_main_teleport_out
wh3_main_ogr_gnoblar_ror	charge		wh3_grp_vocalisation_goblin_gnoblar_generic_charge
wh3_main_ogr_gnoblar_ror	cheering		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_main_ogr_gnoblar_ror	collision		wh3_grp_vocalisation_goblin_gnoblar_generic_collision
wh3_main_ogr_gnoblar_ror	encouragement		wh3_grp_vocalisation_goblin_gnoblar_generic_encouragement
wh3_main_ogr_gnoblar_ror	fighting		wh3_grp_vocalisation_goblin_gnoblar_generic_melee
wh3_main_ogr_gnoblar_ror	idle		wh3_grp_vocalisation_goblin_gnoblar_generic_idle
wh3_main_ogr_gnoblar_ror	idle_shoot		wh3_grp_vocalisation_goblin_gnoblar_generic_idle
wh3_main_ogr_gnoblar_ror	injured		wh3_grp_vocalisation_goblin_gnoblar_generic_pain
wh3_main_ogr_gnoblar_ror	moving_taunt		wh3_grp_vocalisation_goblin_gnoblar_generic_taunt
wh3_main_ogr_gnoblar_ror	response		wh3_grp_vocalisation_goblin_gnoblar_generic_unit_response
wh3_main_ogr_gnoblar_ror	resurrecting		wh3_grp_vocalisation_goblin_gnoblar_boglar_resurrection
wh3_main_ogr_gnoblar_ror	selection		wh3_grp_vocalisation_goblin_gnoblar_generic_unit_selection
wh3_main_ogr_gnoblar_ror	taunt		wh3_grp_vocalisation_goblin_gnoblar_generic_taunt
wh3_main_ogr_gnoblar_ror	taunting		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_main_ogr_gnoblar_ror	teleporting		wh3_main_teleport_out
wh3_main_ogr_gnoblar	charge		wh3_grp_vocalisation_goblin_gnoblar_generic_charge
wh3_main_ogr_gnoblar	cheering		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_main_ogr_gnoblar	collision		wh3_grp_vocalisation_goblin_gnoblar_generic_collision
wh3_main_ogr_gnoblar	encouragement		wh3_grp_vocalisation_goblin_gnoblar_generic_encouragement
wh3_main_ogr_gnoblar	fighting		wh3_grp_vocalisation_goblin_gnoblar_generic_melee
wh3_main_ogr_gnoblar	idle		wh3_grp_vocalisation_goblin_gnoblar_generic_idle
wh3_main_ogr_gnoblar	idle_shoot		wh3_grp_vocalisation_goblin_gnoblar_generic_idle
wh3_main_ogr_gnoblar	injured		wh3_grp_vocalisation_goblin_gnoblar_generic_pain
wh3_main_ogr_gnoblar	moving_taunt		wh3_grp_vocalisation_goblin_gnoblar_generic_taunt
wh3_main_ogr_gnoblar	response		wh3_grp_vocalisation_goblin_gnoblar_generic_unit_response
wh3_main_ogr_gnoblar	selection		wh3_grp_vocalisation_goblin_gnoblar_generic_unit_selection
wh3_main_ogr_gnoblar	taunt		wh3_grp_vocalisation_goblin_gnoblar_generic_taunt
wh3_main_ogr_gnoblar	taunting		wh3_grp_vocalisation_goblin_gnoblar_generic_taunting
wh3_main_ogr_gnoblar	teleporting		wh3_main_teleport_out
wh3_main_ogr_maneater_base	charge		wh3_grp_vocalisation_ogres_charge
wh3_main_ogr_maneater_base	collision		wh3_grp_vocalisation_ogres_collision
wh3_main_ogr_maneater_base	encouragement		wh3_grp_vocalisation_ogres_encouragement
wh3_main_ogr_maneater_base	fighting		wh3_grp_vocalisation_ogres_melee
wh3_main_ogr_maneater_base	injured		wh3_grp_vocalisation_ogres_pain
wh3_main_ogr_maneater_base	response		wh3_grp_vocalisation_ogres_unit_response
wh3_main_ogr_maneater_base	selection		wh3_grp_vocalisation_ogres_unit_selection
wh3_main_ogr_maneater_base	teleporting		wh3_main_teleport_out
wh3_main_ogr_mnt_rhinox_blood	charge		wh3_grp_vocalisation_rhinox_charge
wh3_main_ogr_mnt_rhinox_blood	teleporting		wh3_main_teleport_out
wh3_main_tze_mon_flamer_exalted	teleporting		wh3_main_teleport_out_individual
wh3_main_tze_mon_flamer	charge		wh_grp_vocalisation_flamer_charge
wh3_main_tze_mon_flamer	cheer		wh_grp_vocalisation_flamer_scream
wh3_main_tze_mon_flamer	cheering		wh_grp_vocalisation_flamer_scream
wh3_main_tze_mon_flamer	fighting		wh_grp_vocalisation_flamer_melee
wh3_main_tze_mon_flamer	idle		wh_grp_vocalisation_flamer_idle
wh3_main_tze_mon_flamer	idle_combat_ready		wh_grp_vocalisation_flamer_idle
wh3_main_tze_mon_flamer	idle_shoot		wh_grp_vocalisation_flamer_idle
wh3_main_tze_mon_flamer	injured		wh_grp_vocalisation_flamer_pain
wh3_main_tze_mon_flamer	taunt		wh_grp_vocalisation_flamer_scream
wh3_main_tze_mon_flamer	teleporting		wh3_main_teleport_out
wh3_nur_beast_of_nurgle	charge		wh_grp_vocalisation_squig_charge
wh3_nur_beast_of_nurgle	encouragement		wh_grp_vocalisation_squig_pain
wh3_nur_beast_of_nurgle	fighting		wh_grp_vocalisation_squig_melee
wh3_nur_beast_of_nurgle	injured		wh_grp_vocalisation_squig_pain
wh3_nur_beast_of_nurgle	moving		wh_grp_vocalisation_squig_running
wh3_nur_beast_of_nurgle	response		wh_grp_vocalisation_squig_unit_response
wh3_nur_beast_of_nurgle	selection		wh_grp_vocalisation_squig_unit_selection
wh3_nur_beast_of_nurgle	teleporting		wh3_main_teleport_out_individual
wh3_nur_cultist_LH	teleporting		wh3_main_teleport_out_individual
wh3_nur_exalted_great_unclean_one_LORD	teleporting		wh3_main_teleport_out_individual
wh3_nur_great_unclean_one_LH	teleporting		wh3_main_teleport_out_individual
wh3_nur_kugath_plaguefather_LORD	teleporting		wh3_main_teleport_out_individual
wh3_nur_nurgling_swarm	charge		wh3_grp_vocalisation_nurgle_nurglings_charge
wh3_nur_nurgling_swarm	cheer		wh3_grp_vocalisation_nurgle_nurglings_encouragement
wh3_nur_nurgling_swarm	collision		wh3_grp_vocalisation_nurgle_nurglings_collision
wh3_nur_nurgling_swarm	encouragement		wh3_grp_vocalisation_nurgle_nurglings_encouragement
wh3_nur_nurgling_swarm	fighting		wh3_grp_vocalisation_nurgle_nurglings_melee
wh3_nur_nurgling_swarm	idle		wh3_grp_vocalisation_nurgle_nurglings_idle
wh3_nur_nurgling_swarm	injured		wh3_grp_vocalisation_nurgle_nurglings_pain
wh3_nur_nurgling_swarm	response		wh3_grp_vocalisation_nurgle_nurglings_unit_response
wh3_nur_nurgling_swarm	selection		wh3_grp_vocalisation_nurgle_nurglings_unit_selection
wh3_nur_nurgling_swarm	taunt		wh3_grp_vocalisation_nurgle_nurglings_taunt
wh3_nur_nurgling_swarm	taunting		wh3_grp_vocalisation_nurgle_nurglings_taunting
wh3_nur_nurgling_swarm	teleporting		wh3_main_teleport_out
wh3_nur_plague_toad	charge		wh3_grp_vocalisation_plague_toad_charge
wh3_nur_plague_toad	fighting		wh3_grp_vocalisation_plague_toad_melee
wh3_nur_plague_toad	idle		wh3_grp_vocalisation_plague_toad_idle
wh3_nur_plague_toad	response		wh3_grp_vocalisation_plague_toad_unit_response
wh3_nur_plague_toad	selection		wh3_grp_vocalisation_plague_toad_unit_response
wh3_nur_plague_toad	teleporting		wh3_main_teleport_out
wh3_nur_plaguebearer_herald_LORD	teleporting		wh3_main_teleport_out_individual
wh3_nur_plaguebearer_plagueridden_LH	teleporting		wh3_main_teleport_out_individual
wh3_nur_plaguebearer	charge		wh3_grp_vocalisation_nurgle_plaguebearer_charge
wh3_nur_plaguebearer	cheer		wh3_grp_vocalisation_nurgle_plaguebearer_encouragement
wh3_nur_plaguebearer	collision		wh3_grp_vocalisation_nurgle_plaguebearer_collision
wh3_nur_plaguebearer	encouragement		wh3_grp_vocalisation_nurgle_plaguebearer_encouragement
wh3_nur_plaguebearer	fighting		wh3_grp_vocalisation_nurgle_plaguebearer_melee
wh3_nur_plaguebearer	idle		wh3_grp_vocalisation_nurgle_plaguebearer_idle
wh3_nur_plaguebearer	injured		wh3_grp_vocalisation_nurgle_plaguebearer_pain
wh3_nur_plaguebearer	moving		wh3_grp_vocalisation_nurgle_plaguebearer_idle
wh3_nur_plaguebearer	response		wh3_grp_vocalisation_nurgle_plaguebearer_unit_response
wh3_nur_plaguebearer	selection		wh3_grp_vocalisation_nurgle_plaguebearer_unit_selection
wh3_nur_plaguebearer	taunt		wh3_grp_vocalisation_nurgle_plaguebearer_taunt
wh3_nur_plaguebearer	taunting		wh3_grp_vocalisation_nurgle_plaguebearer_taunting
wh3_nur_plaguebearer	teleporting		wh3_main_teleport_out
wh3_nur_rot_fly	charge		wh3_grp_vocalisation_rotfly_charge
wh3_nur_rot_fly	fighting		wh3_grp_vocalisation_rotfly_melee
wh3_nur_rot_fly	idle		wh3_grp_vocalisation_rotfly_idle
wh3_nur_rot_fly	injured		wh3_grp_vocalisation_rotfly_pain
wh3_nur_rot_fly	response		wh3_grp_vocalisation_rotfly_response
wh3_nur_rot_fly	selection		wh3_grp_vocalisation_rotfly_select
wh3_nur_rot_fly	teleporting		wh3_main_teleport_out
wh3_nur_soul_grinder	teleporting		wh3_main_teleport_out_individual
wh3_ogr_butcher_LH	teleporting		wh3_main_teleport_out_individual
wh3_ogr_firebelly_LH	teleporting		wh3_main_teleport_out_individual
