key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time	spawned_vortex	projectile_shot_type_display
wh3_main_ogr_survival_tower_4_ironblaster	artillery	artillery_default		none	5	low	250	15	88	110.0000	10.0000	2.0000	55	395	true	false	0.3000	4.0000	250.0000	15.0000	0	0	wh3_main_ogr_ironblaster_cannon_ball		wh3_tower_generic_cannonball	0.3000	false		-1.0000	1	0.0000	350.0000			0.0000	false	true	false	45	very_high_low_entity	-1	false	false	true	false	1	true	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_ogr_veh_gnoblar_scraplauncher_shot	artillery	artillery_default	wh3_main_ogr_gnoblar_scraplauncher_explosion	grenade_spin	3	low	420	35	65	69.0000	10.0000	3.0000	110	50	false	false	0.2000	17.0000	340.0000	80.0000	0	0	wh3_main_ogr_gnoblar_scraplauncher		wh3_catapult_scrap	1.0000	true		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	high	700	false	false	false	false	1	true	false	true	true	1.2500		false	0.0000	0.4000		placeholder
wh3_main_ogr_veh_ironblaster_shot	artillery	artillery_default		none	5	low	380	10	40	100.0000	10.0000	3.0000	75	300	true	false	0.1000	16.0000	275.0000	8.5000	0	0	wh3_main_ogr_ironblaster_cannon_ball		wh_cannon_cannonball_scrap	0.3000	true	wh_dlc06_unit_contact_sundered_armour	-1.0000	1	0.0000	350.0000			0.0000	false	true	true	45	very_high_low_entity	700	false	false	true	false	1	true	false	true	true	1.2500		false	0.0000	0.4000		placeholder
wh3_main_skv_placement_tower_1_sniper_bullet	arrow	small_arm_default		none	1	dual_low_fixed	200	35	88	67.0000	10.0000	1.2500	70	30	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh_emp_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_placement_tower_2_sniper_bullet_improved	arrow	small_arm_default		none	1	dual_low_fixed	200	35	88	67.0000	10.0000	1.2500	100	50	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh_emp_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_placement_tower_3_warp_lightning	artillery	artillery_default	wh3_main_skv_tower_explosion_warp_lightning	none	1	low	200	35	88	110.0000	10.0000	0.0000	500	200	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh2_main_skv_warp_lightning		wh2_skv_tower_warp_lightning	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	very_high_low_entity	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_placement_tower_4_doomrocket	artillery	artillery_default	wh3_main_skv_tower_explosion_doomrocket	none	1	low	200	35	88	67.0000	10.0000	0.0000	660	220	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh2_main_hero_abilities_doomrocket		wh2_skv_tower_doomrocket	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	false	true	false	45	medium	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_settlement_tower_1_sniper_bullet	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0000	10.0000	1.2500	70	30	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh_emp_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_settlement_tower_2_sniper_bullet_improved	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0000	10.0000	1.2500	100	50	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh_emp_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_settlement_tower_3_warp_lightning	artillery	artillery_default	wh3_main_skv_tower_explosion_warp_lightning	none	1	low	350	35	88	110.0000	10.0000	0.0000	500	200	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh2_main_skv_warp_lightning		wh2_skv_tower_warp_lightning	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	very_high_low_entity	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_settlement_tower_4_doomrocket	artillery	artillery_default	wh3_main_skv_tower_explosion_doomrocket	none	1	low	350	35	88	67.0000	10.0000	0.0000	660	220	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh2_main_hero_abilities_doomrocket		wh2_skv_tower_doomrocket	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	false	true	false	45	medium	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_survival_tower_1_sniper_bullet	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0000	25.0000	1.0000	45	80	false	false	0.1000	4.0000	250.0000	5.0000	0	0	wh_emp_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0000	false		-1.0000	5	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_survival_tower_2_sniper_bullet_improved	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0000	20.0000	1.0000	60	90	false	false	0.1000	4.0000	250.0000	5.0000	0	0	wh_emp_rifle_bullet_tower		wh3_tower_generic_bullet	-1.0000	false		-1.0000	5	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_survival_tower_3_warp_lightning	artillery	artillery_default	wh3_main_skv_tower_explosion_warp_lightning	none	1	low	250	15	80	110.0000	15.0000	0.0000	50	20	false	false	0.1000	4.0000	250.0000	15.0000	0	0	wh2_main_skv_warp_lightning		wh2_skv_tower_warp_lightning	0.4000	false		6.0000	1	0.0000	300.0000			0.0000	true	true	false	45	very_high_low_entity	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_skv_survival_tower_4_doomrocket	artillery	artillery_default	wh3_main_skv_tower_explosion_doomrocket	none	1	low	250	15	88	67.0000	10.0000	0.0000	60	30	false	false	0.1000	4.0000	250.0000	15.0000	0	0	wh2_main_hero_abilities_doomrocket		wh2_skv_tower_doomrocket	1.0000	false		-1.0000	1	0.0000	1.0000			0.0000	false	true	false	45	low	-1	false	true	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_placement_tower_1_shard	misc	small_arm_flaming		grenade_spin	1	low	200	35	88	67.0000	10.0000	1.2500	70	30	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_placement_tower_2_shard_improved	misc	small_arm_flaming		grenade_spin	1	low	200	35	88	67.0000	10.0000	1.2500	100	50	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_placement_tower_3_shards	misc	small_arm_flaming	wh3_main_sla_tower_explosion_slicing_shards_3	grenade_spin	1	low	200	35	88	67.0000	0.0000	0.0000	500	200	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_placement_tower_4_shards_improved	misc	small_arm_flaming	wh3_main_sla_tower_explosion_slicing_shards_4	grenade_spin	1	low	200	35	88	67.0000	10.0000	0.0000	660	220	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_settlement_tower_1_shard	misc	small_arm_flaming		grenade_spin	1	low	350	35	88	67.0000	10.0000	1.2500	70	30	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_settlement_tower_2_shard_improved	misc	small_arm_flaming		grenade_spin	1	low	350	35	88	67.0000	10.0000	1.2500	100	50	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_settlement_tower_3_shards	misc	small_arm_flaming	wh3_main_sla_tower_explosion_slicing_shards_3	grenade_spin	1	low	350	35	88	67.0000	0.0000	0.0000	500	200	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_settlement_tower_4_shards_improved	misc	small_arm_flaming	wh3_main_sla_tower_explosion_slicing_shards_4	grenade_spin	1	low	350	35	88	67.0000	10.0000	0.0000	660	220	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_survival_tower_1_shard	misc	small_arm_flaming	wh3_main_sla_tower_explosion_slicing_shards_1	grenade_spin	1	low	250	15	88	67.0000	25.0000	1.0000	25	35	false	false	0.1000	4.0000	250.0000	5.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	1.0000	false		20.0000	5	0.5000	100.0000			0.0000	true	true	false	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_survival_tower_2_shard_improved	misc	small_arm_flaming	wh3_main_sla_tower_explosion_slicing_shards_2	grenade_spin	1	low	250	15	88	67.0000	20.0000	1.0000	30	45	false	false	0.4000	4.0000	250.0000	5.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	1.0000	false		20.0000	5	0.5000	100.0000			0.0000	true	true	false	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_survival_tower_3_shards	misc	small_arm_flaming	wh3_main_sla_tower_explosion_slicing_shards_3	grenade_spin	1	low	250	15	88	67.0000	15.0000	1.0000	45	55	false	false	0.4000	4.0000	250.0000	15.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	1.0000	false		20.0000	4	0.5000	100.0000			0.0000	true	true	false	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_sla_survival_tower_4_shards_improved	misc	small_arm_flaming	wh3_main_sla_tower_explosion_slicing_shards_4	grenade_spin	1	low	250	15	88	67.0000	10.0000	1.0000	35	45	false	false	0.4000	4.0000	250.0000	15.0000	0	0	wh3_slaanesh_slicing_shards_tower		wh3_sla_tower_shards_searing_doom	1.0000	false		20.0000	5	0.5000	100.0000			0.0000	true	true	false	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_spell_slaanesh_slicing_shards	misc	small_arm_flaming	wh3_main_spell_slaanesh_slicing_shards	grenade_spin	1	low	40	0	88	30.0000	0.0000	10.0000	0	80	false	false	0.4000	1.0000	250.0000	10.0000	0	0	wh3_main_spell_slaanesh_slicing_shards		wh3_main_spell_slaanesh_slicing_shards	1.0000	false		20.0000	1	0.0000	100.0000			0.0000	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		true	0.0000	0.4000		placeholder
wh3_main_spell_slaanesh_slicing_shards_upgraded	misc	small_arm_flaming	wh3_main_spell_slaanesh_slicing_shards_upgraded	grenade_spin	1	low	40	0	88	30.0000	0.0000	10.0000	0	120	false	false	0.4000	1.0000	250.0000	10.0000	0	0	wh3_main_spell_slaanesh_slicing_shards		wh3_main_spell_slaanesh_slicing_shards	1.0000	false		20.0000	1	0.0000	100.0000			0.0000	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		true	0.0000	0.4000		placeholder
wh3_main_spell_tempest_hailstorm	misc	small_arm_default	wh3_main_spell_tempest_hailstorm	none	1	low	40	0	88	30.0000	0.0000	5.0000	24	12	false	false	0.4000	1.0000	250.0000	10.0000	0	0	wh3_main_spell_tempest_hailstorm		wh3_main_spell_tempest_hailstorm	1.0000	false		20.0000	1	0.0000	50.0000			0.0000	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true	1.0000		true	0.0000	0.4000		placeholder
wh3_main_spell_tzeentch_blue_fire_of_tzeentch	misc	small_arm_flaming	wh3_main_spell_tzeentch_blue_fire_of_tzeentch	shell_spin	9	low	175	0	88	35.0000	30.0000	30.0000	50	20	false	false	0.2500	1.0000	175.0000	0.5000	0	25	wh3_main_spell_tzeentch_blue_fire_of_tzeentch		wh3_main_spell_tzeentch_blue_flame_of_tzeentch	0.2500	false	wh3_main_unit_contact_warpflame	7.0000	1	1.0000	1.0000	homing_medium_magical_mid_scattered		1.0000	true	true	true	45	medium_2	-1	false	false	false	true	1	false	false	true	true	1.0000		true	1.2000	0.4000		placeholder
wh3_main_spell_tzeentch_blue_fire_of_tzeentch_upgraded	misc	small_arm_flaming	wh3_main_spell_tzeentch_blue_fire_of_tzeentch_upgraded	shell_spin	9	low	175	0	88	35.0000	30.0000	30.0000	50	40	false	false	0.2500	1.0000	175.0000	0.5000	0	25	wh3_main_spell_tzeentch_blue_fire_of_tzeentch		wh3_main_spell_tzeentch_blue_flame_of_tzeentch	0.2500	false	wh3_main_unit_contact_warpflame	7.0000	1	1.0000	1.0000	homing_medium_magical_mid_scattered		1.0000	true	true	true	45	medium_2	-1	false	false	false	true	1	false	false	true	true	1.0000		true	1.2000	0.4000		placeholder
wh3_main_tmb_bow_chariot_horse_khalida	arrow	small_arm_default		none	1	dual_low_fixed	140	0	88	50.0000	20.0000	0.0000	29	18	false	false	0.1000	6.0000	120.0000	4.0000	0	0	wh2_dlc09_tmb_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	true	true	true	45	medium_1	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.8400	0.4000		placeholder
wh3_main_tmb_bow_horse_khalida	arrow	small_arm_default		none	1	dual_low_fixed	140	0	88	45.0000	10.0000	0.0000	14	4	false	false	0.1000	8.0000	85.0000	3.4000	0	0	wh2_dlc09_tmb_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	true	true	true	45	medium_1	250	false	false	false	false	1	false	false	false	true	0.2500		false	0.9300	0.4000		placeholder
wh3_main_tmb_bow_skeleton_khalida	arrow	small_arm_default		none	1	dual_low_fixed	140	0	88	45.0000	10.0000	0.0000	14	4	false	false	0.1000	8.0000	110.0000	3.4000	0	0	wh2_dlc09_tmb_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	true	true	true	45	medium_1	250	false	false	false	false	1	false	false	false	true	0.2500		false	0.9300	0.4000		placeholder
wh3_main_tmb_bow_skeleton_ror_khalida	arrow	small_arm_default		none	1	dual_low_fixed	160	0	88	45.0000	30.0000	0.0000	10	4	false	false	0.1000	8.0000	110.0000	3.5000	0	0	wh2_dlc09_tmb_arrow		wh_bow_arrow_normal	-1.0000	false	wh_dlc06_unit_contact_sundered_armour	-1.0000	1	0.0000	3.0000			0.0000	true	true	true	45	medium_1	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.9300	0.4000		placeholder
wh3_main_tmb_placement_tower_1_bolt	arrow	small_arm_default		none	1	dual_low_fixed	200	35	88	67.0000	10.0000	1.2500	70	30	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh_tmb_ushabti_arrow		wh3_tower_generic_bolt	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_placement_tower_2_bolt_improved	arrow	small_arm_default		none	1	dual_low_fixed	200	35	88	67.0000	10.0000	1.2500	100	50	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh_tmb_ushabti_arrow		wh3_tower_generic_bolt	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_placement_tower_3_magic_missile	artillery	artillery_explosive	wh3_main_tmb_tower_explosion_screaming_skull	shell_spin	1	low	200	35	88	67.0000	10.0000	0.0000	500	200	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh2_dlc09_tmb_skull_projectile		wh2_tmb_tower_magic_missle	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	high	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_placement_tower_4_magic_missile_improved	artillery	artillery_explosive	wh3_main_tmb_tower_explosion_screaming_skull_improved	shell_spin	1	low	200	35	88	67.0000	10.0000	0.0000	660	220	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh2_dlc09_tmb_skull_projectile		wh2_tmb_tower_magic_missle	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	medium	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_settlement_tower_1_bolt	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0000	10.0000	1.2500	70	30	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh_tmb_ushabti_arrow		wh3_tower_generic_bolt	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_settlement_tower_2_bolt_improved	arrow	small_arm_default		none	1	dual_low_fixed	350	35	88	67.0000	10.0000	1.2500	100	50	false	false	0.1000	10.0000	225.0000	75.0000	0	0	wh_tmb_ushabti_arrow		wh3_tower_generic_bolt	-1.0000	false		-1.0000	4	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_settlement_tower_3_magic_missile	artillery	artillery_explosive	wh3_main_tmb_tower_explosion_screaming_skull	shell_spin	1	low	350	35	88	67.0000	10.0000	0.0000	500	200	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh2_dlc09_tmb_skull_projectile		wh2_tmb_tower_magic_missle	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	high	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_settlement_tower_4_magic_missile_improved	artillery	artillery_explosive	wh3_main_tmb_tower_explosion_screaming_skull_improved	shell_spin	1	low	350	35	88	67.0000	10.0000	0.0000	660	220	false	false	1.0000	10.0000	225.0000	120.0000	0	0	wh2_dlc09_tmb_skull_projectile		wh2_tmb_tower_magic_missle	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	medium	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_survival_tower_1_bolt	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0000	25.0000	1.0000	50	20	false	false	0.1000	4.0000	250.0000	5.0000	0	0	wh_tmb_ushabti_arrow		wh3_tower_generic_bolt	-1.0000	false		-1.0000	5	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_survival_tower_2_bolt_improved	arrow	small_arm_default		none	1	dual_low_fixed	250	15	88	67.0000	20.0000	1.0000	50	70	false	false	0.1000	4.0000	250.0000	5.0000	0	0	wh_tmb_ushabti_arrow		wh3_tower_generic_bolt	-1.0000	false		-1.0000	5	0.5000	1.0000			0.0000	false	true	false	45	low	-1	false	false	false	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_survival_tower_3_magic_missile	artillery	artillery_explosive	wh3_main_tmb_tower_explosion_screaming_skull	shell_spin	1	low	250	15	88	67.0000	15.0000	0.0000	60	30	false	false	1.0000	4.0000	250.0000	15.0000	0	0	wh2_dlc09_tmb_skull_projectile		wh2_tmb_tower_magic_missle	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	medium	-1	false	true	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tmb_survival_tower_4_magic_missile_improved	artillery	artillery_explosive	wh3_main_tmb_tower_explosion_screaming_skull_improved	shell_spin	1	low	250	15	88	67.0000	10.0000	0.0000	175	225	false	false	1.0000	4.0000	250.0000	15.0000	0	0	wh2_dlc09_tmb_skull_projectile		wh2_tmb_tower_magic_missle	1.0000	false		-1.0000	1	0.0000	200.0000			0.0000	true	true	false	45	medium	-1	false	true	false	true	1	false	false	true	true	1.0000		false	0.0000	0.4000		placeholder
wh3_main_tze_blue_horror_fire_bolt	axe	small_arm_flaming		none	1	dual_low_fixed	90	0	88	35.0000	10.0000	0.0000	13	2	false	false	0.1000	8.0000	60.0000	2.0000	0	0	wh3_main_tze_horror_blue_fire_bolt		wh3_main_tze_projectile_blue_horror_fire_bolt	-1.0000	false		7.0000	1	0.0000	1.0000			1.0000	true	true	true	45	very_low	300	false	true	false	true	1	false	false	false	true	0.5000		false	0.7000	0.4000		placeholder
wh3_main_tze_burning_chariot_exalted_flamer_warpflame	artillery	artillery_default	wh3_main_tze_exalted_flamer_flame_explosion	none	1	low	90	0	88	45.0000	10.0000	0.0000	25	55	false	false	1.0000	8.0000	60.0000	2.0000	0	0	wh3_tze_exalted_flamer_flame		wh3_main_tze_projectile_flamer	1.3000	false	wh3_main_unit_contact_warpflame	1.0000	1	0.0000	15.0000			1.0000	true	true	true	45	low	200	false	true	false	true	9	false	false	true	true	1.2500		false	1.4000	0.4000	wh3_main_tze_exalted_flamer_warpflame	placeholder
wh3_main_tze_exalted_flamer_warpflame	artillery	artillery_default	wh3_main_tze_exalted_flamer_flame_explosion	none	1	low	150	0	88	45.0000	10.0000	0.0000	25	55	false	false	1.0000	8.0000	100.0000	2.0000	0	0	wh3_tze_exalted_flamer_flame		wh3_main_tze_projectile_exalted_flamer_warpflame	1.3000	false	wh3_main_unit_contact_warpflame	1.0000	1	0.0000	15.0000			1.0000	true	true	true	45	low	200	false	true	false	true	9	false	false	true	true	1.2500		false	1.4000	0.4000	wh3_main_tze_exalted_flamer_warpflame	placeholder
wh3_main_tze_flamer_flame	artillery	artillery_default	wh3_main_tze_flamer_flame_explosion	none	1	low	90	0	88	45.0000	10.0000	0.0000	5	13	false	false	1.0000	8.0000	40.0000	1.4000	0	0	wh3_tze_flamer_flame		wh3_main_tze_projectile_flamer	0.0000	false	wh3_main_unit_contact_warpflame	1.0000	1	0.0000	3.0000			1.0000	true	true	true	45	very_low	200	false	true	false	true	9	false	false	false	true	1.2500		false	1.4000	0.4000		placeholder
wh3_main_tze_herald_fire_bolt	axe	small_arm_flaming		none	1	low	130	0	88	60.0000	10.0000	0.0000	225	75	false	false	0.1000	8.0000	80.0000	1.2000	0	0	wh3_main_tze_horror_herald_fire_bolt		wh3_main_tze_projectile_iridescent_horror_fire_bolt	0.3000	false		7.0000	1	0.0000	10.0000			1.0000	true	true	true	45	medium	300	false	false	false	true	1	false	false	false	true	0.5000		false	0.7000	0.4000		placeholder
wh3_main_tze_herald_fire_bolt_improved	axe	small_arm_flaming		none	1	low	130	0	88	60.0000	10.0000	0.0000	175	125	false	false	0.1000	8.0000	80.0000	1.2000	0	0	wh3_main_tze_horror_herald_fire_bolt		wh3_main_tze_projectile_iridescent_horror_fire_bolt	0.3000	false	wh3_main_unit_contact_warpflame	7.0000	1	0.0000	10.0000			1.0000	true	true	true	45	medium	300	false	false	false	true	1	false	false	false	true	0.5000		false	0.7000	0.4000		placeholder
wh3_main_tze_iridescent_horror_fire_bolt	axe	small_arm_flaming		none	1	low	130	0	88	60.0000	10.0000	0.0000	203	67	false	false	0.1000	8.0000	80.0000	1.2000	0	0	wh3_main_tze_horror_iridescent_fire_bolt		wh3_main_tze_projectile_iridescent_horror_fire_bolt	0.3000	false		7.0000	1	0.0000	10.0000			1.0000	true	true	true	45	medium	300	false	false	false	true	1	false	false	false	true	0.5000		false	0.7000	0.4000		placeholder
wh3_main_tze_pink_exalted_horror_fire_bolt	axe	small_arm_flaming		none	1	dual_low_fixed	130	0	88	55.0000	10.0000	0.0000	17	8	false	false	0.1000	8.0000	85.0000	1.4000	0	0	wh3_main_tze_horror_exalted_fire_bolt		wh3_main_tze_projectile_pink_exhalted_horror_fire_bolt	-1.0000	false		7.0000	1	0.0000	1.0000			1.0000	true	true	true	45	very_low	300	false	true	false	true	1	false	false	false	true	0.5000		false	0.7000	0.4000		placeholder
wh3_main_tze_pink_horror_fire_bolt	axe	small_arm_flaming		none	1	dual_low_fixed	130	0	88	45.0000	10.0000	0.0000	15	5	false	false	0.1000	8.0000	85.0000	2.0000	0	0	wh3_main_tze_horror_pink_fire_bolt		wh3_main_tze_projectile_pink_horror_fire_bolt	-1.0000	false		7.0000	1	0.0000	1.0000			1.0000	true	true	true	45	very_low	300	false	true	false	true	1	false	false	false	true	0.5000		false	0.7000	0.4000		placeholder
