key	level	trait	threshold_points
wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay_2	2	wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay	2
wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay_3	3	wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay	3
wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay_4	4	wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay	4
wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay_5	5	wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay	5
wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay_6	6	wh_dlc07_trait_brt_virtue_troth_valour_pledge_fay	6
wh_dlc07_trait_brt_wisdom_troth_campaign_pledge_1	1	wh_dlc07_trait_brt_wisdom_troth_campaign_pledge	1
wh_dlc07_trait_brt_wisdom_troth_campaign_pledge_2	2	wh_dlc07_trait_brt_wisdom_troth_campaign_pledge	2
wh_dlc07_trait_brt_wisdom_troth_campaign_pledge_agent_1	1	wh_dlc07_trait_brt_wisdom_troth_campaign_pledge_agent	1
wh_dlc07_trait_brt_wisdom_troth_campaign_pledge_agent_2	2	wh_dlc07_trait_brt_wisdom_troth_campaign_pledge_agent	2
wh_dlc07_trait_brt_wisdom_troth_heroism_pledge_1	1	wh_dlc07_trait_brt_wisdom_troth_heroism_pledge	1
wh_dlc07_trait_brt_wisdom_troth_heroism_pledge_2	2	wh_dlc07_trait_brt_wisdom_troth_heroism_pledge	2
wh_dlc07_trait_brt_wisdom_troth_heroism_pledge_agent_1	1	wh_dlc07_trait_brt_wisdom_troth_heroism_pledge_agent	1
wh_dlc07_trait_brt_wisdom_troth_heroism_pledge_agent_2	2	wh_dlc07_trait_brt_wisdom_troth_heroism_pledge_agent	2
wh_dlc07_trait_brt_wisdom_troth_protect_pledge_1	1	wh_dlc07_trait_brt_wisdom_troth_protect_pledge	1
wh_dlc07_trait_brt_wisdom_troth_protect_pledge_2	2	wh_dlc07_trait_brt_wisdom_troth_protect_pledge	2
wh_dlc07_trait_brt_wisdom_troth_protect_pledge_agent_1	1	wh_dlc07_trait_brt_wisdom_troth_protect_pledge_agent	1
wh_dlc07_trait_brt_wisdom_troth_protect_pledge_agent_2	2	wh_dlc07_trait_brt_wisdom_troth_protect_pledge_agent	2
wh_dlc08_trait_defeated_throgg	1	wh_dlc08_trait_defeated_throgg	1
wh_dlc08_trait_defeated_wulfrik	1	wh_dlc08_trait_defeated_wulfrik	1
wh_dlc23_trait_defeated_astragoth	1	wh3_dlc23_trait_defeated_astragoth	1
wh_dlc23_trait_defeated_drazhoath	1	wh3_dlc23_trait_defeated_drazhoath	1
wh_dlc23_trait_defeated_zhatan	1	wh3_dlc23_trait_defeated_zhatan	1
wh_main_trait_all_personality_all_hates_dwarfs_1	1	wh_main_trait_all_personality_all_hates_dwarfs	2
wh_main_trait_all_personality_all_hates_greenskins_1	1	wh_main_trait_all_personality_all_hates_greenskins	2
wh_main_trait_dummy_title_emperor	1	wh_main_trait_dummy_title_emperor	2
wh_main_trait_general_personality_vmp_black_arts_1	1	wh_main_trait_general_personality_vmp_black_arts	2
wh_main_trait_general_personality_vmp_dark_acolyte_1	1	wh_main_trait_general_personality_vmp_dark_acolyte	2
wh_main_trait_general_personality_vmp_summon_creatures_1	1	wh_main_trait_general_personality_vmp_summon_creatures	2
wh_main_trait_name_dummy_blank	1	wh_main_trait_name_dummy_blank	1
wh_main_trait_name_dummy_de_bordeleaux	1	wh_main_trait_name_dummy_de_bordeleaux	1
wh_main_trait_name_dummy_franz	1	wh_main_trait_name_dummy_franz	1
wh_main_trait_name_dummy_gelt	1	wh_main_trait_name_dummy_gelt	1
wh_main_trait_name_dummy_grudgebearer	1	wh_main_trait_name_dummy_grudgebearer	1
wh_main_trait_name_dummy_ironfist	1	wh_main_trait_name_dummy_ironfist	1
wh_main_trait_name_dummy_ironhide	1	wh_main_trait_name_dummy_ironhide	1
wh_main_trait_name_dummy_kemmler	1	wh_main_trait_name_dummy_kemmler	1
wh_main_trait_name_dummy_leoncoeur	1	wh_main_trait_name_dummy_leoncoeur	1
wh_main_trait_name_dummy_suneater	1	wh_main_trait_name_dummy_suneater	1
wh_main_trait_name_dummy_the_ever-watcher	1	wh_main_trait_name_dummy_the_ever-watcher	1
wh_main_trait_name_dummy_the_everchosen	1	wh_main_trait_name_dummy_the_everchosen	1
wh_main_trait_name_dummy_the_magnificent	1	wh_main_trait_name_dummy_the_magnificent	1
wh_main_trait_name_dummy_the_slaughterer	1	wh_main_trait_name_dummy_the_slaughterer	1
wh_main_trait_name_dummy_von_carstein	1	wh_main_trait_name_dummy_von_carstein	1
wh_main_trait_supreme_patriarch	1	wh_main_trait_supreme_patriarch	1
wh_trait_dlc04_helman_not_shown	1	wh_trait_dlc04_helman_not_shown	1
wh_trait_dlc04_vlad_vanguard_not_shown	1	wh_trait_dlc04_vlad_vanguard_not_shown	1
