name	head_node	hips_node	leftarm_node	leftfoot_node	lefthand_node	leftleg_node	leftshoulder_node	leftupleg_node	leftwheel_node	neck_node	rightarm_node	rightfoot_node	righthand_node	rightleg_node	rightshoulder_node	rightupleg_node	rightwheel_node	root	scale	scale_deviation	spine_node	weapon1_node	weapon2_node	weapon3_node	weapon4_node	weapon5_node	leftfinger_node	rightfinger_node	lefttoe_node	righttoe_node	category_man	category_mount	category_engine	weapon6_node	category_animal	category_fauna	cinematic	locomotion	leftwingbase_node	rightwingbase_node	head_tracking_angle	back_node	front_left_upper_leg_node	front_right_upper_leg_node	front_lefttoe_node	front_righttoe_node	rear_left_upper_leg_node	rear_right_upper_leg_node	rear_lefttoe_node	rear_righttoe_node	footstep_nodes	footstep_detection_height	articulation_node	flying_pivot_node	filter_projectiles_node	torso_splice_node	foot_ik_type
humanoid20	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0						finger_index_left_0	finger_index_right_0	toe_middle_left_0	toe_middle_left_0	true	false	false		false	false	false	biped			0.0000	spine_2									toe_middle_left_0;toe_middle_right_0	0.0200			foot_, hand_, skirt_		on
humanoid21	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1				finger_index_left_0	finger_index_right_0	toe_middle_left_0	toe_middle_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_middle_left_0;toe_middle_right_0	0.0200			foot_, hand_, skirt_, beard_, hair_, branch_		on
humanoid22	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1				finger_index_left_0	finger_index_right_0	toe_middle_left_0	toe_middle_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_middle_left_0;toe_middle_right_0	0.0200			foot_, hand_, skirt_		on
hybridcreature01	head	root	upperarm_left	leg_left_front_3	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	leg_right_front_3	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0						hand_left_0	hand_right_0	toe_outer_left_front_0	toe_outer_right_front_0	true	false	false		false	false	false	quadruped			0.0000	spine_2									toe_outer_left_front_0;toe_outer_right_front_0	0.0200			 tongue_,skirt_,driven_,head_, flag_, antenna_, 		off
hybridcreature02	head	root	upperarm_left	ankle_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	ankle_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0						finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false		false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			tentacle_base_, tongue_, hand_, claw_, mandible_, jaw		off
hybridcreature03	head_0	root	upperarm_left_0	lowerleg_left_2	hand_left_2	leg_left_1	clav_left_0	upperleg_left_0		neck_0	upperarm_right_0	lowerleg_right_2	hand_right_2	leg_right_1	clav_right_0	upperleg_right_0		animRoot	1.0000	0.0000	spine_0						finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	false	false	false		true	false	false	quadruped			0.0000	spine_2	upperarm_left_0	upperarm_right_0	hand_left_2	hand_right_2	upperleg_left_0	upperleg_right_0	toe_left_0	toe_right_0	toe_left_0;toe_right_0	0.0200					off
hybridcreature04	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0						finger_index_left_0	finger_index_right_0			false	false	false		true	false	false	unclassified			45.0000	spine_2	upperarm_left	upperarm_right	hand_left	hand_right	upperleg_left	upperleg_right				0.0200					off
hybridcreature05	head_0	root	upperarm_top_left	foot_rear_left	lowerarm_top_left	lowerleg_rear_left	clav_top_left_0	upperleg_rear_left		neck_0	upperarm_top_right	foot_rear_right	lowerarm_top_right	lowerleg_rear_right	clav_top_right_0	upperleg_rear_right		animRoot	1.0000	0.0000	spine_0								toe_middle_rear_left_0	toe_middle_rear_right_0	true	false	false		false	false	false	biped			0.0000	spine_7	upperarm_bot_left	upperarm_bot_right	hand_bot_left	hand_bot_right	upperleg_rear_left	upperleg_rear_right	toe_middle_rear_left_0	toe_middle_rear_right_0	toe_middle_rear_left_0;toe_middle_rear_right_0	0.0200					off
hybridcreature07	head	root	upperarm_left	foot_left_rear_2	lowerarm_left	leg_left_rear_2	clav_left	leg_left_rear_0		neck_0	upperarm_right	foot_right_rear_2	hand_right	leg_right_rear_2	clav_right	leg_right_rear_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4					true	false	false		false	false	false	unclassified			0.0000	spine_3									leg_right_front_2;leg_right_mid_2;leg_right_rear_2;leg_left_front_2;leg_left_mid_2;leg_left_rear_2	0.0200			head, shoulder_exhaust_, hand_right_, claw_, rear_exhaust_, leg_	spine_0	off
hybridcreature08	head_0	root	upperarm_left		hand_left		clav_left			neck_0	upperarm_right		hand_right		clav_right			animRoot	1.0000	0.0000	spine_0										false	false	false		false	false	false	unclassified			0.0000	spine_2										0.0200					off
hybridcreature09	head	root	upperarm_left	skirt_front_left_2	hand_left	skirt_front_left_1	clav_left	skirt_front_left_0		neck_0	upperarm_right	skirt_front_right_2	hand_right	skirt_front_right_1	clav_right	skirt_front_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1								true	false	false		false	false	false	biped			0.0000	spine_2										0.0200					off
insect01	head_0	root	lowerarm_left_03	foot_left_01	foot_left_03	lowerleg_left_01	upperleg_left_03	upperleg_left_01			lowerarm_right_03	foot_right_01	foot_right_03	lowerleg_right_01	upperleg_right_03	upperleg_right_01		animRoot	1.0000	0.0000	spine_0										false	true	false		false	false	false	winged	upper_wing_left_0	upper_wing_right_0	0.0000		lowerarm_left_03	lowerarm_right_03			upperarm_left_01	upperarm_right_01				0.0200		spine_2	tail_, trunk_, mouth_		off
ironblaster01		root							wheel_middle_left_0								wheel_middle_right_0	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
irondaemontrain01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			45.0000											0.0500	articulation_0				off
khorneship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
kislevship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
kugathpalanquin01		root																animRoot	1.0000	0.0000											false	true	false	be_prop_5	false	false	false	unclassified			0.0000											0.0200			nurgling_down_legs_, 		off
landship02		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500					off
lightningcannon01		root							wheel_front_left_0, wheel_mid_left_0, wheel_rear_left_0								wheel_front_right_0, wheel_mid_right_0, wheel_rear_right_0	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500					off
lightship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
lightship02		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
lightship03		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
lightship04		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
lightship05		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
littlegrom01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500	pivot_0				off
lizard01	head	root	upperarm_left	foot_left	wrist_left_0	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right	wrist_right_0	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_middle_left_1	toe_middle_right_1	false	true	false		false	false	false	quadruped			0.0000	spine_2	upperarm_left	upperarm_right	wrist_left_0	wrist_right_0	leg_left_0	leg_right_0	foot_left	foot_right	toe_middle_right_0;toe_middle_left_0;finger_middle_right;finger_middle_left	0.0200			left_beard_, right_beard_, head_fin_0		off
lizard02	head	root	upperarm_left	foot_left	wrist_left_0	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right	wrist_right_0	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_middle_left_1	toe_middle_right_1	false	true	false		false	false	false	quadruped			0.0000	spine_2	upperarm_left	upperarm_right	wrist_left_0	wrist_right_0	leg_left_0	leg_right_0	foot_left	foot_right	toe_middle_right_0;toe_middle_left_0;finger_middle_right;finger_middle_left	0.0200			left_beard_, right_beard_, head_fin_0		off
locomotive01		root							wheel_left_0, wheel_left_1, wheel_left_2, wheel_left_sc_0, wheel_left_sc_1, wheel_left_sc_2								wheel_right_0, wheel_right_1, wheel_right_2, wheel_right_sc_0, wheel_right_sc_1, wheel_right_sc_2	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			10.0000											0.0500					off
luminark01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200	horse_boom_0				off
mantaray01	head_0	root	wing_out_left								wing_out_right							animRoot	1.0000	0.0000	spine_0										false	true	false		false	false	false	unclassified			0.0000											0.0500					off
mediumship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
mediumship02		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
mediumship03		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
mediumship04		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
mediumship05		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
mediumship06		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
mortar01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
mortisengine01		root																animRoot	1.0000	0.0000											false	false	true		false	false	false	unclassified			0.0000											0.0500	pivot_0				off
nurgleship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
nurgling01	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left			upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	foot_left	foot_right	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									foot_left;foot_right	0.0200					on
nurglingswarm01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000										_foot_left;_foot_right	0.0500					off
ogreship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
organgun01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
oxen01	head	root	upperarm_left	foot_left	finger_base_left	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right	finger_base_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_middle_left_0	toe_middle_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_base_left	finger_base_right	leg_left_0	leg_right_0	foot_left	foot_right	toe_middle_right_0;toe_middle_left_0;finger_middle_right_0;finger_middle_left_0	0.0200					off
p_whip01_hu1c		root																root	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
palanquin01		root																animRoot	1.0000	0.0000		be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4					false	true	false	be_prop_5	false	false	false	unclassified			0.0000											0.0200			nurgling_down_legs_, 		off
plagueclawcatapult01		root							wheel_front_left_0, wheel_mid_left_0, wheel_rear_left_0								wheel_front_right_0, wheel_mid_right_0, wheel_rear_right_0	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500					off
platform01	medallions_left_0	root																animRoot	1.0000	0.0000											false	false	true		false	false	false	unclassified			0.0000											0.0200					off
pumpwagon01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500					off
quadruped01	head_0	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left	leg_left_0		head_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_middle_left_0	toe_middle_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_base_left_0	finger_base_right_0	leg_left_0	leg_right_0	toe_middle_left	toe_middle_right	toe_middle_left;toe_middle_right;finger_middle_left_0;finger_middle_right_0	0.0200			finger_, thumb_, toe_		off
queenbess01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200			cannon_ropes_, 		off
raptor01	head	root	leg_left_1	foot_left	foot_left	leg_left_1	leg_left_0	leg_left_0		spine_0	leg_right_1	foot_right	foot_right	leg_right_1	leg_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0						toe_inner_left_0	toe_inner_right_0	toe_inner_left_0	toe_inner_right_0	false	true	false		false	false	false	biped			0.0000	spine_2									toe_inner_left_0, toe_inner_right_0, saddle_0	0.0200			tongue_, saddle_, eyelid_		off
raptor02	head_0	root	leg_left_1	leg_left_3	leg_left_3	leg_left_1	leg_left_0	leg_left_0		head_0	leg_right_1	leg_right_3	leg_right_3	leg_right_1	leg_right_0	leg_right_0		animRoot	1.0000	0.0000	head_0						toe_middle_left_0	toe_middle_right_0	toe_middle_left_0	toe_middle_right_0	true	true	false		true	false	false	biped			0.0000	root									toe_left_middle_0;toe_right_middle_0	0.0200			toe_, tongue_		off
raptor02_team		root																animRoot	1.0000	0.0000											true	false	false		false	false	false	unclassified			0.0000											0.0500					off
raptor02b	head_0	root	leg_left_1	leg_left_3	leg_left_3	leg_left_1	leg_left_0	leg_left_0		head_0	leg_right_1	leg_right_3	leg_right_3	leg_right_1	leg_right_0	leg_right_0		animRoot	1.0000	0.0000	head_0						toe_middle_left_0	toe_middle_right_0	toe_middle_left_0	toe_middle_right_0	true	true	false		true	false	false	biped			0.0000	root									toe_left_middle_0;toe_right_middle_0	0.0200			toe_, tongue_		off
raptor03	head	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left_0	leg_left_0		neck_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0						toe_inner_left_0	toe_inner_right_0	toe_inner_left_0	toe_inner_right_0	false	true	false		false	false	false	biped			0.0000	spine_2									toe_inner_left_0;toe_inner_right_0	0.0200			foot_, hand_, chest_armour_, 		off
raptor03b	head_0	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left_0	leg_left_0		neck_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0						toe_inner_left_0	toe_inner_right_0	toe_inner_left_0	toe_inner_right_0	false	true	false		false	false	false	biped			0.0000	spine_2									toe_inner_left_0;toe_inner_right_0	0.0200			foot_, hand_, chest_armour_, tail_, snake_tongue_, whiskers_, saddle_, spine_frill_, 		off
raptor04	head	root	upperarm_left	foot_left	hand_left	leg_left	clav_left_0	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	leg_right	clav_right_0	upperleg_right		animRoot	1.0000	0.0000	spine_0						toe_inner_left_0	toe_inner_right_0	toe_inner_left_0	toe_inner_right_0	false	true	false		false	false	false	quadruped			0.0000	spine_2	upperarm_left	upperarm_right	finger_middle_left_0	finger_middle_right_0	upperleg_left	upperleg_right	toe_middle_left_0	toe_middle_right_0	toe_outer_left_0;toe_outer_right_0;finger_base_right_0;finger_base_left_0	0.0200			foot_, hand_, howdah_rear_0, howdah_middle_0, howdah_front_0		off
rat01	head_0	root	upperarm_left	ankle_left	hand_left	leg_left	clav_left_0	upperleg_left		neck_0	upperarm_right	ankle_right	hand_right	leg_right	clav_right_0	upperleg_right		animRoot	1.0000	0.0000	spine_0						hand_left	hand_right	foot_left_0	foot_right_0	false	true	false		true	false	false	quadruped			0.0000	spine_2	upperarm_left	upperarm_right	hand_left	hand_right	upperleg_left	upperleg_right	foot_left_0	foot_right_0	hand_left;hand_right;foot_left_0;foot_right_0	0.0500			hand_, foot_, tail_, saddle_, tongue_		off
rat01b	head_0	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left	leg_left_0		head_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_left_0	finger_right_0	toe_left	toe_right	false	false	false		true	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_left_0	finger_right_0	leg_left_0	leg_right_0	toe_left	toe_right	toe_left;toe_right;finger_left_0;finger_right_0	0.0200					off
rigid_root	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0								toe_left_0	toe_right_0	true	true	true		false	false	false	unclassified			0.0000	spine_2	upperarm_left	upperarm_right	hand_left	hand_right	upperleg_left	upperleg_right	toe_left_0	toe_right_0		0.0200					off
rocklobber01		root							wheel_mid_left_0								wheel_mid_right_0	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
scorpion01	head_0	root	pincer_left_inner_0	foot_left_back_0	pincer_left_claw_0	leg_left_back_2	clav_left_0	leg_left_back_0			pincer_right_outer_0	foot_right_back_0	pincer_right_claw_0	leg_right_back_2	clav_right_0	leg_right_back_0		animRoot	1.0000	0.0000	spine_0								foot_left_back_1	foot_left_back_1	false	false	false		false	false	false	unclassified			0.0000	spine_2	leg_left_front_0	leg_right_front_0	foot_left_front_0	foot_right_front_0	leg_left_back_0	leg_right_back_0	foot_left_back_0	foot_right_back_0	foot_left_back_0;foot_left_front_0;foot_right_back_0;foot_right_front_0;foot_left_back_mid_0;foot_left_front_mid_0;foot_right_back_mid_0;foot_right_front_mid_0	0.0500					off
scraplauncher01		root							left_wheel_0								right_wheel_0	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500	pivot_0				off
screamingbell01		root							wheel_front_left_0, wheel_mid_left_0, wheel_rear_left_0								wheel_front_right_0, wheel_mid_right_0, wheel_rear_right_0	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
seafangship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
seamonster02	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	left_clavicle_front_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	right_clavicle_front_0	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_outer_left_0	finger_outer_right_0	toe_outer_left_0	toe_outer_right_0	false	true	false		false	false	false	quadruped			0.0000		arm_left_0	arm_right_0	finger_inner_left_0	finger_inner_right_0	leg_left_0	leg_right_0	leg_left_2	leg_right_2	toe_outer_left_0;toe_outer_right_0;finger_inner_right_0;finger_inner_left_0	0.0200			tail_, foot_, finger_base_		off
seekerchariot01		root							wheel_middle_inner_left_0, wheel_middle_outer_left_0, wheel_rear_right_0								wheel_middle_inner_right_0, wheel_middle_outer_right_0, wheel_rear_right_0	animRoot	1.0000	0.0000											false	false	false		false	false	false	wheeled			0.0000											0.0500	pivot_front_0				off
serpent01	head	root																animRoot	1.0000	0.0000											false	false	false		true	false	false	unclassified			0.0000											0.0500					off
skarsnik01	skarsnik_head_0	root	skarsnik_upperarm_left	skarsnik_foot_left	skarsnik_hand_left	skarsnik_lowerleg_left	skarsnik_clav_left	skarsnik_upperleg_left		skarsnik_neck_0	skarsnik_upperarm_right	skarsnik_foot_right	skarsnik_hand_right	skarsnik_lowerleg_right	skarsnik_clav_right	skarsnik_upperleg_right		animRoot	1.0000	0.0000	skarsnik_spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	skarsnik_finger_index_left_0	skarsnik_finger_index_right_0	skarsnik_toe_left_0	skarsnik_toe_right_0	true	false	false	be_prop_5	false	false	false	double_biped			0.0000	skarsnik_spine_2									toe_left_0;toe_right_0	0.0200			skirt_, loincloth_, hand_, hat_, ear_		off
skaventeam01	fr_head_0	root	fr_upperarm_left	fr_foot_left_0	fr_hand_left	fr_upperleg_left	fr_clav_left	fr_upperleg_left		fr_neck_0	fr_upperarm_right	fr_foot_right_0	fr_hand_right	fr_upperleg_right	fr_clav_right	fr_upperleg_right		animRoot	1.0000	0.0000	fr_spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	fr_finger_index_left_0	fr_finger_index_right_0	fr_toes_left_0	fr_toes_right_0	true	false	false	be_prop_5	false	false	false	double_biped			0.0000	fr_spine_2									fr_toes_left_0, fr_toes_right_0, bk_toes_left_0, bk_toes_right_0	0.0500					off
skaventeam02	fr_head_0	root	fr_upperarm_left	fr_foot_left_0	fr_hand_left	fr_upperleg_left	fr_clav_left	fr_upperleg_left		fr_neck_0	fr_upperarm_right	fr_foot_right_0	fr_hand_right	fr_upperleg_right	fr_clav_right	fr_upperleg_right		animRoot	1.0000	0.0000	fr_spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	fr_finger_index_left_0	fr_finger_index_right_0	fr_toes_left_0	fr_toes_right_0	true	false	false	be_prop_5	false	false	false	double_biped			0.0000	fr_spine_2									fr_toes_left_0, fr_toes_right_0, bk_toes_left_0, bk_toes_right_0	0.0500					off
skycutter01		root																animRoot	1.0000	0.0000											false	true	false		false	false	false	unclassified			0.0000											0.0500			tail_, feather_		off
skyjunk01		root																animRoot	1.0000	0.0000											false	true	false		false	false	false	unclassified			0.0000											0.0500					off
slaaneshship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
sled01		root																animRoot	1.0000	0.0000											false	false	true		false	false	false	unclassified			45.0000											0.0500	pivot_0				off
sled02		root																animRoot	1.0000	0.0000											false	false	true		false	false	false	unclassified			45.0000											0.0500					off
sled02_yoke01		root																animRoot	1.0000	0.0000											false	false	true		false	false	false	unclassified			45.0000											0.0500					off
snake01	head_0	root	upperarm_left	tail_0	hand_left	tail_0	clav_left	tail_0		neck_0	upperarm_right	tail_0	hand_right	tail_0	clav_right	tail_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	tail_1	tail_1	true	true	false	be_prop_5	false	false	false	crawler			0.0000	spine_4									tail_1	0.0500					off
snake01b	head_0	root	upperarm_left	tail_0	hand_left	tail_0	clav_left	tail_0		neck_0	upperarm_right	tail_0	hand_right	tail_0	clav_right	tail_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	tail_1	tail_1	true	true	false	be_prop_5	false	false	false	crawler			0.0000	spine_4									tail_1	0.0500					off
snake02	head_0	root	upperarm_left	tail_0	hand_left	tail_0	clav_left	tail_0		neck_0	upperarm_right	tail_0	hand_right	tail_0	clav_right	tail_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	tail_1	tail_1	true	true	false	be_prop_5	false	false	false	crawler			0.0000	spine_2									tail_1	0.0500					off
snake02b	head_0	root	upperarm_left	tail_0	hand_left	tail_0	clav_left	tail_0		neck_0	upperarm_right	tail_0	hand_right	tail_0	clav_right	tail_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	tail_1	tail_1	true	false	false	be_prop_5	false	false	false	crawler			0.0000	spine_2									tail_1	0.0500					off
snake02c	head_0	root	upperarm_left	tail_0	hand_left	tail_0	clav_left	tail_0		neck_0	upperarm_right	tail_0	hand_right	tail_0	clav_right	tail_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	tail_1	tail_1	true	false	false	be_prop_5	false	false	false	crawler			0.0000	spine_2									tail_1	0.0500				spine_0	off
snake03	head_0	root	upperarm_left	tail_0	hand_left	tail_0	clav_left	tail_0		neck_0	upperarm_right	tail_0	hand_right	tail_0	clav_right	tail_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	tail_1	tail_1	true	true	false	be_prop_5	false	false	false	crawler			0.0000	spine_2									tail_1	0.0500					off
snake04	head_0	root	upperarm_left	tail_0	hand_left	tail_0	clav_left	tail_0		neck_0	upperarm_right	tail_0	hand_right	tail_0	clav_right	tail_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	tail_1	tail_1	true	true	false	be_prop_5	false	false	false	crawler			0.0000	spine_2									tail_1	0.0500					off
spider01		root																animRoot	1.0000	0.0000	spine_0										true	true	false		false	false	false	unclassified			0.0000										leg_left_back_end;leg_right_back_end;leg_left_back_mid_end;leg_right_back_mid_end;leg_left_front_mid_end;leg_right_front_mid_end;leg_left_front_end;leg_right_front_end;	0.0200			platform_		off
spider01b		root																animRoot	1.0000	0.0000	spine_0	be_prop_0									true	true	false		false	false	false	unclassified			0.0000										leg_left_back_end;leg_right_back_end;leg_left_back_mid_end;leg_right_back_mid_end;leg_left_front_mid_end;leg_right_front_mid_end;leg_left_front_end;leg_right_front_end;	0.0200			platform_		off
stag01	head_0	root	upperarm_left	foot_left_0	hand_left	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right_0	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_left_0	toe_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_middle_left_1	finger_middle_right_1	leg_left_0	leg_right_0	toe_left_0	toe_right_0	toe_right_0;toe_left_0;finger_middle_right_0;finger_middle_left_0	0.0200			tail_, foot_, finger_		off
steamtank01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
steamtank01cannon01	root	root	root	root	root	root	root	root		root	root	root	root	root	root	root		animRoot	1.0000	0.0000	root										true	false	false		false	false	false	unclassified			0.0000											0.0200					off
steamtank01turret01	root	root	root	root	root	root	root	root		root	root	root	root	root	root	root		animRoot	1.0000	0.0000	root										true	false	false		false	false	false	unclassified			0.0000											0.0200					off
tentacle02		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
