campaign_payload	token	is_triggered_conditionally	designer_description	visual_sort_order
wh3_dlc29_skv_spawn_warpseer_verminlord_army_scripted	wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	false		0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_enemy_verminlord_warpseer_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_eshin_alarm_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_thanquol_lose_money_2000	wh3_dlc29_magic_red_eshin_alarm_1	false	Lose Treasruy - Any Plan	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_eshin_alarm_1	false	Alarm - Any Plan	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_khorne_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_khorne_corruption_1	wh3_dlc29_magic_red_khorne_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_khorne_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_moulder_alarm_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_thanquol_lose_money_2000	wh3_dlc29_magic_red_moulder_alarm_1	false	Lose Treasruy - Any Plan	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_moulder_alarm_1	false	Alarm - Any Plan	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_nurgle_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_nurgle_corruption_1	wh3_dlc29_magic_red_nurgle_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_nurgle_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_rictus_alarm_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_thanquol_lose_money_1000	wh3_dlc29_magic_red_rictus_alarm_1	false	Lose Treasruy - Any Plan	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_rictus_alarm_1	false	Alarm - Any Plan	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_skryre_alarm_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_skryre_alarm_1	false	Alarm - Any Plan	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_slaanesh_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_slaanesh_corruption_1	wh3_dlc29_magic_red_slaanesh_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_slaanesh_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_red_tzeentch_corruption_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_magic_red_tzeentch_corruption_1	wh3_dlc29_magic_red_tzeentch_corruption_1	false	Effect Bundle - Corruption Factionwide	1
wh3_dlc29_skv_thanquol_add_alarm_1	wh3_dlc29_magic_red_tzeentch_corruption_1	false	Any Plan - Alarm	0
wh3_dlc29_bundle_magic_res_activated_negative_daemon_khorne	wh3_dlc29_magic_res_activated_negative_daemon_khorne	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_res_activated_negative_daemon_khorne	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_spawn_metal_daemon_army_scripted	wh3_dlc29_magic_res_activated_negative_daemon_khorne	false		0
wh3_dlc29_bundle_magic_res_activated_negative_daemon_nurgle	wh3_dlc29_magic_res_activated_negative_daemon_nurgle	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_res_activated_negative_daemon_nurgle	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_spawn_death_daemon_army_scripted	wh3_dlc29_magic_res_activated_negative_daemon_nurgle	false		0
wh3_dlc29_bundle_magic_res_activated_negative_daemon_slaanesh	wh3_dlc29_magic_res_activated_negative_daemon_slaanesh	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_res_activated_negative_daemon_slaanesh	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_spawn_fire_daemon_army_scripted	wh3_dlc29_magic_res_activated_negative_daemon_slaanesh	false		0
wh3_dlc29_bundle_magic_res_activated_negative_daemon_tzeentch	wh3_dlc29_magic_res_activated_negative_daemon_tzeentch	false	Dummy Effect Bundle for Description	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_magic_res_activated_negative_daemon_tzeentch	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_spawn_hashut_daemon_army_scripted	wh3_dlc29_magic_res_activated_negative_daemon_tzeentch	false		0
wh3_dlc29_magic_summon_verminlord_corruptor_1	wh3_dlc29_magic_summon_verminlord_corruptor_1	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_corruptor_1	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_1_rank_bundle	wh3_dlc29_magic_summon_verminlord_corruptor_1	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_corruptor_1	false	Spend Warpstone on token effects	3
wh3_dlc29_skv_spawn_verminlord_corruptor_1	wh3_dlc29_magic_summon_verminlord_corruptor_1	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_corruptor_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_corruptor_2	wh3_dlc29_magic_summon_verminlord_corruptor_2	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_corruptor_2	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_2_rank_bundle	wh3_dlc29_magic_summon_verminlord_corruptor_2	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_corruptor_2	false		3
wh3_dlc29_skv_spawn_verminlord_corruptor_1	wh3_dlc29_magic_summon_verminlord_corruptor_2	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_corruptor_2	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_corruptor_3	wh3_dlc29_magic_summon_verminlord_corruptor_3	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_corruptor_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_3_rank_bundle	wh3_dlc29_magic_summon_verminlord_corruptor_3	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_corruptor_3	false		3
wh3_dlc29_skv_spawn_verminlord_corruptor_1	wh3_dlc29_magic_summon_verminlord_corruptor_3	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_corruptor_3	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_corruptor_4	wh3_dlc29_magic_summon_verminlord_corruptor_4	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_corruptor_4	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_4_rank_bundle	wh3_dlc29_magic_summon_verminlord_corruptor_4	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_corruptor_4	false		3
wh3_dlc29_skv_spawn_verminlord_corruptor_1	wh3_dlc29_magic_summon_verminlord_corruptor_4	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_corruptor_4	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_corruptor_5	wh3_dlc29_magic_summon_verminlord_corruptor_5	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_corruptor_5	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_5_rank_bundle	wh3_dlc29_magic_summon_verminlord_corruptor_5	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_corruptor_5	false		3
wh3_dlc29_skv_spawn_verminlord_corruptor_1	wh3_dlc29_magic_summon_verminlord_corruptor_5	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_corruptor_5	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_deceiver_1	wh3_dlc29_magic_summon_verminlord_deceiver_1	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_deceiver_1	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_1_rank_bundle	wh3_dlc29_magic_summon_verminlord_deceiver_1	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_deceiver_1	false		3
wh3_dlc29_skv_spawn_verminlord_deceiver_1	wh3_dlc29_magic_summon_verminlord_deceiver_1	false		0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_deceiver_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_deceiver_2	wh3_dlc29_magic_summon_verminlord_deceiver_2	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_deceiver_2	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_2_rank_bundle	wh3_dlc29_magic_summon_verminlord_deceiver_2	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_deceiver_2	false		3
wh3_dlc29_skv_spawn_verminlord_deceiver_1	wh3_dlc29_magic_summon_verminlord_deceiver_2	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_deceiver_2	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_deceiver_3	wh3_dlc29_magic_summon_verminlord_deceiver_3	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_deceiver_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_3_rank_bundle	wh3_dlc29_magic_summon_verminlord_deceiver_3	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_deceiver_3	false		3
wh3_dlc29_skv_spawn_verminlord_deceiver_1	wh3_dlc29_magic_summon_verminlord_deceiver_3	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_deceiver_3	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_deceiver_4	wh3_dlc29_magic_summon_verminlord_deceiver_4	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_deceiver_4	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_4_rank_bundle	wh3_dlc29_magic_summon_verminlord_deceiver_4	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_deceiver_4	false		3
wh3_dlc29_skv_spawn_verminlord_deceiver_1	wh3_dlc29_magic_summon_verminlord_deceiver_4	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_deceiver_4	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_deceiver_5	wh3_dlc29_magic_summon_verminlord_deceiver_5	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_deceiver_5	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_5_rank_bundle	wh3_dlc29_magic_summon_verminlord_deceiver_5	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_deceiver_5	false		3
wh3_dlc29_skv_spawn_verminlord_deceiver_1	wh3_dlc29_magic_summon_verminlord_deceiver_5	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_deceiver_5	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_dummy_1	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_dummy_2	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_dummy_3	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_dummy_4	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_dummy_5	false	Dummy Effect Bundles for Description	0
wh3_dlc29_magic_summon_verminlord_piece_eshin_1	wh3_dlc29_magic_summon_verminlord_piece_eshin_1	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_eshin_1	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_eshin_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_eshin_2	wh3_dlc29_magic_summon_verminlord_piece_eshin_2	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_eshin_2	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_eshin_2	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_eshin_3	wh3_dlc29_magic_summon_verminlord_piece_eshin_3	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_eshin_3	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_eshin_3	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_eshin_4	wh3_dlc29_magic_summon_verminlord_piece_eshin_4	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_eshin_4	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_eshin_4	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_eshin_5	wh3_dlc29_magic_summon_verminlord_piece_eshin_5	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_eshin_5	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_eshin_5	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_1	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_moulder_1	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_moulder_2	wh3_dlc29_magic_summon_verminlord_piece_moulder_2	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_moulder_2	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_2	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_3	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_moulder_3	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_3	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_4	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_moulder_4	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_4	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_5	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_moulder_5	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_moulder_5	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_pestilens_1	wh3_dlc29_magic_summon_verminlord_piece_pestilens_1	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_pestilens_1	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_pestilens_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_pestilens_2	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_pestilens_3	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_pestilens_5	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_skryre_1	wh3_dlc29_magic_summon_verminlord_piece_skryre_1	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_skryre_1	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_skryre_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_skryre_2	wh3_dlc29_magic_summon_verminlord_piece_skryre_2	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_skryre_2	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_skryre_2	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_skryre_3	wh3_dlc29_magic_summon_verminlord_piece_skryre_3	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_skryre_3	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_skryre_3	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_skryre_4	wh3_dlc29_magic_summon_verminlord_piece_skryre_4	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_skryre_4	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_skryre_4	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_piece_skryre_5	wh3_dlc29_magic_summon_verminlord_piece_skryre_5	false	Magic Plan - Units for Verminlord Army	0
wh3_dlc29_skv_magic_thanquol_lose_warpstone_100	wh3_dlc29_magic_summon_verminlord_piece_skryre_5	false		3
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_piece_skryre_5	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warbringer_1	wh3_dlc29_magic_summon_verminlord_warbringer_1	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warbringer_1	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_1_rank_bundle	wh3_dlc29_magic_summon_verminlord_warbringer_1	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warbringer_1	false		3
wh3_dlc29_skv_spawn_verminlord_warbringer_1	wh3_dlc29_magic_summon_verminlord_warbringer_1	false		0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warbringer_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warbringer_2	wh3_dlc29_magic_summon_verminlord_warbringer_2	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warbringer_2	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_2_rank_bundle	wh3_dlc29_magic_summon_verminlord_warbringer_2	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warbringer_2	false		3
wh3_dlc29_skv_spawn_verminlord_warbringer_1	wh3_dlc29_magic_summon_verminlord_warbringer_2	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warbringer_2	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warbringer_3	wh3_dlc29_magic_summon_verminlord_warbringer_3	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warbringer_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_3_rank_bundle	wh3_dlc29_magic_summon_verminlord_warbringer_3	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warbringer_3	false		3
wh3_dlc29_skv_spawn_verminlord_warbringer_1	wh3_dlc29_magic_summon_verminlord_warbringer_3	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warbringer_3	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warbringer_4	wh3_dlc29_magic_summon_verminlord_warbringer_4	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warbringer_4	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_4_rank_bundle	wh3_dlc29_magic_summon_verminlord_warbringer_4	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warbringer_4	false		3
wh3_dlc29_skv_spawn_verminlord_warbringer_1	wh3_dlc29_magic_summon_verminlord_warbringer_4	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warbringer_4	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warbringer_5	wh3_dlc29_magic_summon_verminlord_warbringer_5	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warbringer_5	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_5_rank_bundle	wh3_dlc29_magic_summon_verminlord_warbringer_5	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warbringer_5	false		3
wh3_dlc29_skv_spawn_verminlord_warbringer_1	wh3_dlc29_magic_summon_verminlord_warbringer_5	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warbringer_5	false	Magic Plans - Part of Combo Pieces to complete plan	0
