member	context	culture
wh3_main_corruption_vampiric_91-100_wh_dlc08_nor_norsca	ACTOR	wh_dlc08_nor_norsca
wh3_main_corruption_vampiric_91-100_wh_main_brt_bretonnia	ACTOR	wh_main_brt_bretonnia
wh3_main_corruption_vampiric_91-100_wh_main_chs_chaos	ACTOR	wh_main_chs_chaos
wh3_main_corruption_vampiric_91-100_wh_main_dwf_dwarfs	ACTOR	wh_main_dwf_dwarfs
wh3_main_corruption_vampiric_91-100_wh_main_emp_empire	ACTOR	wh_main_emp_empire
wh3_main_corruption_vampiric_91-100_wh_main_grn_greenskins	ACTOR	wh_main_grn_greenskins
wh3_main_corruption_vampiric_91-100_wh_main_vmp_vampire_counts	ACTOR	wh_main_vmp_vampire_counts
wh3_main_diplomacy_disabled_between_factions_wh3_main_dae_daemons	ORIGINATOR	wh3_main_dae_daemons
wh3_main_diplomacy_disabled_between_factions_wh3_main_kho_khorne	ORIGINATOR	wh3_main_kho_khorne
wh3_main_diplomacy_disabled_between_factions_wh3_main_nur_nurgle	ORIGINATOR	wh3_main_nur_nurgle
wh3_main_diplomacy_disabled_between_factions_wh3_main_tze_tzeentch	ORIGINATOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_all_failure_critical_hinder_army_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_all_failure_critical_hinder_army_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_all_failure_critical_hinder_army_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_all_failure_critical_hinder_army_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_all_failure_critical_hinder_army_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_all_failure_critical_hinder_army_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_all_failure_critical_hinder_army_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_all_failure_critical_hinder_army_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_all_failure_critical_hinder_character_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_all_failure_critical_hinder_character_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_all_failure_critical_hinder_character_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_all_failure_critical_hinder_character_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_all_failure_critical_hinder_character_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_all_failure_critical_hinder_character_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_all_failure_critical_hinder_character_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_all_failure_critical_hinder_character_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_all_failure_critical_hinder_province_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_all_failure_critical_hinder_province_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_all_failure_critical_hinder_province_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_all_failure_critical_hinder_province_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_all_failure_critical_hinder_province_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_all_failure_critical_hinder_province_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_all_failure_critical_hinder_province_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_all_failure_critical_hinder_province_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_all_failure_hinder_army_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_all_failure_hinder_army_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_all_failure_hinder_army_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_all_failure_hinder_army_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_all_failure_hinder_army_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_all_failure_hinder_army_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_all_failure_hinder_army_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_all_failure_hinder_army_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_all_failure_hinder_character_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_all_failure_hinder_character_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_all_failure_hinder_character_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_all_failure_hinder_character_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_all_failure_hinder_character_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_all_failure_hinder_character_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_all_failure_hinder_character_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_all_failure_hinder_character_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_all_failure_hinder_province_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_all_failure_hinder_province_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_all_failure_hinder_province_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_all_failure_hinder_province_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_all_failure_hinder_province_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_all_failure_hinder_province_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_all_failure_hinder_province_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_all_failure_hinder_province_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_all_hinder_character_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_all_hinder_character_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_all_hinder_character_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_all_hinder_character_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_all_hinder_character_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_all_hinder_character_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_all_hinder_character_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_all_hinder_character_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_all_success_critical_hinder_character_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_all_success_critical_hinder_character_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_all_success_critical_hinder_character_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_all_success_critical_hinder_character_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_all_success_critical_hinder_character_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_all_success_critical_hinder_character_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_all_success_critical_hinder_character_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_all_success_critical_hinder_character_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_champion_hinder_army_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_champion_hinder_army_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_champion_hinder_army_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_champion_hinder_army_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_champion_hinder_army_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_champion_hinder_army_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_champion_hinder_army_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_champion_hinder_army_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_champion_hinder_settlement_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_champion_hinder_settlement_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_champion_hinder_settlement_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_champion_hinder_settlement_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_champion_hinder_settlement_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_champion_hinder_settlement_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_champion_hinder_settlement_plague_priest_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_champion_hinder_settlement_plague_priest_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_champion_hinder_settlement_plague_priest_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_champion_hinder_settlement_plague_priest_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_champion_hinder_settlement_plague_priest_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_champion_hinder_settlement_plague_priest_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_champion_hinder_settlement_plague_priest_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_champion_hinder_settlement_plague_priest_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_champion_hinder_settlement_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_champion_hinder_settlement_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_dignitary_hinder_army_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_dignitary_hinder_army_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_dignitary_hinder_army_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_dignitary_hinder_army_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_dignitary_hinder_army_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_dignitary_hinder_army_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_dignitary_hinder_army_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_dignitary_hinder_army_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_dignitary_hinder_settlement_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_dignitary_hinder_settlement_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_dignitary_hinder_settlement_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_dignitary_hinder_settlement_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_dignitary_hinder_settlement_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_dignitary_hinder_settlement_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_dignitary_hinder_settlement_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_dignitary_hinder_settlement_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_engineer_hinder_settlement_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_engineer_hinder_settlement_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_engineer_hinder_settlement_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_engineer_hinder_settlement_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_engineer_hinder_settlement_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_engineer_hinder_settlement_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_engineer_hinder_settlement_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_engineer_hinder_settlement_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_hinder_settlement_establish_cult_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_hinder_settlement_gain_influence_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_hinder_settlement_gain_influence_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_hinder_settlement_gain_influence_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_hinder_settlement_gain_influence_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_hinder_settlement_gain_influence_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_hinder_settlement_gain_influence_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_hinder_settlement_gain_influence_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_hinder_settlement_gain_influence_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_spy_hinder_army_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_spy_hinder_army_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_spy_hinder_army_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_spy_hinder_army_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_spy_hinder_army_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_spy_hinder_army_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_spy_hinder_army_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_spy_hinder_army_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_spy_hinder_settlement_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_spy_hinder_settlement_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_spy_hinder_settlement_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_spy_hinder_settlement_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_spy_hinder_settlement_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_spy_hinder_settlement_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_spy_hinder_settlement_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_spy_hinder_settlement_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_agent_action_wizard_hinder_army_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_agent_action_wizard_hinder_army_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_agent_action_wizard_hinder_army_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_agent_action_wizard_hinder_army_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_agent_action_wizard_hinder_army_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_agent_action_wizard_hinder_army_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_agent_action_wizard_hinder_army_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_agent_action_wizard_hinder_army_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_cathay	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_cathay_attrition_desertion	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_cathay_battle_attack_outcome_defeat	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_cathay_battle_attack_outcome_draw	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_cathay_battle_attack_outcome_victory	ACTOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_character_dies_battle_cathay	ORIGINATOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_character_dies_battle_daemons	ORIGINATOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_character_dies_battle_khorne	ORIGINATOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_character_dies_battle_kislev	ORIGINATOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_character_dies_battle_nurgle	ORIGINATOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_character_dies_battle_ogre_kingdoms	ORIGINATOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_character_dies_battle_slaanesh	ORIGINATOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_character_dies_battle_tzeentch	ORIGINATOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_daemons	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_daemons_attrition_desertion	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_daemons_battle_attack_outcome_defeat	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_daemons_battle_attack_outcome_draw	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_daemons_battle_attack_outcome_victory	ACTOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_diplomacy_enemy_discovered_brt	ORIGINATOR	wh_main_brt_bretonnia
wh3_main_event_feed_cult_diplomacy_enemy_discovered_bst	ORIGINATOR	wh_dlc03_bst_beastmen
wh3_main_event_feed_cult_diplomacy_enemy_discovered_chs	ORIGINATOR	wh_main_chs_chaos
wh3_main_event_feed_cult_diplomacy_enemy_discovered_cst	ORIGINATOR	wh2_dlc11_cst_vampire_coast
wh3_main_event_feed_cult_diplomacy_enemy_discovered_cth	ORIGINATOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_diplomacy_enemy_discovered_dae	ORIGINATOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_diplomacy_enemy_discovered_def	ORIGINATOR	wh2_main_def_dark_elves
wh3_main_event_feed_cult_diplomacy_enemy_discovered_dwf	ORIGINATOR	wh_main_dwf_dwarfs
wh3_main_event_feed_cult_diplomacy_enemy_discovered_emp	ORIGINATOR	wh_main_emp_empire
wh3_main_event_feed_cult_diplomacy_enemy_discovered_grn	ORIGINATOR	wh_main_grn_greenskins
wh3_main_event_feed_cult_diplomacy_enemy_discovered_hef	ORIGINATOR	wh2_main_hef_high_elves
wh3_main_event_feed_cult_diplomacy_enemy_discovered_kho	ORIGINATOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_diplomacy_enemy_discovered_ksl	ORIGINATOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_diplomacy_enemy_discovered_lzd	ORIGINATOR	wh2_main_lzd_lizardmen
wh3_main_event_feed_cult_diplomacy_enemy_discovered_nor	ORIGINATOR	wh_dlc08_nor_norsca
wh3_main_event_feed_cult_diplomacy_enemy_discovered_nur	ORIGINATOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_diplomacy_enemy_discovered_ogr	ORIGINATOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_diplomacy_enemy_discovered_rogue_army	ORIGINATOR	wh2_main_rogue
wh3_main_event_feed_cult_diplomacy_enemy_discovered_skv	ORIGINATOR	wh2_main_skv_skaven
wh3_main_event_feed_cult_diplomacy_enemy_discovered_sla	ORIGINATOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_diplomacy_enemy_discovered_tmb	ORIGINATOR	wh2_dlc09_tmb_tomb_kings
wh3_main_event_feed_cult_diplomacy_enemy_discovered_tze	ORIGINATOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_diplomacy_enemy_discovered_vmp	ORIGINATOR	wh_main_vmp_vampire_counts
wh3_main_event_feed_cult_diplomacy_enemy_discovered_wef	ORIGINATOR	wh_dlc05_wef_wood_elves
wh3_main_event_feed_cult_diplomacy_faction_destroyed_cth	ORIGINATOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_diplomacy_faction_destroyed_dae	ORIGINATOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_diplomacy_faction_destroyed_kho	ORIGINATOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_diplomacy_faction_destroyed_ksl	ORIGINATOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_diplomacy_faction_destroyed_nur	ORIGINATOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_diplomacy_faction_destroyed_ogr	ORIGINATOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_diplomacy_faction_destroyed_sla	ORIGINATOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_diplomacy_faction_destroyed_tze	ORIGINATOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_diplomacy_faction_encountered_cth	ORIGINATOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_diplomacy_faction_encountered_dae	ORIGINATOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_diplomacy_faction_encountered_kho	ORIGINATOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_diplomacy_faction_encountered_ksl	ORIGINATOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_diplomacy_faction_encountered_nur	ORIGINATOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_diplomacy_faction_encountered_ogr	ORIGINATOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_diplomacy_faction_encountered_sla	ORIGINATOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_diplomacy_faction_encountered_tze	ORIGINATOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_faction_joins_confederation_cth	ORIGINATOR	wh3_main_cth_cathay
wh3_main_event_feed_cult_faction_joins_confederation_dae	ORIGINATOR	wh3_main_dae_daemons
wh3_main_event_feed_cult_faction_joins_confederation_kho	ORIGINATOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_faction_joins_confederation_ksl	ORIGINATOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_faction_joins_confederation_nur	ORIGINATOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_faction_joins_confederation_ogr	ORIGINATOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_faction_joins_confederation_sla	ORIGINATOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_faction_joins_confederation_tze	ORIGINATOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_khorne	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_khorne_attrition_desertion	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_khorne_battle_attack_outcome_defeat	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_khorne_battle_attack_outcome_draw	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_khorne_battle_attack_outcome_victory	ACTOR	wh3_main_kho_khorne
wh3_main_event_feed_cult_kislev	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_kislev_attrition_desertion	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_kislev_battle_attack_outcome_defeat	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_kislev_battle_attack_outcome_draw	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_kislev_battle_attack_outcome_victory	ACTOR	wh3_main_ksl_kislev
wh3_main_event_feed_cult_nurgle	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_nurgle_attrition_desertion	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_nurgle_battle_attack_outcome_defeat	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_nurgle_battle_attack_outcome_draw	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_nurgle_battle_attack_outcome_victory	ACTOR	wh3_main_nur_nurgle
wh3_main_event_feed_cult_ogre_kingdoms	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_ogre_kingdoms_attrition_desertion	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_ogre_kingdoms_battle_attack_outcome_defeat	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_ogre_kingdoms_battle_attack_outcome_draw	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_ogre_kingdoms_battle_attack_outcome_victory	ACTOR	wh3_main_ogr_ogre_kingdoms
wh3_main_event_feed_cult_slaanesh	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_slaanesh_attrition_desertion	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_slaanesh_battle_attack_outcome_defeat	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_slaanesh_battle_attack_outcome_draw	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_slaanesh_battle_attack_outcome_victory	ACTOR	wh3_main_sla_slaanesh
wh3_main_event_feed_cult_tzeentch	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_tzeentch_attrition_desertion	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_tzeentch_battle_attack_outcome_defeat	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_tzeentch_battle_attack_outcome_draw	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_cult_tzeentch_battle_attack_outcome_victory	ACTOR	wh3_main_tze_tzeentch
wh3_main_event_feed_spawnable_force_spawned_from_parent_camp	ORIGINATOR	wh3_main_ogr_ogre_kingdoms
