entity_type	metadata_tag	vfx_filter	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	culling_distance_override	sound_event_campaign_stop	vocalisation_bank_split
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Melee_Up	0	Battle_Individual_Vocalisation_Mourngul_Haunter_Melee_Swing_up		Campaign_Individual_Vocalisation_Mourngul_Melee_Swing_up	350.0000		vampire_coast
wh2_dlc11_cst_mourngul_LH	Vocalisation_Mourngul_Pain	0	Battle_Individual_Vocalisation_Mourngul_Haunter_Pain		Campaign_Individual_Vocalisation_Mourngul_Pain	350.0000		vampire_coast
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Death			200.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Plagueogre_Death			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Tamurkhan_death		Campaign_Individual_Vocalisation_Tamurkhan_death	200.0000		nurgle
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_death01		Campaign_Individual_Vocalisation_OGR_Bragg_the_Gutsman_death01	200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Death	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_death			200.0000		ogre_kingdoms
wh3_dlc26_ogr_golgfag_maneater_LORD	Vocalisation_Ogre_Death	0	Play_Battle_Individual_Vocalisation_OGR_Golgfag_Maneater_death		Play_Campaign_Individual_Vocalisation_OGR_Golgfag_Maneater_death	200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Death			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Death			200.0000		ogre_kingdoms
wh3_dlc26_ogr_ogre_paymaster_LH	Vocalisation_Ogre_Death	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Paymaster_death		Play_Campaign_Individual_Vocalisation_OGR_Ogre_Paymaster_tense	200.0000		ogre_kingdoms
wh3_main_ogr_maneater_base	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Death			200.0000		ogre_kingdoms
wh3_ogr_butcher_LH	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Butcher_Death		Campaign_Individual_Vocalisation_Butcher_Death	200.0000		ogre_kingdoms
wh3_ogr_firebelly_LH	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Firebelly_Death			200.0000		ogre_kingdoms
wh3_ogr_greasus_LORD	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_greasus_goldtooth_death		Campaign_Individual_Vocalisation_greasus_goldtooth_death	200.0000		ogre_kingdoms
wh3_ogr_hunter_LH	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Hunter_Death			200.0000		ogre_kingdoms
wh3_ogr_skrag_LORD	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_skrag_death		Campaign_Individual_Vocalisation_skrag_death	200.0000		ogre_kingdoms
wh3_ogr_slaughtermaster_LORD	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Slaughtermaster_Death		Campaign_Individual_Vocalisation_Slaughtermaster_Death	200.0000		ogre_kingdoms
wh3_ogr_tyrant_LORD	Vocalisation_Ogre_Death	0	Battle_Individual_Vocalisation_Tyrant_Death		Campaign_Individual_Vocalisation_Tyrant_Death	200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Idle_Melee_Swing			200.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Plagueogre_Idle_Melee_Swing			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Tamurkhan_idle_melee_swing			200.0000		nurgle
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Idle_Melee_Swing	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_melee_swing			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Idle_Melee_Swing			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Idle_Melee_Swing			200.0000		ogre_kingdoms
wh3_main_ogr_maneater_base	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Idle_Melee_Swing			200.0000		ogre_kingdoms
wh3_ogr_butcher_LH	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Butcher_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Butcher_Idle_Melee_Swing	200.0000		ogre_kingdoms
wh3_ogr_firebelly_LH	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Firebelly_Idle_Melee_Swing			200.0000		ogre_kingdoms
wh3_ogr_greasus_LORD	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_greasus_goldtooth_idle_melee_swing			200.0000		ogre_kingdoms
wh3_ogr_hunter_LH	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Hunter_Idle_Melee_Swing			200.0000		ogre_kingdoms
wh3_ogr_skrag_LORD	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_skrag_idle_melee_swing			200.0000		ogre_kingdoms
wh3_ogr_slaughtermaster_LORD	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Slaughtermaster_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Slaughtermaster_Idle_Melee_Swing	200.0000		ogre_kingdoms
wh3_ogr_tyrant_LORD	Vocalisation_Ogre_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Tyrant_Idle_Melee_Swing			200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Jump			200.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Plagueogre_Idle_Grunt			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Tamurkhan_tense			200.0000		nurgle
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_tense			200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Jump	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_tense			200.0000		ogre_kingdoms
wh3_dlc26_ogr_golgfag_maneater_LORD	Vocalisation_Ogre_Jump	0	Play_Battle_Individual_Vocalisation_OGR_Golgfag_Maneater_tense			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Tense			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Tense			200.0000		ogre_kingdoms
wh3_dlc26_ogr_ogre_paymaster_LH	Vocalisation_Ogre_Jump	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Paymaster_tense			200.0000		ogre_kingdoms
wh3_main_ogr_maneater_base	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Tense			200.0000		ogre_kingdoms
wh3_ogr_butcher_LH	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Butcher_Jump			200.0000		ogre_kingdoms
wh3_ogr_firebelly_LH	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Firebelly_Jump			200.0000		ogre_kingdoms
wh3_ogr_greasus_LORD	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_greasus_goldtooth_jump			200.0000		ogre_kingdoms
wh3_ogr_hunter_LH	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Hunter_Jump			200.0000		ogre_kingdoms
wh3_ogr_skrag_LORD	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_skrag_jump			200.0000		ogre_kingdoms
wh3_ogr_slaughtermaster_LORD	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Slaughtermaster_Jump			200.0000		ogre_kingdoms
wh3_ogr_tyrant_LORD	Vocalisation_Ogre_Jump	0	Battle_Individual_Vocalisation_Tyrant_Jump			200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Land			120.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Plagueogre_Idle_Melee_Swing			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Tamurkhan_release			200.0000		nurgle
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_release			200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Land	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_release			200.0000		ogre_kingdoms
wh3_dlc26_ogr_golgfag_maneater_LORD	Vocalisation_Ogre_Land	0	Play_Battle_Individual_Vocalisation_OGR_Golgfag_Maneater_release			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Release			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Release			200.0000		ogre_kingdoms
wh3_dlc26_ogr_ogre_paymaster_LH	Vocalisation_Ogre_Land	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Paymaster_release			200.0000		ogre_kingdoms
wh3_main_ogr_maneater_base	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Release			200.0000		ogre_kingdoms
wh3_ogr_butcher_LH	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Butcher_Land			200.0000		ogre_kingdoms
wh3_ogr_firebelly_LH	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Firebelly_Land			200.0000		ogre_kingdoms
wh3_ogr_greasus_LORD	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_greasus_goldtooth_land			200.0000		ogre_kingdoms
wh3_ogr_hunter_LH	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Hunter_Land			200.0000		ogre_kingdoms
wh3_ogr_skrag_LORD	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_skrag_land			200.0000		ogre_kingdoms
wh3_ogr_slaughtermaster_LORD	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Slaughtermaster_Land			200.0000		ogre_kingdoms
wh3_ogr_tyrant_LORD	Vocalisation_Ogre_Land	0	Battle_Individual_Vocalisation_Tyrant_Land			200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Matched_Eat	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Matched_Eat			200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Melee_Swing_Long			200.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Plagueogre_Melee_Swing_Long			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Tamurkhan_melee_swing_long		Campaign_Individual_Vocalisation_Tamurkhan_melee_swing_long	200.0000		nurgle
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_melee_swing_long		Campaign_Individual_Vocalisation_OGR_Bragg_the_Gutsman_melee_swing_long	200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Melee_Swing_Long	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_melee_swing_long			200.0000		ogre_kingdoms
wh3_dlc26_ogr_golgfag_maneater_LORD	Vocalisation_Ogre_Melee_Swing_Long	0	Play_Battle_Individual_Vocalisation_OGR_Golgfag_Maneater_melee_swing_long		Play_Campaign_Individual_Vocalisation_OGR_Golgfag_Maneater_melee_swing_long	200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Long			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Long			200.0000		ogre_kingdoms
wh3_dlc26_ogr_ogre_paymaster_LH	Vocalisation_Ogre_Melee_Swing_Long	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Paymaster_melee_swing_long			200.0000		ogre_kingdoms
wh3_main_ogr_maneater_base	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Long			200.0000		ogre_kingdoms
wh3_ogr_butcher_LH	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Butcher_Melee_Swing_Long			200.0000		ogre_kingdoms
wh3_ogr_firebelly_LH	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Firebelly_Melee_Swing_Long			200.0000		ogre_kingdoms
wh3_ogr_greasus_LORD	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_greasus_goldtooth_melee_swing_long			200.0000		ogre_kingdoms
wh3_ogr_hunter_LH	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Hunter_Melee_Swing_Long			200.0000		ogre_kingdoms
wh3_ogr_skrag_LORD	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_skrag_melee_swing_long		Campaign_Individual_Vocalisation_skrag_melee_swing_long	200.0000		ogre_kingdoms
wh3_ogr_slaughtermaster_LORD	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Slaughtermaster_Melee_Swing_Long			200.0000		ogre_kingdoms
wh3_ogr_tyrant_LORD	Vocalisation_Ogre_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Tyrant_Melee_Swing_Long			200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Melee_Swing_Short			200.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Plagueogre_Melee_Swing			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Tamurkhan_melee_swing			200.0000		nurgle
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_melee_swing_short			200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Melee_Swing_Short	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_melee_swing			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Short			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Short			200.0000		ogre_kingdoms
wh3_dlc26_ogr_ogre_paymaster_LH	Vocalisation_Ogre_Melee_Swing_Short	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Paymaster_melee_swing_short		Play_Campaign_Individual_Vocalisation_OGR_Ogre_Paymaster_melee_swing_short	200.0000		ogre_kingdoms
wh3_main_ogr_maneater_base	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Short			200.0000		ogre_kingdoms
wh3_ogr_butcher_LH	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Butcher_Melee_Swing_Short			200.0000		ogre_kingdoms
wh3_ogr_firebelly_LH	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Firebelly_Melee_Swing_Short			200.0000		ogre_kingdoms
wh3_ogr_greasus_LORD	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_greasus_goldtooth_melee_swing_short		Campaign_Individual_Vocalisation_greasus_goldtooth_melee_swing_short	200.0000		ogre_kingdoms
wh3_ogr_hunter_LH	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Hunter_Melee_Swing_Short			200.0000		ogre_kingdoms
wh3_ogr_skrag_LORD	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_skrag_melee_swing_short			200.0000		ogre_kingdoms
wh3_ogr_slaughtermaster_LORD	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Slaughtermaster_Melee_Swing_Short			200.0000		ogre_kingdoms
wh3_ogr_tyrant_LORD	Vocalisation_Ogre_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Tyrant_Melee_Swing_Short		Campaign_Individual_Vocalisation_Tyrant_Melee_Swing_Short	200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Melee_Swing_Up			200.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Plagueogre_Melee_Swing_Long			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Tamurkhan_melee_swing_long			200.0000		nurgle
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_melee_swing_up			200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Melee_Swing_Up	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_melee_swing_long			200.0000		ogre_kingdoms
wh3_dlc26_ogr_golgfag_maneater_LORD	Vocalisation_Ogre_Melee_Swing_Up	0	Play_Battle_Individual_Vocalisation_OGR_Golgfag_Maneater_melee_swing_up			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Up			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Up			200.0000		ogre_kingdoms
wh3_dlc26_ogr_ogre_paymaster_LH	Vocalisation_Ogre_Melee_Swing_Up	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Paymaster_melee_swing_up			200.0000		ogre_kingdoms
wh3_main_ogr_maneater_base	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing_Up			200.0000		ogre_kingdoms
wh3_ogr_butcher_LH	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Butcher_Melee_Swing_Up		Campaign_Individual_Vocalisation_Butcher_Melee_Swing_Up	200.0000		ogre_kingdoms
wh3_ogr_firebelly_LH	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Firebelly_Melee_Swing_Up			200.0000		ogre_kingdoms
wh3_ogr_greasus_LORD	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_greasus_goldtooth_melee_swing_up			200.0000		ogre_kingdoms
wh3_ogr_hunter_LH	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Hunter_Melee_Swing_Up			200.0000		ogre_kingdoms
wh3_ogr_skrag_LORD	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_skrag_melee_swing_up			200.0000		ogre_kingdoms
wh3_ogr_slaughtermaster_LORD	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Slaughtermaster_Melee_Swing_Up		Campaign_Individual_Vocalisation_Slaughtermaster_Melee_Swing_Up	200.0000		ogre_kingdoms
wh3_ogr_tyrant_LORD	Vocalisation_Ogre_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Tyrant_Melee_Swing_Up			200.0000		ogre_kingdoms
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Melee_Swing	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_melee_swing		Campaign_Individual_Vocalisation_OGR_Bragg_the_Gutsman_melee_swing	200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Melee_Swing	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_melee_swing			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Melee_Swing	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Melee_Swing	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Melee_Swing			200.0000		ogre_kingdoms
wh3_dlc26_ogr_ogre_paymaster_LH	Vocalisation_Ogre_Melee_Swing	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Paymaster_melee_swing		Play_Campaign_Individual_Vocalisation_OGR_Ogre_Paymaster_melee_swing	200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Pain			200.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Plagueogre_Pain			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Tamurkhan_pain		Campaign_Individual_Vocalisation_Tamurkhan_pain	200.0000		nurgle
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_pain		Campaign_Individual_Vocalisation_OGR_Bragg_the_Gutsman_pain	200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Pain	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_pain			200.0000		ogre_kingdoms
wh3_dlc26_ogr_golgfag_maneater_LORD	Vocalisation_Ogre_Pain	0	Play_Battle_Individual_Vocalisation_OGR_Golgfag_Maneater_pain		Play_Campaign_Individual_Vocalisation_OGR_Golgfag_Maneater_pain	200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_eshin_maneater_ror	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Pain			200.0000		ogre_kingdoms
wh3_dlc26_ogr_inf_golgfags_maneaters	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Pain			200.0000		ogre_kingdoms
wh3_dlc26_ogr_ogre_paymaster_LH	Vocalisation_Ogre_Pain	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Paymaster_pain		Play_Campaign_Individual_Vocalisation_OGR_Ogre_Paymaster_pain	200.0000		ogre_kingdoms
wh3_main_ogr_maneater_base	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Maneater_Ogre_Unit_Pain			200.0000		ogre_kingdoms
wh3_ogr_butcher_LH	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Butcher_Pain		Campaign_Individual_Vocalisation_Butcher_Pain	200.0000		ogre_kingdoms
wh3_ogr_firebelly_LH	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Firebelly_Pain			200.0000		ogre_kingdoms
wh3_ogr_greasus_LORD	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_greasus_goldtooth_pain		Campaign_Individual_Vocalisation_greasus_goldtooth_pain	200.0000		ogre_kingdoms
wh3_ogr_hunter_LH	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Hunter_Pain			200.0000		ogre_kingdoms
wh3_ogr_skrag_LORD	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_skrag_pain		Campaign_Individual_Vocalisation_skrag_pain	200.0000		ogre_kingdoms
wh3_ogr_slaughtermaster_LORD	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Slaughtermaster_Pain		Campaign_Individual_Vocalisation_Slaughtermaster_Pain	200.0000		ogre_kingdoms
wh3_ogr_tyrant_LORD	Vocalisation_Ogre_Pain	0	Battle_Individual_Vocalisation_Tyrant_Pain		Campaign_Individual_Vocalisation_Tyrant_Pain	200.0000		ogre_kingdoms
wh2_twa05_ogre_mercs	Vocalisation_Ogre_Push_Pull	0	Battle_Individual_Vocalisation_Ogre_Mercenary_Push_Pull			200.0000		ogre_kingdoms
wh3_dlc25_nur_plagueogres	Vocalisation_Ogre_Push_Pull	0	Battle_Individual_Vocalisation_Plagueogre_Idle_Grunt			200.0000		nurgle
wh3_dlc25_nur_tamurkhan_LORD	Vocalisation_Ogre_Push_Pull	0	Battle_Individual_Vocalisation_Tamurkhan_tense			200.0000		nurgle
wh3_dlc26_ogr_bragg_the_gutsman_LH	Vocalisation_Ogre_Push_Pull	0	Battle_Individual_Vocalisation_OGR_Bragg_the_Gutsman_tense			200.0000		ogre_kingdoms
wh3_dlc26_ogr_bruiser_LH	Vocalisation_Ogre_Push_Pull	0	Play_Battle_Individual_Vocalisation_OGR_Ogre_Bruiser_tense			200.0000		ogre_kingdoms
wh3_dlc26_ogr_golgfag_maneater_LORD	Vocalisation_Ogre_Push_Pull	0	Play_Battle_Individual_Vocalisation_OGR_Golgfag_Maneater_tense			200.0000		ogre_kingdoms
