trait_level	effect	effect_scope	value
wh2_main_trait_skv_musk_of_the_overlord	wh3_main_effect_corruption_reduction_characters	character_to_character_own_provincetext	-5.0000
wh2_main_trait_skv_musk_of_the_overlord	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	10.0000
wh2_main_trait_skv_musk_of_the_overlord	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	25.0000
wh2_main_trait_skv_musk_of_the_overlord	wh_main_effect_public_order_characters	character_to_province_own	3.0000
wh2_main_trait_skv_one_eye	wh2_main_effect_character_mod_loyalty_new_turn	region_to_character_own_text	1.0000
wh2_main_trait_slaver	wh3_main_pooled_resource_def_slaves_characters_gained	character_to_faction_unseen	10.0000
wh2_main_trait_stance_ambushing	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	5.0000
wh2_main_trait_stance_ambushing	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	10.0000
wh2_main_trait_stance_astromancy	wh3_main_effect_winds_of_magic_pool_cap	general_to_force_own	5.0000
wh2_main_trait_stance_astromancy	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10.0000
wh2_main_trait_stance_channeling	wh3_main_effect_winds_of_magic_pool_cap	general_to_force_own	8.0000
wh2_main_trait_stance_forced_march	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	5.0000
wh2_main_trait_stance_forced_march	wh_main_effect_force_all_campaign_movement_range	general_to_force_own	5.0000
wh2_main_trait_stance_raiding	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	5.0000
wh2_main_trait_stance_raiding	wh_main_effect_public_order_characters_negative	character_to_enemy_province	-2.0000
wh2_main_trait_stance_recruiting	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-5.0000
wh2_main_trait_stance_stalking	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	5.0000
wh2_main_trait_stance_stalking	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	10.0000
wh2_main_trait_stance_tunneling	wh_main_effect_force_stat_leadership_during_subterranean	general_to_force_own	5.0000
wh2_main_trait_stance_tunneling	wh_main_effect_general_mod_tunnel_interception_chance	character_to_character_own	10.0000
wh2_main_trait_wins_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	4.0000
wh2_main_trait_wins_1	wh_main_effect_character_stat_weapon_strength	character_to_character_own	5.0000
wh2_main_trait_wins_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	6.0000
wh2_main_trait_wins_2	wh_main_effect_character_stat_weapon_strength	character_to_character_own	7.0000
wh2_main_trait_wins_3	wh_main_effect_attribute_enable_unbreakable	character_to_character_own	1.0000
wh2_main_trait_wins_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
wh2_main_trait_wins_3	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
wh2_main_trait_wins_against_beastmen	wh_main_effect_force_stat_leadership_vs_beastmen	general_to_force_own	5.0000
wh2_main_trait_wins_against_cathay	wh3_main_effect_force_stat_leadership_vs_cathay	general_to_force_own	5.0000
wh2_main_trait_wins_against_chaos_dwarfs	wh3_dlc23_effect_force_stat_leadership_vs_chaos_dwarfs	general_to_force_own	5.0000
wh2_main_trait_wins_against_chaos	wh_main_effect_force_stat_leadership_vs_chaos	general_to_force_own	5.0000
wh2_main_trait_wins_against_daemons	wh3_main_effect_force_stat_leadership_vs_daemons	general_to_force_own	5.0000
wh2_main_trait_wins_against_dark_elves	wh2_main_effect_force_stat_leadership_vs_dark_elves	general_to_force_own	5.0000
wh2_main_trait_wins_against_dwarfs	wh_main_effect_force_stat_leadership_vs_dwarfs	general_to_force_own	5.0000
wh2_main_trait_wins_against_greenskins	wh_main_effect_force_stat_leadership_vs_greenskins	general_to_force_own	5.0000
wh2_main_trait_wins_against_high_elves	wh2_main_effect_force_stat_leadership_vs_high_elves	general_to_force_own	5.0000
wh2_main_trait_wins_against_humans	wh_main_effect_force_stat_leadership_vs_men	general_to_force_own	5.0000
wh2_main_trait_wins_against_khorne	wh3_main_effect_force_stat_leadership_vs_khorne	general_to_force_own	5.0000
wh2_main_trait_wins_against_kislev	wh3_main_effect_force_stat_leadership_vs_kislev	general_to_force_own	5.0000
wh2_main_trait_wins_against_lizardmen	wh2_main_effect_force_stat_leadership_vs_lizardmen	general_to_force_own	5.0000
wh2_main_trait_wins_against_nurgle	wh3_main_effect_force_stat_leadership_vs_nurgle	general_to_force_own	5.0000
wh2_main_trait_wins_against_ogre_kingdoms	wh3_main_effect_force_stat_leadership_vs_ogre_kingdoms	general_to_force_own	5.0000
wh2_main_trait_wins_against_rogue_armies	wh2_main_effect_force_stat_leadership_vs_rogue_armies	general_to_force_own	5.0000
wh2_main_trait_wins_against_skaven	wh2_main_effect_force_stat_leadership_vs_skaven	general_to_force_own	5.0000
wh2_main_trait_wins_against_slaanesh	wh3_main_effect_force_all_seduce_units_budget_enemy	character_to_force_enemy_regionwide_slaanesh	-50.0000
wh2_main_trait_wins_against_slaanesh	wh3_main_effect_force_stat_leadership_vs_slaanesh	general_to_force_own	5.0000
wh2_main_trait_wins_against_tomb_kings	wh2_dlc09_effect_force_stat_leadership_vs_tomb_kings	general_to_force_own	5.0000
wh2_main_trait_wins_against_tzeentch	wh3_main_effect_force_stat_leadership_vs_tzeentch	general_to_force_own	5.0000
wh2_main_trait_wins_against_vampire_coast	wh2_dlc11_effect_force_stat_leadership_vs_vampire_coasts	general_to_force_own	5.0000
wh2_main_trait_wins_against_vampire_coast	wh2_main_effect_force_stat_melee_attack_at_sea	general_to_force_own	5.0000
wh2_main_trait_wins_against_vampires	wh_main_effect_force_stat_leadership_vs_vampire_counts	general_to_force_own	5.0000
wh2_main_trait_wins_against_wood_elves	wh2_main_effect_force_stat_leadership_vs_wood_elves	general_to_force_own	5.0000
wh2_main_trait_wins_at_sea_1	wh2_main_effect_force_stat_leadership_at_sea	general_to_force_own	5.0000
wh2_main_trait_wins_at_sea_2	wh2_main_effect_force_stat_leadership_at_sea	general_to_force_own	8.0000
wh2_main_trait_wins_at_sea_3	wh2_main_effect_force_stat_leadership_at_sea	general_to_force_own	12.0000
wh2_main_trait_wins_at_sea_3	wh2_main_effect_force_stat_melee_attack_at_sea	general_to_force_own	8.0000
wh2_main_trait_wounded	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
wh2_main_trait_wounded	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh2_pro08_trait_felix_01	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1.0000
wh2_pro08_trait_felix_01	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh2_pro08_trait_felix_01	wh_main_effect_character_stat_melee_defence	character_to_character_own	10.0000
wh2_pro08_trait_felix_02	wh_main_effect_ability_enable_slippery	character_to_character_own	1.0000
wh2_pro08_trait_felix_02	wh_main_effect_character_stat_melee_attack	character_to_character_own	20.0000
wh2_pro08_trait_felix_02	wh_main_effect_character_stat_melee_defence	character_to_character_own	20.0000
wh2_pro08_trait_felix_02	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
wh2_pro08_trait_felix_03	wh_main_effect_ability_enable_deadly_onslaught	character_to_character_own	1.0000
wh2_pro08_trait_felix_03	wh_main_effect_character_stat_melee_attack	character_to_character_own	30.0000
wh2_pro08_trait_felix_03	wh_main_effect_character_stat_melee_defence	character_to_character_own	30.0000
wh2_pro08_trait_felix_03	wh_main_effect_character_stat_ward_save	character_to_character_own	20.0000
wh2_pro08_trait_gotrek_01	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1.0000
wh2_pro08_trait_gotrek_01	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh2_pro08_trait_gotrek_01	wh_main_effect_character_stat_melee_defence	character_to_character_own	10.0000
wh2_pro08_trait_gotrek_02	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1.0000
wh2_pro08_trait_gotrek_02	wh_main_effect_character_stat_melee_attack	character_to_character_own	20.0000
wh2_pro08_trait_gotrek_02	wh_main_effect_character_stat_melee_defence	character_to_character_own	20.0000
wh2_pro08_trait_gotrek_02	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
wh2_pro08_trait_gotrek_03	wh_main_effect_ability_enable_deadly_onslaught	character_to_character_own	1.0000
wh2_pro08_trait_gotrek_03	wh_main_effect_character_stat_melee_attack	character_to_character_own	30.0000
wh2_pro08_trait_gotrek_03	wh_main_effect_character_stat_melee_defence	character_to_character_own	30.0000
wh2_pro08_trait_gotrek_03	wh_main_effect_character_stat_ward_save	character_to_character_own	20.0000
wh2_twa03_trait_defeated_rakarth	wh2_twa03_effect_leadership_all_monsters	character_to_force_enemy_provincewide	-5.0000
wh2_twa03_trait_defeated_rakarth	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	8.0000
wh3_dlc20_legacy_trait_exalted_hero_to_marked	wh3_dlc20_effect_pooled_resource_mod_chs_authority_undivided_character	character_to_force_own_alt_text	1.0000
wh3_dlc20_legacy_trait_lord_to_daemon_prince	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh3_dlc20_legacy_trait_lord_to_daemon_prince	wh_main_effect_character_stat_weapon_strength	character_to_character_own	15.0000
wh3_dlc20_legacy_trait_lord_undivided_to_marked	wh3_dlc20_effect_pooled_resource_mod_chs_authority_undivided_character	character_to_force_own_alt_text	2.0000
wh3_dlc20_legacy_trait_sorcerer_death	wh_main_effect_ability_enable_life-leeching	character_to_character_own	1.0000
wh3_dlc20_legacy_trait_sorcerer_fire	wh_main_effect_ability_enable_kindleflame	character_to_character_own	1.0000
wh3_dlc20_legacy_trait_sorcerer_lord_death_nur_to_daemon_prince	wh3_main_effect_ability_wom_cost_pct_death_spells	character_to_character_own	-10.0000
wh3_dlc20_legacy_trait_sorcerer_lord_death_to_death_mnur	wh3_main_effect_ability_wom_cost_pct_death_spells	character_to_character_own	-10.0000
wh3_dlc20_legacy_trait_sorcerer_lord_fire_to_daemon_prince	wh3_main_effect_ability_wom_cost_pct_fire_spells	character_to_character_own	-10.0000
wh3_dlc20_legacy_trait_sorcerer_lord_metal_tze_to_daemon_prince	wh2_dlc11_effect_ability_wom_cost_pct_metal_spells	character_to_character_own	-10.0000
wh3_dlc20_legacy_trait_sorcerer_lord_nurgle_nur_to_daemon_prince	wh3_dlc20_effect_ability_wom_cost_pct_nurgle_spells	character_to_character_own	-10.0000
wh3_dlc20_legacy_trait_sorcerer_lord_tzeentch_tze_to_daemon_prince	wh3_main_effect_ability_wom_cost_pct_tzeentch_spells	character_to_character_own	-10.0000
wh3_dlc20_legacy_trait_sorcerer_metal_to_metal_mtze	wh2_dlc11_effect_ability_wom_cost_pct_metal_spells	character_to_character_own	-10.0000
wh3_dlc20_legacy_trait_sorcerer_metal	wh_main_effect_ability_enable_metalshifting	character_to_character_own	1.0000
wh3_dlc20_legacy_trait_sorcerer_shadows_to_shadows_msla	wh3_main_effect_ability_wom_cost_pct_shadows_spells	character_to_character_own	-10.0000
wh3_dlc20_legacy_trait_sorcerer_shadows	wh_dlc05_effect_ability_enable_smoke_and_mirrors	character_to_character_own	1.0000
wh3_dlc20_trait_champion_of_zanbaijin_azazel	wh3_dlc20_effect_allegiance_points_mod_chs_nor	character_to_faction	50.0000
wh3_dlc20_trait_champion_of_zanbaijin_azazel	wh3_dlc20_faction_political_diplomacy_mod_chaos_norsca	character_to_faction_unseen	80.0000
wh3_dlc20_trait_champion_of_zanbaijin_azazel	wh3_main_faction_political_diplomacy_mod_slaanesh	character_to_faction_unseen	40.0000
wh3_dlc20_trait_champion_of_zanbaijin_azazel	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	5.0000
wh3_dlc20_trait_champion_of_zanbaijin_azazel	wh_main_effect_force_stat_leadership	general_to_force_own	4.0000
wh3_dlc20_trait_champion_of_zanbaijin_festus	wh3_dlc20_effect_allegiance_points_mod_chs_nor	character_to_faction	50.0000
wh3_dlc20_trait_champion_of_zanbaijin_festus	wh3_dlc20_faction_political_diplomacy_mod_chaos_norsca	character_to_faction_unseen	80.0000
wh3_dlc20_trait_champion_of_zanbaijin_festus	wh3_main_faction_political_diplomacy_mod_nurgle	character_to_faction_unseen	40.0000
wh3_dlc20_trait_champion_of_zanbaijin_festus	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	5.0000
wh3_dlc20_trait_champion_of_zanbaijin_festus	wh_main_effect_force_stat_leadership	general_to_force_own	4.0000
wh3_dlc20_trait_champion_of_zanbaijin_valkia	wh3_dlc20_effect_allegiance_points_mod_chs_nor	character_to_faction	50.0000
wh3_dlc20_trait_champion_of_zanbaijin_valkia	wh3_dlc20_faction_political_diplomacy_mod_chaos_norsca	character_to_faction_unseen	80.0000
wh3_dlc20_trait_champion_of_zanbaijin_valkia	wh3_main_faction_political_diplomacy_mod_khorne	character_to_faction_unseen	40.0000
wh3_dlc20_trait_champion_of_zanbaijin_valkia	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	5.0000
wh3_dlc20_trait_champion_of_zanbaijin_valkia	wh_main_effect_force_stat_leadership	general_to_force_own	4.0000
wh3_dlc20_trait_champion_of_zanbaijin_vilitch	wh3_dlc20_effect_allegiance_points_mod_chs_nor	character_to_faction	50.0000
wh3_dlc20_trait_champion_of_zanbaijin_vilitch	wh3_dlc20_faction_political_diplomacy_mod_chaos_norsca	character_to_faction_unseen	80.0000
wh3_dlc20_trait_champion_of_zanbaijin_vilitch	wh3_main_faction_political_diplomacy_mod_tzeentch	character_to_faction_unseen	40.0000
wh3_dlc20_trait_champion_of_zanbaijin_vilitch	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	5.0000
wh3_dlc20_trait_champion_of_zanbaijin_vilitch	wh_main_effect_force_stat_leadership	general_to_force_own	4.0000
wh3_dlc20_trait_defeated_azazel	wh_main_effect_force_stat_leadership	general_to_force_own	4.0000
wh3_dlc20_trait_defeated_azazel	wh_main_effect_force_stat_weapon_strength_lords_heroes	general_to_force_own	3.0000
wh3_dlc20_trait_defeated_festus	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5.0000
wh3_dlc20_trait_defeated_festus	wh_main_effect_force_stat_vigour_loss_reduction	general_to_force_own	-15.0000
wh3_dlc20_trait_defeated_valkia	wh_main_effect_character_stat_ap_damage	character_to_character_own	20.0000
wh3_dlc20_trait_defeated_valkia	wh_main_effect_character_stat_melee_attack	character_to_character_own	4.0000
wh3_dlc20_trait_defeated_vilitch	wh3_main_effect_winds_of_magic_pool_cap	general_to_force_own	10.0000
wh3_dlc20_trait_defeated_vilitch	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wh3_dlc20_unique_trait_kormak	wh3_dlc20_effect_initiative_cost_reduction_mark_of_khorne	character_to_character_own	-50.0000
wh3_dlc20_unique_trait_ograx	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	18.0000
wh3_dlc20_unique_trait_ograx	wh_main_effect_character_stat_weapon_strength	character_to_character_own	15.0000
wh3_dlc23_trait_sarthorael_the_everwatcher	wh2_dlc11_enable_immortal_hidden	character_to_character_own	1.0000
wh3_dlc23_trait_sarthorael_the_everwatcher	wh3_main_effect_spell_targeting_range_all	character_to_character_own	15.0000
wh3_dlc23_trait_sarthorael_the_everwatcher	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_alt_text	15.0000
wh3_dlc24_ritual_cth_mos_stone_settlement_generate_elite_astromancer	wh2_dlc14_effect_magic_cost_all_lores_percentage	character_to_character_own	-25.0000
wh3_dlc24_ritual_cth_mos_stone_settlement_generate_elite_astromancer	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_alt_text	25.0000
wh3_dlc24_ritual_cth_mos_stone_settlement_generate_elite_astromancer	wh_main_effect_agent_action_success_chance	character_to_character_own	25.0000
wh3_dlc24_ritual_cth_mos_stone_settlement_generate_elite_astromancer	wh_main_effect_force_stat_magic_resistance_bad	force_to_force_enemy_provincewide	-15.0000
wh3_dlc24_trait_defeated_mother_ostankya	wh3_main_effect_spell_targeting_range_all	character_to_character_own	10.0000
wh3_dlc24_trait_defeated_mother_ostankya	wh3_main_effect_winds_of_magic_pool_cap	general_to_force_own	5.0000
wh3_dlc24_trait_defeated_mother_ostankya	wh_main_effect_character_stat_magic_resistance	general_to_force_own	5.0000
wh3_dlc24_trait_defeated_the_changeling	wh_main_effect_agent_action_success_chance	character_to_character_regionwide_local_region	5.0000
wh3_dlc24_trait_defeated_the_changeling	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10.0000
wh3_dlc24_trait_defeated_yuan_bo	wh2_dlc14_effect_magic_cost_all_lores_percentage	general_to_force_own	-20.0000
wh3_main_prologue_chosen	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	10.0000
wh3_main_prologue_chosen	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wh3_main_prologue_devious	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-5.0000
wh3_main_prologue_egotist	wh_main_effect_character_stat_melee_defence	character_to_character_own	3.0000
wh3_main_prologue_honest	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	5.0000
wh3_main_prologue_saviour_2	wh_main_effect_character_stat_leadership	character_to_character_own	5.0000
wh3_main_prologue_saviour_2	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	10.0000
wh3_main_prologue_saviour_3	wh_main_effect_character_stat_leadership	character_to_character_own	8.0000
wh3_main_prologue_saviour_3	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	25.0000
wh3_main_prologue_saviour	wh_main_effect_character_stat_leadership	character_to_character_own	3.0000
wh3_main_prologue_trait_post_battle_execute	wh_main_effect_force_stat_leadership_enemy_unit	general_to_force_enemy_regionwide	-5.0000
wh3_main_prologue_vengeful_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh3_main_prologue_vengeful_2	wh_main_effect_force_stat_leadership_enemy_unit	general_to_force_enemy_regionwide	-2.0000
wh3_main_prologue_vengeful_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
wh3_main_prologue_vengeful_3	wh_main_effect_force_stat_leadership_enemy_unit	general_to_force_enemy_regionwide	-5.0000
wh3_main_prologue_vengeful	wh_main_effect_character_stat_melee_attack	character_to_character_own	3.0000
wh3_main_prologue_warlord	wh_main_effect_attribute_enable_causes_fear	character_to_character_own	1.0000
wh3_main_prologue_warlord	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	10.0000
wh3_main_trait_ataman_a_boon_for_all	wh3_main_effect_province_growth_ataman	character_to_province_own_governor	10.0000
wh3_main_trait_ataman_banisher	wh3_main_effect_corruption_reduction_ataman	character_to_province_own_governor	-3.0000
wh3_main_trait_ataman_bolsterer	wh3_main_effect_public_order_atamans	character_to_province_own_governor	1.0000
wh3_main_trait_ataman_defender	wh_main_effect_agent_action_success_chance_enemy	character_to_region_own_provincewide_governor	-25.0000
wh3_main_trait_ataman_drawer_of_blood	wh_main_effect_ability_enable_deadly_onslaught	character_to_character_own	1.0000
wh3_main_trait_ataman_drillmaster	wh_main_effect_force_all_campaign_experience_base_all	character_to_province_own_governor	1.0000
wh3_main_trait_ataman_favours_cavalry	wh_main_effect_force_army_campaign_recruitment_cost_cavalry	character_to_province_own_governor	-15.0000
wh3_main_trait_ataman_favours_infantry	wh_main_effect_force_army_campaign_recruitment_cost_infantry	character_to_province_own_governor	-15.0000
wh3_main_trait_ataman_fiscally_prudent	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide_governor	10.0000
wh3_main_trait_ataman_frost_maiden_ally	wh3_main_effect_agent_recruitment_xp_ksl_frost_maiden	character_to_province_own_governor	3.0000
wh3_main_trait_ataman_good_host	wh3_main_effect_province_growth_ataman	character_to_province_own_governor	20.0000
wh3_main_trait_ataman_horse_comrade	wh_main_effect_force_army_campaign_experience_base_cavalry	character_to_province_own_governor	2.0000
wh3_main_trait_ataman_ice_court_informer	wh3_main_effect_agent_recruitment_xp_ksl_frost_maiden	character_to_province_own_governor	3.0000
wh3_main_trait_ataman_investor	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide_governor	5.0000
wh3_main_trait_ataman_master_builder	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide_governor	-15.0000
wh3_main_trait_ataman_observant	wh2_main_effect_building_construction_time_mod_all	character_to_region_own_provincewide_governor	-35.0000
wh3_main_trait_ataman_orthodoxy_loyalist	wh3_main_effect_agent_recruitment_cost_mod_ksl_patriarch	character_to_province_own_governor	-30.0000
wh3_main_trait_ataman_pioneer	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
wh3_main_trait_ataman_pragmatic_defender	wh_main_effect_force_army_campaign_siege_defend_attrition	character_to_force_own_provincewide_governor	-15.0000
wh3_main_trait_ataman_province_first	wh3_main_effect_public_order_atamans	character_to_province_own_governor	2.0000
wh3_main_trait_ataman_purger	wh3_main_effect_corruption_reduction_ataman	character_to_province_own_governor	-1.0000
wh3_main_trait_ataman_recruiter	wh_main_effect_force_all_campaign_recruitment_cost_all	character_to_province_own_governor	-6.0000
wh3_main_trait_ataman_reverent_patriarch	wh3_main_effect_agent_recruitment_xp_ksl_patriarch	character_to_province_own_governor	3.0000
wh3_main_trait_ataman_reward_the_one	wh3_main_effect_ability_enable_heroic_resilience	character_to_character_own	1.0000
wh3_main_trait_ataman_seeker_of_foes	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1.0000
wh3_main_trait_ataman_traditionalist	wh_main_effect_force_army_campaign_experience_base_infantry	character_to_province_own_governor	2.0000
wh3_main_trait_belakor_spells_hidden	wh2_main_effect_ability_overcast_melkoths_enfeebling_foe	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh2_main_effect_ability_overcast_melkoths_mystifying_miasma	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh2_main_effect_ability_overcast_okkams_mindrazor	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh2_main_effect_ability_overcast_penumbral_pendulum	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh2_main_effect_ability_overcast_pit_of_shades	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh2_main_effect_ability_overcast_the_withering	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_dlc05_effect_ability_enable_enfeebling_foe	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_dlc05_effect_ability_enable_melkoths_mystifying_miasma	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_dlc05_effect_ability_enable_okkams_mindrazor	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_dlc05_effect_ability_enable_penumbral_pendulum	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_dlc05_effect_ability_enable_pit_of_shades	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_dlc05_effect_ability_enable_smoke_and_mirrors	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_dlc05_effect_ability_enable_the_withering	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_main_effect_ability_enable_arcane_conduit	character_to_character_own	1.0000
wh3_main_trait_belakor_spells_hidden	wh_main_effect_ability_enable_evasion	character_to_character_own	1.0000
wh3_main_trait_blessed_by_ind_blades	wh_dlc08_effect_character_stat_enable_frostbite_attacks	character_to_force_own	1.0000
wh3_main_trait_blessed_by_ind_blades	wh_main_effect_force_stat_enable_magic_attacks	character_to_force_own	1.0000
wh3_main_trait_blessed_by_ind_riches	wh3_main_effect_caravan_cargo_capacity	character_to_character_own	30.0000
wh3_main_trait_blessed_by_ind_riches	wh3_main_effect_caravan_cargo_value	character_to_character_own	100.0000
wh3_main_trait_bst_unique_kharak_stoneheart	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_alt_text	5.0000
wh3_main_trait_bst_unique_kharak_stoneheart	wh_dlc03_effect_ability_enable_viletide	character_to_character_own	1.0000
wh3_main_trait_caravan_daemon_hunter	wh_main_effect_attribute_enable_unbreakable	character_to_force_own	1.0000
wh3_main_trait_corrupted_khorne	wh_main_effect_character_stat_weapon_strength	character_to_character_own	15.0000
wh3_main_trait_corrupted_khorne	wh_main_effect_public_order_characters	character_to_province_own	-5.0000
wh3_main_trait_corrupted_nurgle	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	-5.0000
wh3_main_trait_corrupted_nurgle	wh_main_effect_province_growth_characters	character_to_province_own	10.0000
wh3_main_trait_corrupted_nurgle	wh_main_effect_public_order_characters	character_to_province_own	-5.0000
wh3_main_trait_corrupted_slaanesh	wh3_main_effect_force_all_seduce_units_budget_enemy	character_to_force_enemy_regionwide_slaanesh	50.0000
wh3_main_trait_corrupted_slaanesh	wh_main_effect_public_order_characters	character_to_province_own	3.0000
wh3_main_trait_corrupted_tzeentch	wh3_main_effect_winds_of_magic_change_chance_mod	character_to_region_any_local_province_text	20.0000
wh3_main_trait_corrupted_tzeentch	wh_main_effect_public_order_characters	character_to_province_own	-5.0000
wh3_main_trait_defeated_belakor	wh3_main_effect_winds_of_magic_pool_cap	general_to_force_own	5.0000
wh3_main_trait_defeated_belakor	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5.0000
wh3_main_trait_defeated_belakor	wh_main_effect_force_stat_weapon_strength	general_to_force_own	5.0000
wh3_main_trait_defeated_belakor	wh_main_effect_public_order_characters	character_to_province_own	2.0000
wh3_main_trait_defeated_boris	wh3_dlc23_effect_force_stat_leadership_vs_chaos_daemons_norsca_chaos_dwarfs	general_to_force_own	8.0000
wh3_main_trait_defeated_daemon_prince	wh3_main_faction_political_diplomacy_mod_kislev	character_to_faction_unseen	20.0000
wh3_main_trait_defeated_daemon_prince	wh_main_effect_force_army_campaign_attrition_all_resistance	general_to_force_own	-50.0000
wh3_main_trait_defeated_greasus_goldtooth	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	20.0000
wh3_main_trait_defeated_greasus_goldtooth	wh_main_effect_economy_trade_tariff_mod	character_to_faction_unseen	10.0000
wh3_main_trait_defeated_kairos	wh3_main_effect_winds_of_magic_pool_cap	general_to_force_own	5.0000
wh3_main_trait_defeated_kairos	wh_main_effect_force_stat_magic_resistance	general_to_force_own	15.0000
wh3_main_trait_defeated_katarin	wh3_main_effect_attribute_enable_causes_terror_vs_ksl	character_to_character_own	1.0000
wh3_main_trait_defeated_katarin	wh_dlc08_effect_character_stat_enable_frostbite_attacks	character_to_character_own	1.0000
wh3_main_trait_defeated_kostaltyn	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0000
wh3_main_trait_defeated_kostaltyn	wh3_main_effect_force_stat_leadership_own_territory	general_to_force_own	6.0000
wh3_main_trait_defeated_kugath	wh2_main_effect_plague_infectivity_mod	general_to_force_own	-80.0000
wh3_main_trait_defeated_kugath	wh_main_effect_province_growth_characters	character_to_province_own	30.0000
wh3_main_trait_defeated_miao_ying	wh_main_effect_attribute_enable_expert_charge_defence	character_to_character_own	1.0000
wh3_main_trait_defeated_miao_ying	wh_main_effect_force_stat_melee_defence	general_to_force_own	3.0000
wh3_main_trait_defeated_nkari	wh3_main_effect_character_campaign_experience_mod	character_to_character_own_factionwide	7.0000
wh3_main_trait_defeated_nkari	wh_main_effect_force_stat_speed	general_to_force_own	6.0000
wh3_main_trait_defeated_skarbrand	wh2_dlc14_effect_force_charge_bonus_add	general_to_force_own	5.0000
wh3_main_trait_defeated_skarbrand	wh_main_effect_force_stat_weapon_strength	general_to_force_own	8.0000
wh3_main_trait_defeated_skrag_the_slaughterer	wh3_main_effect_winds_of_magic_pool_cap	general_to_force_own	8.0000
