battle_map_location	group	catchment_name	tile_upgrades
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_10	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_11	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_12	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_13	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_14	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_15	
terrain/battles/wh3_main_macro_sla_realm_01/	wh3_main_macro_sla_realm	catchment_16	
terrain/battles/wh3_main_macro_sla_wastes_02_ogr_camp/	wh3_main_macro_sla_wastes_ogr_camp	catchment_11	wh3_main_ogr_camp
terrain/battles/wh3_main_macro_sla_wastes_01/	wh3_main_macro_sla_wastes	catchment_01	
terrain/battles/wh3_main_macro_sla_wastes_02/	wh3_main_macro_sla_wastes	catchment_01	
terrain\battles\wh3_main_macro_sla_wastes_01\	wh3_main_macro_sla_wastes	catchment_01	
terrain\battles\wh3_main_macro_sla_wastes_01\	wh3_main_macro_sla_wastes	catchment_02	
terrain\battles\wh3_main_macro_sla_wastes_01\	wh3_main_macro_sla_wastes	catchment_03	
terrain\battles\wh3_main_macro_sla_wastes_01\	wh3_main_macro_sla_wastes	catchment_04	
terrain\battles\wh3_main_macro_sla_wastes_01\	wh3_main_macro_sla_wastes	catchment_05	
terrain\battles\wh3_main_macro_sla_wastes_01\	wh3_main_macro_sla_wastes	catchment_06	
terrain\battles\wh3_main_macro_sla_wastes_01\	wh3_main_macro_sla_wastes	catchment_07	
terrain\battles\wh3_main_macro_sla_wastes_01\	wh3_main_macro_sla_wastes	catchment_08	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_01	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_02	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_03	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_04	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_05	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_06	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_07	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_08	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_09	
terrain\battles\wh3_main_macro_sla_wastes_02\	wh3_main_macro_sla_wastes	catchment_10	
terrain\battles\stl_dunes_infield_a\	wh3_main_macro_tmb_desert_ogr_camp	catchment_05	wh3_main_ogr_camp
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm_ambush	catchment_21	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm_chokepoint	catchment_22	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_01	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_02	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_03	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_04	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_05	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_06	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_07	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_08	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_09	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_10	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_11	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_12	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_13	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_14	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_15	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_16	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_17	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_18	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_19	
terrain\battles\wh3_main_macro_tze_realm_01\	wh3_main_macro_tze_realm	catchment_20	
terrain/battles/wh3_main_macro_tze_wastes_02_ogr_camp/	wh3_main_macro_tze_wastes_ogr_camp	catchment_11	wh3_main_ogr_camp
terrain/battles/wh3_main_macro_tze_wastes_01/	wh3_main_macro_tze_wastes	catchment_01	
terrain/battles/wh3_main_macro_tze_wastes_02/	wh3_main_macro_tze_wastes	catchment_01	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_main_macro_tze_wastes	catchment_01	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_main_macro_tze_wastes	catchment_02	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_main_macro_tze_wastes	catchment_03	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_main_macro_tze_wastes	catchment_04	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_main_macro_tze_wastes	catchment_05	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_main_macro_tze_wastes	catchment_06	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_main_macro_tze_wastes	catchment_07	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_01	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_02	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_03	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_04	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_05	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_06	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_07	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_08	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_09	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_main_macro_tze_wastes	catchment_10	
terrain/battles/wh3_main_macro_vmp_forest_01/	wh3_main_macro_vmp_forest_ambush	catchment_06	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest_chokepoint	catchment_11	
terrain/battles/wh3_main_macro_vmp_forest_01/	wh3_main_macro_vmp_forest	catchment_01	
terrain/battles/wh3_main_macro_vmp_forest_01/	wh3_main_macro_vmp_forest	catchment_02	
terrain/battles/wh3_main_macro_vmp_forest_01/	wh3_main_macro_vmp_forest	catchment_03	
terrain/battles/wh3_main_macro_vmp_forest_01/	wh3_main_macro_vmp_forest	catchment_04	
terrain/battles/wh3_main_macro_vmp_forest_01/	wh3_main_macro_vmp_forest	catchment_05	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_01	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_02	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_03	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_04	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_05	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_06	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_07	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_08	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_09	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_forest	catchment_10	
terrain/battles/wh3_main_macro_vmp_forest_02/	wh3_main_macro_vmp_grasslands_chokepoint	catchment_11	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest_ambush	catchment_12	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest_chokepoint	catchment_11	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_01	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_02	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_03	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_04	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_05	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_06	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_07	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_08	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_09	
terrain\battles\wh3_main_macro_wef_forest_01\	wh3_main_macro_wef_forest	catchment_10	
terrain\battles\minor_i_nor\	wh3_main_nor_settlement_unfortified_1		
terrain\battles\minor_k_nor\	wh3_main_nor_settlement_unfortified_2		
terrain\battles\minor_l_nor\	wh3_main_nor_settlement_unfortified_3		
terrain\battles\minor_m_nor\	wh3_main_nor_settlement_unfortified_4		
terrain\battles\minor_c_ogr\	wh3_main_ogr_settlement_unfortified_1	catchment_01	
terrain\battles\minor_e_ogr\	wh3_main_ogr_settlement_unfortified_2		
terrain\battles\minor_h_ogr\	wh3_main_ogr_settlement_unfortified_3		
terrain\battles\minor_l_ogr\	wh3_main_ogr_settlement_unfortified_4		
terrain\battles\minor_m_ogr\	wh3_main_ogr_settlement_unfortified_5		
terrain\battles\minor_t_ogr\	wh3_main_ogr_settlement_unfortified_6		
terrain/battles/wh3_pro_brazen_altar/	wh3_main_quest_kho_brazen_altar	catchment_01	
terrain/battles/qb_wh3_prologue_ice_witch_rescue_mega/	wh3_main_quest_ksl_lucent_maze	catchment_01	
terrain/battles/qb_wh3_ksl_temple_of_ursun/	wh3_main_quest_ksl_temple_of_ursun	catchment_01	
terrain/battles/qb_wh3_ksl_boris_unlock/	wh3_main_quest_ksl_the_frozen_falls	catchment_01	
terrain/battles/qb_wh3_ogr_fire_mouth_volcano/	wh3_main_quest_ogr_fire_mouth_volcano	catchment_01	
terrain/battles/qb_wh3_ksl_ice_caverns_of_ymirdrak_mega/	wh3_main_quest_ogr_ice_caverns_of_ymirdrak	catchment_01	
terrain/battles/qb_wh3_tze_floating_chaos_island/	wh3_main_quest_tze_floating_chaos_island	catchment_01	
terrain/battles/major_j_skv/	wh3_main_skv_settlement_standard_1		
terrain\battles\minor_j_skv\	wh3_main_skv_settlement_unfortified_1		
terrain\battles\minor_g_skv\	wh3_main_skv_settlement_unfortified_2		
terrain\battles\major_o_tmb_black_pyramid\	wh3_main_tmb_settlement_black_pyramid		
terrain/battles/major_d_tmb/	wh3_main_tmb_settlement_standard_1		
terrain/battles/major_d_tmb/	wh3_main_tmb_settlement_standard_2		
terrain\battles\minor_d_tmb\	wh3_main_tmb_settlement_unfortified_1		
terrain\battles\minor_d_tmb\	wh3_main_tmb_settlement_unfortified_2		
terrain/battles/major_a_vmp/	wh3_main_vmp_settlement_standard	catchment_01	
terrain\battles\minor_a_vmp\	wh3_main_vmp_settlement_unfortified		
terrain\battles\minor_wef_01\	wh3_main_wef_settlement_unfortified		
terrain/battles/major_i_chs/	wh3_prologue_chaos_settlements_standard	catchment_01	
terrain/battles/major_k_chs/	wh3_prologue_chaos_settlements_standard	catchment_01	
terrain/battles/major_m_chs/	wh3_prologue_chaos_settlements_standard	catchment_01	
terrain/battles/minor_m_chs/	wh3_prologue_chaos_settlements_unfortified		
terrain\battles\minor_g_chs\	wh3_prologue_chaos_settlements_unfortified		
terrain\battles\minor_i_chs\	wh3_prologue_chaos_settlements_unfortified		
terrain\battles\minor_k_chs\	wh3_prologue_chaos_settlements_unfortified		
terrain\battles\minor_p_chs\	wh3_prologue_chaos_settlements_unfortified		
terrain/battles/wh3_main_macro_kho_wastes_01/	wh3_prologue_khorne_land_battle	catchment_01	
terrain/battles/wh3_main_macro_kho_wastes_02/	wh3_prologue_khorne_land_battle	catchment_01	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_prologue_khorne_land_battle	catchment_02	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_prologue_khorne_land_battle	catchment_03	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_prologue_khorne_land_battle	catchment_04	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_prologue_khorne_land_battle	catchment_05	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_prologue_khorne_land_battle	catchment_06	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_prologue_khorne_land_battle	catchment_07	
terrain\battles\wh3_main_macro_kho_wastes_01\	wh3_prologue_khorne_land_battle	catchment_08	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_prologue_khorne_land_battle	catchment_01	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_prologue_khorne_land_battle	catchment_02	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_prologue_khorne_land_battle	catchment_03	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_prologue_khorne_land_battle	catchment_04	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_prologue_khorne_land_battle	catchment_05	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_prologue_khorne_land_battle	catchment_06	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_prologue_khorne_land_battle	catchment_07	
terrain\battles\wh3_main_macro_kho_wastes_02\	wh3_prologue_khorne_land_battle	catchment_08	
terrain\battles\minor_h_ksl\	wh3_prologue_settlement_unfortified	catchment_02	
terrain/battles/wh3_main_macro_ksl_plains_02/	wh3_prologue_snow_land_battle	catchment_01	
terrain/battles/wh3_main_macro_tze_wastes_01/	wh3_prologue_tzeentch_land_battle	catchment_01	
terrain/battles/wh3_main_macro_tze_wastes_02/	wh3_prologue_tzeentch_land_battle	catchment_01	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_prologue_tzeentch_land_battle	catchment_01	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_prologue_tzeentch_land_battle	catchment_02	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_prologue_tzeentch_land_battle	catchment_03	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_prologue_tzeentch_land_battle	catchment_04	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_prologue_tzeentch_land_battle	catchment_05	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_prologue_tzeentch_land_battle	catchment_06	
terrain\battles\wh3_main_macro_tze_wastes_01\	wh3_prologue_tzeentch_land_battle	catchment_07	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_01	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_02	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_03	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_04	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_05	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_06	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_07	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_08	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_09	
terrain\battles\wh3_main_macro_tze_wastes_02\	wh3_prologue_tzeentch_land_battle	catchment_10	
terrain/battles/mtn_pass_battle_01/	wh_dlc05_mtn_pass_tiles		
terrain/battles/mtn_pass_battle_02/	wh_dlc05_mtn_pass_tiles		
terrain/battles/mtn_pass_battle_03/	wh_dlc05_mtn_pass_tiles		
terrain/battles/mtn_pass_battle_04/	wh_dlc05_mtn_pass_tiles		
terrain/battles/mtn_pass_battle_05/	wh_dlc05_mtn_pass_tiles		
terrain/battles/qb_dlc05_spear_of_kurnous/	wh_dlc05_wef_oak_of_ages_tile		
terrain/battles/beast_path_a/	wh_main_bst_ambush_tiles		
terrain/battles/beast_path_b/	wh_main_bst_ambush_tiles		
terrain/battles/beast_path_c/	wh_main_bst_ambush_tiles		
terrain/battles/beast_path_a/	wh_main_bst_subterranean_tiles		
terrain/battles/beast_path_b/	wh_main_bst_subterranean_tiles		
terrain/battles/beast_path_c/	wh_main_bst_subterranean_tiles		
terrain\battles\qb_dlc_bst_shadow_forest\	wh_main_bst_subterranean_tiles		
terrain/battles/wef_forest_path_a/	wh_wef_subterranean_tiles		climate:wef
terrain/battles/wef_forest_path_b/	wh_wef_subterranean_tiles		climate:wef
