name	distance_scaled	density_scaled	event_start	event_stop	grouping_size	max_distance	split	split_close	split_far	split_offset	spotlight	use_reverb	max_start_delay_near	max_start_delay_far	stop_delay	min_refire_time	size_game_parameter	grouping_switch	linked_group_sound	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	grouping	rtpc_1_max_grouping_difference	rtpc_2_max_grouping_difference	size_scaler	min_distance	dual_group_sound	min_size	one_shot_influence_duration	scaled_azimuth_rtpc	doppler_rtpc_name	obstruction_size	trigger_charge_time_to_target	disable_group_merging	grid_multiplier	focus_pool
wh_grp_projectile_bullet_impact	false	false	Battle_Group_Projectile_Bullet_Impact		15.0000	161.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_bullet_impact_multi	false	false	Battle_Group_Projectile_Bullet_Impact		15.0000	161.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		8.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_bullet_inflight	false	false	Battle_Group_Projectile_Bullet_InFlight_Play	Battle_Group_Projectile_Bullet_InFlight_Stop	18.0000	75.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.1500	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_crossbow_fire	false	false	Battle_Group_Small_Arms_Crossbow_Fire		15.0000	195.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_crossbow_impact	false	false	Battle_Group_Projectile_Bolt_Impact		15.0000	161.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.6000	0.0000	0.5000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_dragons_breath_flaming_start	false	false	Battle_Group_Small_Arms_Dragon_Breath_Start		100.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_dragons_breath_flaming_stop	false	false			100.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_dragons_breath_ice_loop	false	false	Battle_Group_Small_Arms_Dragon_Breath_Ice_Loop_Play	Battle_Group_Small_Arms_Dragon_Breath_Ice_Loop_Stop	100.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_dragons_breath_ice_start	false	false	Battle_Group_Small_Arms_Dragon_Breath_Ice_Start		100.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_dragons_breath_ice_stop	false	false			100.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_grenade_launcher_fire	false	false	Battle_Group_Small_Arms_Grenade_Launcher_Fire		15.0000	195.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh_grp_projectile_grenade_launcher_new_fire	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_grenade_launcher_impact	false	false	Battle_Group_Projectile_Grenade_Explosion		15.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size	Battle_Material_Type							100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_grenade_launcher_new_fire	false	false	Battle_Group_Small_Arms_Grenade_Launcher_new_Fire		17.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.8000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		3.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_hand_cannon_fire	false	false	Battle_Group_Small_Arms_Hand_Cannon_Fire		17.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.8000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		3.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_javelin_fire_normal	false	false	Battle_Group_Projectile_Javelin_Launch_Normal		15.0000	195.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_javelin_impact_normal	false	false	Battle_Group_Projectile_Javelin_Impact_Normal		15.0000	195.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.6000	0.0000	0.5000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_javelin_inflight_normal	false	false	Battle_Group_Projectile_Javelin_InFlight_Normal_Play	Battle_Group_Projectile_Javelin_InFlight_Normal_Stop	18.0000	195.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.1500	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_ogre_bullet_impact	false	false	Battle_Group_Projectile_Ogre_Bullet_Impact		15.0000	161.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_ogre_bullet_impact_multi	false	false	Battle_Group_Projectile_Ogre_Bullet_Impact		15.0000	161.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		8.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_ogre_bullet_inflight	false	false	Battle_Group_Projectile_Ogre_Bullet_InFlight_Play	Battle_Group_Projectile_Ogre_Bullet_InFlight_Stop	18.0000	75.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.1500	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_ogre_pistol_fire	false	false	Battle_Group_Small_Arms_Ogre_Pistol_Fire		15.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.4000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_pistol_fire	false	false	Battle_Group_Small_Arms_Pistol_Fire		15.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.4000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_razordon_inflight	false	false	Battle_Group_Projectile_Razordon_InFlight_Normal_Play	Battle_Group_Projectile_Razordon_InFlight_Normal_Stop	18.0000	195.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.1500	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		3.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_razordon_inflight_ror	false	false	Battle_Group_Projectile_Razordon_InFlight_Normal_Play	Battle_Group_Projectile_Razordon_InFlight_Normal_Stop	18.0000	195.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.1500	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		3.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_repeater_gun_fire	false	false	Battle_Group_Small_Arms_Repeater_Gun_Fire		15.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.4000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_repeater_rifle_fire	false	false	Battle_Group_Small_Arms_Repeater_Rifle_Fire		15.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.2000	0.4000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_projectile_rock_cluster	false	false	Play_Battle_Individual_Projectile_Rock_Cluster_Impact		25.0000	400.0000	false	0.0000	0.0000	0.0000	false	true	0.1000	0.3000	0.0000	0.5500	Battle_Group_Size_Blasting_Charge	Battle_Projectile_Impact_Target		Battle_Projectile_Speed	Projectile_Speed				100.0000	100.0000	1.0000	0.0000		1.0000	0.0000	Battle_Group_Azimuth	Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh_grp_spell_beasts_amber_spear	false	false	Battle_IND_Magic_Beasts_The_Amber_Spear_Impact		28.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	2.0000	Battle_Group_Size	Battle_Material_Type							100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh_grp_spell_big_waaagh_gaze_of_mork_Impact	false	false	Battle_IND_Magic_Big_Waaagh_Gaze_of_Mork_Impact		28.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	1.0000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh_grp_spell_big_waaagh_gaze_of_mork_inflight	false	false	Battle_IND_Magic_Big_Waaagh_Gaze_of_Mork_Inflight_Start	Battle_IND_Magic_Big_Waaagh_Gaze_of_Mork_Inflight_Stop	16.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh_grp_spell_big_waaagh_gaze_of_mork_launch	false	false	Battle_IND_Magic_Big_Waaagh_Gaze_of_Mork_Launch		8.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh_grp_spell_fire_fireball	false	false	Battle_IND_Magic_Fire_Fireball_Impact		28.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	2.0000	Battle_Group_Size	Battle_Group_Size_Projectile_Amber_Bow							100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh_grp_spell_light_burning_gaze_impact	false	false	Battle_IND_Magic_Light_Shems_Burning_Gaze_Impact		28.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	1.0000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh_grp_spell_light_burning_gaze_inflight	false	false	Battle_IND_Magic_Light_Shems_Burning_Gaze_Inflight_Start	Battle_IND_Magic_Light_Shems_Burning_Gaze_Inflight_Stop	16.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh_grp_spell_light_burning_gaze_launch	false	false	Battle_IND_Magic_Light_Shems_Burning_Gaze_Launch		8.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh_grp_spell_lil_waaagh_vindictive_glare_impact	false	false	Battle_IND_Magic_Lil_Waaagh_Vindictive_Inflight_Impact		28.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	1.0000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh_grp_spell_lil_waaagh_vindictive_glare_launch	false	false	Battle_IND_Magic_Lil_Waaagh_Vindictive_Launch		8.0000	700.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh_grp_spell_ruin_warp_lightning_impact	false	false	Battle_IND_Magic_Ruin_Warp_Lightning_Impact		28.0000	500.0000	false	0.0000	0.0000	0.0000	false	false	0.3000	0.6000	0.0000	1.0000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh_grp_spell_vampires_gaze_of_nagash_impact	false	false	Battle_IND_Magic_Vampire_Gaze_Of_Nagash_Impact		28.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	1.0000	Battle_Group_Size	Battle_Projectile_Impact_Target							100.0000	100.0000	1.0000	0.0000		1.0000	0.0000			0.0000	0.0000	false	0.0000	
wh_grp_spell_vampires_gaze_of_nagash_inflight	false	false	Battle_IND_Magic_Vampire_Gaze_Of_Nagash_Inflight_Start	Battle_IND_Magic_Vampire_Gaze_Of_Nagash_Inflight_Stop	16.0000	300.0000	false	0.0000	0.0000	0.0000	false	true	0.0000	0.0000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh_grp_spell_vampires_gaze_of_nagash_launch	false	false	Battle_IND_Magic_Vampire_Gaze_Of_Nagash_Launch		8.0000	500.0000	false	0.0000	0.0000	0.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		1.0000	0.0000		Battle_Projectile_Doppler	0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_beastmen_charge	false	false	Battle_Group_Vocalisation_Beastmen_Charge		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh_grp_vocalisation_beastmen_melee	false	false	Battle_Group_Vocalisation_Beastmen_Melee_Play	Battle_Group_Vocalisation_Beastmen_Melee_Stop	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_gutteral	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_beastmen_moving_taunt	false	false	Battle_Group_Vocalisation_Beastmen_Taunting_Play	Battle_Group_Vocalisation_Beastmen_Taunting_Stop	35.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	4.0000			0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_beastmen_pain	false	false	Battle_Group_Vocalisation_Beastmen_Pain		18.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_beastmen_taunt	false	false	Battle_Group_Vocalisation_Beastmen_Taunt		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_beastmen_taunting	false	false	Battle_Group_Vocalisation_Beastmen_Taunting_Play	Battle_Group_Vocalisation_Beastmen_Taunting_Stop	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_gutteral	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_beastmen_unit_response	false	false	Battle_Group_Vocalisation_Beastmen_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_beastmen_unit_selection	false	false	Battle_Group_Vocalisation_Beastmen_Unit_Selection		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_blood_knight_charge	false	false	Battle_Group_Vocalisation_Blood_Knights_Charge	Battle_Group_Vocalisation_do_nothing	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	6.0000	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20.0000	100.0000	1.0000	0.0000		5.0000	5.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh_grp_vocalisation_blood_knight_collision	false	false	Battle_Group_Vocalisation_Blood_Knights_Collision		32.0000	300.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size			Battle_Group_Vocalisation_Cohesion	Entity_Cohesion				1.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_blood_knight_melee	false	false	Battle_Group_Vocalisation_Blood_Knights_Melee_Play	Battle_Group_Vocalisation_Blood_Knights_Melee_Stop	24.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.6000	0.5000	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_gutteral	6.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_blood_knight_pain	false	false	Battle_Group_Vocalisation_Blood_Knights_Pain		18.0000	300.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_blood_knight_taunting	false	false	Battle_Group_Vocalisation_Blood_Knights_Taunting_Play	Battle_Group_Vocalisation_Blood_Knights_Taunting_Stop	12.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_chaos_default_encouragement	15.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_blood_knight_unit_response	false	false	Battle_Group_Vocalisation_Blood_Knights_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_blood_knight_unit_selection	false	false	Battle_Group_Vocalisation_Blood_Knights_Unit_Selection		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_chosen_charge	false	false	Battle_Group_Vocalisation_Chaos_Chosen_Charge	Battle_Group_Vocalisation_do_nothing	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	6.0000	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20.0000	100.0000	1.0000	0.0000		5.0000	5.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh_grp_vocalisation_chaos_chosen_taunt	false	false	Battle_Group_Vocalisation_Chaos_Chosen_Taunt		20.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.5000	5.0000			0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_chosen_taunting	false	false	Battle_Group_Vocalisation_Chaos_Chosen_Taunting_Play	Battle_Group_Vocalisation_Chaos_Chosen_Taunting_Stop	12.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_chaos_default_encouragement	15.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_chosen_unit_response	false	false	Battle_Group_Vocalisation_Chaos_Chosen_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_chosen_unit_selection	false	false	Battle_Group_Vocalisation_Chaos_Chosen_Unit_Selection		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_default_charge	false	false	Battle_Group_Vocalisation_Chaos_Default_Charge	Battle_Group_Vocalisation_do_nothing	32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	6.0000	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20.0000	100.0000	1.0000	0.0000		5.0000	5.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
wh_grp_vocalisation_chaos_default_encouragement	false	false	Battle_Group_Vocalisation_Chaos_Default_Encouragement_Play	Battle_Group_Vocalisation_Chaos_Default_Encouragement_Stop	18.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size_Slew								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_gutteral	5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_default_melee	false	false	Battle_Group_Vocalisation_Chaos_Default_Melee_Play	Battle_Group_Vocalisation_Chaos_Default_Melee_Stop	24.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.6000	0.5000	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_overlay_humanoid_gutteral	6.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_default_pain	false	false	Battle_Group_Vocalisation_Chaos_Default_Pain		18.0000	300.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_default_taunt	false	false	Battle_Group_Vocalisation_Chaos_Default_Taunt		20.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.3500	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		4.5000	5.0000			0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_default_taunting	false	false	Battle_Group_Vocalisation_Chaos_Default_Taunting_Play	Battle_Group_Vocalisation_Chaos_Default_Taunting_Stop	12.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.0000	0.0000	0.4000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000	wh2_grp_vocalisation_chaos_default_encouragement	15.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_default_unit_response	false	false	Battle_Group_Vocalisation_Chaos_Default_Unit_Response		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_default_unit_selection	false	false	Battle_Group_Vocalisation_Chaos_Default_Unit_Selection		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size								100.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	false	0.0000	
wh_grp_vocalisation_chaos_forsaken_charge	false	false	Battle_Group_Vocalisation_Chaos_Forsaken_Charge		32.0000	400.0000	false	5.0000	15.0000	15.0000	false	true	0.3000	0.6000	0.0000	0.5000	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20.0000	100.0000	1.0000	0.0000		5.0000	0.0000	Battle_Group_Azimuth		0.0000	0.0000	true	0.0000	
