pooled_resource_factor	resource_cost	amount	context	ui_resource_transaction_pooled_resource
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t2_sacrifice_requirement	-2500	absolute	secondary
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_t2	-750	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t2	750	absolute	secondary
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_t3_sacrifice_requirement_high	-1500	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t3_sacrifice_requirement_high	-7500	absolute	default
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_t3_sacrifice_requirement	-1500	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t3_sacrifice_requirement	-5000	absolute	secondary
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_t3	-1500	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t3	1500	absolute	secondary
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_t4_sacrifice_requirement	-2000	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t4_sacrifice_requirement	-15000	absolute	secondary
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_t4	-2000	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t4	2000	absolute	secondary
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_t5_sacrifice_requirement	-2500	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t5_sacrifice_requirement	-25000	absolute	secondary
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_t5	-2500	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_initiative_souls_und_t5	2500	absolute	secondary
wh3_dlc20_chs_eotg_gifts	wh3_dlc20_initiative_souls_und_upkeep_t1	1	absolute	default
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_upkeep_t1	-50	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices_upkeep	wh3_dlc20_initiative_souls_und_upkeep_t1	50	absolute	secondary
wh3_dlc20_chs_eotg_gifts	wh3_dlc20_initiative_souls_und_upkeep_t2	1	absolute	default
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_upkeep_t2	-100	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices_upkeep	wh3_dlc20_initiative_souls_und_upkeep_t2	100	absolute	secondary
wh3_dlc20_chs_eotg_gifts	wh3_dlc20_initiative_souls_und_upkeep_t3	1	absolute	default
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_upkeep_t3	-150	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices_upkeep	wh3_dlc20_initiative_souls_und_upkeep_t3	150	absolute	secondary
wh3_dlc20_chs_eotg_gifts	wh3_dlc20_initiative_souls_und_upkeep_t4	1	absolute	default
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_upkeep_t4	-200	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices_upkeep	wh3_dlc20_initiative_souls_und_upkeep_t4	200	absolute	secondary
wh3_dlc20_chs_eotg_gifts	wh3_dlc20_initiative_souls_und_upkeep_t5	1	absolute	default
wh3_dlc20_chs_souls_chaos_gifts	wh3_dlc20_initiative_souls_und_upkeep_t5	-350	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices_upkeep	wh3_dlc20_initiative_souls_und_upkeep_t5	350	absolute	secondary
wh3_dlc20_chs_souls_path_to_glory	wh3_dlc20_initiative_temp_buff	500	absolute	default
wh3_dlc20_chs_souls_spent_kho_sacrifices	wh3_dlc20_kho_tech	1000	absolute	default
wh3_dlc20_chs_souls_spent_nur_sacrifices	wh3_dlc20_nur_tech	1000	absolute	default
wh3_dlc20_chs_eotg_eotg	wh3_dlc20_ritual_eye_of_the_gods_required	-50	absolute	default
wh3_dlc20_chs_souls_spent_sla_sacrifices	wh3_dlc20_sla_tech	1000	absolute	default
wh3_dlc20_chs_souls_factor_events	wh3_dlc20_souls_eye_of_the_gods	2000	absolute	default
wh3_dlc20_chs_souls_battle	wh3_dlc20_souls_sacking_razing	1	absolute	default
wh3_dlc20_chs_souls_settlements	wh3_dlc20_souls_vassalisation	500	absolute	default
wh3_dlc20_chs_souls_factor_rifts	wh3_dlc20_teleportation_network_traverse_azazel_node	-250	absolute	default
wh3_dlc20_chs_teleport_network_traversal_azazel	wh3_dlc20_teleportation_network_traverse_azazel_node	1	absolute	default
wh3_dlc20_chs_souls_factor_rifts	wh3_dlc20_teleportation_network_traverse_festus_node	-250	absolute	default
wh3_dlc20_chs_teleport_network_traversal_festus	wh3_dlc20_teleportation_network_traverse_festus_node	1	absolute	default
wh3_dlc20_chs_teleport_network_rift_resource	wh3_dlc20_teleportation_network_traverse_unclaimed_node	-1	absolute	default
wh3_dlc20_chs_souls_factor_rifts	wh3_dlc20_teleportation_network_traverse_valkia_node	-250	absolute	default
wh3_dlc20_chs_teleport_network_traversal_valkia	wh3_dlc20_teleportation_network_traverse_valkia_node	1	absolute	default
wh3_dlc20_chs_souls_factor_rifts	wh3_dlc20_teleportation_network_traverse_vilitch_node	-250	absolute	default
wh3_dlc20_chs_teleport_network_traversal_vilitch	wh3_dlc20_teleportation_network_traverse_vilitch_node	1	absolute	default
wh3_dlc20_chs_souls_spent_tze_sacrifices	wh3_dlc20_tze_tech	1000	absolute	default
wh3_dlc20_chs_souls_spent_und_sacrifices	wh3_dlc20_und_tech	1000	absolute	default
wh3_dlc20_chs_souls_factor_events_negative	wh3_dlc20_vilitch_cotw_cost_break_alliance	-25	absolute	default
wh3_dlc20_chs_souls_factor_events_negative	wh3_dlc20_vilitch_cotw_cost	-250	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_1000	-1000	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_100	-100	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_150	-150	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_200	-200	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_250	-250	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_300	-300	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_400	-400	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_500	-500	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_50	-50	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_600	-600	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_armaments_building_800	-800	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_armaments_hellforge_upkeep_reduction_t1	1	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_armaments_hellforge_upkeep_reduction_t2	2	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_armaments_hellforge_upkeep_reduction_t3	3	absolute	default
wh3_dlc23_chd_armaments_hellforge_upkeep	wh3_dlc23_chd_armaments_hellforge_upkeep_t1	-8	absolute	default
wh3_dlc23_chd_armaments_hellforge_upkeep	wh3_dlc23_chd_armaments_hellforge_upkeep_t2	-10	absolute	default
wh3_dlc23_chd_armaments_hellforge_upkeep	wh3_dlc23_chd_armaments_hellforge_upkeep_t3	-12	absolute	default
wh3_dlc23_chd_armaments_hellforge_upkeep	wh3_dlc23_chd_armaments_hellforge_upkeep_t4	-14	absolute	default
wh3_dlc23_chd_armaments_hellforge_upkeep	wh3_dlc23_chd_armaments_hellforge_upkeep_t5	-16	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_bull_centaur	wh3_dlc23_chd_hellforge_unit_cap_increase_bull_centaur_1	1	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_flying_beast	wh3_dlc23_chd_hellforge_unit_cap_increase_flying_beast_1	1	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_kdaai	wh3_dlc23_chd_hellforge_unit_cap_increase_kdaai_1	1	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hellforge_unit_cap_increase_mel_inf_1	1	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hellforge_unit_cap_increase_mis_inf_1	1	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_warmachine	wh3_dlc23_chd_hellforge_unit_cap_increase_warmachine_1	1	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_bull_centaur	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t1	-2	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_bull_centaur	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t2	-4	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_bull_centaur	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t3	-6	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_bull_centaur	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t4	-8	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_bull_centaur	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t5	-10	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_bull_centaur	wh3_dlc23_chd_hellforge_unit_cap_required_bull_centaur_t6	-20	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_flying_beast	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t1	-4	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_flying_beast	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t2	-6	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_flying_beast	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t3	-8	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_flying_beast	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t4	-10	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_flying_beast	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t5	-12	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_flying_beast	wh3_dlc23_chd_hellforge_unit_cap_required_flying_beast_t6	-20	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_kdaai	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t1	-3	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_kdaai	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t2	-5	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_kdaai	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t3	-7	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_kdaai	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t4	-9	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_kdaai	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t5	-11	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_kdaai	wh3_dlc23_chd_hellforge_unit_cap_required_kdaai_t6	-20	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t0	-5	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t1	-7	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t2	-10	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t3	-13	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t4	-16	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t5	-18	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mel_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mel_inf_t6	-30	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t0	-4	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t1	-6	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t2	-9	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t3	-12	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t4	-15	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t5	-18	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_mis_inf	wh3_dlc23_chd_hellforge_unit_cap_required_mis_inf_t6	-30	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_warmachine	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t1	-4	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_warmachine	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t2	-6	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_warmachine	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t3	-8	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_warmachine	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t4	-10	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_warmachine	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t5	-12	absolute	default
wh3_dlc23_chd_hellforge_unit_cap_unlocker_warmachine	wh3_dlc23_chd_hellforge_unit_cap_required_warmachine_t6	-24	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_beasts_1	-250	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_beasts_2	-750	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_beasts_3	-1500	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_kdaai_1	-250	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_kdaai_2	-750	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_kdaai_3	-2500	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_war_machines_1	-250	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_war_machines_2	-750	absolute	default
wh3_dlc23_chd_armaments_construction	wh3_dlc23_chd_military_war_machines_3	-2500	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_1000	-1000	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_100	-100	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_1200	-1200	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_1250	-1250	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_15000	-15000	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_1500	-1500	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_150	-150	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_1750	-1750	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_2000	-2000	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_200	-200	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_2250	-2250	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_2500	-2500	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_250	-250	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_3000	-3500	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_300	-300	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_4000	-4000	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_400	-400	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_4500	-4500	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_5000	-5000	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_500	-500	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_50	-50	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_600	-600	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_7500	-7500	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_750	-750	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_800	-800	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_raw_materials_building_8500	-8500	absolute	default
wh3_dlc23_chd_raw_materials_settlements_razed	wh3_dlc23_chd_raze_raw_materials	1	absolute	default
wh3_dlc23_chd_conclave_influence_spent_slot_claimed	wh3_dlc23_chd_ritual_toz_tier1	-75	absolute	default
wh3_dlc23_chd_conclave_influence_spent_slot_claimed	wh3_dlc23_chd_ritual_toz_tier2	-150	absolute	default
wh3_dlc23_chd_conclave_influence_spent_slot_claimed	wh3_dlc23_chd_ritual_toz_tier3	-300	absolute	default
wh3_dlc23_chd_conclave_influence_spent_slot_claimed	wh3_dlc23_chd_ritual_toz_tier4	-600	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_bale_taurus	-450	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs	-300	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses	-150	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors	-100	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_hellcannon	-300	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives	-300	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_infernal_guard	-250	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	-350	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer	-500	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn	-300	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_lammasu	-350	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_taurus	-250	absolute	default
wh3_dlc23_chd_armaments_hellforge	wh3_dlc23_chd_ritual_unit_cap_warmachines	-200	absolute	default
wh3_dlc23_chd_labour_construction	wh3_dlc23_chd_rush_construction_labour_cost	-100	absolute	default
wh3_dlc23_chd_labour_global_temp_captured_in_battle	wh3_dlc23_chd_sack_labour	1	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_tower_settlement_colonise	-500	absolute	default
wh3_dlc23_chd_raw_materials_construction	wh3_dlc23_chd_tower_settlement_occupation	-500	absolute	default
wh3_dlc23_chd_labour_global_temp_captured_in_battle	wh3_dlc23_post_battle_labour	1	absolute	default
wh3_dlc23_chd_raw_materials_battles	wh3_dlc23_post_battle_raw_materials	1	absolute	default
wh3_dlc23_chd_labour_labour_actions	wh3_dlc23_ritual_chd_gain_conf_inf_labour_cost	-200	absolute	default
wh3_dlc23_chd_conclave_influence_gained_labour_sacrifice	wh3_dlc23_ritual_chd_gain_conf_inf_upgraded	15	absolute	default
wh3_dlc23_chd_conclave_influence_gained_labour_sacrifice	wh3_dlc23_ritual_chd_gain_conf_inf	10	absolute	default
wh3_dlc23_chd_labour_labour_actions	wh3_dlc23_ritual_chd_sell_labour_reward_labour_cost	-200	absolute	default
wh3_dlc23_chd_labour_labour_actions	wh3_dlc23_ritual_chd_set_example_labour_cost	-200	absolute	default
wh3_dlc23_chd_raw_materials_technology	wh3_dlc23_tech_chd_industry_high	-2000	absolute	default
wh3_dlc23_chd_raw_materials_technology	wh3_dlc23_tech_chd_industry_low	-1000	absolute	default
wh3_dlc23_chd_raw_materials_technology	wh3_dlc23_tech_chd_industry_medium	-1500	absolute	default
wh3_dlc23_chd_armaments_technology	wh3_dlc23_tech_chd_military_high	-500	absolute	default
wh3_dlc23_chd_armaments_technology	wh3_dlc23_tech_chd_military_low	-200	absolute	default
wh3_dlc23_chd_armaments_technology	wh3_dlc23_tech_chd_military_medium	-250	absolute	default
wh3_dlc23_chd_conclave_influence_spent_technology	wh3_dlc23_tech_chd_sorcery_high	-100	absolute	default
wh3_dlc23_chd_conclave_influence_spent_technology	wh3_dlc23_tech_chd_sorcery_low	-25	absolute	default
wh3_dlc23_chd_conclave_influence_spent_technology	wh3_dlc23_tech_chd_sorcery_medium	-50	absolute	default
wh2_dlc17_bst_dread_used_panel_purchase	wh3_dlc24_bst_ritual_unit_cap_incarnate_elemental_beasts	-600	absolute	default
wh2_dlc17_bst_dread_used_panel_purchase	wh3_dlc24_bst_ritual_unit_cap_tzaangors	-400	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_battles	wh3_dlc24_resource_cost_ksl_captives_mother_ostankya	1	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_1_empowered	-60	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_1	-30	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_2_empowered	-80	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_2	-40	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_3_empowered	-120	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_3	-60	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_4_empowered	-100	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_4	-50	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_5_empowered	-40	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_5	-20	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_hexes	wh3_dlc24_resource_cost_ksl_hex_6	-100	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_technology	wh3_dlc24_resource_cost_ksl_spirit_essence_tech_150	-150	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_technology	wh3_dlc24_resource_cost_ksl_spirit_essence_tech_250	-250	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_technology	wh3_dlc24_resource_cost_ksl_spirit_essence_tech_25	-25	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_technology	wh3_dlc24_resource_cost_ksl_spirit_essence_tech_50	-50	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_witchs_hut_brews	wh3_dlc24_resource_cost_ksl_witchs_hut_brew_advanced	-10	absolute	default
wh3_dlc24_ksl_spirit_essence_factor_witchs_hut_brews	wh3_dlc24_resource_cost_ksl_witchs_hut_brew	-5	absolute	default
wh3_main_tze_grimoires_factor_changing_of_the_ways	wh3_dlc24_ritual_tze_cotw_the_changeling_spread_corruption	-125	absolute	default
wh3_dlc24_tze_grimoires_factor_rifts	wh3_dlc24_teleportation_network_traverse_the_changeling_node	-250	absolute	default
wh3_main_tze_grimoires_factor_technology	wh3_dlc24_tze_tech_grimoires_100	-100	absolute	default
wh3_main_tze_grimoires_factor_technology	wh3_dlc24_tze_tech_grimoires_10	-10	absolute	default
wh3_main_tze_grimoires_factor_technology	wh3_dlc24_tze_tech_grimoires_200	-200	absolute	default
wh3_main_tze_grimoires_factor_technology	wh3_dlc24_tze_tech_grimoires_20	-20	absolute	default
wh3_main_tze_grimoires_factor_technology	wh3_dlc24_tze_tech_grimoires_25	-25	absolute	default
wh3_main_tze_grimoires_factor_technology	wh3_dlc24_tze_tech_grimoires_30	-30	absolute	default
wh3_main_tze_grimoires_factor_technology	wh3_dlc24_tze_tech_grimoires_400	-400	absolute	default
wh3_main_tze_grimoires_factor_technology	wh3_dlc24_tze_tech_grimoires_50	-50	absolute	default
wh3_main_tze_grimoires_factor_buildings	wh3_dlc24_tze_the_changeling_buildings	-100	absolute	default
wh3_dlc24_tze_cult_supplies_buildings	wh3_dlc24_tze_the_changeling_cult_supplies_building_cost_1	-10	absolute	default
wh3_dlc24_tze_cult_supplies_buildings	wh3_dlc24_tze_the_changeling_cult_supplies_building_cost_2	-20	absolute	default
wh3_dlc24_tze_cult_supplies_buildings	wh3_dlc24_tze_the_changeling_cult_supplies_building_cost_3	-30	absolute	default
wh3_dlc24_tze_cult_supplies_buildings	wh3_dlc24_tze_the_changeling_cult_supplies_building_cost_4	-40	absolute	default
wh3_dlc24_tze_cult_supplies_buildings	wh3_dlc24_tze_the_changeling_cult_supplies_building_cost_5	-50	absolute	default
wh3_dlc24_tze_cult_supplies_buildings	wh3_dlc24_tze_the_changeling_cult_supplies_building_cost_6	-100	absolute	default
wh3_dlc24_tze_hidden_cultists_technology	wh3_dlc24_tze_the_changeling_cultists_tech_cost	-1	absolute	default
wh3_dlc24_tze_rift_gems_technology	wh3_dlc24_tze_the_changeling_rift_tech_cost	-1	absolute	default
wh2_dlc17_bst_dread_used_panel_purchase	wh3_dlc25_bst_ritual_unit_cap_pestigors	-400	absolute	default
