bonus_value_id	effect	ritual
enable	wh3_dlc26_effect_cloak_of_skulls_enable_7	wh3_dlc26_kho_cloak_of_skulls_7_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_8	wh3_dlc26_kho_cloak_of_skulls_8_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_8	wh3_dlc26_kho_cloak_of_skulls_8_2
enable	wh3_dlc26_effect_cloak_of_skulls_enable_8	wh3_dlc26_kho_cloak_of_skulls_8_3
enable	wh3_dlc26_effect_cloak_of_skulls_enable_9	wh3_dlc26_kho_cloak_of_skulls_9_1
enable	wh3_dlc26_effect_cloak_of_skulls_enable_9	wh3_dlc26_kho_cloak_of_skulls_9_2
enable	wh3_dlc26_effect_cloak_of_skulls_enable_9	wh3_dlc26_kho_cloak_of_skulls_9_3
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_1_1
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_1_2
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_1_3
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_1_4
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_2_1
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_2_2
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_2_3
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_3_1
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_3_2
cooldown_mod	wh3_dlc26_effect_cooldown_mod_ritual_skull_throne	wh3_dlc26_ritual_kho_the_skull_throne_4_1
enable	wh3_dlc26_effect_kho_skull_throne_t2	wh3_dlc26_ritual_kho_the_skull_throne_2_1
enable	wh3_dlc26_effect_kho_skull_throne_t2	wh3_dlc26_ritual_kho_the_skull_throne_2_2
enable	wh3_dlc26_effect_kho_skull_throne_t2	wh3_dlc26_ritual_kho_the_skull_throne_2_3
enable	wh3_dlc26_effect_kho_skull_throne_t3	wh3_dlc26_ritual_kho_the_skull_throne_3_1
enable	wh3_dlc26_effect_kho_skull_throne_t3	wh3_dlc26_ritual_kho_the_skull_throne_3_2
enable	wh3_dlc26_effect_kho_skull_throne_t4	wh3_dlc26_ritual_kho_the_skull_throne_4_1
cooldown_mod	wh3_dlc26_effect_skulltaker_teleport_cooldown	wh3_dlc26_skulltaker_teleport
percentage_cost_mod	wh3_dlc26_effect_skulltaker_teleport_cost	wh3_dlc26_skulltaker_teleport
enable	wh3_dlc26_effect_skulltaker_teleport_enable	wh3_dlc26_skulltaker_teleport
disable	wh3_dlc26_effect_tol_disable_tyrants_demands	wh3_dlc26_ogr_tyrants_demands_bribe
disable	wh3_dlc26_effect_tol_disable_tyrants_demands	wh3_dlc26_ogr_tyrants_demands_buyout
percentage_cost_mod	wh3_dlc27_bst_ritual_unit_cap_chimera_preyton_cost_mod	wh3_dlc27_bst_ritual_unit_cap_chimera_preyton
enable	wh3_dlc27_bst_ritual_unit_cap_preyton_chimera_unlock	wh3_dlc27_bst_ritual_unit_cap_chimera_preyton
percentage_cost_mod	wh3_dlc27_bst_ritual_unit_cap_slaangors_cost_mod	wh3_dlc27_bst_ritual_unit_cap_slaangors
enable	wh3_dlc27_bst_ritual_unit_cap_slaangors_unlock	wh3_dlc27_bst_ritual_unit_cap_slaangors
cooldown_mod	wh3_dlc27_effect_cooldown_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_1
cooldown_mod	wh3_dlc27_effect_cooldown_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_2
cooldown_mod	wh3_dlc27_effect_cooldown_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_3
cooldown_mod	wh3_dlc27_effect_cooldown_mod_ritual_wulfrik_seafang_teleport	wh3_dlc27_ritual_wulfrik_teleport
enable	wh3_dlc27_effect_enable_ritual_nor_trogg_trolls_level_1	wh3_dlc27_ritual_nor_throgg_units_level_1
enable	wh3_dlc27_effect_enable_ritual_nor_trogg_trolls_level_2	wh3_dlc27_ritual_nor_throgg_units_level_2
enable	wh3_dlc27_effect_enable_ritual_nor_trogg_trolls_level_3	wh3_dlc27_ritual_nor_throgg_units_level_3
enable	wh3_dlc27_effect_enable_ritual_nor_trogg_trolls_level_4	wh3_dlc27_ritual_nor_throgg_units_level_4
enable	wh3_dlc27_effect_enable_ritual_nor_trogg_trolls_level_5	wh3_dlc27_ritual_nor_throgg_units_level_5
enable	wh3_dlc27_effect_enable_ritual_nor_trogg_trolls_level_6	wh3_dlc27_ritual_nor_throgg_units_level_6
influence_percentage_cost_mod	wh3_dlc27_effect_hef_influence_cost_mod_patrons_of_the_realms	wh3_dlc27_hef_court_increase_standing
influence_percentage_cost_mod	wh3_dlc27_effect_hef_influence_cost_mod_patrons_of_the_realms	wh3_dlc27_hef_court_take_patronage
cooldown_mod	wh3_dlc27_effect_hef_ritual_cooldown_reduction_invocation_asuryan	wh2_main_ritual_hef_asuryan
cooldown_mod	wh3_dlc27_effect_hef_ritual_cooldown_reduction_invocation_hoeth	wh2_main_ritual_hef_hoeth
cooldown_mod	wh3_dlc27_effect_hef_ritual_cooldown_reduction_invocation_hoeth	wh3_dlc27_ritual_hef_hoeth_greater
cooldown_mod	wh3_dlc27_effect_hef_ritual_cooldown_reduction_invocation_isha	wh2_dlc15_ritual_hef_isha_greater
cooldown_mod	wh3_dlc27_effect_hef_ritual_cooldown_reduction_invocation_isha	wh2_main_ritual_hef_isha
cooldown_mod	wh3_dlc27_effect_hef_ritual_cooldown_reduction_invocation_vaul	wh2_dlc15_ritual_hef_vaul_greater
cooldown_mod	wh3_dlc27_effect_hef_ritual_cooldown_reduction_invocation_vaul	wh2_main_ritual_hef_vaul
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_2_mod	wh3_dlc27_sayl_manipulations_faction_recruitment
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_2_mod	wh3_dlc27_sayl_manipulations_faction_vision
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_2_mod	wh3_dlc27_sayl_manipulations_force_bundle
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_2_mod	wh3_dlc27_sayl_manipulations_force_movement
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_2_mod	wh3_dlc27_sayl_manipulations_region_foreign
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_2_mod	wh3_dlc27_sayl_manipulations_region_spoils
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_2_mod	wh3_dlc27_sayl_manipulations_self_magic
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_2_mod	wh3_dlc27_sayl_manipulations_self_recruit
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_mod	wh3_dlc27_sayl_manipulations_faction_vision
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_mod	wh3_dlc27_sayl_manipulations_force_bundle
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_mod	wh3_dlc27_sayl_manipulations_region_spoils
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_1_mod	wh3_dlc27_sayl_manipulations_self_magic
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_2_mod	wh3_dlc27_sayl_manipulations_faction_recruitment
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_2_mod	wh3_dlc27_sayl_manipulations_force_movement
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_2_mod	wh3_dlc27_sayl_manipulations_region_foreign
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_2_mod	wh3_dlc27_sayl_manipulations_self_recruit
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_4_mod	wh3_dlc27_sayl_manipulations_faction_treaties
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_4_mod	wh3_dlc27_sayl_manipulations_faction_war
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_4_mod	wh3_dlc27_sayl_manipulations_force_damage
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_4_mod	wh3_dlc27_sayl_manipulations_force_rebel
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_4_mod	wh3_dlc27_sayl_manipulations_region_destroy
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_4_mod	wh3_dlc27_sayl_manipulations_region_garrison
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_4_mod	wh3_dlc27_sayl_manipulations_self_daemon
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_4_mod	wh3_dlc27_sayl_manipulations_self_force
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_mod	wh3_dlc27_sayl_manipulations_faction_treaties
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_mod	wh3_dlc27_sayl_manipulations_force_damage
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_mod	wh3_dlc27_sayl_manipulations_region_garrison
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_3_mod	wh3_dlc27_sayl_manipulations_self_daemon
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_4_mod	wh3_dlc27_sayl_manipulations_faction_war
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_4_mod	wh3_dlc27_sayl_manipulations_force_rebel
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_4_mod	wh3_dlc27_sayl_manipulations_region_destroy
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_4_mod	wh3_dlc27_sayl_manipulations_self_force
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_faction_recruitment
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_faction_treaties
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_faction_vision
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_faction_war
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_force_bundle
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_force_damage
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_force_movement
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_force_rebel
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_region_destroy
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_region_foreign
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_region_garrison
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_region_spoils
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_self_daemon
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_self_force
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_self_magic
cooldown_mod	wh3_dlc27_effect_nor_sayl_ritual_cd_all_mod	wh3_dlc27_sayl_manipulations_self_recruit
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_faction_recruitment
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_faction_treaties
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_faction_vision
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_faction_war
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_force_bundle
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_force_damage
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_force_movement
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_force_rebel
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_region_destroy
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_region_foreign
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_region_garrison
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_region_spoils
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_self_daemon
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_self_force
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_self_magic
percentage_cost_mod	wh3_dlc27_effect_nor_sayl_ritual_cost_mod	wh3_dlc27_sayl_manipulations_self_recruit
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_2	wh3_dlc27_sayl_manipulations_faction_recruitment
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_2	wh3_dlc27_sayl_manipulations_force_movement
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_2	wh3_dlc27_sayl_manipulations_region_foreign
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_2	wh3_dlc27_sayl_manipulations_self_recruit
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_3	wh3_dlc27_sayl_manipulations_faction_treaties
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_3	wh3_dlc27_sayl_manipulations_force_damage
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_3	wh3_dlc27_sayl_manipulations_region_garrison
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_3	wh3_dlc27_sayl_manipulations_self_daemon
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_4	wh3_dlc27_sayl_manipulations_faction_war
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_4	wh3_dlc27_sayl_manipulations_force_rebel
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_4	wh3_dlc27_sayl_manipulations_region_destroy
enable	wh3_dlc27_effect_nor_sayl_ritual_unlock_4	wh3_dlc27_sayl_manipulations_self_force
effect_bundle_duration_mod	wh3_dlc27_effect_payload_duration_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_1
effect_bundle_duration_mod	wh3_dlc27_effect_payload_duration_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_2
effect_bundle_duration_mod	wh3_dlc27_effect_payload_duration_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_3
percentage_cost_mod	wh3_dlc27_effect_percentage_cost_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_1
percentage_cost_mod	wh3_dlc27_effect_percentage_cost_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_2
percentage_cost_mod	wh3_dlc27_effect_percentage_cost_mod_dechala_caress_of_slaanesh	wh3_dlc27_sla_dechala_caress_3
percentage_cost_mod	wh3_dlc27_effect_ritual_cost_tribute_court	wh3_dlc27_hef_court_action_tribute
enable	wh3_dlc27_effect_ritual_enable_tyrion_1	wh3_dlc27_hef_tyrion_imperatives_general_8
enable	wh3_dlc27_effect_ritual_enable_tyrion_2	wh3_dlc27_hef_tyrion_imperatives_general_9
disable_ritual_targeting	wh3_dlc27_effect_ritual_lock_targeting_tyrion_militia	wh3_dlc27_hef_tyrion_imperatives_general_5
disable_ritual_targeting	wh3_dlc27_effect_ritual_lock_targeting_tyrion_militia	wh3_dlc27_hef_tyrion_imperatives_general_7
percentage_cost_mod	wh3_dlc27_effect_sla_create_cult_ritual_cost_mod_dechala	wh3_dlc27_ritual_sla_create_cults_dechala
percentage_cost_mod	wh3_dlc27_effect_sla_dechala_create_cult_ritual_cost_mod	wh3_dlc27_ritual_sla_create_cults_dechala
disable	wh3_dlc27_eternal_dance_tempo_4_dance_disable_ritual_masque_of_attraction	wh3_dlc27_sla_ritual_masque_of_attraction
disable	wh3_dlc27_eternal_dance_tempo_4_dance_disable_ritual_masque_of_destruction	wh3_dlc27_sla_ritual_masque_of_destruction
disable	wh3_dlc27_eternal_dance_tempo_4_dance_disable_ritual_masque_of_displacement	wh3_dlc27_sla_ritual_masque_of_displacement
disable	wh3_dlc27_eternal_dance_tempo_4_dance_disable_ritual_masque_of_reforging	wh3_dlc27_sla_ritual_masque_of_reforging
enable	wh3_dlc27_eternal_dance_tempo_4_dance_enable_ritual_masque_of_attraction	wh3_dlc27_sla_ritual_masque_of_attraction
enable	wh3_dlc27_eternal_dance_tempo_4_dance_enable_ritual_masque_of_destruction	wh3_dlc27_sla_ritual_masque_of_destruction
enable	wh3_dlc27_eternal_dance_tempo_4_dance_enable_ritual_masque_of_displacement	wh3_dlc27_sla_ritual_masque_of_displacement
enable	wh3_dlc27_eternal_dance_tempo_4_dance_enable_ritual_masque_of_reforging	wh3_dlc27_sla_ritual_masque_of_reforging
percentage_cost_mod	wh3_dlc29_bst_ritual_unit_cap_basilisk_cost_mod	wh3_dlc29_bst_ritual_unit_cap_basilisk
enable	wh3_dlc29_bst_ritual_unit_cap_basilisk_unlock	wh3_dlc29_bst_ritual_unit_cap_basilisk
percentage_cost_mod	wh3_dlc29_bst_ritual_unit_cap_giant_spined_chaos_beast_cost_mod	wh3_dlc29_bst_ritual_unit_cap_giant_spined_chaos_beast
enable	wh3_dlc29_bst_ritual_unit_cap_spined_beast_unlock	wh3_dlc29_bst_ritual_unit_cap_giant_spined_chaos_beast
percentage_cost_mod	wh3_dlc29_chd_ritual_unit_cap_chaos_siege_giant_cost_mod	wh3_dlc29_chd_ritual_unit_cap_chaos_siege_giant
percentage_cost_mod	wh3_dlc29_effect_arbaal_travel_ritual_cost_mod	wh3_dlc26_ritual_kho_arbaal_teleport
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_arkhan
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_dieter
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_krell
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_luthor
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_mannfred
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_nameless
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_neferata
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_vlad
percentage_cost_mod	wh3_dlc29_effect_cost_mortarchs_subjugation	wh3_dlc29_nag_mortarchs_walach
enable	wh3_dlc29_effect_emp_enable_army_buff_1	wh3_dlc29_middenland_army_buff_1
enable	wh3_dlc29_effect_emp_enable_army_buff_2	wh3_dlc29_middenland_army_buff_2
enable	wh3_dlc29_effect_emp_enable_call_of_the_teutogen_level_2	wh3_dlc29_middenland_call_of_the_teutogen_2
enable	wh3_dlc29_effect_emp_enable_call_of_the_teutogen	wh3_dlc29_middenland_call_of_the_teutogen_1
enable	wh3_dlc29_effect_emp_enable_lessons_of_the_hunt_level_2	wh3_dlc29_middenland_lessons_of_the_hunt_2
enable	wh3_dlc29_effect_emp_enable_lessons_of_the_hunt	wh3_dlc29_middenland_lessons_of_the_hunt_1
enable	wh3_dlc29_effect_emp_enable_stride_of_the_white_wolf_level_2	wh3_dlc29_middenland_stride_of_the_white_wolf_2
enable	wh3_dlc29_effect_emp_enable_stride_of_the_white_wolf	wh3_dlc29_middenland_stride_of_the_white_wolf_1
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_garden_cycle	wh3_dlc29_ritual_glottkin_garden_cycle_no_upgrade
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_garden_cycle	wh3_dlc29_ritual_glottkin_garden_cycle_upgrade_1
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_garden_cycle	wh3_dlc29_ritual_glottkin_garden_cycle_upgrade_2
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_garden_cycle	wh3_dlc29_ritual_glottkin_garden_cycle_upgrade_3
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_gifted_unit	wh3_dlc29_ritual_glottkin_gifted_unit_no_upgrade
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_gifted_unit	wh3_dlc29_ritual_glottkin_gifted_unit_upgrade_1
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_gifted_unit	wh3_dlc29_ritual_glottkin_gifted_unit_upgrade_2
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_gifted_unit	wh3_dlc29_ritual_glottkin_gifted_unit_upgrade_3
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_rains	wh3_dlc29_ritual_glottkin_rains_no_upgrade
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_rains	wh3_dlc29_ritual_glottkin_rains_upgrade_1
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_rains	wh3_dlc29_ritual_glottkin_rains_upgrade_2
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_rains	wh3_dlc29_ritual_glottkin_rains_upgrade_3
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_transported_army	wh3_dlc29_ritual_glottkin_transported_army_no_upgrade
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_transported_army	wh3_dlc29_ritual_glottkin_transported_army_upgrade_1
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_transported_army	wh3_dlc29_ritual_glottkin_transported_army_upgrade_2
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_transported_army	wh3_dlc29_ritual_glottkin_transported_army_upgrade_3
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_xp	wh3_dlc29_ritual_glottkin_xp_no_upgrade
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_xp	wh3_dlc29_ritual_glottkin_xp_upgrade_1
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_xp	wh3_dlc29_ritual_glottkin_xp_upgrade_2
disable	wh3_dlc29_effect_glottkin_disable_rotborne_ritual_xp	wh3_dlc29_ritual_glottkin_xp_upgrade_3
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_3	wh3_dlc29_ritual_glottkin_rains_no_upgrade
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_4	wh3_dlc29_ritual_glottkin_rains_no_upgrade
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_5	wh3_dlc29_ritual_glottkin_garden_cycle_no_upgrade
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_5	wh3_dlc29_ritual_glottkin_rains_no_upgrade
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_6	wh3_dlc29_ritual_glottkin_garden_cycle_no_upgrade
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_6	wh3_dlc29_ritual_glottkin_rains_no_upgrade
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_7	wh3_dlc29_ritual_glottkin_garden_cycle_no_upgrade
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_7	wh3_dlc29_ritual_glottkin_rains_no_upgrade
enable	wh3_dlc29_effect_glottkin_enable_rotborne_ritual_souls_threshold_7	wh3_dlc29_ritual_glottkin_transported_army_no_upgrade
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_influence_2
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_influence_3
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_interrogation_2
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_interrogation_3
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_melee_mistwalkers_2
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_melee_mistwalkers_3
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_mist_2
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_mist_3
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_2
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_3
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_2
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_3
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_prison_2
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_ranged_mistwalkers_2
percentage_cost_mod	wh3_dlc29_effect_hef_athel_tamarha_upgrades_cost	wh2_dlc15_athel_tamarha_ranged_mistwalkers_3
percentage_cost_mod	wh3_dlc29_effect_nag_necromancy_cost_mod_all	wh3_dlc29_ritual_nag_unit_capacity_animated_hulks
percentage_cost_mod	wh3_dlc29_effect_nag_necromancy_cost_mod_all	wh3_dlc29_ritual_nag_unit_capacity_black_knights
percentage_cost_mod	wh3_dlc29_effect_nag_necromancy_cost_mod_all	wh3_dlc29_ritual_nag_unit_capacity_blood_knights
percentage_cost_mod	wh3_dlc29_effect_nag_necromancy_cost_mod_all	wh3_dlc29_ritual_nag_unit_capacity_bone_giant
