region	campaign	id	owning_faction	faction_capital	base_population	base_max_population	population	base_gdp	town_wealth	rebel_faction	cultural_originator	rebel_faction_name	settler_rebellions_enabled	capture_prestige	long_description	development_points	base_fertility	slot_cap
wh3_main_combi_region_grunburg	wh3_main_combi	2128977522	1994558830	false	10000	50000	10000	0	0	wh_main_emp_empire	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_grung_zint	wh3_main_combi	1784219423	1159200146	true	10000	50000	10000	0	0	wh_main_grn_skullsmasherz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_gryphon_wood	wh3_main_combi	1065556583	1443225988	true	10000	50000	10000	0	0	wh2_dlc16_wef_drycha	wh_dlc05_sc_wef_wood_elves		false	0		1	0	10
wh3_main_combi_region_hag_graef	wh3_main_combi	349905129	1160931066	true	10000	50000	10000	0	0	wh2_main_def_hag_graef	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_hag_hall	wh3_main_combi	2094788392	675348787	true	10000	50000	10000	0	0	wh2_main_def_drackla_coven	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_haichai	wh3_main_combi	500809098	549966469	true	10000	50000	10000	0	0	wh2_dlc11_def_the_blessed_dread	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_hanyu_port	wh3_main_combi	952922919	85284281	true	10000	50000	10000	0	0	wh3_main_cth_dissenter_lords_of_jinshen	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_combi_region_har_ganeth	wh3_main_combi	826107852	638774402	true	10000	50000	10000	0	0	wh2_main_def_har_ganeth	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_har_kaldra	wh3_main_combi	1314818915	566089373	false	10000	50000	10000	0	0	wh2_main_skv_clan_septik	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_hell_pit	wh3_main_combi	1990649853	2117612387	true	10000	50000	10000	0	0	wh2_main_skv_clan_moulder	wh2_main_sc_skv_skaven		false	0		1	0	10
wh3_main_combi_region_helmgart	wh3_main_combi	963284089	1230551507	false	10000	50000	10000	0	0	wh_main_emp_empire	wh_main_sc_emp_empire		false	0		0	0	2
wh3_main_combi_region_hergig	wh3_main_combi	2065381082	815669351	true	10000	50000	10000	0	0	wh_main_emp_hochland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_combi_region_hexoatl	wh3_main_combi	346794624	718454926	true	10000	50000	10000	0	0	wh2_main_lzd_hexoatl	wh2_main_sc_lzd_lizardmen		false	0		1	0	10
wh3_main_combi_region_hidden_landing	wh3_main_combi	511579462	299845382	true	10000	50000	10000	0	0	wh3_dlc27_sla_the_tormentors	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_hoteks_column	wh3_main_combi	1372239297	1807766155	false	10000	50000	10000	0	0	wh2_main_def_the_forgebound	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_howling_rock	wh3_main_combi	374427758	1436269821	true	10000	50000	10000	0	0	wh3_main_grn_drippin_fangs	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_hualotal	wh3_main_combi	195100799	1485220947	true	10000	50000	10000	0	0	wh3_dlc26_kho_skulltaker	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_ice_rock_gorge	wh3_main_combi	234864262		false	10000	50000	10000	0	0	wh2_dlc16_grn_naggaroth_orcs	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_icespewer	wh3_main_combi	1240651319	1055675159	true	10000	50000	10000	0	0	wh3_main_grn_tusked_sunz	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_igerov	wh3_main_combi	459693133	1869225456	false	10000	50000	10000	0	0	wh3_main_ksl_the_ice_court	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_combi_region_infernius	wh3_main_combi	1064532652	1483749746	false	100000	50000	10000	0	0	wh3_main_kho_crimson_skull	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_iron_rock	wh3_main_combi	158231881	996520110	false	10000	50000	10000	0	0	wh3_dlc26_grn_gorbad_ironclaw	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_iron_storm	wh3_main_combi	1400565387	1654025452	false	10000	50000	10000	0	0	wh3_main_chs_khazag	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_ironfrost	wh3_main_combi	908291048	2122407046	true	10000	50000	10000	0	0	wh2_main_nor_mung	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_ironspike	wh3_main_combi	321295487	1232471715	false	10000	50000	10000	0	0	wh2_main_def_ssildra_tor	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_isle_of_the_crimson_skull	wh3_main_combi	679139009	1264920079	false	10000	50000	10000	0	0	wh2_main_grn_blue_vipers	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_isle_of_wights	wh3_main_combi	1442284206	902139788	true	10000	50000	10000	0	0	wh3_main_chs_shadow_legion	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_itza	wh3_main_combi	142216297	1948666814	true	10000	50000	10000	0	0	wh2_main_lzd_itza	wh2_main_sc_lzd_lizardmen		false	0		1	0	10
wh3_main_combi_region_jade_wind_mountain	wh3_main_combi	973565693	927200392	false	10000	50000	10000	0	0	wh3_main_grn_dimned_sun	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_jungles_of_chian	wh3_main_combi	354463695	2052144643	true	10000	50000	10000	0	0	wh3_dlc21_wef_spirits_of_shanlin	wh_dlc05_sc_wef_wood_elves		false	0		0	0	10
wh3_main_combi_region_ka_sabar	wh3_main_combi	139966435	1761964073	true	10000	50000	10000	0	0	wh_main_vmp_vampire_counts	wh2_dlc09_sc_tmb_tomb_kings		false	0		1	0	8
wh3_main_combi_region_kaiax	wh3_main_combi	984836269	299473800	true	10000	50000	10000	0	0	wh2_dlc12_lzd_cult_of_sotek	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_kappelburg	wh3_main_combi	1686002861	2113120916	false	10000	50000	10000	0	0	wh_main_emp_talabecland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_karag_dromar	wh3_main_combi	725260998	1767864392	false	10000	50000	10000	0	0	wh_main_dwf_zhufbar	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_karag_dron	wh3_main_combi	979897316	210081327	false	10000	50000	10000	0	0	wh3_dlc26_grn_gorbad_ironclaw	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_karag_orrud	wh3_main_combi	1019500774	857470699	false	10000	50000	10000	0	0	wh2_main_skv_clan_mors	wh_main_sc_grn_greenskins		false	0		0	0	8
wh3_main_combi_region_karak_angazhar	wh3_main_combi	841719357	1508182177	true	10000	50000	10000	0	0	wh_main_grn_black_venom	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_karak_azgal	wh3_main_combi	634987465	252096984	false	10000	50000	10000	0	0	wh_main_grn_red_fangs	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_azgaraz	wh3_main_combi	558161846		false	10000	50000	10000	0	0	wh_main_dwf_karak_ziflin	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_karak_azorn	wh3_main_combi	119532600	1867071958	true	10000	50000	10000	0	0	wh3_main_dwf_karak_azorn	wh_main_sc_dwf_dwarfs		false	0		0	0	10
wh3_main_combi_region_karak_azul	wh3_main_combi	923204466	824379357	true	10000	50000	10000	0	0	wh_main_dwf_karak_azul	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_bhufdar	wh3_main_combi	111063984	658473919	true	10000	50000	10000	0	0	wh_main_grn_broken_nose	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_karak_dum	wh3_main_combi	2080193635	836052260	true	10000	50000	10000	0	0	wh3_main_ogr_lazarghs	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_eight_peaks	wh3_main_combi	1165116276	270212848	true	10000	50000	10000	0	0	wh_main_grn_necksnappers	wh_main_sc_dwf_dwarfs		false	0		0	0	10
wh3_main_combi_region_karak_hirn	wh3_main_combi	1175822127	664202917	true	10000	50000	10000	0	0	wh_main_dwf_karak_hirn	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_izor	wh3_main_combi	1344314383	658473919	true	10000	50000	10000	0	0	wh_main_dwf_karak_izor	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_kadrin	wh3_main_combi	1403483493	363706678	true	10000	50000	10000	0	0	wh_main_dwf_karak_kadrin	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_krakaten	wh3_main_combi	1605230175	1548901588	false	10000	50000	10000	0	0	wh3_main_ogr_goldtooth	wh_main_sc_dwf_dwarfs		false	0		1	0	4
wh3_main_combi_region_karak_norn	wh3_main_combi	230428077	27974696	true	10000	50000	10000	0	0	wh_main_dwf_karak_norn	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_raziak	wh3_main_combi	1623995666	1498130279	false	10000	50000	10000	0	0	wh_main_grn_red_eye	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_karak_ungor	wh3_main_combi	1238413293	1498130279	true	10000	50000	10000	0	0	wh3_main_ogr_treehammers	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_karak_vlag	wh3_main_combi	1548037986	827911745	true	10000	50000	10000	0	0	wh_dlc08_nor_goromadny_tribe	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_vrag	wh3_main_combi	18281688	1767430733	true	10000	50000	10000	0	0	wh3_main_ogr_blood_guzzlers	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karak_ziflin	wh3_main_combi	1694408456	848111430	true	10000	50000	10000	0	0	wh_main_dwf_karak_ziflin	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_karak_zorn	wh3_main_combi	326250808	1529143065	true	10000	50000	10000	0	0	wh2_dlc17_dwf_thorek_ironbrow	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_karaz_a_karak	wh3_main_combi	1665970591	531098838	true	10000	50000	10000	0	0	wh_main_dwf_dwarfs	wh_main_sc_dwf_dwarfs		false	0		1	0	10
wh3_main_combi_region_karond_kar	wh3_main_combi	77643063	675565794	true	10000	50000	10000	0	0	wh2_main_def_karond_kar	wh2_main_sc_def_dark_elves		false	0		0	0	8
wh3_main_combi_region_kauark	wh3_main_combi	713145470	369842912	false	10000	50000	10000	0	0	wh2_main_def_har_ganeth	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_kemperbad	wh3_main_combi	502364133	2113120916	false	10000	50000	10000	0	0	wh_main_emp_talabecland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_khazid_bordkarag	wh3_main_combi	1342173113	1661140290	true	10000	50000	10000	0	0	wh_main_dwf_kraka_drak	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_khazid_irkulaz	wh3_main_combi	696329180	1385898091	true	10000	50000	10000	0	0	wh2_dlc15_grn_bonerattlaz	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_khemri	wh3_main_combi	1676290287	2027170986	true	10000	50000	10000	0	0	wh2_dlc09_tmb_khemri	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	10
wh3_main_combi_region_khymerica_spire	wh3_main_combi	1278981722	1777299878	false	10000	50000	10000	0	0	wh2_dlc16_grn_naggaroth_orcs	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	4
wh3_main_combi_region_kings_glade	wh3_main_combi	123356972	126117059	true	10000	50000	10000	0	0	wh_dlc05_wef_wood_elves	wh_dlc05_sc_wef_wood_elves		false	0		1	0	10
wh3_main_combi_region_kislev	wh3_main_combi	1637339153	561137669	true	10000	50000	10000	0	0	wh3_main_ksl_the_ice_court	wh3_main_sc_ksl_kislev		false	0		0	0	10
wh3_main_combi_region_konquata	wh3_main_combi	489130459	1795061510	true	10000	50000	10000	0	0	wh_dlc08_nor_vanaheimlings	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_kradtommen	wh3_main_combi	688192557	252096984	false	10000	50000	10000	0	0	wh_main_grn_red_fangs	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_kraka_drak	wh3_main_combi	1978818871	1860527124	true	10000	50000	10000	0	0	wh3_dlc25_dwf_malakai	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_krugenheim	wh3_main_combi	310770183	2113120916	false	10000	50000	10000	0	0	wh_main_emp_talabecland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_kunlan	wh3_main_combi	586106268	927200392	true	10000	50000	10000	0	0	wh3_main_grn_dimned_sun	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_combi_region_lahmia	wh3_main_combi	6428897	299896925	true	10000	50000	10000	0	0	wh2_main_vmp_the_silver_host	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	10
wh3_main_combi_region_languille	wh3_main_combi	560688345	394088986	false	10000	50000	10000	0	0	wh_main_brt_bretonnia	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_lashiek	wh3_main_combi	737974942	720812093	true	10000	50000	10000	0	0	wh2_main_brt_knights_of_the_flame	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_laurelorn_forest	wh3_main_combi	1911102912	687635820	true	10000	50000	10000	0	0	wh3_main_wef_laurelorn	wh_dlc05_sc_wef_wood_elves		false	0		0	0	10
wh3_main_combi_region_li_temple	wh3_main_combi	1106031152	1784816538	false	10000	50000	10000	0	0	wh3_main_cth_eastern_river_lords	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_li_zhu	wh3_main_combi	336420457	1784816538	false	10000	50000	10000	0	0	wh3_main_cth_eastern_river_lords	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_longship_graveyard	wh3_main_combi	651330737	1740473616	false	10000	50000	10000	0	0	wh_main_nor_skaeling	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_lost_plateau	wh3_main_combi	1659032310	857470699	false	10000	50000	10000	0	0	wh2_main_grn_arachnos	wh_main_sc_grn_greenskins		false	0		0	0	4
wh3_main_combi_region_lothern	wh3_main_combi	7378449	833335398	true	10000	50000	10000	0	0	wh2_main_hef_eataine	wh2_main_sc_hef_high_elves		false	0		1	0	10
wh3_main_combi_region_luccini	wh3_main_combi	991835709	1222426971	false	10000	50000	10000	0	0	wh_main_teb_tilea	wh_main_sc_teb_teb		false	0		0	0	4
wh3_main_combi_region_lybaras	wh3_main_combi	158099044	836453197	true	10000	50000	10000	0	0	wh2_dlc09_tmb_lybaras	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	4
wh3_main_combi_region_lyonesse	wh3_main_combi	672554151	1254481662	true	10000	50000	10000	0	0	wh_main_brt_lyonesse	wh_main_sc_brt_bretonnia		false	0		0	0	8
wh3_main_combi_region_macu_peaks	wh3_main_combi	537401652	2136152674	true	10000	50000	10000	0	0	wh2_main_lzd_hexoatl	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_magritta	wh3_main_combi	1662914811	1890165015	true	10000	50000	10000	0	0	wh_main_teb_estalia	wh_main_sc_teb_teb		false	0		0	0	8
wh3_main_combi_region_mahrak	wh3_main_combi	1133021249	299896925	false	10000	50000	10000	0	0	wh2_main_vmp_the_silver_host	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	4
wh3_main_combi_region_mangrove_coast	wh3_main_combi	62084305	1674673608	false	10000	50000	10000	0	0	wh2_main_lzd_itza	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_marienburg	wh3_main_combi	1548085473	2071806234	true	10000	50000	10000	0	0	wh_main_emp_marienburg	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_combi_region_marks_of_the_old_ones	wh3_main_combi	1439187573	1392526214	true	10000	50000	10000	0	0	wh2_main_skv_clan_spittel	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_martek	wh3_main_combi	1116748792	1911698466	true	10000	50000	10000	0	0	wh2_main_brt_thegans_crusaders	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_massif_orcal	wh3_main_combi	762781211	1277704031	true	10000	50000	10000	0	0	wh2_dlc15_grn_broken_axe	wh_main_sc_grn_greenskins		false	0		0	0	8
wh3_main_combi_region_matorca	wh3_main_combi	2114591859	498737377	false	10000	50000	10000	0	0	wh_main_teb_border_princes	wh_main_sc_teb_teb		false	0		0	0	4
wh3_main_combi_region_middenheim	wh3_main_combi	797285166	1114600230	true	10000	50000	10000	0	0	wh_main_emp_middenland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_combi_region_middenstag	wh3_main_combi	1357672075	1114600230	false	10000	50000	10000	0	0	wh_main_emp_middenland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_mighdal_vongalbarak	wh3_main_combi	1935731507	664202917	false	10000	50000	10000	0	0	wh_main_dwf_karak_hirn	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_mine_of_the_bearded_skulls	wh3_main_combi	1117364848	1754835792	true	10000	50000	10000	0	0	wh2_main_dwf_spine_of_sotek_dwarfs	wh_main_sc_dwf_dwarfs		false	0		0	0	8
wh3_main_combi_region_ming_zhu	wh3_main_combi	828409254	1612875393	false	10000	50000	10000	0	0	wh3_main_cth_celestial_loyalists	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_miragliano	wh3_main_combi	2124526178	1222426971	true	10000	50000	10000	0	0	wh_main_teb_tilea	wh_main_sc_teb_teb		false	0		1	0	10
wh3_main_combi_region_mistnar	wh3_main_combi	1351679724	267968718	false	10000	50000	10000	0	0	wh2_main_hef_cothique	wh2_main_sc_hef_high_elves		false	0		0	0	4
wh3_main_combi_region_misty_mountain	wh3_main_combi	2085714693	1039784819	true	10000	50000	10000	0	0	wh2_main_skv_clan_mors	wh_main_sc_dwf_dwarfs		false	0		1	0	4
wh3_main_combi_region_monolith_of_borkill_the_bloody_handed	wh3_main_combi	601244710	844817477	true	10000	50000	10000	0	0	wh_main_nor_bjornling	wh_dlc08_sc_nor_norsca		false	0		0	0	8
wh3_main_combi_region_monolith_of_bubonicus	wh3_main_combi	1353703662	1114567555	false	10000	50000	10000	0	0	wh3_main_sla_exquisite_pain	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_monolith_of_festerlung	wh3_main_combi	852577047	1589325213	false	10000	50000	10000	0	0	wh3_dlc20_nor_tong	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_monolith_of_flesh	wh3_main_combi	1877119396	994298147	true	10000	50000	10000	0	0	wh_dlc08_nor_wintertooth	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_montenas	wh3_main_combi	1114462213	1890165015	false	10000	50000	10000	0	0	wh_main_teb_estalia	wh_main_sc_teb_teb		false	0		0	0	4
wh3_main_combi_region_montfort	wh3_main_combi	1766920067	1542591415	false	10000	50000	10000	0	0	wh_main_brt_bastonne	wh_main_sc_brt_bretonnia		false	0		0	0	4
wh3_main_combi_region_monument_of_izzatal	wh3_main_combi	2082583165	207158515	false	10000	50000	10000	0	0	wh2_dlc12_skv_clan_mange	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_monument_of_the_moon	wh3_main_combi	47437769	1330000727	false	10000	50000	10000	0	0	wh2_main_emp_new_world_colonies	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_mordheim	wh3_main_combi	2144070868	1283932114	true	10000	50000	10000	0	0	wh2_dlc15_skv_clan_kreepus	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_morgheim	wh3_main_combi	808418851	1923431245	true	10000	50000	10000	0	0	wh3_main_ie_vmp_sires_of_mourkain	wh_main_sc_vmp_vampire_counts		false	0		0	0	8
wh3_main_combi_region_mount_arachnos	wh3_main_combi	1972155052	857470699	true	10000	50000	10000	0	0	wh2_main_grn_arachnos	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_mount_athull	wh3_main_combi	1834122317	732909713	true	10000	50000	10000	0	0	wh3_main_kho_brazen_throne	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_mount_grey_hag	wh3_main_combi	513975015	221944945	true	10000	50000	10000	0	0	wh3_main_grn_moon_howlerz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_mount_gunbad	wh3_main_combi	315041592	473126023	true	10000	50000	10000	0	0	wh_main_grn_crooked_moon	wh_main_sc_dwf_dwarfs		false	0		1	0	8
wh3_main_combi_region_mount_silverspear	wh3_main_combi	1970294289	221944945	false	10000	50000	10000	0	0	wh3_main_grn_moon_howlerz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_mount_squighorn	wh3_main_combi	2014449022	709318746	true	10000	50000	10000	0	0	wh_main_grn_bloody_spearz	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_mount_thug	wh3_main_combi	1793791826	1724488880	false	10000	50000	10000	0	0	wh3_main_skv_clan_treecherik	wh3_main_sc_ogr_ogre_kingdoms		false	0		0	0	4
wh3_main_combi_region_mountain_pass	wh3_main_combi	112311	95808816	false	10000	50000	10000	0	0	wh3_dlc26_grn_cluster_eye_tribe	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_mousillon	wh3_main_combi	390326290	394088986	true	10000	50000	10000	0	0	wh_main_vmp_mousillon	wh_main_sc_vmp_vampire_counts		false	0		0	0	4
wh3_main_combi_region_myrmidens	wh3_main_combi	1054101580	498737377	true	10000	50000	10000	0	0	wh3_main_ogr_disciples_of_the_maw	wh_main_sc_teb_teb		false	0		0	0	8
wh3_main_combi_region_nagashizzar	wh3_main_combi	1868330021	1561469012	true	10000	50000	10000	0	0	wh3_main_skv_clan_carrion	wh_main_sc_vmp_vampire_counts		false	0		0	0	10
wh3_main_combi_region_nagenhof	wh3_main_combi	853269002	1503274821	false	10000	50000	10000	0	0	wh_main_emp_ostermark	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_naggarond	wh3_main_combi	1340777832	259240550	true	10000	50000	10000	0	0	wh2_main_def_naggarond	wh2_main_sc_def_dark_elves		false	0		1	0	10
wh3_main_combi_region_naglfari_plain	wh3_main_combi	979614810	512269253	true	10000	50000	10000	0	0	wh_dlc08_nor_naglfarlings	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_nagrar	wh3_main_combi	572669428	369842912	true	10000	50000	10000	0	0	wh3_main_grn_da_cage_breakaz	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_nahuontl	wh3_main_combi	1650440005	759572821	true	10000	50000	10000	0	0	wh2_dlc12_grn_leaf_cutterz_tribe	wh2_main_sc_lzd_lizardmen		false	0		0	0	4
wh3_main_combi_region_nan_gau	wh3_main_combi	729618247	1802900155	true	10000	50000	10000	0	0	wh3_main_cth_the_northern_provinces	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_combi_region_nan_li	wh3_main_combi	313564029	48610513	false	10000	50000	10000	0	0	wh3_main_cth_rebel_lords_of_nan_yang	wh3_main_sc_cth_cathay		false	0		0	0	4
wh3_main_combi_region_niedling	wh3_main_combi	1245485388	2143875224	false	10000	50000	10000	0	0	wh_main_emp_stirland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_nonchang	wh3_main_combi	603743076	583581759	false	10000	50000	10000	0	0	wh3_main_cth_the_jade_custodians	wh3_main_sc_cth_cathay		false	0		0	0	8
wh3_main_combi_region_norden	wh3_main_combi	799341792	1221118825	false	10000	50000	10000	0	0	wh_main_emp_ostland	wh_main_sc_emp_empire		false	0		0	0	4
wh3_main_combi_region_novchozy	wh3_main_combi	441945093	1326199041	false	100000	500000	100000	0	0	wh3_main_ksl_ursun_revivalists	wh3_main_sc_ksl_kislev		false	0		0	0	4
wh3_main_combi_region_nuja	wh3_main_combi	2021129831	1890165015	false	10000	50000	10000	0	0	wh_main_teb_estalia	wh_main_sc_teb_teb		false	0		0	0	4
wh3_main_combi_region_nuln	wh3_main_combi	137597875	1304989816	true	10000	50000	10000	0	0	wh_main_emp_wissenland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_combi_region_numas	wh3_main_combi	1160368872	519923100	true	10000	50000	10000	0	0	wh2_dlc09_tmb_numas	wh2_dlc09_sc_tmb_tomb_kings		false	0		0	0	4
wh3_main_combi_region_oakenhammer	wh3_main_combi	1171383031	1767864392	false	10000	50000	10000	0	0	wh_main_dwf_zhufbar	wh_main_sc_dwf_dwarfs		false	0		0	0	4
wh3_main_combi_region_okkams_forever_maze	wh3_main_combi	104816899	1670098810	true	100000	50000	10000	0	0	wh3_main_sla_rapturous_excess	wh_main_sc_chs_chaos		false	0		0	0	8
wh3_main_combi_region_oreons_camp	wh3_main_combi	1252451675	1820017324	true	10000	50000	10000	0	0	wh2_main_wef_bowmen_of_oreon	wh_dlc05_sc_wef_wood_elves		false	0		0	0	10
wh3_main_combi_region_oyxl	wh3_main_combi	1533941157	913642425	true	10000	50000	10000	0	0	wh2_main_skv_clan_pestilens	wh2_main_sc_lzd_lizardmen		false	0		1	0	8
wh3_main_combi_region_pack_ice_bay	wh3_main_combi	881283163	1740473616	false	10000	50000	10000	0	0	wh_main_nor_skaeling	wh_dlc08_sc_nor_norsca		false	0		0	0	4
wh3_main_combi_region_pahuax	wh3_main_combi	927129373	204672036	false	10000	50000	10000	0	0	wh2_main_grn_blue_vipers	wh2_main_sc_lzd_lizardmen		false	0		0	0	8
wh3_main_combi_region_palace_of_princes	wh3_main_combi	1360692216	1153480027	false	10000	50000	10000	0	0	wh3_main_tze_broken_wheel	wh_main_sc_chs_chaos		false	0		0	0	4
wh3_main_combi_region_parravon	wh3_main_combi	1492817575	1050968618	true	10000	50000	10000	0	0	wh_main_brt_parravon	wh_main_sc_brt_bretonnia		false	0		0	0	8
wh3_main_combi_region_petrified_forest	wh3_main_combi	1906532237	1232471715	false	10000	50000	10000	0	0	wh2_main_def_ssildra_tor	wh2_main_sc_def_dark_elves		false	0		0	0	4
wh3_main_combi_region_pfeildorf	wh3_main_combi	2125362768	2096232174	true	10000	50000	10000	0	0	wh_main_emp_wissenland	wh_main_sc_emp_empire		false	0		0	0	8
wh3_main_combi_region_phoenix_gate	wh3_main_combi	966397971	1196890600	false	10000	50000	10000	0	0	wh2_main_hef_avelorn	wh2_main_sc_hef_high_elves		false	0		0	0	2
wh3_main_combi_region_pigbarter	wh3_main_combi	642282155	1068087576	true	10000	50000	10000	0	0	wh3_main_ogr_thunderguts	wh_main_sc_grn_greenskins		false	0		0	0	8
wh3_main_combi_region_pillar_of_skulls	wh3_main_combi	1224191099	836052260	false	10000	50000	10000	0	0	wh3_main_ogr_lazarghs	wh_main_sc_dwf_dwarfs		false	0		0	0	4
