key	agent_distribution_profile_key	agent_recruitment_profile_key	budget_policy_key	military_aggressiveness_policy	military_behaviour_policy	reliability_policy_key	technology_manager_key	allowed_for_random_selection	diplomatic_component	strategic_component	cultural_component	deal_generation_component	construction_system_policy	task_management_system_task_generation_profile	negotiation_component	income_allocation_policy	occupation_decision_component	empire_rivalry_component	trespassing_component	agent_embed_profile	character_skill_selection_policy	military_generator_config_override	tms_variables_profile	financial_context_control	ritual_policy	personality_variables_profile	displayed_trait_set	gds_occupation_decision_profile	gds_cultural_occupation_decision_profile	deal_evaluation_profile	strategic_profile	region_group_profile
wh3_combi_skaven_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_cowardly	default	wh3_deal_generation_skaven_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_skaven_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_skaven_minor	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_minor	wh3_strategic_profile_cowardly	default
wh3_combi_skaven_queek	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_cowardly	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_skaven_queek	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_skaven_minor	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_major	wh3_strategic_profile_cowardly	wh3_combi_region_hint_profile_skaven_queek
wh3_combi_skaven_skrolk	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_cowardly	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_skaven_skrolk	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_skaven_minor	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_major	wh3_strategic_profile_cowardly	default
wh3_combi_skaven_snikch	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_cowardly	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_skaven_snikch	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_skaven_minor	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_major	wh3_strategic_profile_cowardly	default
wh3_combi_skaven_throt	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_cowardly	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_skaven_throt	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_skaven_minor	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_major	wh3_strategic_profile_cowardly	default
wh3_combi_skaven_tretch	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_cowardly	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_skaven_tretch	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_skaven_minor	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_major	wh3_strategic_profile_cowardly	default
wh3_combi_slaanesh_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_slaanesh_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_slaanesh_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_slaanesh_minor	wh3_strategic_profile_chaos	default
wh3_combi_slaanesh_nkari	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_slaanesh_nkari	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_slaanesh_nkari	occupation_decision_profile_daemons		wh3_deal_eval_profile_slaanesh	wh3_strategic_profile_chaos	default
wh3_combi_teb_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_default	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_teb	occupation_decision_profile_default		wh3_deal_eval_profile_minor	wh3_strategic_profile_default	default
wh3_combi_tombking_arkhan	cai_adp_standard	cai_arp_standard	wh3_budget_policy_tombking	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	dlc09_tmb_followers_of_nagash	true	wh3_tomb_kings	wh3_strategic_component_aggressive	arkhan_likes_vampires_dislikes_tombkings	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_tombking_arkhan	wh3_negotiation_default	wh3_default	dont_use	wh3_tomb_kings	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_tombking_arkhan	occupation_decision_profile_default		wh3_deal_eval_profile_tombkings_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_tombking_arkhan
wh3_combi_tombking_endgame	cai_adp_standard	cai_arp_standard	wh3_budget_policy_tombking	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	dlc09_tmb_default	true	wh3_tomb_kings	wh3_strategic_component_aggressive	default	wh3_deal_generation_tomb_kings	default_construction_system_policy	wh3_combi_tms_generator_profiles_endgame	wh3_negotiation_default	wh3_default	dont_use	wh3_tomb_kings	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_tombking_endgame	occupation_decision_profile_default		wh3_deal_eval_profile_tombkings_major	wh3_strategic_profile_aggressive	default
wh3_combi_tombking_khalida	cai_adp_standard	cai_arp_standard	wh3_budget_policy_tombking	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	dlc09_tmb_lybaras	true	wh3_tomb_kings	wh3_strategic_component_defensive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_tombking_khalida	wh3_negotiation_default	wh3_default	dont_use	wh3_tomb_kings	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_tombking_minor	occupation_decision_profile_default		wh3_deal_eval_profile_tombkings_major	wh3_strategic_profile_defensive	wh3_combi_region_hint_profile_tombking_khalida
wh3_combi_tombking_khatep	cai_adp_standard	cai_arp_standard	wh3_budget_policy_tombking	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	dlc09_tmb_exiles_of_nehek	true	wh3_tomb_kings	wh3_strategic_component_defensive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_tombking_khatep	wh3_negotiation_default	wh3_default	dont_use	wh3_tomb_kings	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_tombking_minor	occupation_decision_profile_default		wh3_deal_eval_profile_tombkings_major	wh3_strategic_profile_defensive	default
wh3_combi_tombking_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_tombking	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	dlc09_tmb_default	true	wh3_tomb_kings	wh3_strategic_component_defensive	default	wh3_deal_generation_tomb_kings_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_tombking_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_tomb_kings	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_tombking_minor	occupation_decision_profile_default		wh3_deal_eval_profile_tombkings_minor	wh3_strategic_profile_defensive	default
wh3_combi_tombking_settra	cai_adp_standard	cai_arp_standard	wh3_budget_policy_tombking	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	dlc09_tmb_khemri	true	wh3_tomb_kings	wh3_strategic_component_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_tombking_settra	wh3_negotiation_default	wh3_default	dont_use	wh3_tomb_kings	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_tombking_settra	occupation_decision_profile_default		wh3_deal_eval_profile_tombkings_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_tombking_settra
wh3_combi_tzeentch_changeling	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_tzeentch_changeling	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_tzeentch_minor	occupation_decision_profile_changeling		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	default
wh3_combi_tzeentch_kairos	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_tzeentch_kairos	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_tzeentch_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	default
wh3_combi_tzeentch_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_tzeentch_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_chaos	wh3_personality_displayed_trait_set_tzeentch_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos_minor	wh3_strategic_profile_chaos	default
wh3_combi_vampire_endgame	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_vmp_manager	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_vampire	default_construction_system_policy	wh3_combi_tms_generator_profiles_endgame	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampire_endgame	occupation_decision_profile_default		wh3_deal_eval_profile_vampire_major	wh3_strategic_profile_aggressive	default
wh3_combi_vampire_ghorst	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_vmp_manager	true	wh3_default	wh3_strategic_component_vampire	default	wh3_deal_generation_vampire	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampire_ghorst	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampire_minor	occupation_decision_profile_vampire		wh3_deal_eval_profile_vampire_major	wh3_strategic_profile_vampire	default
wh3_combi_vampire_kemmler	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_vmp_manager	true	wh3_default	wh3_strategic_component_vampire	default	wh3_deal_generation_vampire	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampire_kemmler	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampire_minor	occupation_decision_profile_vampire		wh3_deal_eval_profile_vampire_major	wh3_strategic_profile_vampire	default
wh3_combi_vampire_mannfred	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_vmp_manager	true	wh3_default	wh3_strategic_component_vampire	default	wh3_deal_generation_vampire	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampire_mannfred	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampire_minor	occupation_decision_profile_vampire		wh3_deal_eval_profile_vampire_major	wh3_strategic_profile_vampire	default
wh3_combi_vampire_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_vmp_manager	true	wh3_default	wh3_strategic_component_vampire	default	wh3_deal_generation_vampire_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampire_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampire_minor	occupation_decision_profile_vampire		wh3_deal_eval_profile_vampire_minor	wh3_strategic_profile_vampire	default
wh3_combi_vampire_vlad	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	wh3_main_vmp_manager	true	wh3_default	wh3_strategic_component_vampire	default	wh3_deal_generation_vampire	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampire_vlad	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampire_minor	occupation_decision_profile_vampire		wh3_deal_eval_profile_vampire_major	wh3_strategic_profile_vampire	wh3_combi_region_hint_profile_vampire_vlad
wh3_combi_vampirecoast_aranessa	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampirecoast_aranessa	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampirecoast_minor	occupation_decision_profile_vampirecoast		wh3_deal_eval_profile_vampirecoast_major	wh3_strategic_profile_aggressive_opportunistic	default
wh3_combi_vampirecoast_cylostra	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampirecoast_cylostra	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampirecoast_minor	occupation_decision_profile_vampirecoast		wh3_deal_eval_profile_vampirecoast_major	wh3_strategic_profile_aggressive_opportunistic	default
wh3_combi_vampirecoast_harkon	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampirecoast_harkon	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampirecoast_minor	occupation_decision_profile_vampirecoast		wh3_deal_eval_profile_vampirecoast_major	wh3_strategic_profile_aggressive_opportunistic	default
wh3_combi_vampirecoast_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_vampire_coast_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampirecoast_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampirecoast_minor	occupation_decision_profile_vampirecoast		wh3_deal_eval_profile_vampirecoast_minor	wh3_strategic_profile_aggressive_opportunistic	default
wh3_combi_vampirecoast_noctilus	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_default	default_construction_system_policy	wh3_combi_tms_generator_profiles_vampirecoast_noctilus	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_vampirecoast_minor	occupation_decision_profile_vampirecoast		wh3_deal_eval_profile_vampirecoast_major	wh3_strategic_profile_aggressive_opportunistic	default
wh3_combi_woodelf_drycha	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_defensive	default	wh3_deal_generation_wood_elves	default_construction_system_policy	wh3_combi_tms_generator_profiles_woodelf_drycha	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_woodelf_drycha	occupation_decision_profile_wood_elves		wh3_deal_eval_profile_woodelf_major	wh3_strategic_profile_defensive	wh3_combi_region_hint_profile_woodelf
wh3_combi_woodelf_durthu	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_defensive	default	wh3_deal_generation_wood_elves	default_construction_system_policy	wh3_combi_tms_generator_profiles_woodelf_durthu	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_woodelf_minor	occupation_decision_profile_wood_elves		wh3_deal_eval_profile_woodelf_major	wh3_strategic_profile_defensive	wh3_combi_region_hint_profile_woodelf
wh3_combi_woodelf_endgame	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_wood_elves	default_construction_system_policy	wh3_combi_tms_generator_profiles_endgame	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_woodelf_endgame	occupation_decision_profile_wood_elves		wh3_deal_eval_profile_woodelf_major	wh3_strategic_profile_aggressive	default
wh3_combi_woodelf_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_defensive	default	wh3_deal_generation_wood_elves_minor	default_construction_system_policy	wh3_combi_tms_generator_profiles_woodelf_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_woodelf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_woodelf_minor	wh3_strategic_profile_defensive	wh3_combi_region_hint_profile_woodelf
wh3_combi_woodelf_orion	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_defensive	default	wh3_deal_generation_wood_elves	default_construction_system_policy	wh3_combi_tms_generator_profiles_woodelf_orion	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_woodelf_orion	occupation_decision_profile_wood_elves		wh3_deal_eval_profile_woodelf_major	wh3_strategic_profile_defensive	wh3_combi_region_hint_profile_woodelf
wh3_combi_woodelf_orion_aggressive	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_wood_elves	default_construction_system_policy	wh3_combi_tms_generator_profiles_woodelf_orion_aggressive	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_woodelf_orion	occupation_decision_profile_wood_elves		wh3_deal_eval_profile_woodelf_major	wh3_strategic_profile_aggressive	wh3_combi_region_hint_profile_woodelf
wh3_combi_woodelf_sisters	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_defensive	default	wh3_deal_generation_wood_elves	default_construction_system_policy	wh3_combi_tms_generator_profiles_woodelf_sisters	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_combi_personality_profile_default	wh3_personality_displayed_trait_set_woodelf_minor	occupation_decision_profile_wood_elves		wh3_deal_eval_profile_woodelf_major	wh3_strategic_profile_defensive	wh3_combi_region_hint_profile_woodelf
wh3_conclave_of_sorcerers	cai_adp_standard	cai_arp_standard	wh3_budget_policy_chaos_dwarfs	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_holds_grudges	wh3_strategic_component_sentinel	default	wh3_deal_generation_passive	default_construction_system_policy	wh3_tms_generator_profiles_conclave_of_sorcerers	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_elite_armies	wh3_dlc23_personality_displayed_trait_set_chaos_dwarf_conclave_of_sorcerers	occupation_decision_profile_chaos_dwarfs		wh3_deal_eval_profile_conclave_of_sorcerers	wh3_strategic_profile_sentinel	default
wh3_daemon_prince_khorne_tzeentch	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_daemonprince	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_daemon_prince	occupation_decision_profile_chaos_daemon_prince_khorne_tzeentch		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	wh3_chaos_region_hint_profile_daemon_prince
wh3_daemon_prince_main	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos_vengeful	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_daemonprince	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_daemon_prince	occupation_decision_profile_chaos_daemon_prince_khorne_tzeentch		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos_vengeful	wh3_chaos_region_hint_profile_daemon_prince
wh3_daemon_prince_nurgle_slaanesh	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_daemonprince	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_daemon_prince	occupation_decision_profile_chaos_daemon_prince_nurgle_slaanesh		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	wh3_chaos_region_hint_profile_daemon_prince
wh3_dwarf_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_high	default	true	wh3_holds_grudges	wh3_strategic_component_defensive_holds_grudges	default	wh3_deal_generation_dwarfs_minor	default_construction_system_policy	wh3_tms_generator_profiles_dwarf_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_dwarf_minor	occupation_decision_profile_default		wh3_deal_eval_profile_dwarf_minor	wh3_strategic_profile_defensive_holds_grudges	default
