token	token_set	weight	amount
wh3_dlc29_red_military_kislev_guards_3	wh3_dlc29_red_purple_kislev	4	1
wh3_dlc29_red_military_kislev_guards	wh3_dlc29_red_purple_kislev	4	1
wh3_dlc29_red_military_lizardmen_elites_2	wh3_dlc29_red_purple_lizardmen	4	1
wh3_dlc29_red_military_lizardmen_guards	wh3_dlc29_red_purple_lizardmen	4	1
wh3_dlc29_red_military_norsca_guards_2	wh3_dlc29_red_purple_norsca	1	1
wh3_dlc29_red_military_nurgle_guards_3	wh3_dlc29_red_purple_nurgle	4	1
wh3_dlc29_red_military_slaanesh_guards	wh3_dlc29_red_purple_slaanesh	4	1
wh3_dlc29_red_military_undead_legions_guards	wh3_dlc29_red_purple_undead_legions	4	1
wh3_dlc29_red_military_vampire_pay_to_reduce_alarm_elite	wh3_dlc29_red_purple_vampire_counts	1	1
wh3_dlc29_red_military_vampire_pay_to_reduce_alarm	wh3_dlc29_red_purple_vampire_counts	1	1
wh3_dlc29_red_military_wood_elves_guards	wh3_dlc29_red_purple_wood_elves	4	1
wh3_dlc29_skv_red_teleport_daemon_lord	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_skv_red_teleport_daemon_lord	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_skv_red_teleport_daemon_lord	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_skv_red_teleport_daemon_lord	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_skv_red_teleport_daemon_lord	wh3_dlc29_any_red_green_economic_region_4	1	1
