ability	effect
wh2_main_spell_ruin_scorch_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_ruin_scorch_upgraded	wh_main_vortex_large_breath_long
wh2_main_spell_ruin_scorch	wh2_main_all_magical_and_flaming_major
wh2_main_spell_ruin_scorch	wh_main_all_strong_against_units
wh2_main_spell_ruin_scorch	wh_main_all_weak_against_single
wh2_main_spell_ruin_scorch	wh_main_vortex_large_breath_long
wh2_main_spell_ruin_skitterleap_upgraded	wh2_main_all_flanking
wh2_main_spell_ruin_skitterleap_upgraded	wh2_main_all_hiding
wh2_main_spell_ruin_skitterleap_upgraded	wh_main_spell_upgraded_area
wh2_main_spell_ruin_skitterleap	wh2_main_all_flanking
wh2_main_spell_ruin_skitterleap	wh2_main_all_hiding
wh2_main_spell_ruin_warp_lightning_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_ruin_warp_lightning_upgraded	wh2_main_all_magical_damage_moderate
wh2_main_spell_ruin_warp_lightning_upgraded	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_ruin_warp_lightning_upgraded	wh_main_all_strong_against_multiple
wh2_main_spell_ruin_warp_lightning_upgraded	wh_main_all_weak_against_single
wh2_main_spell_ruin_warp_lightning_upgraded	wh_main_spell_upgraded_projectiles
wh2_main_spell_ruin_warp_lightning	wh2_main_all_good_against_armour
wh2_main_spell_ruin_warp_lightning	wh2_main_all_magical_damage_moderate
wh2_main_spell_ruin_warp_lightning	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_ruin_warp_lightning	wh_main_all_strong_against_multiple
wh2_main_spell_ruin_warp_lightning	wh_main_all_weak_against_single
wh2_main_unit_abilities_concealment_bombs	wh2_main_all_flanking
wh2_main_unit_abilities_concealment_bombs	wh2_main_all_hiding
wh2_main_unit_abilities_dark_fire_of_chaos	wh2_main_all_flaming
wh2_main_unit_abilities_dark_fire_of_chaos	wh2_main_all_good_against_armour
wh2_main_unit_abilities_dark_fire_of_chaos	wh_main_all_good_vs_large
wh2_main_unit_abilities_dark_fire_of_chaos	wh_main_all_strong_against_unit
wh2_main_unit_abilities_dark_fire_of_chaos	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_death_shriek	wh2_main_all_good_against_armour
wh2_main_unit_abilities_death_shriek	wh_main_all_magical
wh2_main_unit_abilities_death_shriek	wh_main_all_strong_against_unit
wh2_main_unit_abilities_death_shriek	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_drop_rocks	wh_main_all_strong_against_multiple
wh2_main_unit_abilities_drop_rocks	wh_main_all_weak_against_single
wh2_main_unit_abilities_drop_rocks	wh_main_bombardment_small_strike_aoe
wh2_main_unit_abilities_fiery_breath	wh2_main_all_flaming
wh2_main_unit_abilities_fiery_breath	wh_main_all_strong_against_unit
wh2_main_unit_abilities_fiery_breath	wh_main_all_weak_against_single
wh2_main_unit_abilities_fiery_breath	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_moon_dragons_breath	wh2_main_all_flaming
wh2_main_unit_abilities_moon_dragons_breath	wh_main_all_good_vs_large
wh2_main_unit_abilities_moon_dragons_breath	wh_main_all_strong_against_unit
wh2_main_unit_abilities_moon_dragons_breath	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_noxious_breath	wh_main_all_strong_against_unit
wh2_main_unit_abilities_noxious_breath	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_pestilential_breath	wh_main_all_good_vs_large
wh2_main_unit_abilities_pestilential_breath	wh_main_all_strong_against_unit
wh2_main_unit_abilities_pestilential_breath	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_revivification_crystal	wh_main_all_replenish
wh2_main_unit_abilities_revivification_crystal	wh_main_all_resurrect
wh2_main_unit_abilities_revivification_crystal	wh_main_all_resurrect_hp
wh2_main_unit_abilities_soporific_breath	wh_main_all_good_vs_large
wh2_main_unit_abilities_soporific_breath	wh_main_all_strong_against_unit
wh2_main_unit_abilities_soporific_breath	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_star_dragons_breath	wh2_main_all_flaming
wh2_main_unit_abilities_star_dragons_breath	wh2_main_all_good_against_armour
wh2_main_unit_abilities_star_dragons_breath	wh_main_all_good_vs_large
wh2_main_unit_abilities_star_dragons_breath	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_sun_dragons_breath	wh2_main_all_flaming
wh2_main_unit_abilities_sun_dragons_breath	wh_main_all_strong_against_unit
wh2_main_unit_abilities_sun_dragons_breath	wh_main_all_weak_against_single
wh2_main_unit_abilities_sun_dragons_breath	wh_main_projectile_powerful_explosion
wh2_main_unit_abilities_wake_of_fire	wh_main_all_strong_against_multiple
wh2_main_unit_abilities_wake_of_fire	wh_main_all_weak_against_single
wh2_main_unit_abilities_wake_of_fire	wh_main_bombardment_small_strike_aoe
wh2_main_unit_abilities_wake_of_fire	wh_main_projectile_powerful_explosion
wh2_main_unit_passive_another_takes_its_place	wh_main_all_replenish
wh2_main_unit_passive_rebirth	wh2_main_all_rebirth_buff_chance
wh2_main_unit_passive_rebirth	wh2_main_all_rebirth_debuff_chance
wh2_main_unit_passive_the_rats_emerge	wh2_main_all_summon_skaven_slaves
wh2_main_unit_passive_too_horrible_to_die	wh2_main_all_rebirth_buff_chance
wh2_main_unit_passive_too_horrible_to_die	wh2_main_all_rebirth_debuff_chance
wh2_main_unit_passive_unbinding_clanrats_small	wh_main_all_direct_damage_unbinding
wh2_main_unit_passive_unbinding_clanrats	wh_main_all_direct_damage_unbinding
wh2_main_unit_passive_unbinding_great_eagle	wh_main_all_direct_damage_unbinding
wh2_main_unit_passive_unbinding_plague_monks	wh_main_all_direct_damage_unbinding
wh2_main_unit_passive_unbinding_skaven_slaves	wh_main_all_direct_damage_unbinding
wh2_main_unit_passive_unbinding_skink_priest	wh_main_all_direct_damage_unbinding
wh2_main_weapon_abilities_bow_of_the_seafarer	wh3_main_projectile_requires_line_of_sight
wh2_main_weapon_abilities_bow_of_the_seafarer	wh_main_all_good_vs_large
wh2_main_weapon_abilities_bow_of_the_seafarer	wh_main_all_magical
wh2_main_weapon_abilities_bow_of_the_seafarer	wh_main_all_strong_against_single
wh2_main_weapon_abilities_bow_of_the_seafarer	wh_main_projectile_poor_penetration
wh2_main_weapon_abilities_sunfang	wh2_main_all_magical_and_flaming_major
wh2_main_weapon_abilities_sunfang	wh_main_all_strong_against_units
wh2_main_weapon_abilities_sunfang	wh_main_all_weak_against_single
wh2_main_weapon_abilities_sunfang	wh_main_vortex_large_breath
wh2_main_weapon_abilities_web_of_shadows	wh_dlc08_direct_damage_character_unit
wh2_main_weapon_abilities_web_of_shadows	wh_main_all_direct_damage
wh2_main_weapon_abilities_web_of_shadows	wh_main_all_strong_against_single
wh2_main_weapon_abilities_web_of_shadows	wh_main_all_weak_against_multiple
wh2_main_weapon_bound_reaver_bow	wh3_main_projectile_requires_line_of_sight
wh2_main_weapon_bound_reaver_bow	wh_main_all_large_aoe
wh2_main_weapon_bound_reaver_bow	wh_main_all_strong_against_units
wh2_main_weapon_bound_reaver_bow	wh_main_all_weak_against_single
wh2_main_weapon_bound_reaver_bow	wh_main_projectile_powerful_explosion
wh2_main_weapon_bound_winged_staff	wh_dlc08_direct_damage_medium_unit
wh2_main_weapon_bound_winged_staff	wh_main_all_direct_damage
wh2_main_weapon_bound_winged_staff	wh_main_all_strong_against_multiple
wh2_main_weapon_bound_winged_staff	wh_main_all_weak_against_single
wh2_pro08_character_passive_heroic_fortitude	wh2_main_all_rebirth_buff_chance
wh3_dlc20_character_passive_acid_ichor	wh3_main_spell_melee_damage_reflection
wh3_dlc20_character_passive_soul_feeder	wh_dlc05_spell_trigger_when_casting
wh3_dlc20_character_passive_soul_feeder	wh_main_all_replenish
wh3_dlc20_item_abilities_daemonshield	wh2_dlc13_invulnerability
wh3_dlc20_item_abilities_pestilent_potions	wh3_main_all_enemy_spreading_radius_30m
wh3_dlc20_item_abilities_pestilent_potions	wh3_main_all_max_five_affected_units
wh3_dlc20_item_abilities_rod_of_torment	wh2_main_all_good_against_armour
wh3_dlc20_item_abilities_rod_of_torment	wh2_main_all_magical_damage_moderate
wh3_dlc20_item_abilities_rod_of_torment	wh_main_all_strong_against_unit
wh3_dlc20_item_passive_crown_of_everlasting_conquest	wh_main_all_replenish
wh3_dlc20_item_passive_the_scarlet_armour	wh3_main_ability_intensity_kills
wh3_dlc20_item_passive_vessel_of_chaos	wh3_dlc20_all_barrier_replenish
wh3_dlc20_item_passive_vessel_of_chaos	wh_dlc05_spell_trigger_when_casting
wh3_dlc20_lord_abilities_harbinger_of_pestilence	wh3_dlc20_harbinger_of_pestilence
wh3_dlc20_lord_abilities_harbinger_of_pestilence	wh_main_all_direct_damage
wh3_dlc20_lord_abilities_healing_elixirs	wh3_dlc20_healing_elixirs
wh3_dlc20_lord_abilities_healing_elixirs	wh_main_all_replenish
wh3_dlc20_lord_passive_domineering_aura	wh3_main_ability_intensity_enemy_low_morale_nearby
wh3_dlc20_lord_passive_paragon_of_carnage	wh3_dlc20_ability_intensity_nearby_deaths
wh3_dlc20_lord_passive_paragon_of_change	wh3_dlc20_all_barrier_replenish
wh3_dlc20_lord_passive_the_twisted_twin	wh3_dlc20_ability_intensity_combined_time_in_melee_and_ability_wind_up
wh3_dlc20_spell_bound_flame_storm	wh2_main_all_magical_and_flaming_major
wh3_dlc20_spell_bound_flame_storm	wh2_main_spell_medium_vortex
wh3_dlc20_spell_bound_flame_storm	wh_main_all_strong_against_units
wh3_dlc20_spell_bound_flame_storm	wh_main_all_weak_against_single
wh3_dlc20_spell_bound_fleshy_abundance	wh_main_all_replenish_high
wh3_dlc20_spell_bound_gehennas_golden_hounds	wh2_main_spell_medium_vortex
wh3_dlc20_spell_bound_gehennas_golden_hounds	wh_main_all_strong_against_units
wh3_dlc20_spell_bound_gehennas_golden_hounds	wh_main_all_weak_against_single
wh3_dlc20_spell_bound_infernal_gateway	wh2_main_spell_stationary_aoe
wh3_dlc20_spell_bound_pink_fire_of_tzeentch	wh_main_vortex_large_breath_long
wh3_dlc20_spell_bound_slicing_shards	wh_main_bombardment_large_strike_aoe
wh3_dlc20_spell_bound_stream_of_corruption	wh_main_vortex_large_breath_long
wh3_dlc20_spell_bound_the_penumbral_pendulum	wh2_main_spell_small_wind
wh3_dlc20_spell_bound_the_penumbral_pendulum	wh_main_all_strong_against_units
wh3_dlc20_spell_bound_the_penumbral_pendulum	wh_main_all_weak_against_single
wh3_dlc20_unit_passive_gift_of_chaos	wh_dlc01_all_summon_spawn
wh3_dlc20_unit_passive_gift_of_chaos	wh_main_all_direct_damage_high
wh3_dlc20_unit_passive_giver_of_abundant_glory	wh3_dlc20_ability_intensity_nearby_deaths
wh3_dlc20_unit_passive_giver_of_arcane_glory	wh3_dlc20_ability_intensity_nearby_deaths
wh3_dlc20_unit_passive_giver_of_furious_glory	wh3_dlc20_ability_intensity_nearby_deaths
wh3_dlc20_unit_passive_giver_of_glory	wh3_dlc20_ability_intensity_nearby_deaths
wh3_dlc20_unit_passive_giver_of_torturous_glory	wh3_dlc20_ability_intensity_nearby_deaths
wh3_dlc20_unit_passive_giver_of_torturous_glory	wh_main_all_direct_damage
wh3_dlc20_unit_passive_giver_of_torturous_glory	wh_main_all_strong_against_multiple
wh3_dlc20_weapon_abilities_the_spear_slaupnir	wh2_main_spell_small_wind
wh3_dlc20_weapon_abilities_the_spear_slaupnir	wh_main_all_strong_against_units
wh3_dlc20_weapon_abilities_the_spear_slaupnir	wh_main_all_weak_against_single
wh3_dlc20_weapon_passive_axe_of_khorne	wh3_main_ability_intensity_kills
wh3_main_army_abilities_ancestral_warriors	wh3_main_all_summon_ancestral_warriors
wh3_main_army_abilities_ancestral_warriors	wh_main_all_direct_damage_unbinding
wh3_main_army_abilities_blade_of_khorne	wh2_main_all_huge_static_aoe
wh3_main_army_abilities_bolt_of_change	wh2_main_bombardment_medium_strike_aoe
wh3_main_army_abilities_curse_of_the_slug	wh3_main_all_enemy_spreading_radius_30m
wh3_main_army_abilities_curse_of_the_slug	wh3_main_all_max_five_affected_units
wh3_main_army_abilities_fascination	wh_dlc08_direct_damage_medium_unit
wh3_main_army_abilities_fascination	wh_main_all_direct_damage
wh3_main_army_abilities_fecundity	wh3_main_all_friendly_spreading_radius_30m
wh3_main_army_abilities_fecundity	wh3_main_all_max_five_affected_units
wh3_main_army_abilities_fecundity	wh_main_all_replenish
wh3_main_army_abilities_relentless_rage	wh2_dlc12_refuse_to_die
wh3_main_army_abilities_rot_glorious_rot	wh3_main_all_enemy_spreading_radius_30m
wh3_main_army_abilities_rot_glorious_rot	wh3_main_all_max_five_affected_units
wh3_main_army_abilities_rot_glorious_rot	wh_dlc08_direct_damage_medium_unit
wh3_main_army_abilities_rot_glorious_rot	wh_main_all_direct_damage
wh3_main_army_abilities_stoneshaker	wh3_main_all_building_equipment_destroy
wh3_main_army_abilities_storm_of_fire	wh_main_bombardment_large_strike_aoe
wh3_main_army_abilities_summoned_from_beyond_daemon_prince	wh3_main_all_summon_chaos_furies
wh3_main_army_abilities_summoned_from_beyond_daemon_prince	wh_main_all_direct_damage_unbinding
wh3_main_army_abilities_summoned_from_beyond_khorne	wh3_main_all_summon_bloodletters
wh3_main_army_abilities_summoned_from_beyond_khorne	wh_main_all_direct_damage_unbinding
wh3_main_army_abilities_summoned_from_beyond_nurgle	wh3_main_all_summon_plaguebearers
wh3_main_army_abilities_summoned_from_beyond_nurgle	wh_main_all_direct_damage_unbinding
wh3_main_army_abilities_summoned_from_beyond_slaanesh	wh3_main_all_summon_daemonettes
wh3_main_army_abilities_summoned_from_beyond_slaanesh	wh_main_all_direct_damage_unbinding
wh3_main_army_abilities_summoned_from_beyond_tzeentch	wh3_main_all_summon_pink_horrors
wh3_main_army_abilities_summoned_from_beyond_tzeentch	wh_main_all_direct_damage_unbinding
wh3_main_army_abilities_the_land_awakened	wh3_main_all_summon_elemental_bear
wh3_main_banner_abilities_banner_of_change	wh_dlc01_all_summon_spawn
wh3_main_banner_abilities_banner_of_change	wh_dlc06_automatic
wh3_main_banner_abilities_banner_of_change	wh_main_all_direct_damage_high
wh3_main_banner_abilities_banner_of_change	wh_main_all_direct_damage_unbinding
wh3_main_banner_abilities_banner_of_hellfire	wh_main_all_direct_damage
wh3_main_cataclysm_khorne_greater_gate_of_khorne	wh3_main_all_summon_bloodthirster
wh3_main_cataclysm_khorne_greater_gate_of_khorne	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_crippling_throw	wh3_main_projectile_requires_line_of_sight
wh3_main_character_abilities_fire_breath	wh3_main_projectile_requires_line_of_sight
wh3_main_character_abilities_gate_of_khorne	wh3_main_all_summon_bloodletters
wh3_main_character_abilities_gate_of_khorne	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_gate_of_nurgle	wh3_main_all_summon_plaguebearers
wh3_main_character_abilities_gate_of_nurgle	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_gate_of_slaanesh	wh3_main_all_summon_daemonettes
wh3_main_character_abilities_gate_of_slaanesh	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_gate_of_tzeentch	wh3_main_all_summon_pink_horrors
wh3_main_character_abilities_gate_of_tzeentch	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_greater_gate_of_khorne	wh3_main_all_summon_bloodthirster
wh3_main_character_abilities_greater_gate_of_khorne	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_greater_gate_of_nurgle	wh3_main_all_summon_great_unclean_one
wh3_main_character_abilities_greater_gate_of_nurgle	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_greater_gate_of_slaanesh	wh3_main_all_summon_keeper_of_secrets
wh3_main_character_abilities_greater_gate_of_slaanesh	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_greater_gate_of_tzeentch	wh3_main_all_summon_lord_of_change
wh3_main_character_abilities_greater_gate_of_tzeentch	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_guardian_call_iii	wh3_main_all_summon_greatly_increased_stats
wh3_main_character_abilities_guardian_call_iii	wh3_main_all_summon_snow_leopard
wh3_main_character_abilities_guardian_call_iii	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_guardian_call_ii	wh3_main_all_summon_increased_stats
wh3_main_character_abilities_guardian_call_ii	wh3_main_all_summon_snow_leopard
wh3_main_character_abilities_guardian_call_ii	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_guardian_call	wh3_main_all_summon_snow_leopard
wh3_main_character_abilities_guardian_call	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_ice_shard	wh3_main_projectile_requires_line_of_sight
wh3_main_character_abilities_locus_of_conjuration	wh2_dlc09_all_increases_with_friends_in_range
wh3_main_character_abilities_locus_of_contagion	wh_dlc08_direct_damage_medium_unit
wh3_main_character_abilities_locus_of_contagion	wh_main_all_direct_damage
wh3_main_character_abilities_locus_of_fecundity	wh_main_all_replenish
wh3_main_character_abilities_locus_of_transmogrification	wh3_main_all_summon_blue_horrors
wh3_main_character_abilities_locus_of_transmogrification	wh_main_all_direct_damage_unbinding
wh3_main_character_abilities_salyaks_lullaby	wh_main_all_replenish
wh3_main_daemon_arms_abilities_blue_fire_upgraded	wh_main_all_good_vs_large
wh3_main_daemon_arms_abilities_blue_fire_upgraded	wh_main_spell_upgraded_damage
wh3_main_daemon_arms_abilities_blue_fire	wh_main_vortex_large_breath
wh3_main_daemon_arms_abilities_gate_of_chaos_upgraded	wh3_main_all_summon_lord_of_change
wh3_main_daemon_arms_abilities_gate_of_chaos_upgraded	wh_main_all_direct_damage_unbinding
wh3_main_daemon_arms_abilities_gate_of_chaos	wh3_main_all_summon_blue_horrors
wh3_main_daemon_arms_abilities_gate_of_chaos	wh_main_all_direct_damage_unbinding
wh3_main_daemon_arms_passive_unending_feast_upgraded	wh_main_all_replenish
wh3_main_daemon_arms_passive_unending_feast	wh_main_all_replenish
wh3_main_daemon_body_passive_foreboding_ignition	wh_main_vortex_large_expanding_aoe
wh3_main_daemon_body_passive_restore_the_blighted	wh2_main_all_rebirth_buff_chance
wh3_main_daemon_body_passive_restore_the_blighted	wh2_main_all_rebirth_debuff_chance
wh3_main_daemon_body_passive_tempered_rage	wh3_main_ability_intensity_kills
wh3_main_daemon_head_abilities_pestilent_regeneration	wh3_main_all_friendly_spreading_radius_30m
wh3_main_daemon_head_abilities_pestilent_regeneration	wh3_main_all_max_five_affected_units
wh3_main_daemon_head_abilities_pestilent_regeneration	wh_main_all_replenish
wh3_main_daemon_head_abilities_sonic_boom	wh3_main_abilities_sonic_boom_damage
wh3_main_daemon_head_abilities_sonic_boom	wh3_main_abilities_sonic_boom_disruption
wh3_main_daemon_head_abilities_sonic_boom	wh_main_all_strong_against_multiple
wh3_main_daemon_tail_passive_serpentine_tail	wh_main_all_direct_damage
wh3_main_item_abilities_bangstick	wh_main_projectile_powerful_explosion
wh3_main_item_abilities_bloodstone	wh3_main_all_summon_bloodletters
wh3_main_item_abilities_crackleblaze	wh2_main_army_damage_ranged
wh3_main_item_abilities_deaths_head	wh2_main_all_huge_static_aoe
wh3_main_item_abilities_gastuvas_egg	wh2_dlc12_refuse_to_die
wh3_main_item_abilities_gruts_sickle	wh_main_all_direct_damage_self
wh3_main_item_abilities_kovsh_breath	wh_main_vortex_large_breath_short
wh3_main_item_abilities_maw_shard	wh_main_all_direct_damage_self
wh3_main_item_abilities_saint_annushkas_finger_bone	wh_main_all_replenish
wh3_main_item_abilities_the_bloody_shackle	wh_main_all_replenish
wh3_main_item_abilities_the_portalglyph	wh3_main_item_abilities_the_portalglyph
wh3_main_item_passive_catalytic_kiln	wh_main_all_direct_damage
wh3_main_item_passive_cauldron_of_the_great_maw_ii	wh3_main_ability_intensity_kills
wh3_main_item_passive_cauldron_of_the_great_maw_ii	wh_main_all_replenish
wh3_main_item_passive_gut_maw	wh_main_all_replenish
wh3_main_item_passive_icon_of_sorcery	wh3_main_ability_increased_effect_caster_num
wh3_main_item_passive_kite_of_the_uttermost_airs	wh_main_all_direct_damage
wh3_main_item_passive_mirror_of_the_ice_queen	wh_main_all_direct_damage
wh3_main_lord_abilities_blight_swarm	wh3_main_all_enemy_spreading_radius_30m
wh3_main_lord_abilities_blight_swarm	wh3_main_all_max_five_affected_units
wh3_main_lord_abilities_daemonic_possession	wh_dlc08_direct_damage_character_unit
wh3_main_lord_abilities_gorger_onslaught	wh3_main_all_summon_gorger
wh3_main_lord_abilities_gorger_onslaught	wh_main_all_direct_damage_unbinding
wh3_main_lord_abilities_iron_dragon_dragon_form	wh3_main_dragon_form_advantages
wh3_main_lord_abilities_iron_dragon_dragon_form	wh3_main_dragon_form_disadvantages
wh3_main_lord_abilities_iron_dragon_dragon_form	wh3_main_transform_to_dragon_form
wh3_main_lord_abilities_iron_dragon_human_form	wh3_main_human_form_advantages
wh3_main_lord_abilities_iron_dragon_human_form	wh3_main_human_form_advantages_spells
wh3_main_lord_abilities_iron_dragon_human_form	wh3_main_transform_to_human_form
wh3_main_lord_abilities_nurgling_tide	wh3_main_all_exploding_summon
wh3_main_lord_abilities_nurgling_tide	wh3_main_all_summon_nurglings
wh3_main_lord_abilities_nurgling_tide	wh_main_all_direct_damage_unbinding
wh3_main_lord_abilities_storm_dragon_dragon_form	wh3_main_dragon_form_advantages
wh3_main_lord_abilities_storm_dragon_dragon_form	wh3_main_dragon_form_disadvantages
wh3_main_lord_abilities_storm_dragon_dragon_form	wh3_main_transform_to_dragon_form
wh3_main_lord_abilities_storm_dragon_human_form	wh3_main_human_form_advantages
wh3_main_lord_abilities_storm_dragon_human_form	wh3_main_human_form_advantages_spells
wh3_main_lord_abilities_storm_dragon_human_form	wh3_main_transform_to_human_form
wh3_main_lord_abilities_virulent_contagion_upgraded	wh3_main_all_enemy_spreading_radius_30m
wh3_main_lord_abilities_virulent_contagion_upgraded	wh3_main_all_max_five_affected_units
wh3_main_lord_abilities_virulent_contagion	wh3_main_all_enemy_spreading_radius_30m
wh3_main_lord_abilities_virulent_contagion	wh3_main_all_max_five_affected_units
wh3_main_lord_passive_feasting_on_fear	wh3_main_ability_intensity_enemy_low_morale_nearby
wh3_main_lord_passive_feasting_on_fear	wh_main_all_replenish
wh3_main_lord_passive_harvester_of_souls_upgraded	wh_dlc05_spell_upgraded_replenish
wh3_main_lord_passive_harvester_of_souls_upgraded	wh_main_all_replenish
wh3_main_lord_passive_harvester_of_souls	wh3_main_all_active_when_an_enemy_is_destroyed_within_30m
wh3_main_lord_passive_harvester_of_souls	wh_main_all_replenish
wh3_main_lord_passive_lord_of_torment	wh3_main_ability_intensity_enemy_low_morale_nearby
wh3_main_lord_passive_lord_of_torment	wh_main_all_replenish
wh3_main_lord_passive_nurgling_infestation	wh_main_all_replenish
wh3_main_lord_passive_pestilent_decay	wh_main_all_direct_damage
wh3_main_lord_passive_snacks	wh_main_all_replenish
wh3_main_lord_passive_soul_siphon	wh_main_all_direct_damage
wh3_main_lord_passive_ursuns_ward	wh_main_all_replenish
wh3_main_lore_passive_blissful_rapture	wh_dlc05_spell_trigger_when_casting
wh3_main_lore_passive_bloodgruel	wh_dlc05_spell_trigger_when_casting
wh3_main_lore_passive_bloodgruel	wh_main_all_replenish
wh3_main_lore_passive_children_of_nurgle	wh_dlc05_spell_trigger_when_casting
wh3_main_lore_passive_children_of_nurgle	wh_main_all_replenish
wh3_main_lore_passive_fires_of_change	wh_dlc05_spell_trigger_when_casting
wh3_main_lore_passive_freezing_winds	wh_dlc05_spell_trigger_when_casting
wh3_main_lore_passive_frost_shield	wh_dlc05_spell_trigger_when_casting
wh3_main_lore_passive_power_of_yin	wh_dlc05_spell_trigger_when_casting
wh3_main_lore_passive_strength_of_yang	wh_dlc05_spell_trigger_when_casting
wh3_main_prisoners_butcher	wh_main_all_replenish
wh3_main_pro_character_abilities_heroic_killing_blow_2	wh_main_spell_upgraded_melee_damage
wh3_main_pro_character_abilities_ursuns_roar_2	wh_main_spell_upgraded_melee_attack
wh3_main_pro_character_abilities_ursuns_roar_3	wh_main_spell_upgraded_melee_attack
wh3_main_spell_bound_ancestral_warriors	wh3_main_all_summon_ancestral_warriors
wh3_main_spell_bound_ancestral_warriors	wh_main_all_direct_damage_unbinding
wh3_main_spell_bound_lash_of_slaanesh	wh_main_vortex_large_breath
wh3_main_spell_bound_rancid_visitations	wh_dlc08_direct_damage_character_unit
wh3_main_spell_bound_rancid_visitations	wh_main_all_direct_damage
wh3_main_spell_bound_wall_of_wind_and_fire	wh2_main_spell_medium_wind
wh3_main_spell_great_maw_bonecrusher_upgraded	wh_main_bombardment_small_strike_aoe
wh3_main_spell_great_maw_bonecrusher_upgraded	wh_main_spell_upgraded_ap_damage_explosion
wh3_main_spell_great_maw_bonecrusher	wh_main_bombardment_small_strike_aoe
wh3_main_spell_great_maw_braingobbler_upgraded	wh_main_spell_upgraded_duration
wh3_main_spell_great_maw_bullgorger_upgraded	wh_main_spell_upgraded_duration
wh3_main_spell_great_maw_the_maw_upgraded	wh2_main_all_huge_static_aoe
wh3_main_spell_great_maw_the_maw_upgraded	wh_main_spell_upgraded_ap_damage_explosion
wh3_main_spell_great_maw_the_maw	wh2_main_all_huge_static_aoe
wh3_main_spell_great_maw_toothcracker_upgraded	wh_main_spell_upgraded_duration
wh3_main_spell_great_maw_trollguts_upgraded	wh_main_all_replenish
wh3_main_spell_great_maw_trollguts_upgraded	wh_main_spell_upgraded_duration
wh3_main_spell_great_maw_trollguts	wh_main_all_replenish
wh3_main_spell_ice_crystal_sanctuary_upgraded	wh_main_spell_upgraded_added_effect_range
wh3_main_spell_ice_death_frost_upgraded	wh_dlc08_direct_damage_character_unit
wh3_main_spell_ice_death_frost_upgraded	wh_main_all_direct_damage
wh3_main_spell_ice_death_frost_upgraded	wh_main_spell_upgraded_cast_range
wh3_main_spell_ice_death_frost	wh_dlc08_direct_damage_character_unit
wh3_main_spell_ice_death_frost	wh_main_all_direct_damage
wh3_main_spell_ice_frost_blades_upgraded	wh_main_spell_upgraded_ap_damage
wh3_main_spell_ice_frost_blades_upgraded	wh_main_spell_upgraded_melee_damage
wh3_main_spell_ice_heart_of_winter_upgraded	wh_dlc08_direct_damage_medium_unit
wh3_main_spell_ice_heart_of_winter_upgraded	wh_main_spell_upgraded_damage
wh3_main_spell_ice_heart_of_winter	wh_dlc08_direct_damage_medium_unit
wh3_main_spell_ice_ice_maidens_kiss_upgraded	wh_main_spell_upgraded_damage
wh3_main_spell_ice_ice_maidens_kiss_upgraded	wh_main_vortex_large_breath_short
wh3_main_spell_ice_ice_maidens_kiss	wh_main_vortex_large_breath_short
wh3_main_spell_nurgle_curse_of_the_leper_upgraded	wh3_main_spell_melee_damage_reflection
wh3_main_spell_nurgle_curse_of_the_leper_upgraded	wh3_main_spell_upgraded_melee_damage_reflection
wh3_main_spell_nurgle_curse_of_the_leper_upgraded	wh_main_spell_upgraded_armour
wh3_main_spell_nurgle_curse_of_the_leper	wh3_main_spell_melee_damage_reflection
wh3_main_spell_nurgle_fleshy_abundance_upgraded	wh_main_all_replenish_high
wh3_main_spell_nurgle_fleshy_abundance_upgraded	wh_main_spell_upgraded_added_effect_range
wh3_main_spell_nurgle_fleshy_abundance	wh_main_all_replenish_high
wh3_main_spell_nurgle_miasma_of_pestilence_upgraded	wh_main_spell_upgraded_added_effect_range
wh3_main_spell_nurgle_pestilent_pustule_bound	wh2_main_all_huge_static_aoe
wh3_main_spell_nurgle_pestilent_pustule_upgraded	wh2_main_all_huge_static_aoe
wh3_main_spell_nurgle_pestilent_pustule_upgraded	wh_main_spell_upgraded_damage_explosion
wh3_main_spell_nurgle_pestilent_pustule	wh2_main_all_huge_static_aoe
wh3_main_spell_nurgle_rancid_visitations_bound	wh_main_all_direct_damage
