member	context	subculture
wh2_twa03_rakarth_occupation_decision_savage_orcs	REGION_OWNER	wh_main_sc_grn_savage_orcs
wh2_twa03_rakarth_occupation_decision_warriors_of_chaos	REGION_OWNER	wh_main_sc_chs_chaos
wh2_twa03_rakarth_occupation_decision_wood_elves	REGION_OWNER	wh_dlc05_sc_wef_wood_elves
wh3_climate_chs_regular_chaotic	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_desert	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_frozen	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_island	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_jungle	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_magicforest	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_mountain	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_ocean	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_savannah	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_temperate	ACTOR	wh_main_sc_chs_chaos
wh3_climate_chs_regular_wasteland	ACTOR	wh_main_sc_chs_chaos
wh3_climate_cth_regular_chaotic	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_desert	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_frozen	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_island	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_jungle	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_magicforest	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_mountain	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_ocean	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_savannah	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_temperate	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_cth_regular_wasteland	ACTOR	wh3_main_sc_cth_cathay
wh3_climate_dae_regular_chaotic	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_desert	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_frozen	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_island	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_jungle	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_magicforest	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_mountain	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_ocean	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_savannah	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_temperate	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_dae_regular_wasteland	ACTOR	wh3_main_sc_dae_daemons
wh3_climate_kho_regular_chaotic	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_desert	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_frozen	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_island	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_jungle	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_magicforest	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_mountain	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_ocean	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_savannah	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_temperate	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_kho_regular_wasteland	ACTOR	wh3_main_sc_kho_khorne
wh3_climate_ksl_regular_chaotic	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_desert	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_frozen	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_island	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_jungle	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_magicforest	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_mountain	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_ocean	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_savannah	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_temperate	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_ksl_regular_wasteland	ACTOR	wh3_main_sc_ksl_kislev
wh3_climate_nur_regular_chaotic	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_desert	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_frozen	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_island	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_jungle	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_magicforest	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_mountain	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_ocean	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_savannah	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_temperate	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_nur_regular_wasteland	ACTOR	wh3_main_sc_nur_nurgle
wh3_climate_ogr_regular_chaotic	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_desert	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_frozen	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_island	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_jungle	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_magicforest	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_mountain	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_ocean	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_savannah	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_temperate	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_ogr_regular_wasteland	ACTOR	wh3_main_sc_ogr_ogre_kingdoms
wh3_climate_sla_regular_chaotic	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_desert	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_frozen	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_island	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_jungle	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_magicforest	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_mountain	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_ocean	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_savannah	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_temperate	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_sla_regular_wasteland	ACTOR	wh3_main_sc_sla_slaanesh
wh3_climate_tze_regular_chaotic	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_desert	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_frozen	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_island	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_jungle	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_magicforest	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_mountain	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_ocean	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_savannah	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_temperate	ACTOR	wh3_main_sc_tze_tzeentch
wh3_climate_tze_regular_wasteland	ACTOR	wh3_main_sc_tze_tzeentch
wh3_dlc20_character_initiative_set_boons_khorne_chs_exalted_hero_mkho	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_khorne_chs_lord_mkho	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_khorne_daemon_prince_kho	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_nur_daemon_prince_nur	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_nurgle_chs_exalted_hero_mnur	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_nurgle_chs_sorcerer_lord_death_mnur	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_nurgle_chs_sorcerer_lord_nurgle_mnur	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_sla_daemon_prince_sla	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_slaanesh_chs_lord_msla	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_slaanesh_chs_sorcerer_shadows_msla	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_slaanesh_chs_sorcerer_slaanesh_msla	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_tze_daemon_prince_tze	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_tzeentch_chs_sorcerer_lord_metal_mtze	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_tzeentch_chs_sorcerer_lord_tzeentch_mtze	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_tzeentch_chs_sorcerer_metal_mtze	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_tzeentch_chs_sorcerer_tzeentch_mtze	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_exalted_hero	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_lord	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_sorcerer_death	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_sorcerer_fire	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_sorcerer_lord_death	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_sorcerer_lord_fire	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_sorcerer_lord_metal	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_sorcerer_lord_shadows	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_sorcerer_metal	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_boons_undivided_chs_sorcerer_shadows	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_exalted_hero_mkho_upgrades_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_exalted_hero_mnur_upgrades_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_lord_mko_upgrades	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_lord_msla_upgrades	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_sorcerer_lord_mnur_upgrades_death	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_sorcerer_lord_mnur_upgrades_nurgle	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_sorcerer_lord_mtze_upgrades_metal	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_sorcerer_lord_mtze_upgrades_tzeentch	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_sorcerer_msla_shadows_upgrades_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_sorcerer_msla_slaanesh_upgrades_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_sorcerer_mtze_metal_upgrades_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_character_initiative_set_sorcerer_mtze_tzeentch_upgrades_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh2_dlc09_tmb_tomb_kings	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh2_dlc09_tmb_tomb_kings	REGION_OWNER	wh2_dlc09_sc_tmb_tomb_kings
wh3_dlc20_chs_occuption_option_non_daemon_wh2_dlc11_cst_vampire_coast	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh2_dlc11_cst_vampire_coast	REGION_OWNER	wh2_dlc11_sc_cst_vampire_coast
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_def_dark_elves	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_def_dark_elves	REGION_OWNER	wh2_main_sc_def_dark_elves
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_hef_high_elves	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_hef_high_elves	REGION_OWNER	wh2_main_sc_hef_high_elves
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_lzd_lizardmen	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_lzd_lizardmen	REGION_OWNER	wh2_main_sc_lzd_lizardmen
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_rogue	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_rogue	REGION_OWNER	wh2_main_rogue
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_skv_skaven	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh2_main_skv_skaven	REGION_OWNER	wh2_main_sc_skv_skaven
wh3_dlc20_chs_occuption_option_non_daemon_wh3_main_cth_cathay	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh3_main_cth_cathay	REGION_OWNER	wh3_main_sc_cth_cathay
wh3_dlc20_chs_occuption_option_non_daemon_wh3_main_ksl_kislev	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh3_main_ksl_kislev	REGION_OWNER	wh3_main_sc_ksl_kislev
wh3_dlc20_chs_occuption_option_non_daemon_wh3_main_ogr_ogre_kingdoms	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh3_main_ogr_ogre_kingdoms	REGION_OWNER	wh3_main_sc_ogr_ogre_kingdoms
wh3_dlc20_chs_occuption_option_non_daemon_wh_dlc03_sc_bst_beastmen	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_dlc03_sc_bst_beastmen	REGION_OWNER	wh_dlc03_sc_bst_beastmen
wh3_dlc20_chs_occuption_option_non_daemon_wh_dlc05_wef_wood_elves	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_dlc05_wef_wood_elves	REGION_OWNER	wh_dlc05_sc_wef_wood_elves
wh3_dlc20_chs_occuption_option_non_daemon_wh_dlc08_sc_nor_norsca	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_dlc08_sc_nor_norsca	REGION_OWNER	wh_dlc08_sc_nor_norsca
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_brt_bretonnia	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_brt_bretonnia	REGION_OWNER	wh_main_sc_brt_bretonnia
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_dwf_dwarfs	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_dwf_dwarfs	REGION_OWNER	wh_main_sc_dwf_dwarfs
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_emp_empire	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_emp_empire	REGION_OWNER	wh_main_sc_emp_empire
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_grn_greenskins	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_grn_greenskins	REGION_OWNER	wh_main_sc_grn_greenskins
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_sc_chs_chaos	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_sc_chs_chaos	REGION_OWNER	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_vmp_vampire_counts	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_chs_occuption_option_non_daemon_wh_main_vmp_vampire_counts	REGION_OWNER	wh_main_sc_vmp_vampire_counts
wh3_dlc20_chs_souls_factor_fighting_non_daemon_wh2_main_rogue	ORIGINATOR	wh2_main_rogue
wh3_dlc20_occupation_decision_force_confederate_archaon_to_woc	REGION_OWNER	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_force_confederate_belakor_to_woc	REGION_OWNER	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_azazel_slaanesh	REGION_OWNER	wh3_main_sc_sla_slaanesh
wh3_dlc20_occupation_decision_vassal_festus_nurgle	REGION_OWNER	wh3_main_sc_nur_nurgle
wh3_dlc20_occupation_decision_vassal_valkia_khorne	REGION_OWNER	wh3_main_sc_kho_khorne
wh3_dlc20_occupation_decision_vassal_vilitch_tzeentch	REGION_OWNER	wh3_main_sc_tze_tzeentch
wh3_dlc20_occupation_decision_vassal_warriors_beastmen	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_beastmen	REGION_OWNER	wh_dlc03_sc_bst_beastmen
wh3_dlc20_occupation_decision_vassal_warriors_bretonnia	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_bretonnia	REGION_OWNER	wh_main_sc_brt_bretonnia
wh3_dlc20_occupation_decision_vassal_warriors_cathay	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_cathay	REGION_OWNER	wh3_main_sc_cth_cathay
wh3_dlc20_occupation_decision_vassal_warriors_dark_elves	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_dark_elves	REGION_OWNER	wh2_main_sc_def_dark_elves
wh3_dlc20_occupation_decision_vassal_warriors_empire	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_empire	REGION_OWNER	wh_main_sc_emp_empire
wh3_dlc20_occupation_decision_vassal_warriors_greenskins	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_greenskins	REGION_OWNER	wh_main_sc_grn_greenskins
wh3_dlc20_occupation_decision_vassal_warriors_high_elves	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_high_elves	REGION_OWNER	wh2_main_sc_hef_high_elves
wh3_dlc20_occupation_decision_vassal_warriors_khorne	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_khorne	REGION_OWNER	wh3_main_sc_kho_khorne
wh3_dlc20_occupation_decision_vassal_warriors_kislev	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_kislev	REGION_OWNER	wh3_main_sc_ksl_kislev
wh3_dlc20_occupation_decision_vassal_warriors_norsca	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_norsca	REGION_OWNER	wh_dlc08_sc_nor_norsca
wh3_dlc20_occupation_decision_vassal_warriors_nurgle	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_nurgle	REGION_OWNER	wh3_main_sc_nur_nurgle
wh3_dlc20_occupation_decision_vassal_warriors_ogres	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_ogres	REGION_OWNER	wh3_main_sc_ogr_ogre_kingdoms
wh3_dlc20_occupation_decision_vassal_warriors_savage_orcs	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_savage_orcs	REGION_OWNER	wh_main_sc_grn_savage_orcs
wh3_dlc20_occupation_decision_vassal_warriors_skaven	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_skaven	REGION_OWNER	wh2_main_sc_skv_skaven
wh3_dlc20_occupation_decision_vassal_warriors_slaanesh	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_slaanesh	REGION_OWNER	wh3_main_sc_sla_slaanesh
wh3_dlc20_occupation_decision_vassal_warriors_teb	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_teb	REGION_OWNER	wh_main_sc_teb_teb
wh3_dlc20_occupation_decision_vassal_warriors_tzeentch	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_tzeentch	REGION_OWNER	wh3_main_sc_tze_tzeentch
wh3_dlc20_occupation_decision_vassal_warriors_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_warriors	REGION_OWNER	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_wood_elves	ACTOR	wh_main_sc_chs_chaos
wh3_dlc20_occupation_decision_vassal_warriors_wood_elves	REGION_OWNER	wh_dlc05_sc_wef_wood_elves
wh3_main_agent_action_establish_cult	ACTOR	wh3_main_sc_sla_slaanesh
wh3_main_dae_military_force_plague_feature	ACTOR	wh3_main_sc_dae_daemons
wh3_main_kho_transport_army_pool_hounds	ACTOR	wh3_main_sc_kho_khorne
wh3_main_pooled_resource_seductive_influence_effects_1_beastmen	ACTOR	wh_dlc03_sc_bst_beastmen
wh3_main_pooled_resource_seductive_influence_effects_1_chaos_norsca	ACTOR	wh_dlc08_sc_nor_norsca
wh3_main_pooled_resource_seductive_influence_effects_1_chaos_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_main_pooled_resource_seductive_influence_effects_2_beastmen	ACTOR	wh_dlc03_sc_bst_beastmen
wh3_main_pooled_resource_seductive_influence_effects_2_chaos_norsca	ACTOR	wh_dlc08_sc_nor_norsca
wh3_main_pooled_resource_seductive_influence_effects_2_chaos_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_main_pooled_resource_seductive_influence_effects_3_beastmen	ACTOR	wh_dlc03_sc_bst_beastmen
wh3_main_pooled_resource_seductive_influence_effects_3_chaos_norsca	ACTOR	wh_dlc08_sc_nor_norsca
wh3_main_pooled_resource_seductive_influence_effects_3_chaos_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_main_pooled_resource_seductive_influence_effects_4_beastmen	ACTOR	wh_dlc03_sc_bst_beastmen
wh3_main_pooled_resource_seductive_influence_effects_4_chaos_norsca	ACTOR	wh_dlc08_sc_nor_norsca
wh3_main_pooled_resource_seductive_influence_effects_4_chaos_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_main_pooled_resource_seductive_influence_effects_max_beastmen	ACTOR	wh_dlc03_sc_bst_beastmen
wh3_main_pooled_resource_seductive_influence_effects_max_chaos_norsca	ACTOR	wh_dlc08_sc_nor_norsca
wh3_main_pooled_resource_seductive_influence_effects_max_chaos_warriors	ACTOR	wh_main_sc_chs_chaos
wh3_main_pro_sc_ksl_kislev_occupation_decision_colonise	ACTOR	wh3_main_pro_sc_ksl_kislev
wh3_main_pro_sc_ksl_kislev_occupation_decision_do_nothing	ACTOR	wh3_main_pro_sc_ksl_kislev
wh3_main_pro_sc_ksl_kislev_occupation_decision_occupy	ACTOR	wh3_main_pro_sc_ksl_kislev
wh3_main_pro_sc_ksl_kislev_occupation_decision_resettle	ACTOR	wh3_main_pro_sc_ksl_kislev
wh3_main_sc_cth_cathay_occupation_decision_colonise	ACTOR	wh3_main_sc_cth_cathay
wh3_main_sc_cth_cathay_occupation_decision_do_nothing	ACTOR	wh3_main_sc_cth_cathay
wh3_main_sc_cth_cathay_occupation_decision_loot	ACTOR	wh3_main_sc_cth_cathay
wh3_main_sc_cth_cathay_occupation_decision_occupy	ACTOR	wh3_main_sc_cth_cathay
wh3_main_sc_cth_cathay_occupation_decision_raze_without_occupy	ACTOR	wh3_main_sc_cth_cathay
wh3_main_sc_cth_cathay_occupation_decision_resettle	ACTOR	wh3_main_sc_cth_cathay
wh3_main_sc_cth_cathay_occupation_decision_sack	ACTOR	wh3_main_sc_cth_cathay
wh3_main_sc_dae_daemons_occupation_decision_colonise	ACTOR	wh3_main_sc_dae_daemons
wh3_main_sc_dae_daemons_occupation_decision_do_nothing	ACTOR	wh3_main_sc_dae_daemons
wh3_main_sc_dae_daemons_occupation_decision_occupy	ACTOR	wh3_main_sc_dae_daemons
wh3_main_sc_dae_daemons_occupation_decision_raze_without_occupy	ACTOR	wh3_main_sc_dae_daemons
wh3_main_sc_dae_daemons_occupation_decision_resettle	ACTOR	wh3_main_sc_dae_daemons
wh3_main_sc_dae_daemons_occupation_decision_sack	ACTOR	wh3_main_sc_dae_daemons
wh3_main_sc_kho_khorne_occupation_decision_colonise	ACTOR	wh3_main_sc_kho_khorne
wh3_main_sc_kho_khorne_occupation_decision_do_nothing	ACTOR	wh3_main_sc_kho_khorne
wh3_main_sc_kho_khorne_occupation_decision_loot	ACTOR	wh3_main_sc_kho_khorne
wh3_main_sc_kho_khorne_occupation_decision_occupy	ACTOR	wh3_main_sc_kho_khorne
wh3_main_sc_kho_khorne_occupation_decision_raze_without_occupy	ACTOR	wh3_main_sc_kho_khorne
wh3_main_sc_kho_khorne_occupation_decision_resettle	ACTOR	wh3_main_sc_kho_khorne
wh3_main_sc_kho_khorne_occupation_decision_sack	ACTOR	wh3_main_sc_kho_khorne
wh3_main_sc_ksl_kislev_occupation_decision_colonise	ACTOR	wh3_main_sc_ksl_kislev
wh3_main_sc_ksl_kislev_occupation_decision_do_nothing	ACTOR	wh3_main_sc_ksl_kislev
wh3_main_sc_ksl_kislev_occupation_decision_loot	ACTOR	wh3_main_sc_ksl_kislev
wh3_main_sc_ksl_kislev_occupation_decision_occupy	ACTOR	wh3_main_sc_ksl_kislev
wh3_main_sc_ksl_kislev_occupation_decision_raze_without_occupy	ACTOR	wh3_main_sc_ksl_kislev
wh3_main_sc_ksl_kislev_occupation_decision_resettle	ACTOR	wh3_main_sc_ksl_kislev
wh3_main_sc_ksl_kislev_occupation_decision_sack	ACTOR	wh3_main_sc_ksl_kislev
wh3_main_sc_nur_nurgle_occupation_decision_colonise	ACTOR	wh3_main_sc_nur_nurgle
wh3_main_sc_nur_nurgle_occupation_decision_do_nothing	ACTOR	wh3_main_sc_nur_nurgle
wh3_main_sc_nur_nurgle_occupation_decision_loot	ACTOR	wh3_main_sc_nur_nurgle
wh3_main_sc_nur_nurgle_occupation_decision_occupy	ACTOR	wh3_main_sc_nur_nurgle
