choice_key	dilemma_key	associated_audio_trigger
THIRD	wh3_dlc20_chs_eye_of_the_gods_tze	
FIRST	wh3_dlc20_chs_vassal_dilemma_character_shows_strength	
SECOND	wh3_dlc20_chs_vassal_dilemma_character_shows_strength	
FIRST	wh3_dlc20_chs_vassal_dilemma_devoted_region_positive	
SECOND	wh3_dlc20_chs_vassal_dilemma_devoted_region_positive	
FIRST	wh3_dlc20_chs_vassal_dilemma_slave_revolt	
SECOND	wh3_dlc20_chs_vassal_dilemma_slave_revolt	
FIRST	wh3_dlc20_chs_vassal_dilemma_unruly_vassal	
SECOND	wh3_dlc20_chs_vassal_dilemma_unruly_vassal	
FIRST	wh3_dlc20_dilemma_chs_contest_of_champions	
SECOND	wh3_dlc20_dilemma_chs_contest_of_champions	
FIRST	wh3_dlc20_dilemma_chs_dicovered_ritual_khorne	
SECOND	wh3_dlc20_dilemma_chs_dicovered_ritual_khorne	
FIRST	wh3_dlc20_dilemma_chs_discovered_ritual_nurgle	
SECOND	wh3_dlc20_dilemma_chs_discovered_ritual_nurgle	
FIRST	wh3_dlc20_dilemma_chs_discovered_ritual_slaanesh	
SECOND	wh3_dlc20_dilemma_chs_discovered_ritual_slaanesh	
FIRST	wh3_dlc20_dilemma_chs_discovered_ritual_tzeentch	
SECOND	wh3_dlc20_dilemma_chs_discovered_ritual_tzeentch	
FIRST	wh3_dlc20_dilemma_chs_vassals_unruly	
SECOND	wh3_dlc20_dilemma_chs_vassals_unruly	
FIRST	wh3_dlc20_dilemma_daemon_prince_ascension	
SECOND	wh3_dlc20_dilemma_daemon_prince_ascension	
THIRD	wh3_dlc20_dilemma_daemon_prince_ascension	
FIRST	wh3_dlc21_dwf_confederation_dilemma_angrund	
SECOND	wh3_dlc21_dwf_confederation_dilemma_angrund	
THIRD	wh3_dlc21_dwf_confederation_dilemma_angrund	
FIRST	wh3_dlc21_wef_confederation_dilemma_shanlin	
SECOND	wh3_dlc21_wef_confederation_dilemma_shanlin	
FIRST	wh3_main_brt_confederation_aquitaine	
SECOND	wh3_main_brt_confederation_aquitaine	
THIRD	wh3_main_brt_confederation_aquitaine	
FIRST	wh3_main_dilemma_boris_unlock	
FOURTH	wh3_main_dilemma_boris_unlock	
SECOND	wh3_main_dilemma_boris_unlock	
THIRD	wh3_main_dilemma_boris_unlock	
FIRST	wh3_main_dilemma_chaos_campaign_belakor_decision	
SECOND	wh3_main_dilemma_chaos_campaign_belakor_decision	
FIRST	wh3_main_dilemma_chaos_campaign_defeat	
FIRST	wh3_main_dilemma_chaos_campaign_victory	
FIRST	wh3_main_dilemma_chaos_campaign_victory_kislev	
FIRST	wh3_main_dilemma_cth_10	
SECOND	wh3_main_dilemma_cth_10	
FIRST	wh3_main_dilemma_cth_1	
SECOND	wh3_main_dilemma_cth_1	
FIRST	wh3_main_dilemma_cth_2	
SECOND	wh3_main_dilemma_cth_2	
FIRST	wh3_main_dilemma_cth_3	
SECOND	wh3_main_dilemma_cth_3	
FIRST	wh3_main_dilemma_cth_4	
SECOND	wh3_main_dilemma_cth_4	
FIRST	wh3_main_dilemma_cth_5	
FOURTH	wh3_main_dilemma_cth_5	
SECOND	wh3_main_dilemma_cth_5	
THIRD	wh3_main_dilemma_cth_5	
FIRST	wh3_main_dilemma_cth_6	
FOURTH	wh3_main_dilemma_cth_6	
SECOND	wh3_main_dilemma_cth_6	
THIRD	wh3_main_dilemma_cth_6	
FIRST	wh3_main_dilemma_cth_7	
SECOND	wh3_main_dilemma_cth_7	
FIRST	wh3_main_dilemma_cth_8	
FOURTH	wh3_main_dilemma_cth_8	
SECOND	wh3_main_dilemma_cth_8	
THIRD	wh3_main_dilemma_cth_8	
FIRST	wh3_main_dilemma_cth_9	
SECOND	wh3_main_dilemma_cth_9	
FIRST	wh3_main_dilemma_cth_caravan_1A	
SECOND	wh3_main_dilemma_cth_caravan_1A	
FIRST	wh3_main_dilemma_cth_caravan_1B	
SECOND	wh3_main_dilemma_cth_caravan_1B	
FIRST	wh3_main_dilemma_cth_caravan_2A	
SECOND	wh3_main_dilemma_cth_caravan_2A	
FIRST	wh3_main_dilemma_cth_caravan_2B	
SECOND	wh3_main_dilemma_cth_caravan_2B	
FIRST	wh3_main_dilemma_cth_caravan_3A	
SECOND	wh3_main_dilemma_cth_caravan_3A	
FIRST	wh3_main_dilemma_cth_caravan_3B	
SECOND	wh3_main_dilemma_cth_caravan_3B	
FIRST	wh3_main_dilemma_cth_caravan_4A	
SECOND	wh3_main_dilemma_cth_caravan_4A	
FIRST	wh3_main_dilemma_cth_caravan_4B	
SECOND	wh3_main_dilemma_cth_caravan_4B	
FIRST	wh3_main_dilemma_cth_caravan_5	
SECOND	wh3_main_dilemma_cth_caravan_5	
FIRST	wh3_main_dilemma_cth_caravan_battle_1A	
SECOND	wh3_main_dilemma_cth_caravan_battle_1A	
FIRST	wh3_main_dilemma_cth_caravan_battle_1B	
SECOND	wh3_main_dilemma_cth_caravan_battle_1B	
FIRST	wh3_main_dilemma_cth_caravan_battle_2A	
SECOND	wh3_main_dilemma_cth_caravan_battle_2A	
FIRST	wh3_main_dilemma_cth_caravan_battle_2B	
SECOND	wh3_main_dilemma_cth_caravan_battle_2B	
FIRST	wh3_main_dilemma_cth_caravan_battle_3	
SECOND	wh3_main_dilemma_cth_caravan_battle_3	
FIRST	wh3_main_dilemma_cth_caravan_battle_4	
SECOND	wh3_main_dilemma_cth_caravan_battle_4	
FIRST	wh3_main_dilemma_dae_10	
SECOND	wh3_main_dilemma_dae_10	
FIRST	wh3_main_dilemma_dae_1	
SECOND	wh3_main_dilemma_dae_1	
FIRST	wh3_main_dilemma_dae_2	
SECOND	wh3_main_dilemma_dae_2	
FIRST	wh3_main_dilemma_dae_3	
SECOND	wh3_main_dilemma_dae_3	
FIRST	wh3_main_dilemma_dae_4	
SECOND	wh3_main_dilemma_dae_4	
FIRST	wh3_main_dilemma_dae_5	
SECOND	wh3_main_dilemma_dae_5	
FIRST	wh3_main_dilemma_dae_6	
SECOND	wh3_main_dilemma_dae_6	
FIRST	wh3_main_dilemma_dae_7	
SECOND	wh3_main_dilemma_dae_7	
FIRST	wh3_main_dilemma_dae_8	
FOURTH	wh3_main_dilemma_dae_8	
SECOND	wh3_main_dilemma_dae_8	
THIRD	wh3_main_dilemma_dae_8	
FIRST	wh3_main_dilemma_dae_9	
SECOND	wh3_main_dilemma_dae_9	
FIRST	wh3_main_dilemma_exalted_greater_daemon_kho	
SECOND	wh3_main_dilemma_exalted_greater_daemon_kho	
THIRD	wh3_main_dilemma_exalted_greater_daemon_kho	
FIRST	wh3_main_dilemma_exalted_greater_daemon_nur	
SECOND	wh3_main_dilemma_exalted_greater_daemon_nur	
THIRD	wh3_main_dilemma_exalted_greater_daemon_nur	
FIRST	wh3_main_dilemma_exalted_greater_daemon_sla	
SECOND	wh3_main_dilemma_exalted_greater_daemon_sla	
THIRD	wh3_main_dilemma_exalted_greater_daemon_sla	
FIRST	wh3_main_dilemma_exalted_greater_daemon_tze	
SECOND	wh3_main_dilemma_exalted_greater_daemon_tze	
THIRD	wh3_main_dilemma_exalted_greater_daemon_tze	
FIRST	wh3_main_dilemma_forge_of_souls_entered	
SECOND	wh3_main_dilemma_forge_of_souls_entered	
FIRST	wh3_main_dilemma_kho_1	
SECOND	wh3_main_dilemma_kho_1	
FIRST	wh3_main_dilemma_kho_2	
SECOND	wh3_main_dilemma_kho_2	
FIRST	wh3_main_dilemma_kho_2_a	
SECOND	wh3_main_dilemma_kho_2_a	
FIRST	wh3_main_dilemma_kho_3	
SECOND	wh3_main_dilemma_kho_3	
FIRST	wh3_main_dilemma_kho_4	
SECOND	wh3_main_dilemma_kho_4	
FIRST	wh3_main_dilemma_kho_5	
SECOND	wh3_main_dilemma_kho_5	
FIRST	wh3_main_dilemma_kho_6	
SECOND	wh3_main_dilemma_kho_6	
FIRST	wh3_main_dilemma_kho_7	
SECOND	wh3_main_dilemma_kho_7	
FIRST	wh3_main_dilemma_kho_8	
SECOND	wh3_main_dilemma_kho_8	
FIRST	wh3_main_dilemma_kho_9	
SECOND	wh3_main_dilemma_kho_9	
FIRST	wh3_main_dilemma_ksl_1	
SECOND	wh3_main_dilemma_ksl_1	
FIRST	wh3_main_dilemma_ksl_2	
SECOND	wh3_main_dilemma_ksl_2	
FIRST	wh3_main_dilemma_ksl_3	
SECOND	wh3_main_dilemma_ksl_3	
FIRST	wh3_main_dilemma_ksl_4	
SECOND	wh3_main_dilemma_ksl_4	
FIRST	wh3_main_dilemma_ksl_5	
SECOND	wh3_main_dilemma_ksl_5	
FIRST	wh3_main_dilemma_ksl_6	
SECOND	wh3_main_dilemma_ksl_6	
THIRD	wh3_main_dilemma_ksl_6	
FIRST	wh3_main_dilemma_ksl_7	
SECOND	wh3_main_dilemma_ksl_7	
FIRST	wh3_main_dilemma_ksl_8	
SECOND	wh3_main_dilemma_ksl_8	
FIRST	wh3_main_dilemma_nur_1	
SECOND	wh3_main_dilemma_nur_1	
FIRST	wh3_main_dilemma_nur_2	
SECOND	wh3_main_dilemma_nur_2	
FIRST	wh3_main_dilemma_nur_3	
SECOND	wh3_main_dilemma_nur_3	
FIRST	wh3_main_dilemma_nur_4	
SECOND	wh3_main_dilemma_nur_4	
FIRST	wh3_main_dilemma_nur_5	
SECOND	wh3_main_dilemma_nur_5	
FIRST	wh3_main_dilemma_nur_6	
SECOND	wh3_main_dilemma_nur_6	
FIRST	wh3_main_dilemma_nur_7	
SECOND	wh3_main_dilemma_nur_7	
FIRST	wh3_main_dilemma_nur_8	
SECOND	wh3_main_dilemma_nur_8	
FIRST	wh3_main_dilemma_nur_9	
SECOND	wh3_main_dilemma_nur_9	
FIRST	wh3_main_dilemma_ogr_10	
SECOND	wh3_main_dilemma_ogr_10	
FIRST	wh3_main_dilemma_ogr_11	
SECOND	wh3_main_dilemma_ogr_11	
FIRST	wh3_main_dilemma_ogr_12	
SECOND	wh3_main_dilemma_ogr_12	
FIRST	wh3_main_dilemma_ogr_1	
SECOND	wh3_main_dilemma_ogr_1	
FIRST	wh3_main_dilemma_ogr_2	
SECOND	wh3_main_dilemma_ogr_2	
FIRST	wh3_main_dilemma_ogr_3	
SECOND	wh3_main_dilemma_ogr_3	
FIRST	wh3_main_dilemma_ogr_4	
SECOND	wh3_main_dilemma_ogr_4	
FIRST	wh3_main_dilemma_ogr_5	
SECOND	wh3_main_dilemma_ogr_5	
FIRST	wh3_main_dilemma_ogr_6	
SECOND	wh3_main_dilemma_ogr_6	
FIRST	wh3_main_dilemma_ogr_7	
SECOND	wh3_main_dilemma_ogr_7	
FIRST	wh3_main_dilemma_ogr_8	
SECOND	wh3_main_dilemma_ogr_8	
FIRST	wh3_main_dilemma_ogr_9	
SECOND	wh3_main_dilemma_ogr_9	
FIRST	wh3_main_dilemma_sla_1	
SECOND	wh3_main_dilemma_sla_1	
FIRST	wh3_main_dilemma_sla_2	
SECOND	wh3_main_dilemma_sla_2	
FIRST	wh3_main_dilemma_sla_2_a	
SECOND	wh3_main_dilemma_sla_2_a	
FIRST	wh3_main_dilemma_sla_3	
SECOND	wh3_main_dilemma_sla_3	
FIRST	wh3_main_dilemma_sla_4	
SECOND	wh3_main_dilemma_sla_4	
FIRST	wh3_main_dilemma_sla_5	
SECOND	wh3_main_dilemma_sla_5	
FIRST	wh3_main_dilemma_sla_5_a	
SECOND	wh3_main_dilemma_sla_5_a	
FIRST	wh3_main_dilemma_sla_6	
SECOND	wh3_main_dilemma_sla_6	
FIRST	wh3_main_dilemma_sla_7	
SECOND	wh3_main_dilemma_sla_7	
FIRST	wh3_main_dilemma_sla_8	
SECOND	wh3_main_dilemma_sla_8	
FIRST	wh3_main_dilemma_sla_9	
SECOND	wh3_main_dilemma_sla_9	
FIRST	wh3_main_dilemma_tze_1	
SECOND	wh3_main_dilemma_tze_1	
FIRST	wh3_main_dilemma_tze_2	
SECOND	wh3_main_dilemma_tze_2	
FIRST	wh3_main_dilemma_tze_3	
SECOND	wh3_main_dilemma_tze_3	
FIRST	wh3_main_dilemma_tze_3_a	
SECOND	wh3_main_dilemma_tze_3_a	
FIRST	wh3_main_dilemma_tze_4	
SECOND	wh3_main_dilemma_tze_4	
FIRST	wh3_main_dilemma_tze_5	
SECOND	wh3_main_dilemma_tze_5	
FIRST	wh3_main_dilemma_tze_6	
SECOND	wh3_main_dilemma_tze_6	
FIRST	wh3_main_dilemma_tze_7	
SECOND	wh3_main_dilemma_tze_7	
FIRST	wh3_main_dilemma_tze_8	
SECOND	wh3_main_dilemma_tze_8	
FIRST	wh3_main_dilemma_tze_9	
SECOND	wh3_main_dilemma_tze_9	
FIRST	wh3_main_eltharion_start_dilemma	
SECOND	wh3_main_eltharion_start_dilemma	
FIRST	wh3_main_realm_slaanesh_fifth_1	
SECOND	wh3_main_realm_slaanesh_fifth_1	
FIRST	wh3_main_realm_slaanesh_fifth_2	
SECOND	wh3_main_realm_slaanesh_fifth_2	
FIRST	wh3_main_realm_slaanesh_final_battle	
SECOND	wh3_main_realm_slaanesh_final_battle	
FIRST	wh3_main_realm_slaanesh_first_1	
SECOND	wh3_main_realm_slaanesh_first_1	
FIRST	wh3_main_realm_slaanesh_first_2	
SECOND	wh3_main_realm_slaanesh_first_2	
FIRST	wh3_main_realm_slaanesh_fourth_1	
SECOND	wh3_main_realm_slaanesh_fourth_1	
FIRST	wh3_main_realm_slaanesh_fourth_2	
SECOND	wh3_main_realm_slaanesh_fourth_2	
FIRST	wh3_main_realm_slaanesh_second_1	
SECOND	wh3_main_realm_slaanesh_second_1	
FIRST	wh3_main_realm_slaanesh_second_2	
SECOND	wh3_main_realm_slaanesh_second_2	
FIRST	wh3_main_realm_slaanesh_sixth_1	
SECOND	wh3_main_realm_slaanesh_sixth_1	
FIRST	wh3_main_realm_slaanesh_sixth_2	
SECOND	wh3_main_realm_slaanesh_sixth_2	
FIRST	wh3_main_realm_slaanesh_third_1	
SECOND	wh3_main_realm_slaanesh_third_1	
FIRST	wh3_main_realm_slaanesh_third_2	
SECOND	wh3_main_realm_slaanesh_third_2	
FIRST	wh3_main_realm_tzeentch_generic_dilemma	
SECOND	wh3_main_realm_tzeentch_generic_dilemma	
FIRST	wh3_main_realm_tzeentch_strong_effect_dilemma	
SECOND	wh3_main_realm_tzeentch_strong_effect_dilemma	
THIRD	wh3_main_realm_tzeentch_strong_effect_dilemma	
FIRST	wh3_main_story_panel_the_ascension	
FIRST	wh3_prologue_changer_of_the_ways	
SECOND	wh3_prologue_changer_of_the_ways	
FIRST	wh3_prologue_daemons_price_1	
FIRST	wh3_prologue_daemons_price_2	
FIRST	wh3_prologue_fear_me	
SECOND	wh3_prologue_fear_me	
FIRST	wh3_prologue_journal	
SECOND	wh3_prologue_journal	
FIRST	wh3_prologue_post_altar	
SECOND	wh3_prologue_post_altar	
FIRST	wh3_prologue_revealed_the_maze	
SECOND	wh3_prologue_revealed_the_maze	
FIRST	wh3_prologue_take_sword	
SECOND	wh3_prologue_take_sword	
FIRST	wh3_prologue_the_ruins	
SECOND	wh3_prologue_the_ruins	
FIRST	wh3_prologue_trials	
SECOND	wh3_prologue_trials	
FIRST	wh3_prologue_tribute	
SECOND	wh3_prologue_tribute	
FIRST	wh3_prologue_trouble_at_beacon	
SECOND	wh3_prologue_trouble_at_beacon	
FIRST	wh_dlc03_agent_choice	
SECOND	wh_dlc03_agent_choice	
FIRST	wh_dlc03_bst_blasphemy	
SECOND	wh_dlc03_bst_blasphemy	
FIRST	wh_dlc03_bst_blood_or_flesh	
SECOND	wh_dlc03_bst_blood_or_flesh	
FIRST	wh_dlc03_bst_command_of_the_herd	
SECOND	wh_dlc03_bst_command_of_the_herd	
FIRST	wh_dlc03_bst_dont_lick_a_toad	
SECOND	wh_dlc03_bst_dont_lick_a_toad	
FIRST	wh_dlc03_bst_gaze_of_darkness	
SECOND	wh_dlc03_bst_gaze_of_darkness	
FIRST	wh_dlc03_bst_gluttony	
SECOND	wh_dlc03_bst_gluttony	
FIRST	wh_dlc03_bst_into_the_heart_of_the_dark	
SECOND	wh_dlc03_bst_into_the_heart_of_the_dark	
FIRST	wh_dlc03_bst_ruinous_rituals	
SECOND	wh_dlc03_bst_ruinous_rituals	
FIRST	wh_dlc03_bst_the_brayherd_calls	
SECOND	wh_dlc03_bst_the_brayherd_calls	
FIRST	wh_dlc03_bst_the_enemy_within	
SECOND	wh_dlc03_bst_the_enemy_within	
SCRIPTED_1	wh_dlc03_full_moon_preparations_full_moon	
SCRIPTED_2	wh_dlc03_full_moon_preparations_full_moon	
SCRIPTED_3	wh_dlc03_full_moon_preparations_full_moon	
SCRIPTED_4	wh_dlc03_full_moon_preparations_full_moon	
SCRIPTED_5	wh_dlc03_full_moon_preparations_full_moon	
SCRIPTED_6	wh_dlc03_full_moon_preparations_full_moon	
SCRIPTED_7	wh_dlc03_full_moon_preparations_full_moon	
SCRIPTED_1	wh_dlc03_full_moon_preparations_lunar_eclipse	
SCRIPTED_2	wh_dlc03_full_moon_preparations_lunar_eclipse	
SCRIPTED_3	wh_dlc03_full_moon_preparations_lunar_eclipse	
SCRIPTED_4	wh_dlc03_full_moon_preparations_lunar_eclipse	
SCRIPTED_5	wh_dlc03_full_moon_preparations_lunar_eclipse	
SCRIPTED_6	wh_dlc03_full_moon_preparations_lunar_eclipse	
SCRIPTED_7	wh_dlc03_full_moon_preparations_lunar_eclipse	
SCRIPTED_1	wh_dlc03_full_moon_preparations_solar_eclipse	
SCRIPTED_2	wh_dlc03_full_moon_preparations_solar_eclipse	
SCRIPTED_3	wh_dlc03_full_moon_preparations_solar_eclipse	
SCRIPTED_4	wh_dlc03_full_moon_preparations_solar_eclipse	
SCRIPTED_5	wh_dlc03_full_moon_preparations_solar_eclipse	
SCRIPTED_6	wh_dlc03_full_moon_preparations_solar_eclipse	
SCRIPTED_7	wh_dlc03_full_moon_preparations_solar_eclipse	
FIRST	wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2	
SECOND	wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2	
FIRST	wh_dlc05_wef_asrai_asur_druchii	
SECOND	wh_dlc05_wef_asrai_asur_druchii	
FIRST	wh_dlc05_wef_children_of_eternity	
SECOND	wh_dlc05_wef_children_of_eternity	
FIRST	wh_dlc05_wef_festival_of_the_equinox	
SECOND	wh_dlc05_wef_festival_of_the_equinox	
FIRST	wh_dlc05_wef_heavens_or_the_underworld	
SECOND	wh_dlc05_wef_heavens_or_the_underworld	
FIRST	wh_dlc05_wef_shape_shifters	
SECOND	wh_dlc05_wef_shape_shifters	
FIRST	wh_dlc05_wef_the_dreaming_wood	
SECOND	wh_dlc05_wef_the_dreaming_wood	
FIRST	wh_dlc05_wef_the_fate_of_the_body	
SECOND	wh_dlc05_wef_the_fate_of_the_body	
FIRST	wh_dlc05_wef_the_great_stag	
SECOND	wh_dlc05_wef_the_great_stag	
FIRST	wh_dlc05_wef_the_night_glens	
SECOND	wh_dlc05_wef_the_night_glens	
FIRST	wh_dlc05_wef_vaults_of_winter	
SECOND	wh_dlc05_wef_vaults_of_winter	
FIRST	wh_dlc07_brt_a_noble_feast	
SECOND	wh_dlc07_brt_a_noble_feast	
FIRST	wh_dlc07_brt_confederation_artois	
SECOND	wh_dlc07_brt_confederation_artois	
THIRD	wh_dlc07_brt_confederation_artois	
FIRST	wh_dlc07_brt_confederation_bastonne	
SECOND	wh_dlc07_brt_confederation_bastonne	
THIRD	wh_dlc07_brt_confederation_bastonne	
FIRST	wh_dlc07_brt_confederation_bordeleaux	
SECOND	wh_dlc07_brt_confederation_bordeleaux	
THIRD	wh_dlc07_brt_confederation_bordeleaux	
FIRST	wh_dlc07_brt_confederation_bretonnia	
SECOND	wh_dlc07_brt_confederation_bretonnia	
THIRD	wh_dlc07_brt_confederation_bretonnia	
FIRST	wh_dlc07_brt_confederation_carcassonne	
SECOND	wh_dlc07_brt_confederation_carcassonne	
THIRD	wh_dlc07_brt_confederation_carcassonne	
FIRST	wh_dlc07_brt_confederation_lyonesse	
SECOND	wh_dlc07_brt_confederation_lyonesse	
THIRD	wh_dlc07_brt_confederation_lyonesse	
FIRST	wh_dlc07_brt_confederation_parravon	
SECOND	wh_dlc07_brt_confederation_parravon	
THIRD	wh_dlc07_brt_confederation_parravon	
FIRST	wh_dlc07_brt_dedicated_service	
SECOND	wh_dlc07_brt_dedicated_service	
FIRST	wh_dlc07_brt_final_battle_choice	
SECOND	wh_dlc07_brt_final_battle_choice	
FIRST	wh_dlc07_brt_food_hoarder	
SECOND	wh_dlc07_brt_food_hoarder	
FIRST	wh_dlc07_brt_gifted_children	
SECOND	wh_dlc07_brt_gifted_children	
FIRST	wh_dlc07_brt_hidden_statue	
SECOND	wh_dlc07_brt_hidden_statue	
FIRST	wh_dlc07_brt_hunting_grounds	
SECOND	wh_dlc07_brt_hunting_grounds	
FIRST	wh_dlc07_brt_knowledge_from_the_lady	
SECOND	wh_dlc07_brt_knowledge_from_the_lady	
FIRST	wh_dlc07_brt_mockery_of_our_vows	
SECOND	wh_dlc07_brt_mockery_of_our_vows	
FIRST	wh_dlc07_brt_pimples_and_brown_spots	
SECOND	wh_dlc07_brt_pimples_and_brown_spots	
FIRST	wh_dlc07_brt_prosperous_harvest	
SECOND	wh_dlc07_brt_prosperous_harvest	
FIRST	wh_dlc07_brt_qb_alberic_trident_of_manann_stage_5	
SECOND	wh_dlc07_brt_qb_alberic_trident_of_manann_stage_5	
FIRST	wh_dlc07_brt_the_price_of_chivalry	
SECOND	wh_dlc07_brt_the_price_of_chivalry	
FIRST	wh_dlc07_brt_whispers_of_witchcraft	
SECOND	wh_dlc07_brt_whispers_of_witchcraft	
FIRST	wh_dlc08_nor_archaon_choice	
SECOND	wh_dlc08_nor_archaon_choice	
FIRST	wh_dlc08_nor_avalanche	
SECOND	wh_dlc08_nor_avalanche	
FIRST	wh_dlc08_nor_bestial_servants	
SECOND	wh_dlc08_nor_bestial_servants	
FIRST	wh_dlc08_nor_blood_iron	
SECOND	wh_dlc08_nor_blood_iron	
FIRST	wh_dlc08_nor_eager_for_blood	
SECOND	wh_dlc08_nor_eager_for_blood	
FIRST	wh_dlc08_nor_grim_visions	
SECOND	wh_dlc08_nor_grim_visions	
FIRST	wh_dlc08_nor_hidden_fissure	
SECOND	wh_dlc08_nor_hidden_fissure	
FIRST	wh_dlc08_nor_monster_hunt_0_dilemma_reward	
FOURTH	wh_dlc08_nor_monster_hunt_0_dilemma_reward	
SECOND	wh_dlc08_nor_monster_hunt_0_dilemma_reward	
THIRD	wh_dlc08_nor_monster_hunt_0_dilemma_reward	
FIRST	wh_dlc08_nor_monster_hunt_1_dilemma_reward	
FOURTH	wh_dlc08_nor_monster_hunt_1_dilemma_reward	
SECOND	wh_dlc08_nor_monster_hunt_1_dilemma_reward	
THIRD	wh_dlc08_nor_monster_hunt_1_dilemma_reward	
FIRST	wh_dlc08_nor_monster_hunt_2_dilemma_reward	
FOURTH	wh_dlc08_nor_monster_hunt_2_dilemma_reward	
SECOND	wh_dlc08_nor_monster_hunt_2_dilemma_reward	
THIRD	wh_dlc08_nor_monster_hunt_2_dilemma_reward	
FIRST	wh_dlc08_nor_monster_hunt_3_dilemma_reward	
FOURTH	wh_dlc08_nor_monster_hunt_3_dilemma_reward	
SECOND	wh_dlc08_nor_monster_hunt_3_dilemma_reward	
THIRD	wh_dlc08_nor_monster_hunt_3_dilemma_reward	
FIRST	wh_dlc08_nor_monster_hunt_4_dilemma_reward	
FOURTH	wh_dlc08_nor_monster_hunt_4_dilemma_reward	
SECOND	wh_dlc08_nor_monster_hunt_4_dilemma_reward	
THIRD	wh_dlc08_nor_monster_hunt_4_dilemma_reward	
FIRST	wh_dlc08_nor_monster_hunt_5_dilemma_reward	
FOURTH	wh_dlc08_nor_monster_hunt_5_dilemma_reward	
SECOND	wh_dlc08_nor_monster_hunt_5_dilemma_reward	
THIRD	wh_dlc08_nor_monster_hunt_5_dilemma_reward	
FIRST	wh_dlc08_nor_monster_hunt_6_dilemma_reward	
FOURTH	wh_dlc08_nor_monster_hunt_6_dilemma_reward	
SECOND	wh_dlc08_nor_monster_hunt_6_dilemma_reward	
THIRD	wh_dlc08_nor_monster_hunt_6_dilemma_reward	
FIRST	wh_dlc08_nor_monster_hunt_7_dilemma_reward	
FOURTH	wh_dlc08_nor_monster_hunt_7_dilemma_reward	
SECOND	wh_dlc08_nor_monster_hunt_7_dilemma_reward	
THIRD	wh_dlc08_nor_monster_hunt_7_dilemma_reward	
FIRST	wh_dlc08_nor_prove_their_worth	
SECOND	wh_dlc08_nor_prove_their_worth	
FIRST	wh_dlc08_nor_rare_metal	
SECOND	wh_dlc08_nor_rare_metal	
FIRST	wh_dlc08_nor_sacrificial_altars	
SECOND	wh_dlc08_nor_sacrificial_altars	
FIRST	wh_dlc08_nor_shrine_or_shine	
SECOND	wh_dlc08_nor_shrine_or_shine	
FIRST	wh_dlc08_nor_surfeit_of_loot	
SECOND	wh_dlc08_nor_surfeit_of_loot	
FIRST	wh_dlc08_nor_the_dying_skald	
SECOND	wh_dlc08_nor_the_dying_skald	
FIRST	wh_dlc08_qb_nor_monster_hunt_0_stage_2	
SECOND	wh_dlc08_qb_nor_monster_hunt_0_stage_2	
FIRST	wh_dlc08_qb_nor_monster_hunt_2_stage_2	
SECOND	wh_dlc08_qb_nor_monster_hunt_2_stage_2	
FIRST	wh_dlc08_qb_nor_monster_hunt_4_stage_2	
SECOND	wh_dlc08_qb_nor_monster_hunt_4_stage_2	
FIRST	wh_main_all_a_stranger_comes	
SECOND	wh_main_all_a_stranger_comes	
FIRST	wh_main_all_a_stranger_comes_vmp	
SECOND	wh_main_all_a_stranger_comes_vmp	
FIRST	wh_main_all_foolish_vainglory	
SECOND	wh_main_all_foolish_vainglory	
FIRST	wh_main_all_the_gods_are_angry	
SECOND	wh_main_all_the_gods_are_angry	
FIRST	wh_main_all_the_migration	
SECOND	wh_main_all_the_migration	
FIRST	wh_main_all_under_the_dark_moons_glare	
SECOND	wh_main_all_under_the_dark_moons_glare	
FIRST	wh_main_azhag_the_slaughterer_azhags_ard_armour_stage_1	
SECOND	wh_main_azhag_the_slaughterer_azhags_ard_armour_stage_1	
FIRST	wh_main_chs_the_eye_closes	
SECOND	wh_main_chs_the_eye_closes	
FIRST	wh_main_chs_the_eye_opens	
SECOND	wh_main_chs_the_eye_opens	
FIRST	wh_main_chs_the_eye_opens_wider	
SECOND	wh_main_chs_the_eye_opens_wider	
FIRST	wh_main_dwf_a_grudge_too_far	
SECOND	wh_main_dwf_a_grudge_too_far	
FIRST	wh_main_dwf_a_shameful_display	
SECOND	wh_main_dwf_a_shameful_display	
FIRST	wh_main_dwf_besieged_khazid	
SECOND	wh_main_dwf_besieged_khazid	
FIRST	wh_main_dwf_empire_in_flames	
SECOND	wh_main_dwf_empire_in_flames	
FIRST	wh_main_dwf_ungrim_ironfist_slayer_crown_stage_3	
SECOND	wh_main_dwf_ungrim_ironfist_slayer_crown_stage_3	
FIRST	wh_main_dwf_what_would_grungni_do	
SECOND	wh_main_dwf_what_would_grungni_do	
FIRST	wh_main_emp_elector_greed	
SECOND	wh_main_emp_elector_greed	
FIRST	wh_main_emp_looters	
SECOND	wh_main_emp_looters	
FIRST	wh_main_emp_tax_riots	
SECOND	wh_main_emp_tax_riots	
FIRST	wh_main_emp_the_brass_sentinel_speaks	
SECOND	wh_main_emp_the_brass_sentinel_speaks	
FIRST	wh_main_emp_the_moot_petitions	
SECOND	wh_main_emp_the_moot_petitions	
FIRST	wh_main_grn_get_out_of_da_way	
SECOND	wh_main_grn_get_out_of_da_way	
FIRST	wh_main_grn_gork_or_mork	
SECOND	wh_main_grn_gork_or_mork	
FIRST	wh_main_grn_lootas	
